 ,Area,Mean,Min,Max,Angle,Length
1,8.466E-4,68.676,4.000,170.000,-90.000,0.608
2,0.001,73.207,1.000,188.697,-89.471,0.903
3,7.965E-4,50.224,2.049,154.654,0.278,0.572
4,0.001,86.677,2.000,193.474,-0.887,0.897
5,0.296,67.627,0.000,242.000,0.000,0.000
6,0.646,99.804,0.000,242.000,0.000,0.000
7,8.813E-4,75.190,5.000,220.333,-90.000,0.633
8,0.001,99.126,5.000,220.333,-90.000,0.955
9,8.466E-4,71.200,4.000,160.087,-0.262,0.608
10,0.001,88.633,6.586,176.722,-0.790,0.806
11,0.292,78.433,0.000,243.000,0.000,0.000
12,0.622,106.419,0.000,243.000,0.000,0.000
13,7.386E-4,97.085,10.499,200.384,-89.400,0.531
14,0.001,99.405,0.000,219.621,-88.698,0.856
15,8.389E-4,99.867,9.891,192.889,-0.264,0.603
16,0.001,102.675,5.377,195.000,0.193,0.825
17,0.252,88.890,1.000,244.000,0.000,0.000
18,0.571,112.831,0.000,244.000,0.000,0.000
19,6.846E-4,41.529,7.667,123.000,-90.000,0.492
20,0.001,76.268,6.000,174.667,-88.191,0.792
21,7.733E-4,71.177,3.790,197.123,1.718,0.556
22,0.001,70.952,4.422,190.989,1.861,0.770
23,0.230,65.934,0.000,217.000,0.000,0.000
24,0.000,NaN,255.000,0.000,0.000,0.000
25,7.078E-4,69.339,9.995,162.164,-90.939,0.508
26,0.001,92.529,8.406,228.802,-87.732,0.842
27,7.463E-4,57.040,0.713,149.734,0.297,0.536
28,0.001,66.204,1.447,175.345,-0.589,0.811
29,0.212,58.999,0.000,210.000,0.000,0.000
30,0.623,91.203,0.000,247.000,0.000,0.000
