 ,Area,Mean,Min,Max,Angle,Length
1,0.001,72.269,1.162,196.514,-92.265,0.731
2,0.002,101.433,2.057,244.339,-92.121,1.115
3,8.925E-4,86.914,0.894,233.769,0.730,0.648
4,0.001,88.673,1.259,213.333,-0.240,0.986
5,0.375,80.080,0.000,248.000,0.000,0.000
6,0.837,116.793,0.000,248.000,0.000,0.000
7,9.209E-4,90.173,3.951,217.712,-88.586,0.669
8,0.001,114.726,2.806,218.937,-91.128,1.048
9,9.039E-4,80.042,5.667,213.000,0.000,0.656
10,0.002,109.001,10.600,213.335,-0.211,1.118
11,0.353,88.769,0.000,249.000,0.000,0.000
12,0.907,124.061,0.000,249.000,0.000,0.000
13,9.209E-4,72.123,6.967,210.667,-90.707,0.668
14,0.002,107.056,2.407,219.510,-91.069,1.106
15,6.202E-4,78.228,5.829,221.043,0.526,0.450
16,0.001,124.672,2.451,219.853,0.843,0.842
17,0.248,82.594,0.000,246.000,0.000,0.000
18,0.641,125.686,0.000,246.000,0.000,0.000
