 ,Area,Mean,Min,Max,Angle,Length
1,9.847E-4,85.135,16.593,199.000,-89.779,0.714
2,0.002,127.305,20.774,235.000,-89.212,1.201
3,8.898E-4,95.869,25.333,186.000,0.000,0.645
4,0.001,91.484,26.000,184.000,0.000,0.928
5,0.351,105.773,2.000,247.000,0.000,0.000
6,0.820,123.021,0.000,247.000,0.000,0.000
7,8.595E-4,63.001,1.000,182.867,-88.733,0.623
8,0.001,99.809,4.381,212.462,-90.630,1.003
9,7.912E-4,100.296,2.256,215.308,1.652,0.573
10,0.001,101.032,2.721,212.284,1.355,0.816
11,0.285,79.272,0.000,244.000,0.000,0.000
12,0.691,102.400,0.000,244.000,0.000,0.000
13,8.025E-4,59.374,1.000,161.657,-89.457,0.581
14,0.001,83.767,0.000,192.941,-88.877,0.984
15,8.025E-4,85.761,11.657,200.727,1.086,0.581
16,0.001,86.199,4.833,210.339,0.560,0.846
17,0.291,76.304,0.000,240.000,0.000,0.000
18,0.651,92.461,0.000,240.000,0.000,0.000
19,8.595E-4,45.881,0.075,198.667,-88.226,0.623
20,0.001,95.832,0.000,212.221,-89.119,1.075
21,8.708E-4,58.728,1.667,188.667,0.000,0.631
22,0.001,79.191,3.692,185.415,-0.441,1.074
23,0.309,65.904,0.000,230.000,0.000,0.000
24,0.748,96.495,0.000,230.000,0.000,0.000
25,7.494E-4,33.261,0.030,167.186,-88.837,0.543
26,0.001,58.503,0.072,164.159,-87.885,0.970
27,7.039E-4,54.774,0.737,177.951,0.929,0.510
28,0.001,68.531,0.667,180.498,1.407,0.785
29,0.212,59.361,0.000,219.000,0.000,0.000
30,0.549,88.215,0.000,225.000,0.000,0.000
