 ,Area,Mean,Min,Max,Angle,Length
1,0.002,44.365,1.000,179.667,-90.000,1.057
2,0.003,76.315,0.000,226.808,-90.367,1.608
3,0.001,58.682,0.000,220.825,1.507,0.784
4,0.002,81.657,1.915,183.481,1.332,1.330
5,0.657,53.364,0.000,230.000,0.000,0.000
6,1.955,90.377,0.000,250.000,0.000,0.000
7,0.002,34.580,0.333,133.558,-89.673,0.902
8,0.003,78.961,3.000,182.000,-90.000,1.608
9,0.001,30.243,0.000,127.000,0.360,0.820
10,0.003,70.688,1.000,177.333,0.000,1.557
11,0.659,52.242,0.000,240.000,0.000,0.000
12,1.948,94.206,0.000,242.000,0.000,0.000
13,0.002,23.932,0.333,104.667,-90.000,1.010
14,0.003,49.785,0.333,173.273,-89.421,1.531
15,0.001,57.684,1.000,172.306,2.189,0.810
16,0.002,72.214,1.204,178.659,1.916,1.387
17,0.662,51.575,0.000,243.000,0.000,0.000
18,1.636,79.188,0.000,246.000,0.000,0.000
19,0.001,36.662,0.333,126.150,-92.148,0.825
20,0.002,60.268,0.268,197.677,-92.324,1.398
21,0.002,58.195,1.557,158.492,0.303,0.974
22,0.003,73.534,0.667,204.667,-0.680,1.737
23,0.698,51.931,0.000,247.000,0.000,0.000
24,1.740,76.896,0.000,247.000,0.000,0.000
