 ,Area,Mean,Min,Max,Angle,Length
1,8.656E-4,71.386,3.877,179.529,-91.268,0.685
2,0.001,82.012,4.553,181.094,-90.305,0.949
3,6.488E-4,55.249,1.333,216.617,-0.282,0.513
4,9.007E-4,96.793,1.667,220.106,-1.219,0.712
5,0.271,69.182,0.000,242.000,0.000,0.000
6,0.570,109.600,0.000,250.000,0.000,0.000
7,9.358E-4,59.133,0.625,162.064,-90.782,0.740
8,0.002,86.822,2.667,224.298,-90.501,1.299
9,5.755E-4,76.558,5.333,215.333,0.000,0.455
10,9.246E-4,87.007,5.138,196.435,-2.077,0.732
11,0.307,81.697,0.000,242.000,0.000,0.000
12,0.797,113.431,0.000,244.000,0.000,0.000
13,8.975E-4,47.224,7.289,117.482,-89.796,0.710
14,0.001,81.445,7.716,210.966,-89.474,1.101
15,5.564E-4,47.726,2.831,178.333,0.659,0.439
16,7.636E-4,65.818,1.000,201.630,0.240,0.604
17,0.249,59.974,0.000,228.000,0.000,0.000
18,0.573,95.747,0.000,246.000,0.000,0.000
19,8.593E-4,56.788,2.602,134.416,-89.148,0.679
20,0.001,84.993,2.000,215.112,-89.027,1.041
21,6.106E-4,66.474,9.557,193.148,-0.300,0.482
22,8.975E-4,83.780,15.333,184.000,0.000,0.710
23,0.266,73.951,0.000,242.000,0.000,0.000
24,0.603,108.217,0.000,243.000,0.000,0.000
25,8.577E-4,40.176,2.220,107.006,-87.436,0.677
26,0.001,56.788,2.113,145.782,-88.701,1.003
27,6.616E-4,41.724,2.667,122.841,1.660,0.523
28,9.135E-4,67.132,1.427,183.345,0.801,0.722
29,0.333,60.900,0.000,236.000,0.000,0.000
30,0.692,84.364,0.000,236.000,0.000,0.000
