 ,Area,Mean,Min,Max,Angle,Length
1,9.451E-4,45.216,1.000,131.667,-90.318,0.583
2,0.002,89.632,0.029,172.358,-89.254,0.994
3,7.933E-4,57.891,0.333,155.448,-0.379,0.489
4,0.001,95.895,0.000,199.028,-0.603,0.922
5,0.235,53.556,0.000,235.000,0.000,0.000
6,0.633,93.136,0.000,235.000,0.000,0.000
7,0.001,54.590,3.629,138.566,-88.813,0.625
8,0.002,94.891,3.000,184.031,-87.979,1.101
9,8.613E-4,64.707,1.760,165.667,-0.349,0.531
10,0.002,96.954,1.686,181.000,0.562,0.990
11,0.271,59.100,0.000,232.000,0.000,0.000
12,0.768,97.110,0.000,232.000,0.000,0.000
13,9.818E-4,84.052,5.553,191.961,-89.387,0.605
14,0.002,60.508,1.747,196.024,-88.466,1.088
15,9.347E-4,69.047,5.075,163.333,0.644,0.576
16,0.002,86.737,5.959,170.667,-1.156,1.123
17,0.277,57.261,0.000,221.000,0.000,0.000
18,0.945,87.578,0.000,230.000,0.000,0.000
19,9.713E-4,66.384,6.890,176.034,-90.929,0.599
20,0.002,86.204,5.886,184.181,-90.524,1.061
21,7.357E-4,96.088,24.790,171.814,0.818,0.453
22,0.001,111.181,16.265,198.407,-0.234,0.793
23,0.213,73.870,0.000,217.000,0.000,0.000
24,0.593,109.911,0.000,242.000,0.000,0.000
25,0.001,78.741,3.000,210.000,-90.000,0.663
26,0.002,108.985,5.150,212.742,-90.357,1.039
27,9.608E-4,87.644,6.475,204.820,-0.626,0.592
28,0.001,107.245,9.667,201.927,-1.463,0.887
29,0.347,85.087,1.000,219.000,0.000,0.000
30,0.791,117.525,0.000,233.000,0.000,0.000
