 ,Area,Mean,Min,Max,Angle,Length
1,9.421E-4,81.396,14.387,204.369,-91.548,0.723
2,0.001,90.317,12.202,208.788,-92.203,1.016
3,7.693E-4,85.143,18.000,168.000,0.000,0.590
4,0.001,103.714,8.333,200.700,-1.076,0.832
5,0.306,84.577,3.000,231.000,0.000,0.000
6,0.642,112.795,0.000,231.000,0.000,0.000
7,9.167E-4,85.649,19.037,199.667,-91.591,0.703
8,0.001,115.020,19.652,224.242,-91.085,1.031
9,6.625E-4,67.450,5.667,192.910,1.322,0.508
10,0.001,101.152,4.000,198.000,0.000,0.793
11,0.272,66.247,0.000,217.000,0.000,0.000
12,0.644,108.736,0.000,233.000,0.000,0.000
13,7.591E-4,78.532,12.414,192.555,-90.769,0.582
14,0.001,81.534,1.849,178.667,-89.446,0.808
15,6.168E-4,96.402,10.488,181.333,-0.474,0.473
16,0.001,111.685,9.416,186.673,-0.274,0.816
17,0.231,92.082,0.000,206.000,0.000,0.000
18,0.501,109.461,0.000,221.000,0.000,0.000
19,9.726E-4,67.653,14.087,121.428,-88.201,0.746
20,0.001,76.879,18.189,164.667,-87.019,1.126
21,6.676E-4,69.876,9.481,183.463,0.437,0.512
22,0.001,87.465,4.103,182.879,-0.518,0.863
23,0.278,76.261,0.000,235.000,0.000,0.000
24,0.625,106.813,0.000,235.000,0.000,0.000
25,8.100E-4,96.049,13.352,158.667,-89.640,0.621
26,0.001,103.239,12.264,198.695,-89.219,0.859
27,6.066E-4,89.024,26.333,208.255,0.963,0.465
28,8.913E-4,103.505,0.000,208.577,-0.655,0.683
29,0.241,88.806,0.000,229.000,0.000,0.000
30,0.527,113.446,0.000,236.000,0.000,0.000
