 ,Area,Mean,Min,Max,Angle,Length
1,3.080E-4,162.556,106.952,194.524,-87.955,0.321
2,1.846E-4,147.855,56.317,194.070,-90.285,0.192
3,3.647E-4,135.838,0.047,174.903,-0.576,0.381
4,2.385E-4,140.254,0.000,181.856,-0.441,0.249
5,0.097,162.306,0.000,210.000,0.000,0.000
6,0.037,149.197,0.000,209.000,0.000,0.000
7,4.232E-4,134.492,0.000,206.000,-88.264,0.442
8,2.513E-4,110.027,0.333,203.445,-88.328,0.262
9,4.058E-4,131.366,1.229,181.123,0.647,0.424
10,2.523E-4,127.014,0.667,193.000,0.000,0.263
11,0.137,146.856,0.000,214.000,0.000,0.000
12,0.053,136.225,0.000,214.000,0.000,0.000
13,4.140E-4,158.488,0.338,206.844,-90.887,0.432
14,2.358E-4,151.039,0.852,206.000,-89.331,0.246
15,5.210E-4,161.340,91.667,212.667,0.000,0.544
16,2.815E-4,139.676,2.333,192.333,0.000,0.293
17,0.183,168.547,0.000,234.000,0.000,0.000
18,0.054,158.802,0.000,232.000,0.000,0.000
19,3.263E-4,110.468,0.356,167.775,-89.356,0.340
20,2.029E-4,141.765,0.053,209.641,-89.482,0.211
21,4.881E-4,150.694,0.667,214.790,0.537,0.510
22,2.568E-4,124.046,1.443,204.381,-0.614,0.268
23,0.122,151.186,0.000,226.000,0.000,0.000
24,0.046,138.021,0.000,226.000,0.000,0.000
25,3.153E-4,140.609,1.403,188.194,-87.337,0.329
26,2.294E-4,132.184,0.333,182.243,-87.252,0.239
27,3.985E-4,132.229,0.502,167.260,0.132,0.416
28,2.449E-4,124.896,0.112,165.333,0.644,0.255
29,0.111,149.900,0.000,214.000,0.000,0.000
30,0.047,140.937,0.000,214.000,0.000,0.000
