 ,Area,Mean,Min,Max,Angle,Length
1,4.527E-4,143.094,6.781,213.676,-89.482,0.447
2,2.780E-4,145.559,1.359,222.667,-89.366,0.274
3,3.311E-4,171.987,0.401,211.036,-0.355,0.327
4,2.575E-4,165.704,0.000,212.667,0.000,0.254
5,0.126,148.581,0.000,235.000,0.000,0.000
6,0.052,148.932,0.000,235.000,0.000,0.000
7,5.161E-4,152.485,0.000,213.952,-89.091,0.510
8,3.015E-4,156.278,0.333,224.000,-90.000,0.297
9,3.045E-4,152.836,0.000,208.222,1.928,0.300
10,2.248E-4,129.657,0.420,201.260,1.569,0.221
11,0.144,147.005,0.000,230.000,0.000,0.000
12,0.048,144.634,0.000,230.000,0.000,0.000
13,4.660E-4,148.659,0.056,219.767,-88.993,0.460
14,2.708E-4,114.867,0.333,203.220,-89.349,0.267
15,3.761E-4,141.920,1.353,206.894,0.937,0.371
16,2.606E-4,151.071,0.475,222.171,1.353,0.257
17,0.139,154.384,0.000,245.000,0.000,0.000
18,0.051,151.786,0.000,245.000,0.000,0.000
19,4.926E-4,151.592,2.173,220.187,-90.596,0.486
20,2.923E-4,114.676,0.000,204.442,-90.402,0.288
21,3.393E-4,138.330,0.712,209.499,1.212,0.335
22,2.330E-4,153.060,25.022,200.336,1.010,0.230
23,0.148,142.548,0.000,225.000,0.000,0.000
24,0.053,141.906,0.000,225.000,0.000,0.000
25,4.057E-4,154.225,0.109,235.098,-88.987,0.400
26,2.371E-4,129.507,0.333,211.424,-88.264,0.234
27,3.485E-4,141.262,0.000,213.667,0.000,0.344
28,2.299E-4,150.552,3.012,200.810,-0.256,0.226
29,0.123,151.934,0.000,238.000,0.000,0.000
30,0.044,146.012,0.000,238.000,0.000,0.000
