 ,Area,Mean,Min,Max,Angle,Length
1,4.049E-4,153.791,4.923,189.725,-93.104,0.432
2,2.694E-4,144.664,6.026,182.657,-94.112,0.287
3,3.664E-4,144.697,0.333,193.912,-0.137,0.391
4,2.676E-4,134.947,0.657,163.267,0.376,0.285
5,0.125,147.353,0.000,220.000,0.000,0.000
6,0.058,140.846,0.000,220.000,0.000,0.000
7,3.332E-4,136.381,0.096,173.204,-91.357,0.355
8,2.248E-4,120.856,0.333,156.292,-91.790,0.240
9,3.795E-4,126.551,2.858,162.842,-1.191,0.405
10,2.317E-4,131.500,1.086,173.343,-1.519,0.247
11,0.116,128.991,0.000,187.000,0.000,0.000
12,0.043,126.279,0.000,187.000,0.000,0.000
13,3.743E-4,142.384,0.333,177.432,-89.732,0.399
14,2.387E-4,109.493,0.333,176.333,-91.053,0.254
15,3.848E-4,144.431,108.715,173.316,-1.435,0.411
16,2.204E-4,136.965,86.232,171.669,-0.685,0.235
17,0.109,144.893,0.000,209.000,0.000,0.000
18,0.041,136.068,0.000,209.000,0.000,0.000
19,3.848E-4,134.382,93.434,197.333,-88.826,0.411
20,2.501E-4,129.983,93.060,172.018,-88.794,0.267
21,3.962E-4,147.490,0.333,190.130,0.507,0.423
22,2.038E-4,144.106,3.023,187.836,1.481,0.217
23,0.117,149.200,0.000,201.000,0.000,0.000
24,0.043,140.454,0.000,197.000,0.000,0.000
25,3.568E-4,132.207,81.681,171.129,-92.111,0.381
26,2.125E-4,119.654,0.612,167.675,-91.420,0.226
27,3.804E-4,136.322,0.724,166.129,-3.568,0.406
28,1.889E-4,123.657,0.460,160.333,-2.131,0.201
29,0.118,137.125,0.000,184.000,0.000,0.000
30,0.033,130.308,0.000,176.000,0.000,0.000
