 ,Area,Mean,Min,Max,Angle,Length
1,3.755E-4,167.048,107.874,221.546,-89.696,0.376
2,1.987E-4,159.740,107.730,195.931,-90.576,0.198
3,4.102E-4,156.806,0.333,201.527,0.834,0.411
4,2.314E-4,153.876,0.333,193.333,0.741,0.231
5,0.145,160.782,0.000,240.000,0.000,0.000
6,0.038,145.160,0.000,205.000,0.000,0.000
7,4.122E-4,158.241,0.492,209.659,-89.862,0.413
8,2.036E-4,138.047,0.000,207.425,-88.877,0.203
9,3.626E-4,149.313,0.890,199.455,0.787,0.363
10,2.314E-4,138.548,0.333,192.621,0.247,0.231
11,0.135,165.351,0.000,222.000,0.000,0.000
12,0.038,150.770,0.000,216.000,0.000,0.000
13,4.023E-4,166.904,0.762,219.218,-89.149,0.403
14,2.424E-4,142.231,1.292,209.280,-89.057,0.242
15,3.745E-4,163.941,0.667,229.378,0.914,0.375
16,2.245E-4,140.078,0.422,227.133,1.273,0.224
17,0.140,171.623,0.000,241.000,0.000,0.000
18,0.043,153.804,0.000,235.000,0.000,0.000
19,3.506E-4,158.250,0.928,205.219,-90.163,0.351
20,2.295E-4,139.455,0.333,214.928,-89.751,0.229
21,4.112E-4,167.339,0.333,224.101,-0.416,0.412
22,2.404E-4,157.107,0.000,215.667,0.000,0.240
23,0.131,168.950,0.000,231.000,0.000,0.000
24,0.043,151.624,0.000,224.000,0.000,0.000
25,3.646E-4,170.801,0.603,216.109,-89.374,0.365
26,2.066E-4,142.413,0.333,216.667,-90.277,0.206
27,3.576E-4,152.270,0.645,195.691,0.638,0.358
28,2.364E-4,139.028,1.110,196.000,0.242,0.236
29,0.116,161.985,0.000,223.000,0.000,0.000
30,0.041,150.067,0.000,223.000,0.000,0.000
