 ,Area,Mean,Min,Max,Angle,Length
1,5.252E-4,164.148,2.617,204.182,-89.888,0.518
2,2.744E-4,104.085,0.000,181.333,-90.215,0.270
3,4.146E-4,161.424,0.000,206.851,0.567,0.409
4,2.324E-4,146.847,0.000,199.333,0.000,0.229
5,0.143,168.378,0.000,223.000,0.000,0.000
6,0.044,145.187,0.000,203.000,0.000,0.000
7,5.703E-4,159.619,0.333,208.309,-89.382,0.563
8,2.856E-4,130.940,0.333,195.000,-90.206,0.281
9,3.327E-4,156.102,0.086,209.759,0.354,0.328
10,2.385E-4,143.798,0.000,204.138,0.494,0.235
11,0.149,174.132,0.000,235.000,0.000,0.000
12,0.052,147.981,0.000,235.000,0.000,0.000
13,4.341E-4,155.127,0.359,202.667,-90.948,0.428
14,2.314E-4,145.560,0.000,211.333,-90.000,0.228
15,3.481E-4,162.218,0.333,206.298,1.690,0.343
16,2.181E-4,140.717,0.000,199.667,0.000,0.215
17,0.109,172.172,0.000,234.000,0.000,0.000
18,0.039,151.365,0.000,211.000,0.000,0.000
19,3.655E-4,142.698,0.333,218.124,-90.644,0.360
20,2.426E-4,92.283,0.000,200.667,-90.000,0.239
21,2.959E-4,148.405,0.333,243.144,-0.199,0.291
22,2.201E-4,133.634,0.333,201.000,0.000,0.217
23,0.099,163.652,0.000,252.000,0.000,0.000
24,0.042,140.335,0.000,252.000,0.000,0.000
25,4.976E-4,151.769,0.333,196.267,-87.521,0.491
26,2.744E-4,134.661,0.228,198.431,-88.069,0.270
27,3.471E-4,143.314,1.000,200.667,0.000,0.342
28,2.549E-4,128.096,0.968,192.000,-0.462,0.251
29,0.141,162.848,0.000,231.000,0.000,0.000
30,0.056,145.810,0.000,231.000,0.000,0.000
