 ,Area,Mean,Min,Max,Angle,Length
1,4.698E-4,174.433,104.000,214.858,-89.885,0.484
2,2.297E-4,156.870,96.956,201.358,-90.235,0.236
3,4.529E-4,174.221,95.302,225.137,-0.713,0.467
4,2.757E-4,153.845,94.333,198.333,0.000,0.284
5,0.158,186.897,0.000,236.000,0.000,0.000
6,0.056,161.182,0.000,222.000,0.000,0.000
7,4.098E-4,150.595,0.740,204.039,-86.448,0.422
8,2.607E-4,136.099,0.333,190.042,-88.139,0.268
9,4.154E-4,152.570,0.000,199.000,0.000,0.428
10,2.607E-4,133.116,0.333,192.667,0.000,0.268
11,0.134,170.588,0.000,224.000,0.000,0.000
12,0.057,153.291,0.000,207.000,0.000,0.000
13,4.435E-4,186.591,0.941,220.000,-89.150,0.457
14,2.494E-4,149.086,0.333,204.333,-90.000,0.257
15,4.098E-4,189.285,0.667,222.453,0.526,0.422
16,2.504E-4,170.561,0.466,211.333,0.215,0.258
17,0.140,194.057,0.000,235.000,0.000,0.000
18,0.052,171.172,0.000,221.000,0.000,0.000
19,4.079E-4,141.936,0.000,214.000,-90.000,0.420
20,2.729E-4,136.732,0.333,204.000,-90.000,0.281
21,4.520E-4,187.169,104.780,223.484,-0.476,0.466
22,2.532E-4,181.605,106.867,207.333,0.213,0.260
23,0.151,192.745,0.000,242.000,0.000,0.000
24,0.055,170.940,0.000,228.000,0.000,0.000
25,3.920E-4,152.768,2.657,195.000,-90.550,0.404
26,2.307E-4,125.949,0.446,189.000,-90.234,0.237
27,3.929E-4,149.605,0.649,202.914,0.822,0.405
28,2.250E-4,121.701,0.000,170.000,0.000,0.231
29,0.121,171.833,0.000,222.000,0.000,0.000
30,0.043,148.546,0.000,213.000,0.000,0.000
