 ,Area,Mean,Min,Max,Angle,Length
1,4.492E-4,197.287,126.448,229.000,-89.061,0.437
2,2.246E-4,187.899,158.000,216.333,-90.000,0.218
3,5.342E-4,185.292,0.333,220.173,0.564,0.520
4,3.064E-4,154.449,0.333,213.333,0.000,0.298
5,0.201,203.209,0.000,238.000,0.000,0.000
6,0.051,181.563,0.000,231.000,0.000,0.000
7,5.310E-4,196.650,5.264,221.680,-89.546,0.517
8,2.561E-4,146.214,0.333,213.000,-90.236,0.249
9,4.723E-4,192.909,2.000,218.947,-0.255,0.460
10,2.876E-4,183.920,0.850,209.103,-0.420,0.280
11,0.192,200.282,0.000,230.000,0.000,0.000
12,0.054,180.609,0.000,224.000,0.000,0.000
13,4.051E-4,186.477,0.333,237.333,-90.298,0.394
14,2.141E-4,168.391,0.261,232.333,-89.718,0.208
15,5.992E-4,205.144,0.333,239.895,-0.503,0.584
16,2.613E-4,189.477,1.000,227.667,0.000,0.254
17,0.168,210.449,0.000,247.000,0.000,0.000
18,0.044,193.376,0.000,239.000,0.000,0.000
19,4.271E-4,204.766,0.333,234.521,-91.129,0.416
20,2.309E-4,144.688,0.333,235.626,-90.262,0.224
21,5.510E-4,201.425,0.000,233.286,1.421,0.537
22,2.550E-4,177.480,0.333,229.193,-1.420,0.248
23,0.205,213.290,0.000,247.000,0.000,0.000
24,0.049,194.010,0.000,246.000,0.000,0.000
25,4.586E-4,179.619,0.333,222.069,-88.030,0.447
26,2.666E-4,161.296,0.713,207.941,-88.868,0.259
27,4.366E-4,195.746,2.333,225.382,-1.242,0.425
28,2.582E-4,170.207,0.333,217.333,0.000,0.251
29,0.144,200.651,0.000,243.000,0.000,0.000
30,0.052,182.106,0.000,234.000,0.000,0.000
