 ,Area,Mean,Min,Max,Angle,Length
1,4.244E-4,145.251,96.843,193.975,-89.640,0.449
2,2.957E-4,149.119,109.896,198.578,-89.310,0.313
3,3.587E-4,124.019,0.333,178.333,0.000,0.380
4,2.415E-4,119.147,0.333,154.667,0.000,0.255
5,0.143,142.048,0.000,249.000,0.000,0.000
6,0.062,136.259,0.000,218.000,0.000,0.000
7,4.422E-4,144.607,0.000,210.657,-89.193,0.468
8,2.797E-4,125.157,0.346,207.333,-89.635,0.296
9,3.774E-4,155.000,105.132,200.014,-0.405,0.400
10,2.087E-4,155.847,98.667,219.333,0.000,0.220
11,0.144,154.289,0.000,224.000,0.000,0.000
12,0.054,143.596,0.000,224.000,0.000,0.000
13,4.360E-4,149.390,0.512,193.782,-88.597,0.462
14,2.424E-4,130.690,0.157,184.029,-89.157,0.256
15,3.339E-4,148.641,1.302,213.835,-0.153,0.353
16,2.184E-4,122.440,0.248,180.129,0.935,0.231
17,0.124,151.455,0.000,218.000,0.000,0.000
18,0.047,132.442,0.000,212.000,0.000,0.000
19,4.617E-4,137.815,102.420,215.686,-89.890,0.489
20,2.983E-4,130.715,1.512,180.219,-90.855,0.316
21,3.454E-4,137.668,1.052,217.069,0.591,0.366
22,2.433E-4,127.737,0.333,180.026,0.630,0.257
23,0.157,141.726,0.000,239.000,0.000,0.000
24,0.065,128.663,0.000,239.000,0.000,0.000
25,4.253E-4,147.737,0.000,204.743,-88.322,0.451
26,2.522E-4,131.142,0.000,179.332,-88.785,0.267
27,3.623E-4,141.886,90.000,190.424,0.282,0.384
28,2.033E-4,122.035,90.601,191.326,0.251,0.215
29,0.132,153.588,0.000,222.000,0.000,0.000
30,0.049,133.199,0.000,202.000,0.000,0.000
