 ,Area,Mean,Min,Max,Angle,Length
1,4.181E-4,131.973,81.667,196.946,-90.119,0.449
2,2.721E-4,129.116,80.000,199.824,-90.730,0.292
3,5.140E-4,158.877,0.000,209.667,0.000,0.552
4,2.946E-4,163.483,0.000,208.539,-0.337,0.316
5,0.187,152.310,0.000,223.000,0.000,0.000
6,0.073,154.245,0.000,223.000,0.000,0.000
7,4.241E-4,163.890,0.000,217.580,-89.649,0.455
8,2.013E-4,140.119,0.333,206.333,-90.000,0.216
9,3.827E-4,171.869,0.333,234.667,0.000,0.411
10,2.298E-4,158.549,1.000,210.860,0.649,0.246
11,0.148,171.857,0.000,243.000,0.000,0.000
12,0.042,155.523,0.000,231.000,0.000,0.000
13,3.714E-4,158.492,0.000,193.462,-91.335,0.399
14,2.064E-4,142.588,0.000,195.451,-90.963,0.221
15,4.423E-4,153.872,0.335,196.667,-1.233,0.475
16,2.462E-4,149.346,1.333,192.897,-0.807,0.264
17,0.161,159.653,0.000,219.000,0.000,0.000
18,0.053,156.607,0.000,219.000,0.000,0.000
19,4.034E-4,137.901,0.000,193.333,-90.984,0.433
20,2.453E-4,135.496,1.333,193.690,-91.215,0.263
21,3.343E-4,141.299,1.000,178.240,-1.187,0.359
22,2.099E-4,132.485,0.333,187.581,-0.237,0.225
23,0.136,153.246,0.000,230.000,0.000,0.000
24,0.048,143.181,0.000,205.000,0.000,0.000
25,4.466E-4,156.159,0.124,208.047,-90.444,0.480
26,2.617E-4,132.380,0.161,201.276,-90.759,0.281
27,4.345E-4,141.877,0.106,200.066,-0.457,0.467
28,2.557E-4,152.605,1.017,205.160,-0.583,0.274
29,0.173,155.491,0.000,238.000,0.000,0.000
30,0.063,145.132,0.000,238.000,0.000,0.000
