 ,Area,Mean,Min,Max,Angle,Length
1,4.292E-4,116.774,0.667,172.667,-90.498,0.444
2,2.849E-4,126.493,5.087,188.820,-92.816,0.295
3,4.962E-4,131.199,0.316,195.596,0.754,0.513
4,3.175E-4,119.989,0.333,197.333,0.000,0.328
5,0.180,147.671,0.000,203.000,0.000,0.000
6,0.074,133.280,0.000,203.000,0.000,0.000
7,4.143E-4,139.665,88.000,192.688,-89.484,0.428
8,2.691E-4,151.354,95.000,189.333,-89.801,0.278
9,4.934E-4,163.711,2.000,198.333,-0.108,0.510
10,2.998E-4,155.936,1.667,213.000,0.000,0.310
11,0.182,157.567,0.000,221.000,0.000,0.000
12,0.069,134.470,0.000,221.000,0.000,0.000
13,4.553E-4,170.527,2.499,207.007,-89.413,0.471
14,2.989E-4,161.747,0.568,199.667,-89.463,0.309
15,4.422E-4,154.061,1.641,204.477,0.967,0.457
16,2.830E-4,135.207,1.132,202.538,0.567,0.292
17,0.178,169.448,0.000,221.000,0.000,0.000
18,0.069,146.993,0.000,216.000,0.000,0.000
19,4.227E-4,160.424,0.145,201.150,-89.874,0.437
20,2.439E-4,144.742,0.295,200.000,-89.341,0.252
21,5.223E-4,153.297,0.333,195.015,-0.205,0.540
22,2.970E-4,149.217,0.229,197.333,0.721,0.307
23,0.188,169.920,0.000,213.000,0.000,0.000
24,0.063,152.904,0.000,205.000,0.000,0.000
25,4.376E-4,151.341,2.143,211.768,-89.023,0.453
26,2.737E-4,126.341,0.141,194.187,-89.413,0.283
27,3.808E-4,156.786,0.667,200.333,0.000,0.394
28,2.523E-4,154.596,0.501,211.551,0.424,0.261
29,0.137,165.757,0.000,220.000,0.000,0.000
30,0.062,148.264,0.000,220.000,0.000,0.000
