 ,Area,Mean,Min,Max,Angle,Length
1,3.894E-4,136.631,0.133,213.583,-92.615,0.402
2,2.120E-4,138.116,4.661,169.404,-93.292,0.219
3,3.520E-4,161.115,0.830,206.457,0.305,0.363
4,1.998E-4,141.895,0.000,208.000,0.807,0.206
5,0.119,161.685,0.000,234.000,0.000,0.000
6,0.040,147.602,0.000,230.000,0.000,0.000
7,5.173E-4,135.028,0.245,201.797,-90.725,0.534
8,2.661E-4,113.556,0.937,187.089,-90.605,0.274
9,3.838E-4,130.128,81.980,188.096,1.118,0.396
10,2.325E-4,121.413,70.473,179.435,1.155,0.240
11,0.150,135.023,0.000,207.000,0.000,0.000
12,0.053,120.836,0.000,204.000,0.000,0.000
13,5.182E-4,150.870,1.000,200.610,-90.621,0.535
14,2.736E-4,124.768,1.057,189.648,-90.589,0.282
15,5.052E-4,142.245,0.333,202.630,-1.061,0.522
16,3.100E-4,129.761,2.790,182.000,-0.865,0.320
17,0.220,156.105,0.000,241.000,0.000,0.000
18,0.068,137.600,0.000,227.000,0.000,0.000
19,4.370E-4,120.537,1.000,209.411,-88.651,0.451
20,3.016E-4,95.113,0.112,197.170,-88.933,0.311
21,4.090E-4,132.575,0.453,214.851,0.393,0.422
22,2.689E-4,123.586,0.667,219.274,0.200,0.277
23,0.128,135.942,0.000,243.000,0.000,0.000
24,0.057,124.599,0.000,241.000,0.000,0.000
25,4.473E-4,133.520,85.333,173.333,-90.000,0.462
26,2.988E-4,121.546,6.115,163.365,-90.718,0.308
27,3.688E-4,129.921,2.163,242.000,0.145,0.381
28,2.811E-4,127.890,0.667,212.667,0.000,0.290
29,0.155,142.474,0.000,243.000,0.000,0.000
30,0.068,129.255,0.000,243.000,0.000,0.000
