 ,Area,Mean,Min,Max,Angle,Length
1,4.350E-4,131.567,0.333,198.279,-89.010,0.448
2,2.578E-4,117.899,2.423,167.358,-87.910,0.265
3,3.937E-4,161.956,0.333,215.815,1.504,0.406
4,2.409E-4,153.174,0.333,217.268,1.343,0.248
5,0.121,160.491,0.000,232.000,0.000,0.000
6,0.050,142.982,0.000,232.000,0.000,0.000
7,3.937E-4,130.112,0.543,223.459,-88.906,0.406
8,2.709E-4,109.876,0.211,180.579,-89.005,0.279
9,3.506E-4,115.007,77.163,162.555,1.536,0.361
10,2.418E-4,127.366,78.088,192.424,1.337,0.249
11,0.129,146.017,0.000,228.000,0.000,0.000
12,0.057,131.718,0.000,224.000,0.000,0.000
13,3.309E-4,152.574,0.667,192.149,-90.163,0.341
14,2.550E-4,149.618,0.497,193.234,-89.577,0.262
15,4.668E-4,153.572,0.377,197.025,0.576,0.481
16,2.850E-4,139.989,2.184,192.481,-0.189,0.293
17,0.114,157.135,0.000,232.000,0.000,0.000
18,0.055,144.256,0.000,230.000,0.000,0.000
19,3.356E-4,120.299,0.804,180.667,-87.754,0.346
20,2.606E-4,116.563,0.999,155.940,-88.346,0.268
21,3.928E-4,125.754,1.100,177.378,0.822,0.405
22,2.625E-4,114.479,2.082,178.118,1.027,0.270
23,0.116,141.676,0.000,231.000,0.000,0.000
24,0.055,126.519,0.000,213.000,0.000,0.000
25,3.853E-4,153.119,12.083,225.816,-87.765,0.397
26,2.765E-4,145.546,1.010,199.707,-88.247,0.285
27,3.375E-4,147.308,1.315,191.115,1.277,0.348
28,2.456E-4,158.890,0.705,217.525,1.317,0.253
29,0.120,158.531,0.000,232.000,0.000,0.000
30,0.058,144.456,0.000,229.000,0.000,0.000
