 ,Area,Mean,Min,Max,Angle,Length
1,5.326E-4,154.135,91.885,192.667,-87.520,0.532
2,2.983E-4,132.582,16.535,210.980,-88.264,0.297
3,4.365E-4,150.125,95.448,190.421,1.054,0.435
4,2.753E-4,129.269,90.333,185.667,0.000,0.274
5,0.182,163.366,0.000,246.000,0.000,0.000
6,0.062,142.503,0.000,246.000,0.000,0.000
7,5.296E-4,164.135,111.427,217.461,-87.501,0.528
8,3.103E-4,144.215,1.851,209.246,-87.776,0.309
9,4.775E-4,170.819,1.469,213.667,0.722,0.476
10,2.883E-4,160.933,0.425,212.971,0.998,0.287
11,0.189,177.873,0.000,247.000,0.000,0.000
12,0.070,161.993,0.000,247.000,0.000,0.000
13,4.255E-4,139.595,0.399,192.649,-88.514,0.424
14,2.453E-4,116.082,0.372,194.333,-89.296,0.244
15,3.414E-4,142.642,1.000,182.333,0.843,0.340
16,2.152E-4,125.550,0.358,168.000,1.071,0.214
17,0.110,158.058,0.000,224.000,0.000,0.000
18,0.041,139.740,0.000,204.000,0.000,0.000
19,5.636E-4,165.039,1.196,210.352,-90.714,0.562
20,3.033E-4,131.717,0.333,219.307,-90.759,0.302
21,4.235E-4,167.067,0.858,214.964,0.815,0.422
22,2.493E-4,151.961,1.301,209.667,1.386,0.248
23,0.183,182.402,0.000,233.000,0.000,0.000
24,0.060,160.232,0.000,231.000,0.000,0.000
25,5.086E-4,145.465,0.333,203.976,-89.322,0.507
26,3.164E-4,135.522,0.333,204.252,-89.636,0.315
27,3.344E-4,160.034,0.345,196.748,2.236,0.333
28,2.423E-4,157.603,3.313,201.166,1.189,0.241
29,0.149,160.389,0.000,237.000,0.000,0.000
30,0.063,146.744,0.000,237.000,0.000,0.000
