 ,Area,Mean,Min,Max,Angle,Length
1,4.774E-4,171.667,98.706,203.016,-90.866,0.502
2,2.828E-4,144.942,88.793,199.758,-91.830,0.297
3,4.981E-4,175.235,0.333,216.978,0.311,0.524
4,2.964E-4,150.764,0.333,206.333,0.175,0.311
5,0.221,184.158,0.000,231.000,0.000,0.000
6,0.071,160.570,0.000,231.000,0.000,0.000
7,3.900E-4,171.036,0.333,224.068,-90.928,0.410
8,2.441E-4,158.676,0.790,200.575,-91.697,0.256
9,4.351E-4,175.582,3.144,210.678,1.307,0.458
10,2.873E-4,139.660,4.980,188.667,0.901,0.302
11,0.156,179.005,0.000,241.000,0.000,0.000
12,0.062,155.822,0.000,219.000,0.000,0.000
13,3.720E-4,160.792,0.704,208.136,-90.834,0.391
14,2.045E-4,137.409,0.035,215.451,-90.507,0.215
15,4.423E-4,177.037,0.000,222.238,0.935,0.465
16,2.639E-4,163.632,0.553,219.393,1.569,0.277
17,0.147,180.102,0.000,237.000,0.000,0.000
18,0.050,160.738,0.000,237.000,0.000,0.000
19,3.819E-4,157.570,95.868,199.345,-90.135,0.401
20,2.603E-4,144.461,90.005,194.708,-89.602,0.273
21,5.468E-4,170.212,90.667,225.667,0.095,0.575
22,3.261E-4,145.482,97.171,227.433,0.794,0.343
23,0.202,177.548,0.000,237.000,0.000,0.000
24,0.073,154.144,0.000,237.000,0.000,0.000
25,4.198E-4,167.569,85.004,225.517,-89.877,0.441
26,2.477E-4,152.196,91.557,222.341,-90.836,0.260
27,4.945E-4,172.673,1.253,214.764,-1.254,0.520
28,2.774E-4,159.222,0.333,215.333,0.000,0.291
29,0.178,185.168,0.000,235.000,0.000,0.000
30,0.059,163.568,0.000,229.000,0.000,0.000
