 ,Area,Mean,Min,Max,Angle,Length
1,3.435E-4,164.797,1.333,198.667,-90.000,0.359
2,2.105E-4,112.798,0.206,230.580,-90.996,0.220
3,3.791E-4,159.753,0.333,202.881,-0.276,0.396
4,2.442E-4,140.764,0.000,205.667,0.000,0.255
5,0.116,174.444,0.000,235.000,0.000,0.000
6,0.044,154.279,0.000,235.000,0.000,0.000
7,3.590E-4,177.120,0.495,215.712,-90.583,0.375
8,2.360E-4,141.285,0.217,208.000,-90.666,0.246
9,3.736E-4,170.753,0.333,224.333,0.000,0.390
10,2.360E-4,137.461,0.333,217.194,0.888,0.246
11,0.116,179.571,0.000,229.000,0.000,0.000
12,0.047,152.562,0.000,218.000,0.000,0.000
13,3.536E-4,161.295,0.667,204.789,-89.704,0.369
14,2.141E-4,149.459,0.333,199.402,-89.265,0.223
15,3.317E-4,169.680,1.699,209.181,-0.158,0.347
16,2.069E-4,154.814,0.982,200.997,-0.254,0.216
17,0.090,166.366,0.000,219.000,0.000,0.000
18,0.038,143.695,0.000,219.000,0.000,0.000
19,3.107E-4,167.033,2.902,200.824,-87.474,0.325
20,1.914E-4,152.159,0.333,206.635,-88.356,0.200
21,3.855E-4,161.014,0.000,202.859,-0.679,0.403
22,2.488E-4,142.070,0.059,194.730,-0.843,0.260
23,0.109,172.038,0.000,232.000,0.000,0.000
24,0.040,148.028,0.000,222.000,0.000,0.000
25,3.180E-4,161.167,0.301,212.218,-87.861,0.332
26,2.069E-4,142.518,0.333,203.667,-88.226,0.216
27,3.417E-4,163.771,1.608,209.465,0.460,0.357
28,2.324E-4,133.907,2.000,197.102,0.902,0.242
29,0.103,173.915,0.000,232.000,0.000,0.000
30,0.039,146.716,0.000,232.000,0.000,0.000
