"colony_id","CALICE","MEASUREMENT","value","species","treatment","recovered"
"OFAV_SP_4EV15","C2","CA",0.043,"OFAV","SP","p"
"OFAV_SP_4EV15","C3","W",0.355,"OFAV","SP","p"
"OFAV_SP_4EV15","C2","CW",0.236,"OFAV","SP","p"
"OFAV_SP_4EV15","C2","A",0.084,"OFAV","SP","p"
"OFAV_SP_4EV15","C3","A",0.082,"OFAV","SP","p"
"OFAV_SP_4EV15","C3","CW",0.231,"OFAV","SP","p"
"OFAV_SP_4EV15","C4","A",0.1,"OFAV","SP","p"
"OFAV_SP_4EV15","C3","CA",0.041,"OFAV","SP","p"
"OFAV_SP_6JQ16","C4","W",0.318,"OFAV","SP","p"
"OFAV_SP_6JQ16","C1","H",0.368,"OFAV","SP","p"
"OFAV_SP_6JQ16","C2","A",0.104,"OFAV","SP","p"
"OFAV_SP_6JQ16","C4","CH",0.262,"OFAV","SP","p"
"OFAV_SP_6JQ16","C2","W",0.355,"OFAV","SP","p"
"OFAV_SP_6JQ16","C3","CA",0.055,"OFAV","SP","p"
"OFAV_SP_6JQ16","C2","CW",0.227,"OFAV","SP","p"
"OFAV_SP_6JQ16","C2","CA",0.043,"OFAV","SP","p"
"OFAV_SP_6JQ16","C3","A",0.122,"OFAV","SP","p"
"OFAV_SP_6JQ16","C3","W",0.279,"OFAV","SP","p"
"OFAV_SP_6JQ16","C3","CW",0.231,"OFAV","SP","p"
"OFAV_SP_6JQ16","C3","H",0.43,"OFAV","SP","p"
"OFAV_SP_6JQ16","C3","CH",0.286,"OFAV","SP","p"
"OFAV_SP_6JQ16","C5","H",0.393,"OFAV","SP","p"
"OFAV_SP_6JQ16","C5","CH",0.266,"OFAV","SP","p"
"OFAV_SP_6JQ16","C4","H",0.389,"OFAV","SP","p"
"OFAV_SP_6JQ16","C1","CH",0.289,"OFAV","SP","p"
"OFAV_SP_6JQ16","C5","A",0.115,"OFAV","SP","p"
"OFAV_SP_6JQ16","C5","CA",0.053,"OFAV","SP","p"
"OFAV_SP_6JQ16","C4","A",0.103,"OFAV","SP","p"
"OFAV_SP_6JQ16","C4","CW",0.214,"OFAV","SP","p"
"OFAV_SP_6JQ16","C2","CH",0.237,"OFAV","SP","p"
"OFAV_SP_6JQ16","C5","CW",0.261,"OFAV","SP","p"
"OFAV_SP_6JQ16","C1","A",0.115,"OFAV","SP","p"
"OFAV_SP_6JQ16","C4","CA",0.053,"OFAV","SP","p"
"OFAV_SP_6JQ16","C5","W",0.328,"OFAV","SP","p"
"OFAV_SP_6JQ16","C1","W",0.293,"OFAV","SP","p"
"OFAV_SP_6JQ16","C1","CA",0.072,"OFAV","SP","p"
"OFAV_SP_6JQ16","C2","H",0.352,"OFAV","SP","p"
"OFAV_SP_6JQ16","C1","CW",0.188,"OFAV","SP","p"
"OFAV_SP_8EV24","C3","CA",0.079,"OFAV","SP","p"
"OFAV_SP_8EV24","C5","CW",0.208,"OFAV","SP","p"
"OFAV_SP_8EV24","C1","W",0.493,"OFAV","SP","p"
"OFAV_SP_8EV24","C3","A",0.133,"OFAV","SP","p"
"OFAV_SP_8EV24","C5","W",0.264,"OFAV","SP","p"
"OFAV_SP_8EV24","C1","H",0.403,"OFAV","SP","p"
"OFAV_SP_8EV24","C2","CW",0.222,"OFAV","SP","p"
"OFAV_SP_8EV24","C2","CA",0.055,"OFAV","SP","p"
"OFAV_SP_8EV24","C2","H",0.402,"OFAV","SP","p"
"OFAV_SP_8EV24","C2","CH",0.276,"OFAV","SP","p"
"OFAV_SP_8EV24","C2","W",0.415,"OFAV","SP","p"
"OFAV_SP_8EV24","C1","CW",0.31,"OFAV","SP","p"
"OFAV_SP_8EV24","C2","A",0.106,"OFAV","SP","p"
"OFAV_SP_8EV24","C5","CH",0.29,"OFAV","SP","p"
"OFAV_SP_8EV24","C4","CA",0.057,"OFAV","SP","p"
"OFAV_SP_8EV24","C5","A",0.098,"OFAV","SP","p"
"OFAV_SP_8EV24","C3","CW",0.21,"OFAV","SP","p"
"OFAV_SP_8EV24","C4","A",0.114,"OFAV","SP","p"
"OFAV_SP_8EV24","C5","CA",0.057,"OFAV","SP","p"
"OFAV_SP_8EV24","C1","A",0.13,"OFAV","SP","p"
"OFAV_SP_8EV24","C1","CA",0.091,"OFAV","SP","p"
"OFAV_SP_8EV24","C4","H",0.332,"OFAV","SP","p"
"OFAV_SP_8EV24","C5","H",0.353,"OFAV","SP","p"
"OFAV_SP_8EV24","C3","CH",0.232,"OFAV","SP","p"
"OFAV_SP_8EV24","C3","W",0.429,"OFAV","SP","p"
"OFAV_SP_8EV24","C4","CW",0.266,"OFAV","SP","p"
"OFAV_SP_8EV24","C3","H",0.344,"OFAV","SP","p"
"OFAV_SP_8EV24","C1","CH",0.315,"OFAV","SP","p"
"OFAV_SP_8EV24","C4","CH",0.272,"OFAV","SP","p"
"OFAV_SP_8EV24","C4","W",0.368,"OFAV","SP","p"
"OFAV_SP_9EV2","C1","CH",0.182,"OFAV","SP","p"
"OFAV_SP_9EV2","C4","CH",0.282,"OFAV","SP","p"
"OFAV_SP_9EV2","C4","W",0.328,"OFAV","SP","p"
"OFAV_SP_9EV2","C2","CH",0.216,"OFAV","SP","p"
"OFAV_SP_9EV2","C2","CW",0.228,"OFAV","SP","p"
"OFAV_SP_9EV2","C1","CW",0.208,"OFAV","SP","p"
"OFAV_SP_9EV2","C2","H",0.4,"OFAV","SP","p"
"OFAV_SP_9EV2","C1","H",0.32,"OFAV","SP","p"
"OFAV_SP_9EV2","C3","CW",0.211,"OFAV","SP","p"
"OFAV_SP_9EV2","C4","H",0.465,"OFAV","SP","p"
"OFAV_SP_9EV2","C2","CA",0.045,"OFAV","SP","p"
"OFAV_SP_9EV2","C3","A",0.114,"OFAV","SP","p"
"OFAV_SP_9EV2","C3","CA",0.049,"OFAV","SP","p"
"OFAV_SP_9EV2","C4","A",0.144,"OFAV","SP","p"
"OFAV_SP_9EV2","C4","CA",0.058,"OFAV","SP","p"
"OFAV_SP_9EV2","C5","A",0.107,"OFAV","SP","p"
"OFAV_SP_9EV2","C5","CA",0.049,"OFAV","SP","p"
"OFAV_SP_9EV2","C4","CW",0.238,"OFAV","SP","p"
"OFAV_SP_9EV2","C3","H",0.392,"OFAV","SP","p"
"OFAV_SP_9EV2","C3","CH",0.265,"OFAV","SP","p"
"OFAV_SP_9EV2","C3","W",0.313,"OFAV","SP","p"
"OFAV_SP_9EV2","C5","CW",0.198,"OFAV","SP","p"
"OFAV_SP_9EV2","C1","W",0.291,"OFAV","SP","p"
"OFAV_SP_9EV2","C1","CA",0.037,"OFAV","SP","p"
"OFAV_SP_9EV2","C5","H",0.457,"OFAV","SP","p"
"OFAV_SP_9EV2","C5","CH",0.229,"OFAV","SP","p"
"OFAV_SP_9EV2","C1","A",0.117,"OFAV","SP","p"
"OFAV_SP_9EV2","C2","A",0.105,"OFAV","SP","p"
"OFAV_SP_9EV2","C2","W",0.362,"OFAV","SP","p"
"OFAV_SP_9EV2","C5","W",0.36,"OFAV","SP","p"
"OFAV_SP_DEV35","C1","CA",0.07,"OFAV","SP","p"
"OFAV_SP_DEV35","C5","CA",0.049,"OFAV","SP","p"
"OFAV_SP_DEV35","C1","A",0.148,"OFAV","SP","p"
"OFAV_SP_DEV35","C1","CW",0.269,"OFAV","SP","p"
"OFAV_SP_DEV35","C5","W",0.432,"OFAV","SP","p"
"OFAV_SP_DEV35","C5","CW",0.237,"OFAV","SP","p"
"OFAV_SP_DEV35","C1","W",0.442,"OFAV","SP","p"
"OFAV_SP_DEV35","C4","CW",0.294,"OFAV","SP","p"
"OFAV_SP_DEV35","C5","H",0.335,"OFAV","SP","p"
"OFAV_SP_DEV35","C5","CH",0.199,"OFAV","SP","p"
"OFAV_SP_DEV35","C4","W",0.515,"OFAV","SP","p"
"OFAV_SP_DEV35","C2","W",0.401,"OFAV","SP","p"
"OFAV_SP_DEV35","C2","CA",0.054,"OFAV","SP","p"
"OFAV_SP_DEV35","C2","H",0.308,"OFAV","SP","p"
"OFAV_SP_DEV35","C3","CA",0.062,"OFAV","SP","p"
"OFAV_SP_DEV35","C4","A",0.169,"OFAV","SP","p"
"OFAV_SP_DEV35","C4","CA",0.053,"OFAV","SP","p"
"OFAV_SP_DEV35","C3","A",0.115,"OFAV","SP","p"
"OFAV_SP_DEV35","C4","CH",0.215,"OFAV","SP","p"
"OFAV_SP_DEV35","C2","CH",0.275,"OFAV","SP","p"
"OFAV_SP_DEV35","C2","A",0.139,"OFAV","SP","p"
"OFAV_SP_DEV35","C5","A",0.128,"OFAV","SP","p"
"OFAV_SP_DEV35","C3","H",0.352,"OFAV","SP","p"
"OFAV_SP_DEV35","C3","CH",0.231,"OFAV","SP","p"
"OFAV_SP_DEV35","C3","W",0.358,"OFAV","SP","p"
"OFAV_SP_DEV35","C2","CW",0.267,"OFAV","SP","p"
"OFAV_SP_DEV35","C4","H",0.36,"OFAV","SP","p"
"OFAV_SP_DEV35","C1","CH",0.264,"OFAV","SP","p"
"OFAV_SP_DEV35","C3","CW",0.23,"OFAV","SP","p"
"OFAV_SP_DEV35","C1","H",0.379,"OFAV","SP","p"
"OFAV_SP_EV","C4","W",0.404,"OFAV","SP","p"
"OFAV_SP_EV","C1","CH",0.283,"OFAV","SP","p"
"OFAV_SP_EV","C4","CH",0.277,"OFAV","SP","p"
"OFAV_SP_EV","C2","CA",0.065,"OFAV","SP","p"
"OFAV_SP_EV","C3","CA",0.08,"OFAV","SP","p"
"OFAV_SP_EV","C2","A",0.137,"OFAV","SP","p"
"OFAV_SP_EV","C2","H",0.456,"OFAV","SP","p"
"OFAV_SP_EV","C3","A",0.136,"OFAV","SP","p"
"OFAV_SP_EV","C2","W",0.418,"OFAV","SP","p"
"OFAV_SP_EV","C1","A",0.104,"OFAV","SP","p"
"OFAV_SP_EV","C4","A",0.146,"OFAV","SP","p"
"OFAV_SP_EV","C2","CH",0.277,"OFAV","SP","p"
"OFAV_SP_EV","C5","CA",0.074,"OFAV","SP","p"
"OFAV_SP_EV","C3","CW",0.284,"OFAV","SP","p"
"OFAV_SP_EV","C1","CA",0.061,"OFAV","SP","p"
"OFAV_SP_EV","C3","CH",0.321,"OFAV","SP","p"
"OFAV_SP_EV","C3","W",0.447,"OFAV","SP","p"
"OFAV_SP_EV","C5","A",0.158,"OFAV","SP","p"
"OFAV_SP_EV","C4","H",0.418,"OFAV","SP","p"
"OFAV_SP_EV","C4","CW",0.253,"OFAV","SP","p"
"OFAV_SP_EV","C4","CA",0.067,"OFAV","SP","p"
"OFAV_SP_EV","C5","CW",0.302,"OFAV","SP","p"
"OFAV_SP_EV","C1","H",0.397,"OFAV","SP","p"
"OFAV_SP_EV","C2","CW",0.245,"OFAV","SP","p"
"OFAV_SP_EV","C3","H",0.455,"OFAV","SP","p"
"OFAV_SP_EV","C5","W",0.395,"OFAV","SP","p"
"OFAV_SP_EV","C1","W",0.291,"OFAV","SP","p"
"OFAV_SP_EV","C1","CW",0.199,"OFAV","SP","p"
"OFAV_SP_EV","C5","CH",0.283,"OFAV","SP","p"
"OFAV_SP_EV","C5","H",0.429,"OFAV","SP","p"
"OFAV_SS_0AZ4","C5","A",0.085,"OFAV","SS","p"
"OFAV_SS_0AZ4","C1","W",0.342,"OFAV","SS","p"
"OFAV_SS_0AZ4","C4","A",0.087,"OFAV","SS","p"
"OFAV_SS_0AZ4","C4","CA",0.043,"OFAV","SS","p"
"OFAV_SS_0AZ4","C5","CW",0.211,"OFAV","SS","p"
"OFAV_SS_0AZ4","C3","CA",0.045,"OFAV","SS","p"
"OFAV_SS_0AZ4","C5","CH",0.245,"OFAV","SS","p"
"OFAV_SS_0AZ4","C5","W",0.296,"OFAV","SS","p"
"OFAV_SS_0AZ4","C2","CH",0.261,"OFAV","SS","p"
"OFAV_SS_0AZ4","C1","H",0.403,"OFAV","SS","p"
"OFAV_SS_0AZ4","C1","CW",0.192,"OFAV","SS","p"
"OFAV_SS_0AZ4","C2","H",0.442,"OFAV","SS","p"
"OFAV_SS_0AZ4","C2","A",0.117,"OFAV","SS","p"
"OFAV_SS_0AZ4","C2","CA",0.051,"OFAV","SS","p"
"OFAV_SS_0AZ4","C3","A",0.097,"OFAV","SS","p"
"OFAV_SS_0AZ4","C5","H",0.363,"OFAV","SS","p"
"OFAV_SS_0AZ4","C4","CW",0.214,"OFAV","SS","p"
"OFAV_SS_0AZ4","C1","A",0.1,"OFAV","SS","p"
"OFAV_SS_0AZ4","C2","W",0.36,"OFAV","SS","p"
"OFAV_SS_0AZ4","C1","CA",0.053,"OFAV","SS","p"
"OFAV_SS_0AZ4","C5","CA",0.045,"OFAV","SS","p"
"OFAV_SS_0AZ4","C4","H",0.341,"OFAV","SS","p"
"OFAV_SS_0AZ4","C1","CH",0.249,"OFAV","SS","p"
"OFAV_SS_0AZ4","C4","CH",0.227,"OFAV","SS","p"
"OFAV_SS_0AZ4","C3","CW",0.209,"OFAV","SS","p"
"OFAV_SS_0AZ4","C2","CW",0.218,"OFAV","SS","p"
"OFAV_SS_0AZ4","C3","H",0.387,"OFAV","SS","p"
"OFAV_SS_0AZ4","C3","CH",0.227,"OFAV","SS","p"
"OFAV_SS_0AZ4","C4","W",0.357,"OFAV","SS","p"
"OFAV_SS_0AZ4","C3","W",0.364,"OFAV","SS","p"
"OFAV_SS_0DW46","C1","CH",0.23,"OFAV","SS","p"
"OFAV_SS_0DW46","C4","CH",0.236,"OFAV","SS","p"
"OFAV_SS_0DW46","C4","W",0.463,"OFAV","SS","p"
"OFAV_SS_0DW46","C4","H",0.403,"OFAV","SS","p"
"OFAV_SS_0DW46","C5","A",0.107,"OFAV","SS","p"
"OFAV_SS_0DW46","C5","CA",0.046,"OFAV","SS","p"
"OFAV_SS_0DW46","C1","A",0.137,"OFAV","SS","p"
"OFAV_SS_0DW46","C2","CW",0.272,"OFAV","SS","p"
"OFAV_SS_0DW46","C3","H",0.348,"OFAV","SS","p"
"OFAV_SS_0DW46","C3","CH",0.187,"OFAV","SS","p"
"OFAV_SS_0DW46","C3","W",0.476,"OFAV","SS","p"
"OFAV_SS_0DW46","C3","CW",0.255,"OFAV","SS","p"
"OFAV_SS_0DW46","C4","CA",0.052,"OFAV","SS","p"
"OFAV_SS_0DW46","C2","CH",0.249,"OFAV","SS","p"
"OFAV_SS_0DW46","C2","W",0.457,"OFAV","SS","p"
"OFAV_SS_0DW46","C1","H",0.391,"OFAV","SS","p"
"OFAV_SS_0DW46","C2","A",0.141,"OFAV","SS","p"
"OFAV_SS_0DW46","C4","CW",0.247,"OFAV","SS","p"
"OFAV_SS_0DW46","C5","H",0.37,"OFAV","SS","p"
"OFAV_SS_0DW46","C3","CA",0.039,"OFAV","SS","p"
"OFAV_SS_0DW46","C4","A",0.131,"OFAV","SS","p"
"OFAV_SS_0DW46","C2","CA",0.058,"OFAV","SS","p"
"OFAV_SS_0DW46","C3","A",0.136,"OFAV","SS","p"
"OFAV_SS_0DW46","C5","CW",0.24,"OFAV","SS","p"
"OFAV_SS_0DW46","C1","W",0.446,"OFAV","SS","p"
"OFAV_SS_0DW46","C2","H",0.413,"OFAV","SS","p"
"OFAV_SS_0DW46","C1","CA",0.048,"OFAV","SS","p"
"OFAV_SS_0DW46","C5","CH",0.235,"OFAV","SS","p"
"OFAV_SS_0DW46","C5","W",0.392,"OFAV","SS","p"
"OFAV_SS_0DW46","C1","CW",0.215,"OFAV","SS","p"
"OFAV_SS_0EV3","C1","CW",0.203,"OFAV","SS","p"
"OFAV_SS_0EV3","C2","H",0.312,"OFAV","SS","p"
"OFAV_SS_0EV3","C1","W",0.316,"OFAV","SS","p"
"OFAV_SS_0EV3","C1","H",0.375,"OFAV","SS","p"
"OFAV_SS_0EV3","C5","CW",0.172,"OFAV","SS","p"
"OFAV_SS_0EV3","C2","W",0.355,"OFAV","SS","p"
"OFAV_SS_0EV3","C2","CA",0.036,"OFAV","SS","p"
"OFAV_SS_0EV3","C2","CW",0.222,"OFAV","SS","p"
"OFAV_SS_0EV3","C1","CA",0.036,"OFAV","SS","p"
"OFAV_SS_0EV3","C5","CH",0.182,"OFAV","SS","p"
"OFAV_SS_0EV3","C5","W",0.3,"OFAV","SS","p"
"OFAV_SS_0EV3","C3","CH",0.203,"OFAV","SS","p"
"OFAV_SS_0EV3","C3","A",0.095,"OFAV","SS","p"
"OFAV_SS_0EV3","C2","CH",0.212,"OFAV","SS","p"
"OFAV_SS_0EV3","C2","A",0.089,"OFAV","SS","p"
"OFAV_SS_0EV3","C4","CA",0.038,"OFAV","SS","p"
"OFAV_SS_0EV3","C5","A",0.069,"OFAV","SS","p"
"OFAV_SS_0EV3","C3","CA",0.037,"OFAV","SS","p"
"OFAV_SS_0EV3","C4","A",0.074,"OFAV","SS","p"
"OFAV_SS_0EV3","C5","H",0.332,"OFAV","SS","p"
"OFAV_SS_0EV3","C1","CH",0.189,"OFAV","SS","p"
"OFAV_SS_0EV3","C5","CA",0.029,"OFAV","SS","p"
"OFAV_SS_0EV3","C1","A",0.079,"OFAV","SS","p"
"OFAV_SS_0EV3","C3","H",0.368,"OFAV","SS","p"
"OFAV_SS_0EV3","C3","W",0.323,"OFAV","SS","p"
"OFAV_SS_0EV3","C3","CW",0.191,"OFAV","SS","p"
"OFAV_SS_0EV3","C4","H",0.314,"OFAV","SS","p"
"OFAV_SS_0EV3","C4","CH",0.217,"OFAV","SS","p"
"OFAV_SS_0EV3","C4","W",0.324,"OFAV","SS","p"
"OFAV_SS_0EV3","C4","CW",0.198,"OFAV","SS","p"
"OFAV_SS_1AZ5","C2","CH",0.186,"OFAV","SS","p"
"OFAV_SS_1AZ5","C2","A",0.129,"OFAV","SS","p"
"OFAV_SS_1AZ5","C1","H",0.469,"OFAV","SS","p"
"OFAV_SS_1AZ5","C2","CA",0.037,"OFAV","SS","p"
"OFAV_SS_1AZ5","C3","A",0.12,"OFAV","SS","p"
"OFAV_SS_1AZ5","C2","H",0.39,"OFAV","SS","p"
"OFAV_SS_1AZ5","C1","CW",0.216,"OFAV","SS","p"
"OFAV_SS_1AZ5","C1","A",0.102,"OFAV","SS","p"
"OFAV_SS_1AZ5","C2","CW",0.238,"OFAV","SS","p"
"OFAV_SS_1AZ5","C3","H",0.42,"OFAV","SS","p"
"OFAV_SS_1AZ5","C3","CA",0.044,"OFAV","SS","p"
"OFAV_SS_1AZ5","C3","W",0.382,"OFAV","SS","p"
"OFAV_SS_1AZ5","C3","CW",0.194,"OFAV","SS","p"
"OFAV_SS_1AZ5","C1","CH",0.299,"OFAV","SS","p"
"OFAV_SS_1AZ5","C3","CH",0.196,"OFAV","SS","p"
"OFAV_SS_1AZ5","C2","W",0.418,"OFAV","SS","p"
"OFAV_SS_1AZ5","C1","CA",0.068,"OFAV","SS","p"
"OFAV_SS_1AZ5","C1","W",0.378,"OFAV","SS","p"
"OFAV_SS_2AZ2","C5","CA",0.041,"OFAV","SS","p"
"OFAV_SS_2AZ2","C5","A",0.125,"OFAV","SS","p"
"OFAV_SS_2AZ2","C1","A",0.141,"OFAV","SS","p"
"OFAV_SS_2AZ2","C1","CA",0.035,"OFAV","SS","p"
"OFAV_SS_2AZ2","C4","W",0.406,"OFAV","SS","p"
"OFAV_SS_2AZ2","C2","CA",0.037,"OFAV","SS","p"
"OFAV_SS_2AZ2","C1","CH",0.173,"OFAV","SS","p"
"OFAV_SS_2AZ2","C4","CH",0.18,"OFAV","SS","p"
"OFAV_SS_2AZ2","C2","A",0.121,"OFAV","SS","p"
"OFAV_SS_2AZ2","C4","CA",0.042,"OFAV","SS","p"
"OFAV_SS_2AZ2","C3","A",0.135,"OFAV","SS","p"
"OFAV_SS_2AZ2","C3","CA",0.035,"OFAV","SS","p"
"OFAV_SS_2AZ2","C4","A",0.102,"OFAV","SS","p"
"OFAV_SS_2AZ2","C1","H",0.441,"OFAV","SS","p"
"OFAV_SS_2AZ2","C2","W",0.413,"OFAV","SS","p"
"OFAV_SS_2AZ2","C2","CH",0.204,"OFAV","SS","p"
"OFAV_SS_2AZ2","C4","CW",0.229,"OFAV","SS","p"
"OFAV_SS_2AZ2","C3","W",0.443,"OFAV","SS","p"
"OFAV_SS_2AZ2","C2","CW",0.183,"OFAV","SS","p"
"OFAV_SS_2AZ2","C3","H",0.404,"OFAV","SS","p"
"OFAV_SS_2AZ2","C3","CH",0.187,"OFAV","SS","p"
"OFAV_SS_2AZ2","C5","CW",0.206,"OFAV","SS","p"
"OFAV_SS_2AZ2","C3","CW",0.224,"OFAV","SS","p"
"OFAV_SS_2AZ2","C4","H",0.333,"OFAV","SS","p"
"OFAV_SS_2AZ2","C5","W",0.4,"OFAV","SS","p"
"OFAV_SS_2AZ2","C5","H",0.366,"OFAV","SS","p"
"OFAV_SS_2AZ2","C5","CH",0.182,"OFAV","SS","p"
"OFAV_SS_2AZ2","C2","H",0.349,"OFAV","SS","p"
"OFAV_SS_2AZ2","C1","W",0.476,"OFAV","SS","p"
"OFAV_SS_2AZ2","C1","CW",0.235,"OFAV","SS","p"
"OFAV_SS_2AZ21","C2","A",0.083,"OFAV","SS","p"
"OFAV_SS_2AZ21","C3","CH",0.24,"OFAV","SS","p"
"OFAV_SS_2AZ21","C3","H",0.386,"OFAV","SS","p"
"OFAV_SS_2AZ21","C1","W",0.367,"OFAV","SS","p"
"OFAV_SS_2AZ21","C3","W",0.35,"OFAV","SS","p"
"OFAV_SS_2AZ21","C3","CW",0.202,"OFAV","SS","p"
"OFAV_SS_2AZ21","C2","CW",0.21,"OFAV","SS","p"
"OFAV_SS_2AZ21","C4","H",0.357,"OFAV","SS","p"
"OFAV_SS_2AZ21","C1","CW",0.22,"OFAV","SS","p"
"OFAV_SS_2AZ21","C2","H",0.346,"OFAV","SS","p"
"OFAV_SS_2AZ21","C2","CH",0.235,"OFAV","SS","p"
"OFAV_SS_2AZ21","C5","CW",0.221,"OFAV","SS","p"
"OFAV_SS_2AZ21","C5","A",0.089,"OFAV","SS","p"
"OFAV_SS_2AZ21","C5","CA",0.045,"OFAV","SS","p"
"OFAV_SS_2AZ21","C1","A",0.1,"OFAV","SS","p"
"OFAV_SS_2AZ21","C1","CA",0.04,"OFAV","SS","p"
"OFAV_SS_2AZ21","C2","W",0.304,"OFAV","SS","p"
"OFAV_SS_2AZ21","C1","CH",0.213,"OFAV","SS","p"
"OFAV_SS_2AZ21","C4","CH",0.213,"OFAV","SS","p"
"OFAV_SS_2AZ21","C4","W",0.329,"OFAV","SS","p"
"OFAV_SS_2AZ21","C4","CW",0.228,"OFAV","SS","p"
"OFAV_SS_2AZ21","C5","H",0.387,"OFAV","SS","p"
"OFAV_SS_2AZ21","C5","CH",0.234,"OFAV","SS","p"
"OFAV_SS_2AZ21","C5","W",0.364,"OFAV","SS","p"
"OFAV_SS_2AZ21","C1","H",0.363,"OFAV","SS","p"
"OFAV_SS_2AZ21","C2","CA",0.044,"OFAV","SS","p"
"OFAV_SS_2AZ21","C3","A",0.088,"OFAV","SS","p"
"OFAV_SS_2AZ21","C3","CA",0.046,"OFAV","SS","p"
"OFAV_SS_2AZ21","C4","A",0.095,"OFAV","SS","p"
"OFAV_SS_2AZ21","C4","CA",0.042,"OFAV","SS","p"
"OFAV_SS_2AZ7_P2","C3","H",0.373,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C3","CH",0.218,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C3","W",0.346,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C2","CW",0.151,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C4","H",0.338,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C1","CH",0.158,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C4","CH",0.203,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C3","CW",0.191,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C5","CW",0.19,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C1","W",0.251,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C1","CW",0.152,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C2","H",0.303,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C2","CH",0.215,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C2","W",0.283,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C4","CA",0.039,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C5","A",0.079,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C4","W",0.359,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C4","CW",0.192,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C5","H",0.336,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C5","CH",0.166,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C5","W",0.308,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C1","H",0.283,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C2","A",0.08,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C2","CA",0.032,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C3","A",0.086,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C3","CA",0.039,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C4","A",0.094,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C1","CA",0.021,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C5","CA",0.039,"OFAV","SS","P2"
"OFAV_SS_2AZ7_P2","C1","A",0.06,"OFAV","SS","P2"
"OFAV_SS_2DW40","C2","CW",0.144,"OFAV","SS","p"
"OFAV_SS_2DW40","C1","H",0.394,"OFAV","SS","p"
"OFAV_SS_2DW40","C2","A",0.132,"OFAV","SS","p"
"OFAV_SS_2DW40","C2","CA",0.049,"OFAV","SS","p"
"OFAV_SS_2DW40","C3","A",0.111,"OFAV","SS","p"
"OFAV_SS_2DW40","C3","CA",0.043,"OFAV","SS","p"
"OFAV_SS_2DW40","C4","A",0.105,"OFAV","SS","p"
"OFAV_SS_2DW40","C4","CA",0.054,"OFAV","SS","p"
"OFAV_SS_2DW40","C5","A",0.061,"OFAV","SS","p"
"OFAV_SS_2DW40","C5","CA",0.025,"OFAV","SS","p"
"OFAV_SS_2DW40","C1","A",0.115,"OFAV","SS","p"
"OFAV_SS_2DW40","C1","CA",0.065,"OFAV","SS","p"
"OFAV_SS_2DW40","C5","CW",0.15,"OFAV","SS","p"
"OFAV_SS_2DW40","C3","H",0.386,"OFAV","SS","p"
"OFAV_SS_2DW40","C3","CH",0.251,"OFAV","SS","p"
"OFAV_SS_2DW40","C3","W",0.464,"OFAV","SS","p"
"OFAV_SS_2DW40","C3","CW",0.194,"OFAV","SS","p"
"OFAV_SS_2DW40","C4","H",0.386,"OFAV","SS","p"
"OFAV_SS_2DW40","C1","CH",0.231,"OFAV","SS","p"
"OFAV_SS_2DW40","C4","CH",0.263,"OFAV","SS","p"
"OFAV_SS_2DW40","C4","W",0.372,"OFAV","SS","p"
"OFAV_SS_2DW40","C4","CW",0.2,"OFAV","SS","p"
"OFAV_SS_2DW40","C5","H",0.275,"OFAV","SS","p"
"OFAV_SS_2DW40","C5","CH",0.159,"OFAV","SS","p"
"OFAV_SS_2DW40","C5","W",0.35,"OFAV","SS","p"
"OFAV_SS_2DW40","C2","CH",0.23,"OFAV","SS","p"
"OFAV_SS_2DW40","C1","W",0.405,"OFAV","SS","p"
"OFAV_SS_2DW40","C1","CW",0.195,"OFAV","SS","p"
"OFAV_SS_2DW40","C2","H",0.418,"OFAV","SS","p"
"OFAV_SS_2DW40","C2","W",0.372,"OFAV","SS","p"
"OFAV_SS_2DW44","C2","A",0.093,"OFAV","SS","p"
