"colony_id","CALICE","MEASUREMENT","value","species","treatment","recovered"
"OFAV_PP_9JQ43","C1","CW",0.277,"OFAV","PP","p"
"OFAV_PP_9JQ43","C3","CA",0.045,"OFAV","PP","p"
"OFAV_PP_9JQ43","C3","CW",0.23,"OFAV","PP","p"
"OFAV_PP_9JQ43","C3","W",0.398,"OFAV","PP","p"
"OFAV_PP_9JQ43","C5","H",0.29,"OFAV","PP","p"
"OFAV_PP_9JQ43","C5","CH",0.182,"OFAV","PP","p"
"OFAV_PP_9JQ43","C3","H",0.323,"OFAV","PP","p"
"OFAV_PP_9JQ43","C4","CW",0.272,"OFAV","PP","p"
"OFAV_PP_9JQ43","C2","A",0.123,"OFAV","PP","p"
"OFAV_PP_9JQ43","C3","A",0.098,"OFAV","PP","p"
"OFAV_PP_9JQ43","C5","W",0.295,"OFAV","PP","p"
"OFAV_PP_9JQ43","C5","CW",0.171,"OFAV","PP","p"
"OFAV_PP_9JQ43","C3","CH",0.213,"OFAV","PP","p"
"OFAV_PP_9JQ43","C4","W",0.412,"OFAV","PP","p"
"OFAV_PP_9JQ43","C2","CW",0.255,"OFAV","PP","p"
"OFAV_PP_9JQ43","C1","H",0.359,"OFAV","PP","p"
"OFAV_PP_9JQ53","C3","CH",0.292,"OFAV","PP","p"
"OFAV_PP_9JQ53","C3","W",0.42,"OFAV","PP","p"
"OFAV_PP_9JQ53","C3","CW",0.21,"OFAV","PP","p"
"OFAV_PP_9JQ53","C3","H",0.528,"OFAV","PP","p"
"OFAV_PP_9JQ53","C1","H",0.454,"OFAV","PP","p"
"OFAV_PP_9JQ53","C1","W",0.353,"OFAV","PP","p"
"OFAV_PP_9JQ53","C1","CW",0.212,"OFAV","PP","p"
"OFAV_PP_9JQ53","C2","CA",0.075,"OFAV","PP","p"
"OFAV_PP_9JQ53","C3","A",0.175,"OFAV","PP","p"
"OFAV_PP_9JQ53","C5","CW",0.223,"OFAV","PP","p"
"OFAV_PP_9JQ53","C2","A",0.149,"OFAV","PP","p"
"OFAV_PP_9JQ53","C1","CA",0.058,"OFAV","PP","p"
"OFAV_PP_9JQ53","C1","A",0.107,"OFAV","PP","p"
"OFAV_PP_9JQ53","C3","CA",0.067,"OFAV","PP","p"
"OFAV_PP_9JQ53","C5","W",0.337,"OFAV","PP","p"
"OFAV_PP_9JQ53","C4","H",0.533,"OFAV","PP","p"
"OFAV_PP_9JQ53","C1","CH",0.253,"OFAV","PP","p"
"OFAV_PP_9JQ53","C2","CW",0.245,"OFAV","PP","p"
"OFAV_PP_9JQ53","C4","W",0.325,"OFAV","PP","p"
"OFAV_PP_9JQ53","C4","A",0.128,"OFAV","PP","p"
"OFAV_PP_9JQ53","C4","CA",0.055,"OFAV","PP","p"
"OFAV_PP_9JQ53","C4","CH",0.288,"OFAV","PP","p"
"OFAV_PP_9JQ53","C5","CA",0.057,"OFAV","PP","p"
"OFAV_PP_9JQ53","C5","CH",0.303,"OFAV","PP","p"
"OFAV_PP_9JQ53","C2","H",0.492,"OFAV","PP","p"
"OFAV_PP_9JQ53","C5","A",0.17,"OFAV","PP","p"
"OFAV_PP_9JQ53","C2","W",0.453,"OFAV","PP","p"
"OFAV_PP_9JQ53","C2","CH",0.315,"OFAV","PP","p"
"OFAV_PP_9JQ53","C5","H",0.589,"OFAV","PP","p"
"OFAV_PP_9JQ53","C4","CW",0.215,"OFAV","PP","p"
"OFAV_PP_AZ","C4","CW",0.25,"OFAV","PP","p"
"OFAV_PP_AZ","C5","H",0.559,"OFAV","PP","p"
"OFAV_PP_AZ","C2","A",0.099,"OFAV","PP","p"
"OFAV_PP_AZ","C2","CA",0.049,"OFAV","PP","p"
"OFAV_PP_AZ","C4","W",0.418,"OFAV","PP","p"
"OFAV_PP_AZ","C4","CH",0.258,"OFAV","PP","p"
"OFAV_PP_AZ","C2","CH",0.255,"OFAV","PP","p"
"OFAV_PP_AZ","C3","A",0.133,"OFAV","PP","p"
"OFAV_PP_AZ","C3","CA",0.065,"OFAV","PP","p"
"OFAV_PP_AZ","C5","CH",0.246,"OFAV","PP","p"
"OFAV_PP_AZ","C5","W",0.415,"OFAV","PP","p"
"OFAV_PP_AZ","C2","W",0.357,"OFAV","PP","p"
"OFAV_PP_AZ","C5","CW",0.276,"OFAV","PP","p"
"OFAV_PP_AZ","C1","W",0.483,"OFAV","PP","p"
"OFAV_PP_AZ","C1","CH",0.243,"OFAV","PP","p"
"OFAV_PP_AZ","C4","H",0.394,"OFAV","PP","p"
"OFAV_PP_AZ","C1","CA",0.049,"OFAV","PP","p"
"OFAV_PP_AZ","C3","H",0.487,"OFAV","PP","p"
"OFAV_PP_AZ","C4","A",0.105,"OFAV","PP","p"
"OFAV_PP_AZ","C4","CA",0.06,"OFAV","PP","p"
"OFAV_PP_AZ","C2","CW",0.234,"OFAV","PP","p"
"OFAV_PP_AZ","C1","A",0.162,"OFAV","PP","p"
"OFAV_PP_AZ","C1","CW",0.263,"OFAV","PP","p"
"OFAV_PP_AZ","C2","H",0.396,"OFAV","PP","p"
"OFAV_PP_AZ","C3","CW",0.241,"OFAV","PP","p"
"OFAV_PP_AZ","C3","CH",0.278,"OFAV","PP","p"
"OFAV_PP_AZ","C1","H",0.459,"OFAV","PP","p"
"OFAV_PP_AZ","C5","CA",0.064,"OFAV","PP","p"
"OFAV_PP_AZ","C3","W",0.412,"OFAV","PP","p"
"OFAV_PP_AZ","C5","A",0.162,"OFAV","PP","p"
"OFAV_PP_CX","C2","CW",0.258,"OFAV","PP","p"
"OFAV_PP_CX","C3","A",0.141,"OFAV","PP","p"
"OFAV_PP_CX","C3","CA",0.052,"OFAV","PP","p"
"OFAV_PP_CX","C1","H",0.353,"OFAV","PP","p"
"OFAV_PP_CX","C3","W",0.36,"OFAV","PP","p"
"OFAV_PP_CX","C5","W",0.347,"OFAV","PP","p"
"OFAV_PP_CX","C2","CA",0.068,"OFAV","PP","p"
"OFAV_PP_CX","C5","CH",0.291,"OFAV","PP","p"
"OFAV_PP_CX","C2","H",0.478,"OFAV","PP","p"
"OFAV_PP_CX","C3","H",0.492,"OFAV","PP","p"
"OFAV_PP_CX","C3","CH",0.28,"OFAV","PP","p"
"OFAV_PP_CX","C1","CW",0.212,"OFAV","PP","p"
"OFAV_PP_CX","C4","CH",0.265,"OFAV","PP","p"
"OFAV_PP_CX","C5","CW",0.224,"OFAV","PP","p"
"OFAV_PP_CX","C1","W",0.417,"OFAV","PP","p"
"OFAV_PP_CX","C2","A",0.166,"OFAV","PP","p"
"OFAV_PP_CX","C4","H",0.462,"OFAV","PP","p"
"OFAV_PP_CX","C4","W",0.403,"OFAV","PP","p"
"OFAV_PP_CX","C4","CW",0.235,"OFAV","PP","p"
"OFAV_PP_CX","C5","H",0.531,"OFAV","PP","p"
"OFAV_PP_CX","C1","CH",0.232,"OFAV","PP","p"
"OFAV_PP_CX","C5","A",0.16,"OFAV","PP","p"
"OFAV_PP_CX","C2","CH",0.296,"OFAV","PP","p"
"OFAV_PP_CX","C3","CW",0.209,"OFAV","PP","p"
"OFAV_PP_CX","C2","W",0.439,"OFAV","PP","p"
"OFAV_PP_CX","C4","A",0.145,"OFAV","PP","p"
"OFAV_PP_CX","C5","CA",0.057,"OFAV","PP","p"
"OFAV_PP_CX","C1","A",0.103,"OFAV","PP","p"
"OFAV_PP_CX","C1","CA",0.046,"OFAV","PP","p"
"OFAV_PP_CX","C4","CA",0.057,"OFAV","PP","p"
"OFAV_PP_DW","C5","CW",0.209,"OFAV","PP","p"
"OFAV_PP_DW","C5","H",0.451,"OFAV","PP","p"
"OFAV_PP_DW","C5","W",0.302,"OFAV","PP","p"
"OFAV_PP_DW","C4","W",0.355,"OFAV","PP","p"
"OFAV_PP_DW","C4","CW",0.209,"OFAV","PP","p"
"OFAV_PP_DW","C4","CA",0.06,"OFAV","PP","p"
"OFAV_PP_DW","C5","CH",0.286,"OFAV","PP","p"
"OFAV_PP_DW","C1","A",0.126,"OFAV","PP","p"
"OFAV_PP_DW","C1","CA",0.053,"OFAV","PP","p"
"OFAV_PP_DW","C2","H",0.416,"OFAV","PP","p"
"OFAV_PP_DW","C5","A",0.126,"OFAV","PP","p"
"OFAV_PP_DW","C4","CH",0.283,"OFAV","PP","p"
"OFAV_PP_DW","C4","A",0.128,"OFAV","PP","p"
"OFAV_PP_DW","C3","CW",0.257,"OFAV","PP","p"
"OFAV_PP_DW","C2","CH",0.226,"OFAV","PP","p"
"OFAV_PP_DW","C5","CA",0.054,"OFAV","PP","p"
"OFAV_PP_DW","C3","W",0.358,"OFAV","PP","p"
"OFAV_PP_DW","C1","CW",0.223,"OFAV","PP","p"
"OFAV_PP_DW","C4","H",0.423,"OFAV","PP","p"
"OFAV_PP_DW","C2","W",0.342,"OFAV","PP","p"
"OFAV_PP_DW","C3","CA",0.052,"OFAV","PP","p"
"OFAV_PP_DW","C3","CH",0.28,"OFAV","PP","p"
"OFAV_PP_DW","C1","H",0.406,"OFAV","PP","p"
"OFAV_PP_DW","C1","CH",0.264,"OFAV","PP","p"
"OFAV_PP_DW","C1","W",0.399,"OFAV","PP","p"
"OFAV_PP_DW","C2","A",0.123,"OFAV","PP","p"
"OFAV_PP_DW","C2","CW",0.2,"OFAV","PP","p"
"OFAV_PP_DW","C3","H",0.414,"OFAV","PP","p"
"OFAV_PP_DW","C2","CA",0.049,"OFAV","PP","p"
"OFAV_PP_DW","C3","A",0.118,"OFAV","PP","p"
"OFAV_PS_0HS2","C2","A",0.108,"OFAV","PS","p"
"OFAV_PS_0HS2","C3","CW",0.216,"OFAV","PS","p"
"OFAV_PS_0HS2","C4","H",0.358,"OFAV","PS","p"
"OFAV_PS_0HS2","C1","CA",0.055,"OFAV","PS","p"
"OFAV_PS_0HS2","C2","H",0.359,"OFAV","PS","p"
"OFAV_PS_0HS2","C2","CH",0.242,"OFAV","PS","p"
"OFAV_PS_0HS2","C3","W",0.385,"OFAV","PS","p"
"OFAV_PS_0HS2","C3","CH",0.248,"OFAV","PS","p"
"OFAV_PS_0HS2","C1","CW",0.22,"OFAV","PS","p"
"OFAV_PS_0HS2","C2","CA",0.05,"OFAV","PS","p"
"OFAV_PS_0HS2","C3","A",0.135,"OFAV","PS","p"
"OFAV_PS_0HS2","C3","CA",0.052,"OFAV","PS","p"
"OFAV_PS_0HS2","C1","CH",0.237,"OFAV","PS","p"
"OFAV_PS_0HS2","C2","CW",0.242,"OFAV","PS","p"
"OFAV_PS_0HS2","C5","CA",0.046,"OFAV","PS","p"
"OFAV_PS_0HS2","C3","H",0.432,"OFAV","PS","p"
"OFAV_PS_0HS2","C1","H",0.443,"OFAV","PS","p"
"OFAV_PS_0HS2","C1","W",0.416,"OFAV","PS","p"
"OFAV_PS_0HS2","C4","CH",0.249,"OFAV","PS","p"
"OFAV_PS_0HS2","C4","W",0.396,"OFAV","PS","p"
"OFAV_PS_0HS2","C1","A",0.147,"OFAV","PS","p"
"OFAV_PS_0HS2","C2","W",0.4,"OFAV","PS","p"
"OFAV_PS_0HS2","C4","CA",0.058,"OFAV","PS","p"
"OFAV_PS_0HS2","C5","A",0.116,"OFAV","PS","p"
"OFAV_PS_0HS2","C4","CW",0.229,"OFAV","PS","p"
"OFAV_PS_0HS2","C4","A",0.115,"OFAV","PS","p"
"OFAV_PS_0HS2","C5","H",0.39,"OFAV","PS","p"
"OFAV_PS_0HS2","C5","W",0.383,"OFAV","PS","p"
"OFAV_PS_0HS2","C5","CW",0.234,"OFAV","PS","p"
"OFAV_PS_0HS2","C5","CH",0.209,"OFAV","PS","p"
"OFAV_PS_0HS3","C5","CH",0.282,"OFAV","PS","p"
"OFAV_PS_0HS3","C2","A",0.111,"OFAV","PS","p"
"OFAV_PS_0HS3","C5","W",0.389,"OFAV","PS","p"
"OFAV_PS_0HS3","C5","H",0.414,"OFAV","PS","p"
"OFAV_PS_0HS3","C4","CW",0.244,"OFAV","PS","p"
"OFAV_PS_0HS3","C2","CA",0.055,"OFAV","PS","p"
"OFAV_PS_0HS3","C3","A",0.066,"OFAV","PS","p"
"OFAV_PS_0HS3","C1","CW",0.26,"OFAV","PS","p"
"OFAV_PS_0HS3","C5","CW",0.248,"OFAV","PS","p"
"OFAV_PS_0HS3","C3","CA",0.03,"OFAV","PS","p"
"OFAV_PS_0HS3","C1","W",0.423,"OFAV","PS","p"
"OFAV_PS_0HS3","C4","H",0.374,"OFAV","PS","p"
"OFAV_PS_0HS3","C2","H",0.421,"OFAV","PS","p"
"OFAV_PS_0HS3","C4","CH",0.234,"OFAV","PS","p"
"OFAV_PS_0HS3","C1","H",0.398,"OFAV","PS","p"
"OFAV_PS_0HS3","C4","A",0.096,"OFAV","PS","p"
"OFAV_PS_0HS3","C4","W",0.334,"OFAV","PS","p"
"OFAV_PS_0HS3","C5","A",0.121,"OFAV","PS","p"
"OFAV_PS_0HS3","C2","CH",0.227,"OFAV","PS","p"
"OFAV_PS_0HS3","C2","W",0.466,"OFAV","PS","p"
"OFAV_PS_0HS3","C4","CA",0.054,"OFAV","PS","p"
"OFAV_PS_0HS3","C1","CH",0.243,"OFAV","PS","p"
"OFAV_PS_0HS3","C1","CA",0.069,"OFAV","PS","p"
"OFAV_PS_0HS3","C3","W",0.275,"OFAV","PS","p"
"OFAV_PS_0HS3","C5","CA",0.06,"OFAV","PS","p"
"OFAV_PS_0HS3","C3","H",0.284,"OFAV","PS","p"
"OFAV_PS_0HS3","C3","CH",0.172,"OFAV","PS","p"
"OFAV_PS_0HS3","C2","CW",0.264,"OFAV","PS","p"
"OFAV_PS_0HS3","C1","A",0.133,"OFAV","PS","p"
"OFAV_PS_0HS3","C3","CW",0.175,"OFAV","PS","p"
"OFAV_PS_0HS4","C4","H",0.394,"OFAV","PS","p"
"OFAV_PS_0HS4","C3","W",0.277,"OFAV","PS","p"
"OFAV_PS_0HS4","C2","H",0.347,"OFAV","PS","p"
"OFAV_PS_0HS4","C1","CH",0.168,"OFAV","PS","p"
"OFAV_PS_0HS4","C3","CW",0.182,"OFAV","PS","p"
"OFAV_PS_0HS4","C1","W",0.329,"OFAV","PS","p"
"OFAV_PS_0HS4","C2","CH",0.212,"OFAV","PS","p"
"OFAV_PS_0HS4","C3","CA",0.037,"OFAV","PS","p"
"OFAV_PS_0HS4","C1","CW",0.158,"OFAV","PS","p"
"OFAV_PS_0HS4","C4","CA",0.035,"OFAV","PS","p"
"OFAV_PS_0HS4","C3","A",0.098,"OFAV","PS","p"
"OFAV_PS_0HS4","C3","H",0.377,"OFAV","PS","p"
"OFAV_PS_0HS4","C4","A",0.077,"OFAV","PS","p"
"OFAV_PS_0HS4","C3","CH",0.226,"OFAV","PS","p"
"OFAV_PS_0HS4","C5","CW",0.2,"OFAV","PS","p"
"OFAV_PS_0HS4","C2","A",0.08,"OFAV","PS","p"
"OFAV_PS_0HS4","C2","CA",0.03,"OFAV","PS","p"
"OFAV_PS_0HS4","C4","W",0.299,"OFAV","PS","p"
"OFAV_PS_0HS4","C4","CW",0.187,"OFAV","PS","p"
"OFAV_PS_0HS4","C5","A",0.083,"OFAV","PS","p"
"OFAV_PS_0HS4","C4","CH",0.228,"OFAV","PS","p"
"OFAV_PS_0HS4","C2","CW",0.157,"OFAV","PS","p"
"OFAV_PS_0HS4","C5","W",0.338,"OFAV","PS","p"
"OFAV_PS_0HS4","C5","H",0.345,"OFAV","PS","p"
"OFAV_PS_0HS4","C1","H",0.286,"OFAV","PS","p"
"OFAV_PS_0HS4","C5","CA",0.035,"OFAV","PS","p"
"OFAV_PS_0HS4","C1","A",0.057,"OFAV","PS","p"
"OFAV_PS_0HS4","C1","CA",0.023,"OFAV","PS","p"
"OFAV_PS_0HS4","C5","CH",0.224,"OFAV","PS","p"
"OFAV_PS_0HS4","C2","W",0.299,"OFAV","PS","p"
"OFAV_PS_2HS12","C1","A",0.09,"OFAV","PS","p"
"OFAV_PS_2HS12","C5","W",0.337,"OFAV","PS","p"
"OFAV_PS_2HS12","C5","CA",0.052,"OFAV","PS","p"
"OFAV_PS_2HS12","C2","H",0.446,"OFAV","PS","p"
"OFAV_PS_2HS12","C1","CA",0.041,"OFAV","PS","p"
"OFAV_PS_2HS12","C5","A",0.112,"OFAV","PS","p"
"OFAV_PS_2HS12","C4","W",0.302,"OFAV","PS","p"
"OFAV_PS_2HS12","C2","CH",0.248,"OFAV","PS","p"
"OFAV_PS_2HS12","C5","CW",0.2,"OFAV","PS","p"
"OFAV_PS_2HS12","C1","W",0.332,"OFAV","PS","p"
"OFAV_PS_2HS12","C1","CW",0.179,"OFAV","PS","p"
"OFAV_PS_2HS12","C4","CW",0.204,"OFAV","PS","p"
"OFAV_PS_2HS12","C5","CH",0.266,"OFAV","PS","p"
"OFAV_PS_2HS12","C2","W",0.385,"OFAV","PS","p"
"OFAV_PS_2HS12","C3","CA",0.04,"OFAV","PS","p"
"OFAV_PS_2HS12","C2","A",0.119,"OFAV","PS","p"
"OFAV_PS_2HS12","C5","H",0.475,"OFAV","PS","p"
"OFAV_PS_2HS12","C4","CH",0.295,"OFAV","PS","p"
"OFAV_PS_2HS12","C1","H",0.429,"OFAV","PS","p"
"OFAV_PS_2HS12","C4","A",0.115,"OFAV","PS","p"
"OFAV_PS_2HS12","C2","CA",0.052,"OFAV","PS","p"
"OFAV_PS_2HS12","C3","CH",0.256,"OFAV","PS","p"
"OFAV_PS_2HS12","C3","A",0.101,"OFAV","PS","p"
"OFAV_PS_2HS12","C2","CW",0.208,"OFAV","PS","p"
"OFAV_PS_2HS12","C4","CA",0.053,"OFAV","PS","p"
"OFAV_PS_2HS12","C1","CH",0.243,"OFAV","PS","p"
"OFAV_PS_2HS12","C3","CW",0.174,"OFAV","PS","p"
"OFAV_PS_2HS12","C3","H",0.491,"OFAV","PS","p"
"OFAV_PS_2HS12","C3","W",0.28,"OFAV","PS","p"
"OFAV_PS_2HS12","C4","H",0.47,"OFAV","PS","p"
"OFAV_PS_2HS48","C2","CA",0.04,"OFAV","PS","p"
"OFAV_PS_2HS48","C2","A",0.125,"OFAV","PS","p"
"OFAV_PS_2HS48","C3","CW",0.205,"OFAV","PS","p"
"OFAV_PS_2HS48","C3","W",0.374,"OFAV","PS","p"
"OFAV_PS_2HS48","C3","CH",0.266,"OFAV","PS","p"
"OFAV_PS_2HS48","C4","H",0.408,"OFAV","PS","p"
"OFAV_PS_2HS48","C2","CH",0.231,"OFAV","PS","p"
"OFAV_PS_2HS48","C3","A",0.121,"OFAV","PS","p"
"OFAV_PS_2HS48","C1","CA",0.042,"OFAV","PS","p"
"OFAV_PS_2HS48","C2","H",0.39,"OFAV","PS","p"
"OFAV_PS_2HS48","C1","W",0.425,"OFAV","PS","p"
"OFAV_PS_2HS48","C4","A",0.12,"OFAV","PS","p"
"OFAV_PS_2HS48","C4","CA",0.053,"OFAV","PS","p"
"OFAV_PS_2HS48","C1","CW",0.197,"OFAV","PS","p"
"OFAV_PS_2HS48","C3","CA",0.053,"OFAV","PS","p"
"OFAV_PS_2HS48","C2","CW",0.244,"OFAV","PS","p"
"OFAV_PS_2HS48","C3","H",0.45,"OFAV","PS","p"
"OFAV_PS_2HS48","C1","CH",0.227,"OFAV","PS","p"
"OFAV_PS_2HS48","C1","A",0.09,"OFAV","PS","p"
"OFAV_PS_2HS48","C4","CH",0.287,"OFAV","PS","p"
"OFAV_PS_2HS48","C4","W",0.424,"OFAV","PS","p"
"OFAV_PS_2HS48","C5","W",0.368,"OFAV","PS","p"
"OFAV_PS_2HS48","C5","CW",0.246,"OFAV","PS","p"
"OFAV_PS_2HS48","C5","CA",0.047,"OFAV","PS","p"
"OFAV_PS_2HS48","C1","H",0.368,"OFAV","PS","p"
"OFAV_PS_2HS48","C4","CW",0.264,"OFAV","PS","p"
"OFAV_PS_2HS48","C2","W",0.5,"OFAV","PS","p"
"OFAV_PS_2HS48","C5","CH",0.248,"OFAV","PS","p"
"OFAV_PS_2HS48","C5","A",0.131,"OFAV","PS","p"
"OFAV_PS_2HS48","C5","H",0.524,"OFAV","PS","p"
"OFAV_PS_2HS6","C5","W",0.477,"OFAV","PS","p"
"OFAV_PS_2HS6","C5","CW",0.268,"OFAV","PS","p"
"OFAV_PS_2HS6","C5","CH",0.257,"OFAV","PS","p"
"OFAV_PS_2HS6","C2","CA",0.041,"OFAV","PS","p"
"OFAV_PS_2HS6","C4","CW",0.21,"OFAV","PS","p"
"OFAV_PS_2HS6","C5","H",0.429,"OFAV","PS","p"
"OFAV_PS_2HS6","C2","A",0.114,"OFAV","PS","p"
"OFAV_PS_2HS6","C3","A",0.114,"OFAV","PS","p"
"OFAV_PS_2HS6","C2","H",0.437,"OFAV","PS","p"
"OFAV_PS_2HS6","C1","W",0.447,"OFAV","PS","p"
"OFAV_PS_2HS6","C3","CA",0.05,"OFAV","PS","p"
"OFAV_PS_2HS6","C1","CW",0.266,"OFAV","PS","p"
"OFAV_PS_2HS6","C4","H",0.374,"OFAV","PS","p"
"OFAV_PS_2HS6","C2","CH",0.214,"OFAV","PS","p"
"OFAV_PS_2HS6","C2","W",0.357,"OFAV","PS","p"
"OFAV_PS_2HS6","C1","H",0.443,"OFAV","PS","p"
"OFAV_PS_2HS6","C4","A",0.104,"OFAV","PS","p"
"OFAV_PS_2HS6","C1","CH",0.253,"OFAV","PS","p"
"OFAV_PS_2HS6","C4","W",0.396,"OFAV","PS","p"
"OFAV_PS_2HS6","C5","CA",0.056,"OFAV","PS","p"
"OFAV_PS_2HS6","C3","CW",0.219,"OFAV","PS","p"
"OFAV_PS_2HS6","C4","CA",0.047,"OFAV","PS","p"
"OFAV_PS_2HS6","C5","A",0.154,"OFAV","PS","p"
"OFAV_PS_2HS6","C4","CH",0.235,"OFAV","PS","p"
"OFAV_PS_2HS6","C3","W",0.376,"OFAV","PS","p"
"OFAV_PS_2HS6","C1","A",0.138,"OFAV","PS","p"
"OFAV_PS_2HS6","C1","CA",0.053,"OFAV","PS","p"
"OFAV_PS_2HS6","C3","CH",0.248,"OFAV","PS","p"
"OFAV_PS_2HS6","C2","CW",0.219,"OFAV","PS","p"
"OFAV_PS_2HS6","C3","H",0.417,"OFAV","PS","p"
"OFAV_PS_310","C3","CW",0.2,"OFAV","PS","p"
"OFAV_PS_310","C3","W",0.348,"OFAV","PS","p"
"OFAV_PS_310","C2","CH",0.228,"OFAV","PS","p"
"OFAV_PS_310","C2","W",0.356,"OFAV","PS","p"
"OFAV_PS_310","C4","H",0.399,"OFAV","PS","p"
"OFAV_PS_310","C1","CW",0.228,"OFAV","PS","p"
"OFAV_PS_310","C5","CW",0.234,"OFAV","PS","p"
"OFAV_PS_310","C2","H",0.405,"OFAV","PS","p"
"OFAV_PS_310","C3","A",0.129,"OFAV","PS","p"
"OFAV_PS_310","C3","CA",0.05,"OFAV","PS","p"
"OFAV_PS_310","C4","CA",0.039,"OFAV","PS","p"
"OFAV_PS_310","C1","H",0.464,"OFAV","PS","p"
"OFAV_PS_310","C3","H",0.457,"OFAV","PS","p"
"OFAV_PS_310","C3","CH",0.256,"OFAV","PS","p"
"OFAV_PS_310","C1","W",0.463,"OFAV","PS","p"
"OFAV_PS_310","C4","CW",0.209,"OFAV","PS","p"
"OFAV_PS_310","C2","A",0.1,"OFAV","PS","p"
"OFAV_PS_310","C2","CA",0.045,"OFAV","PS","p"
"OFAV_PS_310","C4","W",0.438,"OFAV","PS","p"
"OFAV_PS_310","C5","W",0.511,"OFAV","PS","p"
"OFAV_PS_310","C1","CH",0.223,"OFAV","PS","p"
"OFAV_PS_310","C4","CH",0.227,"OFAV","PS","p"
"OFAV_PS_310","C5","CH",0.247,"OFAV","PS","p"
"OFAV_PS_310","C1","A",0.124,"OFAV","PS","p"
"OFAV_PS_310","C5","H",0.481,"OFAV","PS","p"
"OFAV_PS_310","C2","CW",0.202,"OFAV","PS","p"
"OFAV_PS_310","C5","CA",0.056,"OFAV","PS","p"
"OFAV_PS_310","C1","CA",0.053,"OFAV","PS","p"
"OFAV_PS_310","C5","A",0.166,"OFAV","PS","p"
"OFAV_PS_310","C4","A",0.127,"OFAV","PS","p"
"OFAV_PS_313","C5","H",0.315,"OFAV","PS","p"
"OFAV_PS_313","C1","W",0.414,"OFAV","PS","p"
"OFAV_PS_313","C4","CW",0.22,"OFAV","PS","p"
"OFAV_PS_313","C5","CH",0.162,"OFAV","PS","p"
"OFAV_PS_313","C5","CW",0.199,"OFAV","PS","p"
"OFAV_PS_313","C5","CA",0.028,"OFAV","PS","p"
"OFAV_PS_313","C1","A",0.117,"OFAV","PS","p"
"OFAV_PS_313","C2","W",0.394,"OFAV","PS","p"
"OFAV_PS_313","C5","W",0.366,"OFAV","PS","p"
"OFAV_PS_313","C1","CH",0.185,"OFAV","PS","p"
"OFAV_PS_313","C4","CH",0.232,"OFAV","PS","p"
"OFAV_PS_313","C4","W",0.407,"OFAV","PS","p"
"OFAV_PS_313","C4","H",0.372,"OFAV","PS","p"
"OFAV_PS_313","C5","A",0.098,"OFAV","PS","p"
"OFAV_PS_313","C2","H",0.375,"OFAV","PS","p"
"OFAV_PS_313","C2","CH",0.212,"OFAV","PS","p"
"OFAV_PS_313","C4","CA",0.051,"OFAV","PS","p"
"OFAV_PS_313","C1","CW",0.199,"OFAV","PS","p"
"OFAV_PS_313","C2","A",0.103,"OFAV","PS","p"
"OFAV_PS_313","C2","CA",0.043,"OFAV","PS","p"
"OFAV_PS_313","C3","CW",0.221,"OFAV","PS","p"
"OFAV_PS_313","C3","W",0.36,"OFAV","PS","p"
"OFAV_PS_313","C1","H",0.355,"OFAV","PS","p"
"OFAV_PS_313","C2","CW",0.224,"OFAV","PS","p"
"OFAV_PS_313","C3","A",0.108,"OFAV","PS","p"
"OFAV_PS_313","C4","A",0.114,"OFAV","PS","p"
"OFAV_PS_313","C3","CA",0.041,"OFAV","PS","p"
"OFAV_PS_313","C3","H",0.381,"OFAV","PS","p"
"OFAV_PS_313","C1","CA",0.033,"OFAV","PS","p"
"OFAV_PS_313","C3","CH",0.214,"OFAV","PS","p"
"OFAV_PS_352","C4","CH",0.238,"OFAV","PS","p"
"OFAV_PS_352","C1","CH",0.229,"OFAV","PS","p"
"OFAV_PS_352","C1","CW",0.204,"OFAV","PS","p"
"OFAV_PS_352","C2","H",0.37,"OFAV","PS","p"
"OFAV_PS_352","C4","H",0.362,"OFAV","PS","p"
"OFAV_PS_352","C3","CH",0.258,"OFAV","PS","p"
"OFAV_PS_352","C3","W",0.353,"OFAV","PS","p"
"OFAV_PS_352","C3","CW",0.226,"OFAV","PS","p"
"OFAV_PS_352","C1","H",0.317,"OFAV","PS","p"
"OFAV_PS_352","C5","CW",0.256,"OFAV","PS","p"
"OFAV_PS_352","C1","W",0.336,"OFAV","PS","p"
"OFAV_PS_352","C2","CA",0.04,"OFAV","PS","p"
"OFAV_PS_352","C3","A",0.101,"OFAV","PS","p"
"OFAV_PS_352","C3","CA",0.049,"OFAV","PS","p"
"OFAV_PS_352","C2","A",0.093,"OFAV","PS","p"
"OFAV_PS_352","C3","H",0.375,"OFAV","PS","p"
"OFAV_PS_352","C1","CA",0.038,"OFAV","PS","p"
"OFAV_PS_352","C1","A",0.068,"OFAV","PS","p"
"OFAV_PS_352","C2","CW",0.214,"OFAV","PS","p"
"OFAV_PS_352","C4","A",0.102,"OFAV","PS","p"
"OFAV_PS_352","C4","CA",0.045,"OFAV","PS","p"
"OFAV_PS_352","C4","W",0.389,"OFAV","PS","p"
"OFAV_PS_352","C4","CW",0.226,"OFAV","PS","p"
"OFAV_PS_352","C2","W",0.31,"OFAV","PS","p"
"OFAV_PS_352","C5","A",0.104,"OFAV","PS","p"
"OFAV_PS_352","C5","CA",0.057,"OFAV","PS","p"
"OFAV_PS_352","C5","W",0.403,"OFAV","PS","p"
