"2021-07-25";"10:37:37";"WinControl (rev 1112) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Temp";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:Depth";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)"
"2021-07-19 06:21:37.998";"2021-07-19";"06:21:37";"C";"";"MI=3;SI=10;SW=0.8;AI=1;AW=0:30;AF=1.00;G=2;D=1;EF=0.84;FO=10;CW=1:00;CI=1;LW=0:10;LI=3;ID=0:45;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.12 ";""
"2021-07-19 06:21:38.000";"2021-07-19";"06:21:38";"F";"564";"232";"727";"0";"28.0";"0.681";"0.0";"278";"0.84";"- 16.1";"1.102";"- 1.069";"1.321";"- 0.396";"0.528";"- 0.209"
"2021-07-19 06:21:54.000";"2021-07-19";"06:21:54";"F";"565";"186";"728";"0";"28.0";"0.745";"0.0";"278";"0.84";"- 16.2";"1.204";"- 1.074";"1.800";"- 0.397";"0.424";"- 0.169"
"2021-07-19 06:22:04.000";"2021-07-19";"06:22:04";"F";"566";"365";"961";"0";"27.0";"0.620";"0.0";"306";"0.84";"- 16.2";"0.910";"- 2.018";"0.763";"- 0.543";"0.831";"- 0.451"
"2021-07-19 06:22:12.000";"2021-07-19";"06:22:12";"F";"567";"369";"1192";"0";"27.0";"0.690";"0.0";"326";"0.84";"- 16.2";"0.950";"- 2.991";"0.839";"- 0.632";"0.841";"- 0.531"
"2021-07-19 06:22:22.000";"2021-07-19";"06:22:22";"F";"568";"413";"1158";"0";"27.0";"0.643";"0.0";"324";"0.84";"- 16.2";"0.893";"- 2.843";"0.701";"- 0.621";"0.941";"- 0.584"
"2021-07-19 06:22:29.000";"2021-07-19";"06:22:29";"F";"569";"274";"1220";"0";"28.0";"0.775";"0.0";"328";"0.84";"- 16.2";"1.061";"- 3.111";"1.270";"- 0.640";"0.624";"- 0.399"
"2021-07-19 06:22:46.000";"2021-07-19";"06:22:46";"F";"570";"322";"854";"0";"27.0";"0.623";"0.0";"294";"0.84";"- 16.2";"0.950";"- 1.581";"0.867";"- 0.486";"0.733";"- 0.356"
"2021-07-19 06:22:56.000";"2021-07-19";"06:22:56";"F";"571";"515";"959";"0";"28.0";"0.463";"0.0";"306";"0.84";"- 16.2";"0.680";"- 2.009";"0.404";"- 0.542";"1.173";"- 0.636"
"2021-07-19 06:23:03.000";"2021-07-19";"06:23:03";"F";"572";"323";"939";"0";"27.0";"0.656";"0.0";"304";"0.84";"- 16.2";"0.970";"- 1.926";"0.913";"- 0.532";"0.736";"- 0.392"
"2021-07-19 06:23:13.000";"2021-07-19";"06:23:13";"F";"573";"242";"758";"0";"28.0";"0.681";"0.0";"282";"0.84";"- 16.1";"1.084";"- 1.194";"1.263";"- 0.421";"0.551";"- 0.232"
"2021-07-19 06:23:23.000";"2021-07-19";"06:23:23";"F";"574";"219";"827";"0";"27.0";"0.735";"0.0";"291";"0.84";"- 16.2";"1.134";"- 1.470";"1.507";"- 0.469";"0.499";"- 0.234"
"2021-07-19 06:23:30.000";"2021-07-19";"06:23:30";"F";"575";"358";"835";"0";"28.0";"0.571";"0.0";"292";"0.84";"- 16.1";"0.878";"- 1.502";"0.716";"- 0.474";"0.815";"- 0.386"
"2021-07-19 06:23:38.000";"2021-07-19";"06:23:38";"F";"576";"246";"1217";"0";"27.0";"0.798";"0.0";"328";"0.84";"- 16.2";"1.092";"- 3.097";"1.456";"- 0.639";"0.560";"- 0.358"
"2021-07-19 06:23:50.000";"2021-07-19";"06:23:50";"F";"577";"297";"910";"0";"27.0";"0.674";"0.0";"301";"0.84";"- 16.1";"1.007";"- 1.806";"1.021";"- 0.518";"0.677";"- 0.351"
"2021-07-19 06:23:59.000";"2021-07-19";"06:23:59";"F";"578";"217";"693";"0";"27.0";"0.687";"0.0";"273";"0.84";"- 16.1";"1.133";"- 0.935";"1.425";"- 0.367";"0.494";"- 0.181"
"2021-07-19 06:24:07.000";"2021-07-19";"06:24:07";"F";"579";"146";"848";"0";"27.0";"0.828";"0.0";"294";"0.84";"- 16.1";"1.267";"- 1.553";"2.551";"- 0.482";"0.333";"- 0.161"
"2021-07-19 06:24:15.000";"2021-07-19";"06:24:15";"F";"580";"470";"923";"0";"27.0";"0.491";"0.0";"302";"0.84";"- 16.2";"0.729";"- 1.862";"0.468";"- 0.524";"1.071";"- 0.562"
"2021-07-19 06:24:25.000";"2021-07-19";"06:24:25";"F";"581";"457";"1017";"0";"27.0";"0.551";"0.0";"312";"0.84";"- 16.1";"0.794";"- 2.249";"0.542";"- 0.568";"1.041";"- 0.592"
"2021-07-19 06:24:34.000";"2021-07-19";"06:24:34";"F";"582";"420";"1414";"0";"27.0";"0.703";"0.0";"341";"0.84";"- 16.2";"0.926";"- 3.945";"0.752";"- 0.690";"0.957";"- 0.660"
"2021-07-19 06:24:48.000";"2021-07-19";"06:24:48";"F";"583";"308";"702";"0";"27.0";"0.561";"0.0";"274";"0.84";"- 15.9";"0.921";"- 0.972";"0.819";"- 0.375";"0.702";"- 0.263"
"2021-07-19 06:32:02.998";"2021-07-19";"06:32:02";"C";"";"MI=3;SI=10;SW=0.8;AI=1;AW=0:30;AF=1.00;G=2;D=1;EF=0.84;FO=8;CW=1:00;CI=1;LW=0:10;LI=3;ID=0:45;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.12 ";""
"2021-07-19 06:32:03.000";"2021-07-19";"06:32:03";"F";"585";"240";"1061";"2";"27.0";"0.774";"0.7";"316";"0.84";"- 10.7";"1.102";"- 2.433";"1.451";"- 0.586";"0.547";"- 0.321"
"2021-07-19 06:32:09.000";"2021-07-19";"06:32:09";"F";"586";"315";"1159";"2";"27.0";"0.728";"0.6";"324";"0.84";"- 10.7";"1.011";"- 2.848";"1.040";"- 0.621";"0.718";"- 0.446"
"2021-07-19 06:32:14.000";"2021-07-19";"06:32:14";"F";"587";"266";"1003";"2";"27.0";"0.735";"0.6";"310";"0.84";"- 10.7";"1.063";"- 2.194";"1.239";"- 0.562";"0.606";"- 0.341"
"2021-07-19 06:32:20.000";"2021-07-19";"06:32:20";"F";"588";"304";"1039";"1";"27.0";"0.707";"0.3";"314";"0.84";"- 10.8";"1.014";"- 2.341";"1.047";"- 0.577";"0.692";"- 0.399"
"2021-07-19 06:32:26.000";"2021-07-19";"06:32:26";"F";"589";"314";"1073";"1";"27.0";"0.707";"0.3";"317";"0.84";"- 10.8";"1.004";"- 2.484";"1.014";"- 0.591";"0.715";"- 0.422"
"2021-07-19 06:32:32.000";"2021-07-19";"06:32:32";"F";"590";"319";"965";"1";"28.0";"0.669";"0.3";"306";"0.84";"- 10.9";"0.980";"- 2.037";"0.940";"- 0.545";"0.727";"- 0.396"
"2021-07-19 06:32:38.000";"2021-07-19";"06:32:38";"F";"591";"403";"1100";"1";"27.0";"0.634";"0.3";"319";"0.84";"- 10.8";"0.892";"- 2.599";"0.706";"- 0.601";"0.918";"- 0.552"
"2021-07-19 06:32:45.000";"2021-07-19";"06:32:45";"F";"592";"310";"1243";"1";"28.0";"0.751";"0.3";"330";"0.84";"- 10.8";"1.022";"- 3.207";"1.088";"- 0.647";"0.706";"- 0.457"
"2021-07-19 06:32:51.000";"2021-07-19";"06:32:51";"F";"593";"274";"865";"1";"27.0";"0.683";"0.3";"296";"0.84";"- 10.8";"1.039";"- 1.622";"1.122";"- 0.492";"0.624";"- 0.307"
"2021-07-19 06:32:57.000";"2021-07-19";"06:32:57";"F";"594";"240";"922";"1";"27.0";"0.740";"0.3";"302";"0.84";"- 10.8";"1.100";"- 1.857";"1.384";"- 0.524";"0.547";"- 0.287"
"2021-07-19 06:33:06.000";"2021-07-19";"06:33:06";"F";"595";"305";"537";"0";"28.0";"0.432";"0.0";"245";"0.84";"- 10.9";"0.795";"- 0.346";"0.639";"- 0.182";"0.695";"- 0.127"
"2021-07-19 06:33:12.000";"2021-07-19";"06:33:12";"F";"596";"307";"966";"1";"27.0";"0.682";"0.3";"307";"0.84";"- 10.8";"1.000";"- 2.037";"1.000";"- 0.546";"0.699";"- 0.381"
"2021-07-19 06:33:18.000";"2021-07-19";"06:33:18";"F";"597";"315";"918";"1";"28.0";"0.657";"0.3";"302";"0.84";"- 10.8";"0.979";"- 1.839";"0.939";"- 0.522";"0.718";"- 0.375"
"2021-07-19 06:33:23.000";"2021-07-19";"06:33:23";"F";"598";"309";"934";"1";"27.0";"0.669";"0.3";"303";"0.84";"- 10.9";"0.990";"- 1.908";"0.971";"- 0.530";"0.704";"- 0.373"
"2021-07-19 06:33:29.000";"2021-07-19";"06:33:29";"F";"599";"277";"849";"1";"27.0";"0.674";"0.3";"294";"0.84";"- 10.9";"1.031";"- 1.558";"1.094";"- 0.483";"0.631";"- 0.305"
"2021-07-19 06:33:35.000";"2021-07-19";"06:33:35";"F";"600";"358";"1189";"1";"28.0";"0.699";"0.3";"326";"0.84";"- 10.8";"0.963";"- 2.977";"0.877";"- 0.631";"0.815";"- 0.514"
"2021-07-19 06:33:40.000";"2021-07-19";"06:33:40";"F";"601";"468";"1237";"1";"28.0";"0.622";"0.3";"329";"0.84";"- 10.8";"0.847";"- 3.184";"0.595";"- 0.645";"1.066";"- 0.688"
"2021-07-19 06:33:46.000";"2021-07-19";"06:33:46";"F";"602";"398";"1208";"1";"28.0";"0.671";"0.3";"327";"0.84";"- 10.9";"0.919";"- 3.060";"0.755";"- 0.637";"0.907";"- 0.578"
"2021-07-19 06:33:51.000";"2021-07-19";"06:33:51";"F";"603";"330";"996";"1";"28.0";"0.669";"0.3";"310";"0.84";"- 10.9";"0.971";"- 2.161";"0.912";"- 0.559";"0.752";"- 0.421"
"2021-07-19 06:33:56.000";"2021-07-19";"06:33:56";"F";"604";"266";"758";"1";"28.0";"0.649";"0.3";"282";"0.84";"- 10.8";"1.034";"- 1.194";"1.096";"- 0.421";"0.606";"- 0.255"
"2021-07-19 06:34:01.000";"2021-07-19";"06:34:01";"F";"605";"388";"1183";"1";"28.0";"0.672";"0.3";"326";"0.84";"- 10.8";"0.928";"- 2.949";"0.780";"- 0.629";"0.884";"- 0.556"
"2021-07-19 06:34:06.000";"2021-07-19";"06:34:06";"F";"606";"416";"1102";"1";"27.0";"0.623";"0.3";"319";"0.84";"- 10.9";"0.876";"- 2.608";"0.672";"- 0.602";"0.948";"- 0.571"
"2021-07-19 06:34:12.000";"2021-07-19";"06:34:12";"F";"607";"353";"1038";"0";"27.0";"0.660";"0.0";"313";"0.84";"- 10.8";"0.945";"- 2.341";"0.838";"- 0.577";"0.804";"- 0.464"
"2021-07-19 06:34:18.000";"2021-07-19";"06:34:18";"F";"608";"383";"1255";"0";"27.0";"0.695";"0.0";"331";"0.84";"- 10.8";"0.944";"- 3.258";"0.816";"- 0.650";"0.872";"- 0.567"
"2021-07-19 06:34:24.000";"2021-07-19";"06:34:24";"F";"609";"359";"1112";"0";"28.0";"0.677";"0.0";"320";"0.84";"- 10.8";"0.951";"- 2.650";"0.848";"- 0.605";"0.818";"- 0.495"
"2021-07-19 06:34:30.000";"2021-07-19";"06:34:30";"F";"610";"351";"1114";"0";"27.0";"0.685";"0.0";"320";"0.84";"- 10.8";"0.961";"- 2.659";"0.876";"- 0.606";"0.800";"- 0.485"
"2021-07-19 06:34:35.000";"2021-07-19";"06:34:35";"F";"611";"382";"1095";"1";"28.0";"0.651";"0.3";"318";"0.84";"- 10.8";"0.918";"- 2.581";"0.764";"- 0.599";"0.870";"- 0.521"
"2021-07-19 06:34:42.000";"2021-07-19";"06:34:42";"F";"612";"473";"1381";"1";"28.0";"0.657";"0.3";"339";"0.84";"- 10.7";"0.871";"- 3.802";"0.624";"- 0.682";"1.077";"- 0.734"
"2021-07-19 06:34:57.000";"2021-07-19";"06:34:57";"F";"613";"426";"1421";"0";"27.0";"0.700";"0.0";"341";"0.84";"- 10.8";"0.921";"- 3.977";"0.737";"- 0.691";"0.970";"- 0.670"
"2021-07-19 06:35:03.000";"2021-07-19";"06:35:03";"F";"614";"441";"1380";"1";"28.0";"0.680";"0.3";"339";"0.84";"- 10.8";"0.902";"- 3.797";"0.693";"- 0.682";"1.005";"- 0.685"
"2021-07-19 06:35:09.000";"2021-07-19";"06:35:09";"F";"615";"288";"946";"0";"27.0";"0.696";"0.0";"305";"0.84";"- 10.8";"1.027";"- 1.954";"1.088";"- 0.536";"0.656";"- 0.352"
"2021-07-19 06:35:15.000";"2021-07-19";"06:35:15";"F";"616";"361";"1208";"0";"28.0";"0.701";"0.0";"327";"0.84";"- 10.8";"0.961";"- 3.060";"0.870";"- 0.637";"0.822";"- 0.523"
"2021-07-19 06:35:22.000";"2021-07-19";"06:35:22";"F";"617";"392";"1192";"0";"27.0";"0.671";"0.0";"326";"0.84";"- 10.8";"0.924";"- 2.991";"0.768";"- 0.632";"0.893";"- 0.564"
"2021-07-19 06:35:27.000";"2021-07-19";"06:35:27";"F";"618";"361";"1058";"0";"27.0";"0.659";"0.0";"315";"0.84";"- 10.8";"0.938";"- 2.424";"0.818";"- 0.585";"0.822";"- 0.481"
"2021-07-19 06:35:32.000";"2021-07-19";"06:35:32";"F";"619";"420";"1123";"0";"27.0";"0.626";"0.0";"321";"0.84";"- 10.7";"0.877";"- 2.696";"0.670";"- 0.609";"0.957";"- 0.583"
"2021-07-19 06:35:37.000";"2021-07-19";"06:35:37";"F";"620";"299";"751";"0";"27.0";"0.602";"0.0";"281";"0.84";"- 10.7";"0.962";"- 1.166";"0.904";"- 0.415";"0.681";"- 0.283"
"2021-07-19 06:35:43.000";"2021-07-19";"06:35:43";"F";"621";"426";"1400";"0";"27.0";"0.696";"0.0";"340";"0.84";"- 10.7";"0.919";"- 3.885";"0.733";"- 0.686";"0.970";"- 0.666"
"2021-07-19 06:36:59.000";"2021-07-19";"06:36:59";"F";"622";"414";"1341";"3";"27.0";"0.691";"0.9";"336";"0.84";"- 10.5";"0.922";"- 3.631";"0.748";"- 0.673";"0.943";"- 0.634"
"2021-07-19 06:37:05.000";"2021-07-19";"06:37:05";"F";"623";"344";"1105";"2";"27.0";"0.689";"0.6";"319";"0.84";"- 10.5";"0.968";"- 2.622";"0.898";"- 0.603";"0.784";"- 0.473"
"2021-07-19 06:37:09.000";"2021-07-19";"06:37:09";"F";"624";"391";"1198";"2";"27.0";"0.674";"0.6";"327";"0.84";"- 10.5";"0.927";"- 3.014";"0.775";"- 0.634";"0.891";"- 0.565"
"2021-07-19 06:37:14.000";"2021-07-19";"06:37:14";"F";"625";"488";"1194";"2";"28.0";"0.591";"0.5";"326";"0.84";"- 10.5";"0.813";"- 3.000";"0.543";"- 0.632";"1.112";"- 0.703"
"2021-07-19 06:37:20.000";"2021-07-19";"06:37:20";"F";"626";"303";"927";"2";"27.0";"0.673";"0.6";"303";"0.84";"- 10.5";"1.000";"- 1.876";"1.000";"- 0.526";"0.690";"- 0.363"
"2021-07-19 06:37:29.000";"2021-07-19";"06:37:29";"F";"627";"310";"906";"2";"28.0";"0.658";"0.6";"300";"0.84";"- 10.5";"0.983";"- 1.793";"0.951";"- 0.515";"0.706";"- 0.364"
"2021-07-19 06:37:34.000";"2021-07-19";"06:37:34";"F";"628";"340";"813";"2";"27.0";"0.582";"0.5";"289";"0.84";"- 10.5";"0.903";"- 1.415";"0.768";"- 0.460";"0.774";"- 0.356"
"2021-07-19 06:37:39.000";"2021-07-19";"06:37:39";"F";"629";"426";"1304";"2";"27.0";"0.673";"0.6";"334";"0.84";"- 10.5";"0.905";"- 3.470";"0.710";"- 0.663";"0.970";"- 0.643"
"2021-07-19 06:37:45.000";"2021-07-19";"06:37:45";"F";"630";"424";"1277";"2";"27.0";"0.668";"0.6";"332";"0.84";"- 10.5";"0.903";"- 3.355";"0.707";"- 0.656";"0.966";"- 0.634"
"2021-07-19 06:37:51.000";"2021-07-19";"06:37:51";"F";"631";"364";"1278";"2";"28.0";"0.715";"0.6";"332";"0.84";"- 10.5";"0.966";"- 3.359";"0.881";"- 0.656";"0.829";"- 0.544"
"2021-07-19 06:37:57.000";"2021-07-19";"06:37:57";"F";"632";"383";"1169";"2";"27.0";"0.672";"0.6";"324";"0.84";"- 10.5";"0.930";"- 2.894";"0.787";"- 0.624";"0.872";"- 0.544"
"2021-07-19 06:38:01.000";"2021-07-19";"06:38:01";"F";"633";"352";"1176";"2";"27.0";"0.701";"0.6";"325";"0.84";"- 10.4";"0.968";"- 2.922";"0.894";"- 0.627";"0.802";"- 0.503"
"2021-07-19 06:38:06.000";"2021-07-19";"06:38:06";"F";"634";"311";"938";"2";"28.0";"0.668";"0.6";"304";"0.84";"- 10.5";"0.989";"- 1.922";"0.967";"- 0.532";"0.708";"- 0.376"
"2021-07-19 06:38:11.000";"2021-07-19";"06:38:11";"F";"635";"375";"980";"2";"27.0";"0.617";"0.5";"308";"0.84";"- 10.4";"0.900";"- 2.097";"0.739";"- 0.552";"0.854";"- 0.471"
"2021-07-19 06:38:17.000";"2021-07-19";"06:38:17";"F";"636";"459";"1361";"2";"27.0";"0.663";"0.6";"338";"0.84";"- 10.3";"0.882";"- 3.714";"0.649";"- 0.677";"1.046";"- 0.709"
"2021-07-19 06:38:23.000";"2021-07-19";"06:38:23";"F";"637";"358";"1061";"2";"28.0";"0.663";"0.6";"316";"0.84";"- 10.4";"0.944";"- 2.433";"0.833";"- 0.586";"0.815";"- 0.478"
"2021-07-19 06:38:30.000";"2021-07-19";"06:38:30";"F";"638";"489";"1314";"2";"28.0";"0.628";"0.5";"335";"0.84";"- 10.5";"0.843";"- 3.512";"0.578";"- 0.666";"1.114";"- 0.742"
"2021-07-19 06:38:35.000";"2021-07-19";"06:38:35";"F";"639";"393";"1173";"2";"28.0";"0.665";"0.6";"325";"0.84";"- 10.5";"0.920";"- 2.908";"0.761";"- 0.626";"0.895";"- 0.560"
"2021-07-19 06:38:41.000";"2021-07-19";"06:38:41";"F";"640";"347";"1070";"2";"27.0";"0.676";"0.6";"316";"0.84";"- 10.4";"0.959";"- 2.475";"0.873";"- 0.590";"0.790";"- 0.466"
"2021-07-19 06:38:47.000";"2021-07-19";"06:38:47";"F";"641";"381";"1197";"2";"27.0";"0.682";"0.6";"327";"0.84";"- 10.4";"0.938";"- 3.009";"0.805";"- 0.633";"0.868";"- 0.550"
"2021-07-19 06:38:53.000";"2021-07-19";"06:38:53";"F";"642";"385";"1199";"2";"27.0";"0.679";"0.6";"327";"0.84";"- 10.4";"0.933";"- 3.018";"0.792";"- 0.634";"0.877";"- 0.556"
"2021-07-19 06:38:59.000";"2021-07-19";"06:38:59";"F";"643";"353";"1042";"3";"27.0";"0.661";"0.8";"314";"0.84";"- 10.4";"0.946";"- 2.355";"0.841";"- 0.579";"0.804";"- 0.465"
"2021-07-19 06:39:05.000";"2021-07-19";"06:39:05";"F";"644";"437";"1346";"3";"28.0";"0.675";"0.9";"337";"0.84";"- 10.5";"0.901";"- 3.650";"0.695";"- 0.674";"0.995";"- 0.670"
"2021-07-19 06:39:10.000";"2021-07-19";"06:39:10";"F";"645";"407";"1128";"2";"28.0";"0.639";"0.5";"321";"0.84";"- 10.5";"0.893";"- 2.719";"0.704";"- 0.611";"0.927";"- 0.566"
"2021-07-19 06:39:16.000";"2021-07-19";"06:39:16";"F";"646";"336";"1080";"2";"27.0";"0.689";"0.6";"317";"0.84";"- 10.5";"0.975";"- 2.516";"0.920";"- 0.594";"0.765";"- 0.454"
"2021-07-19 06:39:21.000";"2021-07-19";"06:39:21";"F";"647";"425";"1192";"3";"28.0";"0.643";"0.8";"326";"0.84";"- 10.5";"0.886";"- 2.991";"0.680";"- 0.632";"0.968";"- 0.611"
"2021-07-19 06:39:27.000";"2021-07-19";"06:39:27";"F";"648";"440";"1133";"3";"27.0";"0.612";"0.8";"322";"0.84";"- 10.5";"0.855";"- 2.737";"0.626";"- 0.613";"1.002";"- 0.614"
"2021-07-19 06:39:33.000";"2021-07-19";"06:39:33";"F";"649";"415";"1146";"3";"27.0";"0.638";"0.8";"323";"0.84";"- 10.5";"0.888";"- 2.793";"0.691";"- 0.617";"0.945";"- 0.583"
"2021-07-19 06:39:38.000";"2021-07-19";"06:39:38";"F";"650";"371";"1157";"3";"28.0";"0.679";"0.9";"324";"0.84";"- 10.5";"0.944";"- 2.839";"0.824";"- 0.621";"0.845";"- 0.524"
"2021-07-19 06:39:45.000";"2021-07-19";"06:39:45";"F";"651";"288";"928";"3";"28.0";"0.690";"0.9";"303";"0.84";"- 10.4";"1.024";"- 1.880";"1.077";"- 0.527";"0.656";"- 0.346"
"2021-07-19 06:39:51.000";"2021-07-19";"06:39:51";"F";"652";"359";"1096";"3";"28.0";"0.672";"0.8";"319";"0.84";"- 10.3";"0.949";"- 2.581";"0.843";"- 0.599";"0.818";"- 0.490"
"2021-07-19 06:39:58.000";"2021-07-19";"06:39:58";"F";"653";"360";"1104";"3";"28.0";"0.674";"0.8";"319";"0.84";"- 10.3";"0.948";"- 2.618";"0.840";"- 0.602";"0.820";"- 0.494"
"2021-07-19 06:40:04.000";"2021-07-19";"06:40:04";"F";"654";"328";"962";"3";"27.0";"0.659";"0.8";"306";"0.84";"- 10.3";"0.966";"- 2.023";"0.901";"- 0.544";"0.747";"- 0.406"
"2021-07-19 06:40:09.000";"2021-07-19";"06:40:09";"F";"655";"398";"1095";"3";"27.0";"0.637";"0.8";"318";"0.84";"- 10.2";"0.897";"- 2.581";"0.717";"- 0.599";"0.907";"- 0.544"
"2021-07-19 06:40:16.000";"2021-07-19";"06:40:16";"F";"656";"271";"715";"3";"27.0";"0.621";"0.8";"276";"0.84";"- 10.3";"1.011";"- 1.023";"1.030";"- 0.386";"0.617";"- 0.238"
"2021-07-19 06:40:21.000";"2021-07-19";"06:40:21";"F";"657";"341";"988";"3";"27.0";"0.655";"0.8";"309";"0.84";"- 10.3";"0.953";"- 2.129";"0.864";"- 0.556";"0.777";"- 0.432"
"2021-07-19 06:41:41.000";"2021-07-19";"06:41:41";"F";"658";"337";"1104";"1";"27.0";"0.695";"0.3";"319";"0.84";"- 14.2";"0.977";"- 2.618";"0.925";"- 0.602";"0.768";"- 0.463"
"2021-07-19 06:43:34.000";"2021-07-19";"06:43:34";"F";"659";"340";"1102";"2";"28.0";"0.691";"0.6";"319";"0.84";"- 14.1";"0.973";"- 2.608";"0.913";"- 0.602";"0.774";"- 0.465"
"2021-07-19 06:44:12.000";"2021-07-19";"06:44:12";"F";"660";"312";"989";"1";"27.0";"0.685";"0.3";"309";"0.84";"- 13.9";"0.996";"- 2.134";"0.986";"- 0.556";"0.711";"- 0.396"
"2021-07-19 06:44:58.000";"2021-07-19";"06:44:58";"F";"661";"283";"979";"3";"28.0";"0.711";"0.9";"308";"0.84";"- 13.1";"1.037";"- 2.092";"1.129";"- 0.552";"0.645";"- 0.356"
"2021-07-19 06:45:12.000";"2021-07-19";"06:45:12";"F";"662";"289";"982";"2";"28.0";"0.706";"0.6";"308";"0.84";"- 13.1";"1.028";"- 2.106";"1.096";"- 0.553";"0.658";"- 0.364"
"2021-07-19 06:46:13.000";"2021-07-19";"06:46:13";"F";"663";"260";"922";"2";"27.0";"0.718";"0.6";"302";"0.84";"- 14.4";"1.068";"- 1.857";"1.241";"- 0.524";"0.592";"- 0.310"
"2021-07-19 06:46:43.000";"2021-07-19";"06:46:43";"F";"664";"329";"964";"2";"27.0";"0.659";"0.6";"306";"0.84";"- 14.7";"0.965";"- 2.032";"0.898";"- 0.545";"0.749";"- 0.408"
"2021-07-19 06:47:46.000";"2021-07-19";"06:47:46";"F";"665";"241";"842";"2";"28.0";"0.714";"0.6";"293";"0.84";"- 14.3";"1.095";"- 1.530";"1.331";"- 0.479";"0.549";"- 0.263"
"2021-07-19 06:48:10.000";"2021-07-19";"06:48:10";"F";"666";"228";"750";"1";"28.0";"0.696";"0.3";"281";"0.84";"- 14.1";"1.113";"- 1.161";"1.372";"- 0.415";"0.519";"- 0.215"
"2021-07-19 06:48:32.000";"2021-07-19";"06:48:32";"F";"667";"411";"1371";"2";"28.0";"0.700";"0.6";"338";"0.84";"- 14.0";"0.929";"- 3.760";"0.764";"- 0.680";"0.936";"- 0.636"
"2021-07-19 06:48:44.000";"2021-07-19";"06:48:44";"F";"668";"324";"989";"1";"27.0";"0.672";"0.3";"309";"0.84";"- 14.0";"0.978";"- 2.134";"0.933";"- 0.556";"0.738";"- 0.410"
"2021-07-19 06:49:11.000";"2021-07-19";"06:49:11";"F";"669";"317";"1003";"3";"27.0";"0.684";"0.9";"310";"0.84";"- 13.5";"0.990";"- 2.194";"0.968";"- 0.562";"0.722";"- 0.406"
"2021-07-19 06:49:27.000";"2021-07-19";"06:49:27";"F";"670";"301";"1054";"3";"28.0";"0.714";"0.9";"315";"0.84";"- 13.4";"1.019";"- 2.406";"1.066";"- 0.583";"0.686";"- 0.400"
"2021-07-19 06:49:51.000";"2021-07-19";"06:49:51";"F";"671";"213";"602";"4";"27.0";"0.646";"1.1";"257";"0.84";"- 12.6";"1.128";"- 0.590";"1.361";"- 0.271";"0.485";"- 0.131"
"2021-07-19 06:50:20.000";"2021-07-19";"06:50:20";"F";"672";"415";"1252";"4";"28.0";"0.669";"1.1";"331";"0.84";"- 12.5";"0.909";"- 3.244";"0.725";"- 0.649";"0.945";"- 0.614"
"2021-07-19 06:50:47.000";"2021-07-19";"06:50:47";"F";"673";"362";"903";"3";"27.0";"0.599";"0.8";"300";"0.84";"- 12.5";"0.897";"- 1.779";"0.743";"- 0.514";"0.825";"- 0.424"
"2021-07-19 06:51:28.000";"2021-07-19";"06:51:28";"F";"674";"312";"1044";"6";"28.0";"0.701";"1.8";"314";"0.84";"- 11.3";"1.003";"- 2.364";"1.009";"- 0.580";"0.711";"- 0.412"
"2021-07-19 06:51:42.000";"2021-07-19";"06:51:42";"F";"675";"240";"787";"4";"27.0";"0.695";"1.2";"286";"0.84";"- 11.1";"1.092";"- 1.309";"1.301";"- 0.442";"0.547";"- 0.242"
"2021-07-19 06:51:58.000";"2021-07-19";"06:51:58";"F";"676";"275";"1015";"2";"28.0";"0.729";"0.6";"311";"0.84";"- 10.8";"1.051";"- 2.244";"1.189";"- 0.567";"0.626";"- 0.355"
"2021-07-19 06:52:23.000";"2021-07-19";"06:52:23";"F";"677";"336";"1029";"7";"28.0";"0.673";"2.0";"313";"0.84";"- 10.2";"0.968";"- 2.300";"0.902";"- 0.573";"0.765";"- 0.438"
"2021-07-19 06:53:04.000";"2021-07-19";"06:53:04";"F";"678";"362";"1158";"8";"28.0";"0.687";"2.3";"324";"0.84";"- 9.9";"0.954";"- 2.843";"0.854";"- 0.621";"0.825";"- 0.512"
"2021-07-19 06:53:29.000";"2021-07-19";"06:53:29";"F";"679";"278";"987";"7";"28.0";"0.718";"2.1";"309";"0.84";"- 9.4";"1.046";"- 2.124";"1.163";"- 0.555";"0.633";"- 0.351"
"2021-07-19 06:53:59.000";"2021-07-19";"06:53:59";"F";"680";"347";"969";"7";"28.0";"0.642";"1.9";"307";"0.84";"- 9.2";"0.940";"- 2.051";"0.832";"- 0.547";"0.790";"- 0.432"
"2021-07-19 06:54:30.000";"2021-07-19";"06:54:30";"F";"681";"430";"1449";"5";"27.0";"0.703";"1.5";"343";"0.84";"- 8.8";"0.921";"- 4.097";"0.735";"- 0.697";"0.979";"- 0.682"
"2021-07-19 06:55:08.000";"2021-07-19";"06:55:08";"F";"682";"376";"1269";"7";"28.0";"0.704";"2.1";"332";"0.84";"- 8.7";"0.953";"- 3.318";"0.841";"- 0.654";"0.856";"- 0.560"
