"","colony_id","chla.ug.cm2","chlc2.ug.cm2"
"86","OFAV_PP_9IR44",5.96356498212238,1.24271019678912
"87","OFAV_PP_9JQ4",6.29637604739034,1.5382076828291
"88","OFAV_PP_9JQ42",4.1375212153102,0.624404891874347
"89","OFAV_PP_9JQ43",3.6658764316515,0.625191453168298
"90","OFAV_PP_9JQ53",4.51293625607083,0.968406753585974
"91","OFAV_PP_AZ",7.42481348142714,2.46323952608858
"92","OFAV_PP_CX",6.36830870025093,1.49687119315149
"93","OFAV_PP_DW",6.2150937174855,1.49325431037837
"94","OFAV_PS_0HS3",5.61212461641266,2.84813632110601
"95","OFAV_PS_0HS4",3.59750189965668,0.984522036463391
"96","OFAV_PS_2HS12",3.79880324400315,0.972035800494019
"97","OFAV_PS_2HS48",5.57907594016773,1.47131797470795
"98","OFAV_PS_2HS6",4.64767550396996,1.465449218674
"99","OFAV_PS_310",4.11266337957801,1.20289701845776
"100","OFAV_PS_313",3.57632402158469,1.31556243815918
"101","OFAV_PS_352",4.99276624589738,1.54220966882626
"102","OFAV_PS_356",5.13859179891475,1.38779438316259
"103","OFAV_PS_357",3.67201676892667,0.881144677014245
"104","OFAV_PS_359",5.23477286525448,1.58308860133931
"105","OFAV_PS_360",3.42824895975499,0.764488106612032
"106","OFAV_PS_362",5.24013,1.15892
"107","OFAV_PS_365_P1",6.43039404325367,2.01676333710676
"108","OFAV_PS_365_P2",3.59393670855418,1.08776072348329
"109","OFAV_PS_367",3.54260050810928,1.31991334033195
"110","OFAV_PS_368",4.66896092449181,1.15335035017021
"111","OFAV_PS_369",4.24858929100693,1.57754066788115
"112","OFAV_PS_370",6.53975709101616,1.67146581698127
"113","OFAV_PS_371",5.26112066260387,1.37912120825351
"114","OFAV_PS_9AZ5",6.00811508725025,1.07534703263946
"115","OFAV_PS_9AZ9",6.41757703755637,1.85109375000305
"116","OFAV_PS_9EV35",4.70959739357924,1.64892541148386
"117","OFAV_PS_9EV4",5.4666335026292,1.52430308624776
"118","OFAV_PS_9EV40",3.41288814949482,1.14851953116329
"119","OFAV_PS_9EV5",3.4937492724218,0.935774379324085
"120","OFAV_PS_9GT35",3.73912248305216,0.837258595153748
"121","OFAV_PS_9GT4",3.15875892073769,0.92523044865864
"122","OFAV_PS_9GT46",4.37377645928344,1.29666321918007
"123","OFAV_PS_9IR44",5.8968922372442,1.45264892620104
"124","OFAV_PS_9JQ4",3.32631382629828,1.68107629220044
"125","OFAV_PS_9JQ42",5.2394648209122,1.53608711940599
"126","OFAV_PS_9JQ431",6.56157077241212,1.65200789872012
"127","OFAV_PS_AZ",3.99175616586421,1.11305179691467
"128","OFAV_PS_CX",3.85542833542984,0.906218571398325
"129","OFAV_PS_DW",3.41253710244335,1.12173653570695
"130","OFAV_PS_EV",4.01796512071531,1.3216090062427
"131","OFRA_PP_0CX4",9.49194089673758,5.10707689552729
"132","OFRA_PP_0CX5",7.88027354945648,1.80354065312732
"133","OFRA_PP_0GT1",5.54837728807466,1.48378951761355
"134","OFRA_PP_0GT5",6.52410152522503,1.76584591507885
"135","OFRA_PP_1GT37_P1",3.67463111838068,1.1416996623356
"136","OFRA_PP_1GT37_P2",5.79384883658479,1.46445487683771
"137","OFRA_PP_2CX12_P1",8.65204811578427,1.88036658123455
"138","OFRA_PP_2CX12_P2",9.42988696415848,4.04947936233143
"139","OFRA_PP_2GT10",5.9032208346716,2.03673352422858
"140","OFRA_PP_2GT3_P1",10.6023627616994,2.79997062570721
"141","OFRA_PP_2GT3_P2",9.16831743003617,1.95020692959017
"142","OFRA_PP_2GT38",6.12659687239567,1.31314708676772
"143","OFRA_PP_2GT41_P1",6.67096536935301,1.44329355238378
"144","OFRA_PP_2GT41_P2",2.38837436856086,0.579012602472111
"145","OFRA_PP_2GT7_P1",7.786556993618,2.01367577228817
"146","OFRA_PP_2GT7_P2",9.7706691710907,2.06877737838528
"147","OFRA_PP_2HS11",1.92421668845288,0.266382662357209
"148","OFRA_PP_2HS17_P1",5.71550726629912,1.21016400529672
"149","OFRA_PP_2HS17_P2",2.51988005242723,0.459819947818617
"150","OFRA_PP_2HS27",6.09141057081639,1.63890620046681
"151","OFRA_PP_2HS9_P1",4.70808585763147,1.42862561529778
"152","OFRA_PP_2HS9_P2",4.94300380338683,1.5112671149366
"153","OFRA_PP_4CX12",7.66894239192537,1.42014741859326
"154","OFRA_PP_4HS15",5.02108246024515,0.962436947018261
"155","OFRA_PP_6EV18",5.54744409816874,0.851191526743532
"156","OFRA_PP_6GT17",5.95205039396637,1.43483395675694
"157","OFRA_PP_8CX24",5.78821391163334,1.11147571622543
"158","OFRA_PP_8HS21",8.02389012987305,1.7046909683628
"159","OFRA_PP_8HS23",7.53260442902636,1.83540516729664
"160","OFRA_PP_8HS24",3.0801579249318,0.774229538869646
"161","OFRA_PP_9CX5_P1",3.46309104882141,0.980712045963727
"162","OFRA_PP_9CX5_P2",2.78261395579608,0.833966447308339
"163","OFRA_PP_9GT30_P1",3.02353046119896,0.497991976299219
"164","OFRA_PP_9GT30_P2",4.23598069859307,0.973635298185494
"165","OFRA_PS_0CX4",-96.8543135326975,-25.7864407430365
"166","OFRA_PS_0CX5",4.89640230112114,2.29192233714212
"167","OFRA_PS_0GT1",5.05271946514744,1.22925352307238
"168","OFRA_PS_0GT3",6.59120737805802,1.35250259634012
"169","OFRA_PS_0GT5_P1",3.09654826994262,0.758289247897846
"170","OFRA_PS_0GT5_P2",5.11828334667749,1.25206538282906
"171","OFRA_PS_1GT37",3.58647525760271,0.83885231593056
"172","OFRA_PS_1GT42",3.89175973367114,0.767658200655446
"173","OFRA_PS_1GT43",3.01017949298803,0.821325820746063
"174","OFRA_PS_2CX10",2.89282944795884,0.825861745638788
"175","OFRA_PS_2CX12",3.46754641974515,1.03046991451606
"176","OFRA_PS_2CX13",3.13865566378347,0.699909765562777
"177","OFRA_PS_2CX8",3.34847046421581,1.05292367755039
"178","OFRA_PS_2GT10",5.46265455346249,1.38137731800277
"179","OFRA_PS_2GT3",5.06462344819966,1.78045993727728
"180","OFRA_PS_2GT38",2.30174431260575,0.612198390589724
"181","OFRA_PS_2GT41",4.98751159885813,1.44185203764995
"182","OFRA_PS_2GT7",5.31111448539945,1.27606194833767
"183","OFRA_PS_2HS11",4.22604694137402,1.0801155004929
"184","OFRA_PS_2HS17",4.21391688079572,1.05370163273539
"185","OFRA_PS_2HS27",4.40100416845845,1.21063205764779
"186","OFRA_PS_2HS9",3.90368249730809,0.999770229171681
"187","OFRA_PS_4CX12",5.78694057174287,1.40338572472376
"188","OFRA_PS_4HS13",5.03988072046841,1.00341992954933
"189","OFRA_PS_4HS15",5.34693923417395,1.26246843895928
"190","OFRA_PS_6CX18",3.47957083771338,1.22916584569247
"191","OFRA_PS_6EV18",5.05329475634536,1.22939348309523
"192","OFRA_PS_6GT17",2.00035390962907,0.457060185222669
"193","OFRA_PS_8CX24",5.45229747121793,1.58177612181057
"194","OFRA_PS_8HS23",4.34364951652973,0.825590918381507
"195","OFRA_PS_8HS24",3.22144746250202,0.820360091280975
"196","OFRA_PS_9CX5",4.71871725442888,1.24132329677528
"197","OFRA_PS_9CX6",3.89748179613769,1.08676455584407
"198","OFRA_PS_9GT30",1.7668801035264,0.438367677508865
"199","OFRA_PS_9GT47",4.56528333318375,1.15147340421759
"200","OFAV_PS_9JQ53",4.77918750024553,2.37427352162735
"201","OFAV_SS_2EV3",4.20661184081561,0.717410370673534
