"","colony_id","chla.ug.cm2","chlc2.ug.cm2"
"1","15AA1AT",2.98472727763318,0.752418007130826
"2","15AA1BT",1.5369200031237,0.485519087529607
"3","15AA1ML",3.38674262915928,0.915771696550345
"4","15AA2AT",3.41483966242217,0.787124961008025
"5","15AA2BT",1.36154966463666,0.215400000032768
"6","15AA2ML",4.50523860695022,0.546128520186425
"7","15AA3ML",9.66262573856948,2.20410080322669
"8","15AA3T",7.50886278795247,1.63510463986863
"9","15AA4T",6.38705104956571,1.69383218781909
"10","15AA5T",7.67760207464229,1.61305952335272
"11","30AA1ML",6.96140549591251,1.63543568519384
"12","30AA1T",2.57798574906851,0.644632504580657
"13","30AA2ML",3.74179517774354,0.726687845144211
"14","30AA2T",4.21956779399581,0.880718667309025
"15","30AA3ML",4.5542141154623,0.926146233013218
"16","30AA3T",5.6574799409629,1.56307964600663
"17","30AA4ML",10.0552022064488,2.0918570242976
"18","30AA4T",5.38207527407744,1.26041815051838
"19","30AA5ML",7.92509707932432,1.51696321154889
"20","30AA5T",5.57870456190108,1.0616538037719
"21","45AA1ML",6.65927316680038,0.932646285503207
"22","45AA1T",3.10642434382022,0.668688802851952
"23","45AA2ML",6.8969768209514,1.42026899994581
"24","45AA2T",4.98262033329388,1.0399848879996
"25","45AA3ML",5.68541555061206,1.41901620141578
"26","45AA3T",4.78554929052958,1.60149071121004
"27","45AA4ML",7.43387089428302,2.21796342737994
"28","45AA4T",4.55934598467649,1.32436829732575
"29","45AA5ML",7.22203932822949,1.54514361465031
"30","45AA5T",3.39761546544681,0.855418280228101
"31","55AA1ML",5.62193828826316,1.02669855433087
"32","55AA1T",5.30401309046089,1.14754723962295
"33","55AA2ML",4.18031459810338,0.826934062478061
"34","55AA2T",6.27149644041607,1.8113439474717
"35","55AA3ML",2.46267580832249,0.574521612612663
"36","55AA3T",5.72940921399379,1.69663399991355
"37","55AA4ML",6.30688100491046,1.74685784109406
"38","55AA4T",9.42852916776483,2.37243077255472
"39","55AA5ML",4.22108007172946,1.2640820730706
"40","55AA5T",6.06135710331173,1.78418033587024
"41","15CN1AT",11.8890793540706,2.34789360352621
"42","15CN1ML",2.49491049266302,0.833047409471686
"43","15CN2ML",2.93031608824206,0.722961500365121
"44","15CN2T",1.45123496395622,0.413527228540032
"45","15CN3ML",2.27617319769836,0.717363259977606
"46","15CN3T",2.96614192298702,1.0135362600509
"47","15CN4ML",4.24858538701082,1.12075945255324
"48","15CN4T",1.88763156093432,0.716238313801144
"49","15CN5ML",5.61730567457179,1.37413923839644
"50","15CN5T",7.5653693607099,1.74998373575551
"51","30CN1ML",5.22277532305501,1.44420267106312
"52","30CN1T",3.11833205864984,0.879668402594698
"53","30CN2ML",0.376723837819868,0.125176757321058
"54","30CN2T",4.58289345814606,0.719965698815653
"55","30CN3ML",5.72388290458466,1.51756823782088
"56","30CN3T",3.9729782979188,1.20822943133129
"57","30CN4ML",1.70445979430624,0.608705088954276
"58","30CN4T",2.71085448965449,0.651316832133445
"59","30CN5ML",3.62307294192099,1.27985827113909
"60","30CN5T",4.12146204698249,1.37937400004036
"61","45CN1ML",1.66577725070059,0.569501190266419
"62","45CN1T",2.399801617508,1.01753558756522
"63","45CN2ML",2.07195830465112,0.567209186748073
"64","45CN2T",1.22372496552222,0.331852377117243
"65","45CN3ML",6.08269494557855,1.43963843142896
"66","45CN3T",9.93648171378127,3.00817890077471
