 ,Area,Mean,Min,Max,Angle,Length
1,4.511E-4,157.124,0.619,221.181,-88.363,0.435
2,2.925E-4,123.780,0.392,209.400,-88.947,0.282
3,3.300E-4,172.982,0.333,206.919,0.187,0.318
4,2.197E-4,152.371,0.333,207.333,0.000,0.211
5,0.107,170.897,0.000,230.000,0.000,0.000
6,0.047,158.860,0.000,225.000,0.000,0.000
7,3.868E-4,140.831,0.333,186.306,-89.523,0.373
8,2.572E-4,141.445,0.333,205.795,-89.281,0.247
9,3.525E-4,140.498,0.333,185.276,1.397,0.340
10,2.325E-4,151.359,0.333,187.000,0.000,0.224
11,0.109,159.545,0.000,235.000,0.000,0.000
12,0.042,146.649,0.000,231.000,0.000,0.000
13,3.889E-4,144.732,0.796,198.667,-90.317,0.375
14,2.722E-4,112.310,0.333,174.000,-90.000,0.262
15,3.782E-4,153.136,0.333,189.500,0.977,0.364
16,2.475E-4,108.570,0.046,169.307,1.992,0.238
17,0.101,147.708,0.000,209.000,0.000,0.000
18,0.045,126.593,0.000,204.000,0.000,0.000
19,4.147E-4,156.925,0.412,195.655,-90.445,0.400
20,2.614E-4,147.409,0.532,205.193,-90.236,0.252
21,3.697E-4,160.577,0.333,191.000,-0.333,0.356
22,2.454E-4,138.927,0.000,183.421,0.503,0.236
23,0.105,165.259,0.000,218.000,0.000,0.000
24,0.044,149.005,0.000,218.000,0.000,0.000
25,4.629E-4,148.372,0.036,197.825,-89.468,0.446
26,2.775E-4,132.402,0.380,191.336,-89.556,0.267
27,4.114E-4,160.132,0.507,190.601,-2.541,0.397
28,2.529E-4,119.693,0.667,185.272,-1.950,0.243
29,0.127,165.190,0.000,210.000,0.000,0.000
30,0.047,141.966,0.000,209.000,0.000,0.000
