 ,Area,Mean,Min,Max,Angle,Length
1,4.522E-4,195.273,1.469,233.009,-89.629,0.457
2,2.846E-4,142.788,0.000,228.214,-90.394,0.287
3,4.142E-4,198.155,0.000,237.871,0.946,0.419
4,2.914E-4,175.426,0.333,217.690,1.346,0.294
5,0.169,205.798,0.000,250.000,0.000,0.000
6,0.068,183.301,0.000,234.000,0.000,0.000
7,4.162E-4,166.700,0.025,228.282,-91.479,0.421
8,3.206E-4,164.739,0.000,212.553,-91.397,0.324
9,4.542E-4,179.339,0.000,216.262,-0.370,0.459
10,2.992E-4,166.608,0.000,216.333,-0.374,0.302
11,0.163,190.492,0.000,238.000,0.000,0.000
12,0.069,171.369,0.000,234.000,0.000,0.000
13,4.356E-4,163.967,0.024,226.000,-89.486,0.440
14,2.329E-4,138.615,0.000,213.000,-90.000,0.235
15,4.113E-4,186.338,0.333,217.481,-0.408,0.416
16,2.261E-4,163.098,0.333,212.000,0.000,0.228
17,0.138,182.146,0.000,241.000,0.000,0.000
18,0.042,171.445,0.000,236.000,0.000,0.000
19,3.587E-4,163.254,0.333,212.738,-90.781,0.362
20,1.920E-4,91.218,0.078,199.007,-91.753,0.194
21,3.197E-4,152.845,0.000,211.667,-1.577,0.323
22,1.861E-4,155.769,0.091,208.607,-1.206,0.188
23,0.090,178.432,0.000,227.000,0.000,0.000
24,0.029,159.460,0.000,219.000,0.000,0.000
25,4.054E-4,189.287,0.000,225.540,-92.208,0.410
26,2.709E-4,172.192,0.000,225.333,-92.068,0.274
27,4.084E-4,197.889,119.073,218.833,0.137,0.413
28,2.622E-4,180.678,0.478,220.020,0.428,0.265
29,0.139,202.890,0.000,235.000,0.000,0.000
30,0.050,187.748,0.000,235.000,0.000,0.000
