"colony_id","CALICE","MEASUREMENT","value","depth","act_depth","species","site"
"15PA5ML","C2","H",0.077,15,14,"PAST","Media Luna"
"15PA5ML","C2","CH",0.119,15,14,"PAST","Media Luna"
"30MC1T","C3","W",0.582,30,31,"MCAV","Turrumote"
"30MC1T","C1","H",0.516,30,31,"MCAV","Turrumote"
"30MC1T","C4","CW",1.1,30,31,"MCAV","Turrumote"
"30MC1T","C5","H",0.524,30,31,"MCAV","Turrumote"
"30MC1T","C5","CH",0.861,30,31,"MCAV","Turrumote"
"30MC1T","C2","CW",1.087,30,31,"MCAV","Turrumote"
"30MC1T","C3","H",0.418,30,31,"MCAV","Turrumote"
"30MC1T","C3","CH",0.671,30,31,"MCAV","Turrumote"
"30MC1T","C3","CW",0.96,30,31,"MCAV","Turrumote"
"30MC1T","C4","H",0.476,30,31,"MCAV","Turrumote"
"30MC1T","C1","CH",0.766,30,31,"MCAV","Turrumote"
"30MC1T","C4","CH",0.705,30,31,"MCAV","Turrumote"
"30MC1T","C4","A",0.232,30,31,"MCAV","Turrumote"
"30MC1T","C4","CA",0.549,30,31,"MCAV","Turrumote"
"30MC1T","C4","W",0.595,30,31,"MCAV","Turrumote"
"30MC1T","C5","A",0.247,30,31,"MCAV","Turrumote"
"30MC1T","C5","CA",0.714,30,31,"MCAV","Turrumote"
"30MC1T","C1","A",0.205,30,31,"MCAV","Turrumote"
"30MC1T","C5","W",0.6,30,31,"MCAV","Turrumote"
"30MC1T","C5","CW",1.014,30,31,"MCAV","Turrumote"
"30MC1T","C1","W",0.587,30,31,"MCAV","Turrumote"
"30MC1T","C2","A",0.248,30,31,"MCAV","Turrumote"
"30MC1T","C2","CA",0.661,30,31,"MCAV","Turrumote"
"30MC1T","C3","A",0.22,30,31,"MCAV","Turrumote"
"30MC1T","C3","CA",0.53,30,31,"MCAV","Turrumote"
"30MC1T","C2","W",0.621,30,31,"MCAV","Turrumote"
"30MC1T","C1","CA",0.484,30,31,"MCAV","Turrumote"
"30MC1T","C2","H",0.474,30,31,"MCAV","Turrumote"
"30MC1T","C2","CH",0.808,30,31,"MCAV","Turrumote"
"30MC1T","C1","CW",0.839,30,31,"MCAV","Turrumote"
"30MC2T","C5","W",0.523,30,31,"MCAV","Turrumote"
"30MC2T","C3","CW",1.158,30,31,"MCAV","Turrumote"
"30MC2T","C3","CH",1.133,30,31,"MCAV","Turrumote"
"30MC2T","C3","W",0.714,30,31,"MCAV","Turrumote"
"30MC2T","C3","A",0.376,30,31,"MCAV","Turrumote"
"30MC2T","C5","CW",0.797,30,31,"MCAV","Turrumote"
"30MC2T","C2","W",0.813,30,31,"MCAV","Turrumote"
"30MC2T","C2","CA",1.179,30,31,"MCAV","Turrumote"
"30MC2T","C5","CH",0.876,30,31,"MCAV","Turrumote"
"30MC2T","C1","H",0.846,30,31,"MCAV","Turrumote"
"30MC2T","C2","CW",1.349,30,31,"MCAV","Turrumote"
"30MC2T","C1","W",0.718,30,31,"MCAV","Turrumote"
"30MC2T","C1","CW",1.141,30,31,"MCAV","Turrumote"
"30MC2T","C2","H",0.722,30,31,"MCAV","Turrumote"
"30MC2T","C2","CH",1.224,30,31,"MCAV","Turrumote"
"30MC2T","C2","A",0.454,30,31,"MCAV","Turrumote"
"30MC2T","C4","H",0.49,30,31,"MCAV","Turrumote"
"30MC2T","C1","CH",1.473,30,31,"MCAV","Turrumote"
"30MC2T","C4","CH",0.822,30,31,"MCAV","Turrumote"
"30MC2T","C4","W",0.502,30,31,"MCAV","Turrumote"
"30MC2T","C4","CW",0.847,30,31,"MCAV","Turrumote"
"30MC2T","C5","H",0.535,30,31,"MCAV","Turrumote"
"30MC2T","C4","CA",0.528,30,31,"MCAV","Turrumote"
"30MC2T","C5","A",0.242,30,31,"MCAV","Turrumote"
"30MC2T","C3","H",0.651,30,31,"MCAV","Turrumote"
"30MC2T","C1","CA",1.265,30,31,"MCAV","Turrumote"
"30MC2T","C4","A",0.209,30,31,"MCAV","Turrumote"
"30MC2T","C3","CA",1.016,30,31,"MCAV","Turrumote"
"30MC2T","C1","A",0.517,30,31,"MCAV","Turrumote"
"30MC2T","C5","CA",0.622,30,31,"MCAV","Turrumote"
"30MC3T","C2","CA",0.444,30,32,"MCAV","Turrumote"
"30MC3T","C3","A",0.212,30,32,"MCAV","Turrumote"
"30MC3T","C3","H",0.469,30,32,"MCAV","Turrumote"
"30MC3T","C3","CH",0.652,30,32,"MCAV","Turrumote"
"30MC3T","C2","A",0.206,30,32,"MCAV","Turrumote"
"30MC3T","C1","CH",0.824,30,32,"MCAV","Turrumote"
"30MC3T","C1","W",0.563,30,32,"MCAV","Turrumote"
"30MC3T","C1","H",0.541,30,32,"MCAV","Turrumote"
"30MC3T","C2","CW",0.821,30,32,"MCAV","Turrumote"
"30MC3T","C2","H",0.42,30,32,"MCAV","Turrumote"
"30MC3T","C2","CH",0.674,30,32,"MCAV","Turrumote"
"30MC3T","C2","W",0.545,30,32,"MCAV","Turrumote"
"30MC3T","C3","W",0.498,30,32,"MCAV","Turrumote"
"30MC3T","C3","CA",0.433,30,32,"MCAV","Turrumote"
"30MC3T","C1","A",0.243,30,32,"MCAV","Turrumote"
"30MC3T","C1","CA",0.59,30,32,"MCAV","Turrumote"
"30MC3T","C3","CW",0.746,30,32,"MCAV","Turrumote"
"30MC3T","C1","CW",0.89,30,32,"MCAV","Turrumote"
"30MC4T","C1","H",0.514,30,30,"MCAV","Turrumote"
"30MC4T","C3","CA",0.738,30,30,"MCAV","Turrumote"
"30MC4T","C4","A",0.234,30,30,"MCAV","Turrumote"
"30MC4T","C4","CA",0.684,30,30,"MCAV","Turrumote"
"30MC4T","C5","CA",0.83,30,30,"MCAV","Turrumote"
"30MC4T","C1","A",0.21,30,30,"MCAV","Turrumote"
"30MC4T","C1","CA",0.52,30,30,"MCAV","Turrumote"
"30MC4T","C5","CH",0.908,30,30,"MCAV","Turrumote"
"30MC4T","C2","CW",1.119,30,30,"MCAV","Turrumote"
"30MC4T","C3","H",0.52,30,30,"MCAV","Turrumote"
"30MC4T","C3","CH",1.024,30,30,"MCAV","Turrumote"
"30MC4T","C2","A",0.273,30,30,"MCAV","Turrumote"
"30MC4T","C2","CA",0.78,30,30,"MCAV","Turrumote"
"30MC4T","C3","A",0.241,30,30,"MCAV","Turrumote"
"30MC4T","C2","W",0.599,30,30,"MCAV","Turrumote"
"30MC4T","C4","H",0.548,30,30,"MCAV","Turrumote"
"30MC4T","C5","A",0.3,30,30,"MCAV","Turrumote"
"30MC4T","C4","W",0.541,30,30,"MCAV","Turrumote"
"30MC4T","C4","CW",0.977,30,30,"MCAV","Turrumote"
"30MC4T","C5","H",0.52,30,30,"MCAV","Turrumote"
"30MC4T","C1","W",0.531,30,30,"MCAV","Turrumote"
"30MC4T","C1","CW",0.865,30,30,"MCAV","Turrumote"
"30MC4T","C5","W",0.636,30,30,"MCAV","Turrumote"
"30MC4T","C5","CW",1.164,30,30,"MCAV","Turrumote"
"30MC4T","C2","CH",1.075,30,30,"MCAV","Turrumote"
"30MC4T","C1","CH",0.854,30,30,"MCAV","Turrumote"
"30MC4T","C3","W",0.538,30,30,"MCAV","Turrumote"
"30MC4T","C3","CW",0.898,30,30,"MCAV","Turrumote"
"30MC4T","C4","CH",0.864,30,30,"MCAV","Turrumote"
"30MC4T","C2","H",0.588,30,30,"MCAV","Turrumote"
"30MC5T","C2","A",0.215,30,30,"MCAV","Turrumote"
"30MC5T","C2","CA",0.595,30,30,"MCAV","Turrumote"
"30MC5T","C1","A",0.256,30,30,"MCAV","Turrumote"
"30MC5T","C3","CW",1.29,30,30,"MCAV","Turrumote"
"30MC5T","C4","H",0.444,30,30,"MCAV","Turrumote"
"30MC5T","C3","CH",0.841,30,30,"MCAV","Turrumote"
"30MC5T","C3","W",0.612,30,30,"MCAV","Turrumote"
"30MC5T","C4","A",0.259,30,30,"MCAV","Turrumote"
"30MC5T","C4","CA",0.754,30,30,"MCAV","Turrumote"
"30MC5T","C3","A",0.255,30,30,"MCAV","Turrumote"
"30MC5T","C3","CA",0.784,30,30,"MCAV","Turrumote"
"30MC5T","C1","H",0.444,30,30,"MCAV","Turrumote"
"30MC5T","C2","CW",1.086,30,30,"MCAV","Turrumote"
"30MC5T","C3","H",0.502,30,30,"MCAV","Turrumote"
"30MC5T","C2","CH",0.669,30,30,"MCAV","Turrumote"
"30MC5T","C2","W",0.641,30,30,"MCAV","Turrumote"
"30MC5T","C2","H",0.396,30,30,"MCAV","Turrumote"
"30MC5T","C4","CW",1.18,30,30,"MCAV","Turrumote"
"30MC5T","C1","CH",0.798,30,30,"MCAV","Turrumote"
"30MC5T","C4","CH",0.908,30,30,"MCAV","Turrumote"
"30MC5T","C4","W",0.603,30,30,"MCAV","Turrumote"
"30MC5T","C5","CW",1.314,30,30,"MCAV","Turrumote"
"30MC5T","C5","A",0.251,30,30,"MCAV","Turrumote"
"30MC5T","C5","CA",0.656,30,30,"MCAV","Turrumote"
"30MC5T","C5","W",0.678,30,30,"MCAV","Turrumote"
"30MC5T","C1","CA",0.73,30,30,"MCAV","Turrumote"
"30MC5T","C1","W",0.626,30,30,"MCAV","Turrumote"
"30MC5T","C1","CW",1.248,30,30,"MCAV","Turrumote"
"30MC5T","C5","H",0.43,30,30,"MCAV","Turrumote"
"30MC5T","C5","CH",0.693,30,30,"MCAV","Turrumote"
"30OFA1ML","C2","CW",0.237,30,31,"OFAV","Media Luna"
"30OFA1ML","C3","H",0.316,30,31,"OFAV","Media Luna"
"30OFA1ML","C1","CA",0.038,30,31,"OFAV","Media Luna"
"30OFA1ML","C2","CH",0.211,30,31,"OFAV","Media Luna"
"30OFA1ML","C2","W",0.348,30,31,"OFAV","Media Luna"
"30OFA1ML","C3","CW",0.224,30,31,"OFAV","Media Luna"
"30OFA1ML","C5","H",0.301,30,31,"OFAV","Media Luna"
"30OFA1ML","C5","CH",0.21,30,31,"OFAV","Media Luna"
"30OFA1ML","C1","H",0.339,30,31,"OFAV","Media Luna"
"30OFA1ML","C5","A",0.096,30,31,"OFAV","Media Luna"
"30OFA1ML","C5","CA",0.041,30,31,"OFAV","Media Luna"
"30OFA1ML","C1","A",0.096,30,31,"OFAV","Media Luna"
"30OFA1ML","C3","CH",0.19,30,31,"OFAV","Media Luna"
"30OFA1ML","C3","W",0.356,30,31,"OFAV","Media Luna"
"30OFA1ML","C4","W",0.337,30,31,"OFAV","Media Luna"
"30OFA1ML","C4","H",0.26,30,31,"OFAV","Media Luna"
"30OFA1ML","C1","CH",0.222,30,31,"OFAV","Media Luna"
"30OFA1ML","C4","CH",0.194,30,31,"OFAV","Media Luna"
"30OFA1ML","C5","W",0.397,30,31,"OFAV","Media Luna"
"30OFA1ML","C4","CW",0.232,30,31,"OFAV","Media Luna"
"30OFA1ML","C3","CA",0.031,30,31,"OFAV","Media Luna"
"30OFA1ML","C4","A",0.085,30,31,"OFAV","Media Luna"
"30OFA1ML","C2","H",0.306,30,31,"OFAV","Media Luna"
"30OFA1ML","C5","CW",0.25,30,31,"OFAV","Media Luna"
"30OFA1ML","C1","W",0.368,30,31,"OFAV","Media Luna"
"30OFA1ML","C1","CW",0.231,30,31,"OFAV","Media Luna"
"30OFA1ML","C2","A",0.088,30,31,"OFAV","Media Luna"
"30OFA1ML","C2","CA",0.038,30,31,"OFAV","Media Luna"
"30OFA1ML","C3","A",0.093,30,31,"OFAV","Media Luna"
"30OFA1ML","C4","CA",0.036,30,31,"OFAV","Media Luna"
"30OFA1T","C3","W",0.422,30,30,"OFAV","Turrumote"
"30OFA1T","C1","H",0.484,30,30,"OFAV","Turrumote"
"30OFA1T","C3","H",0.457,30,30,"OFAV","Turrumote"
"30OFA1T","C3","CH",0.257,30,30,"OFAV","Turrumote"
"30OFA1T","C1","CW",0.284,30,30,"OFAV","Turrumote"
"30OFA1T","C5","W",0.405,30,30,"OFAV","Turrumote"
"30OFA1T","C5","CW",0.231,30,30,"OFAV","Turrumote"
"30OFA1T","C1","W",0.467,30,30,"OFAV","Turrumote"
"30OFA1T","C1","CH",0.236,30,30,"OFAV","Turrumote"
"30OFA1T","C2","H",0.422,30,30,"OFAV","Turrumote"
"30OFA1T","C3","CW",0.258,30,30,"OFAV","Turrumote"
"30OFA1T","C4","H",0.42,30,30,"OFAV","Turrumote"
"30OFA1T","C4","CW",0.26,30,30,"OFAV","Turrumote"
"30OFA1T","C5","H",0.404,30,30,"OFAV","Turrumote"
"30OFA1T","C5","CH",0.237,30,30,"OFAV","Turrumote"
"30OFA1T","C1","CA",0.056,30,30,"OFAV","Turrumote"
"30OFA1T","C2","CW",0.268,30,30,"OFAV","Turrumote"
"30OFA1T","C2","A",0.134,30,30,"OFAV","Turrumote"
"30OFA1T","C2","CA",0.057,30,30,"OFAV","Turrumote"
"30OFA1T","C3","A",0.14,30,30,"OFAV","Turrumote"
"30OFA1T","C3","CA",0.052,30,30,"OFAV","Turrumote"
"30OFA1T","C4","A",0.151,30,30,"OFAV","Turrumote"
"30OFA1T","C4","CA",0.055,30,30,"OFAV","Turrumote"
"30OFA1T","C4","CH",0.281,30,30,"OFAV","Turrumote"
"30OFA1T","C4","W",0.466,30,30,"OFAV","Turrumote"
"30OFA1T","C5","A",0.121,30,30,"OFAV","Turrumote"
"30OFA1T","C5","CA",0.043,30,30,"OFAV","Turrumote"
"30OFA1T","C1","A",0.158,30,30,"OFAV","Turrumote"
"30OFA1T","C2","CH",0.268,30,30,"OFAV","Turrumote"
"30OFA1T","C2","W",0.428,30,30,"OFAV","Turrumote"
"30OFA2ML","C2","H",0.402,30,32,"OFAV","Media Luna"
"30OFA2ML","C1","H",0.481,30,32,"OFAV","Media Luna"
"30OFA2ML","C1","CW",0.247,30,32,"OFAV","Media Luna"
"30OFA2ML","C5","A",0.129,30,32,"OFAV","Media Luna"
"30OFA2ML","C5","CA",0.046,30,32,"OFAV","Media Luna"
"30OFA2ML","C1","W",0.4,30,32,"OFAV","Media Luna"
"30OFA2ML","C1","CA",0.058,30,32,"OFAV","Media Luna"
"30OFA2ML","C5","H",0.334,30,32,"OFAV","Media Luna"
"30OFA2ML","C5","W",0.484,30,32,"OFAV","Media Luna"
"30OFA2ML","C5","CW",0.281,30,32,"OFAV","Media Luna"
"30OFA2ML","C2","W",0.416,30,32,"OFAV","Media Luna"
"30OFA2ML","C2","A",0.133,30,32,"OFAV","Media Luna"
"30OFA2ML","C2","CW",0.274,30,32,"OFAV","Media Luna"
"30OFA2ML","C2","CH",0.246,30,32,"OFAV","Media Luna"
"30OFA2ML","C1","A",0.154,30,32,"OFAV","Media Luna"
"30OFA2ML","C4","CA",0.051,30,32,"OFAV","Media Luna"
"30OFA2ML","C3","W",0.489,30,32,"OFAV","Media Luna"
"30OFA2ML","C3","CW",0.311,30,32,"OFAV","Media Luna"
"30OFA2ML","C3","A",0.138,30,32,"OFAV","Media Luna"
"30OFA2ML","C4","CW",0.28,30,32,"OFAV","Media Luna"
"30OFA2ML","C4","CH",0.251,30,32,"OFAV","Media Luna"
"30OFA2ML","C5","CH",0.24,30,32,"OFAV","Media Luna"
"30OFA2ML","C4","W",0.441,30,32,"OFAV","Media Luna"
"30OFA2ML","C3","CA",0.056,30,32,"OFAV","Media Luna"
"30OFA2ML","C4","A",0.133,30,32,"OFAV","Media Luna"
"30OFA2ML","C2","CA",0.051,30,32,"OFAV","Media Luna"
"30OFA2ML","C4","H",0.382,30,32,"OFAV","Media Luna"
"30OFA2ML","C1","CH",0.286,30,32,"OFAV","Media Luna"
"30OFA2ML","C3","CH",0.216,30,32,"OFAV","Media Luna"
"30OFA2ML","C3","H",0.341,30,32,"OFAV","Media Luna"
"30OFA2T","C4","H",0.34,30,30,"OFAV","Turrumote"
"30OFA2T","C1","CH",0.192,30,30,"OFAV","Turrumote"
"30OFA2T","C4","CW",0.268,30,30,"OFAV","Turrumote"
"30OFA2T","C5","H",0.329,30,30,"OFAV","Turrumote"
"30OFA2T","C4","CH",0.211,30,30,"OFAV","Turrumote"
"30OFA2T","C4","W",0.51,30,30,"OFAV","Turrumote"
"30OFA2T","C5","CW",0.255,30,30,"OFAV","Turrumote"
"30OFA2T","C1","W",0.381,30,30,"OFAV","Turrumote"
"30OFA2T","C3","CH",0.246,30,30,"OFAV","Turrumote"
"30OFA2T","C3","W",0.544,30,30,"OFAV","Turrumote"
"30OFA2T","C3","CW",0.293,30,30,"OFAV","Turrumote"
"30OFA2T","C2","W",0.424,30,30,"OFAV","Turrumote"
"30OFA2T","C2","CA",0.053,30,30,"OFAV","Turrumote"
"30OFA2T","C3","A",0.183,30,30,"OFAV","Turrumote"
"30OFA2T","C3","CA",0.054,30,30,"OFAV","Turrumote"
"30OFA2T","C4","A",0.122,30,30,"OFAV","Turrumote"
"30OFA2T","C4","CA",0.046,30,30,"OFAV","Turrumote"
"30OFA2T","C5","CH",0.239,30,30,"OFAV","Turrumote"
"30OFA2T","C5","W",0.416,30,30,"OFAV","Turrumote"
"30OFA2T","C1","H",0.321,30,30,"OFAV","Turrumote"
"30OFA2T","C2","CW",0.263,30,30,"OFAV","Turrumote"
"30OFA2T","C1","CW",0.249,30,30,"OFAV","Turrumote"
"30OFA2T","C2","H",0.442,30,30,"OFAV","Turrumote"
"30OFA2T","C2","CH",0.262,30,30,"OFAV","Turrumote"
"30OFA2T","C2","A",0.137,30,30,"OFAV","Turrumote"
"30OFA2T","C1","A",0.097,30,30,"OFAV","Turrumote"
"30OFA2T","C3","H",0.432,30,30,"OFAV","Turrumote"
"30OFA2T","C5","A",0.111,30,30,"OFAV","Turrumote"
"30OFA2T","C5","CA",0.047,30,30,"OFAV","Turrumote"
"30OFA2T","C1","CA",0.037,30,30,"OFAV","Turrumote"
"30OFA3ML","C2","CH",0.247,30,30,"OFAV","Media Luna"
"30OFA3ML","C2","CA",0.042,30,30,"OFAV","Media Luna"
"30OFA3ML","C3","A",0.101,30,30,"OFAV","Media Luna"
"30OFA3ML","C5","H",0.446,30,30,"OFAV","Media Luna"
"30OFA3ML","C5","CH",0.267,30,30,"OFAV","Media Luna"
"30OFA3ML","C1","CW",0.211,30,30,"OFAV","Media Luna"
"30OFA3ML","C2","W",0.34,30,30,"OFAV","Media Luna"
"30OFA3ML","C3","CW",0.238,30,30,"OFAV","Media Luna"
"30OFA3ML","C4","H",0.4,30,30,"OFAV","Media Luna"
"30OFA3ML","C1","CH",0.282,30,30,"OFAV","Media Luna"
"30OFA3ML","C2","H",0.373,30,30,"OFAV","Media Luna"
"30OFA3ML","C3","CA",0.045,30,30,"OFAV","Media Luna"
"30OFA3ML","C1","H",0.435,30,30,"OFAV","Media Luna"
"30OFA3ML","C2","CW",0.224,30,30,"OFAV","Media Luna"
"30OFA3ML","C3","H",0.375,30,30,"OFAV","Media Luna"
"30OFA3ML","C3","CH",0.262,30,30,"OFAV","Media Luna"
"30OFA3ML","C3","W",0.364,30,30,"OFAV","Media Luna"
"30OFA3ML","C2","A",0.109,30,30,"OFAV","Media Luna"
"30OFA3ML","C4","A",0.105,30,30,"OFAV","Media Luna"
"30OFA3ML","C4","CH",0.252,30,30,"OFAV","Media Luna"
"30OFA3ML","C4","W",0.356,30,30,"OFAV","Media Luna"
"30OFA3ML","C4","CW",0.236,30,30,"OFAV","Media Luna"
"30OFA3ML","C1","CA",0.047,30,30,"OFAV","Media Luna"
"30OFA3ML","C1","A",0.107,30,30,"OFAV","Media Luna"
"30OFA3ML","C5","W",0.397,30,30,"OFAV","Media Luna"
"30OFA3ML","C5","CW",0.243,30,30,"OFAV","Media Luna"
"30OFA3ML","C1","W",0.318,30,30,"OFAV","Media Luna"
"30OFA3ML","C4","CA",0.044,30,30,"OFAV","Media Luna"
"30OFA3ML","C5","A",0.127,30,30,"OFAV","Media Luna"
"30OFA3ML","C5","CA",0.047,30,30,"OFAV","Media Luna"
"30OFA3T","C4","A",0.094,30,30,"OFAV","Turrumote"
"30OFA3T","C4","CA",0.044,30,30,"OFAV","Turrumote"
"30OFA3T","C5","CA",0.04,30,30,"OFAV","Turrumote"
"30OFA3T","C1","A",0.134,30,30,"OFAV","Turrumote"
"30OFA3T","C1","CA",0.042,30,30,"OFAV","Turrumote"
"30OFA3T","C5","A",0.108,30,30,"OFAV","Turrumote"
"30OFA3T","C3","A",0.118,30,30,"OFAV","Turrumote"
"30OFA3T","C3","CA",0.044,30,30,"OFAV","Turrumote"
"30OFA3T","C4","CW",0.222,30,30,"OFAV","Turrumote"
"30OFA3T","C2","CA",0.041,30,30,"OFAV","Turrumote"
"30OFA3T","C2","CW",0.228,30,30,"OFAV","Turrumote"
"30OFA3T","C3","H",0.423,30,30,"OFAV","Turrumote"
"30OFA3T","C3","CH",0.259,30,30,"OFAV","Turrumote"
"30OFA3T","C1","H",0.441,30,30,"OFAV","Turrumote"
"30OFA3T","C3","CW",0.238,30,30,"OFAV","Turrumote"
"30OFA3T","C4","H",0.376,30,30,"OFAV","Turrumote"
"30OFA3T","C1","CH",0.242,30,30,"OFAV","Turrumote"
"30OFA3T","C3","W",0.34,30,30,"OFAV","Turrumote"
"30OFA3T","C2","A",0.096,30,30,"OFAV","Turrumote"
"30OFA3T","C5","CH",0.222,30,30,"OFAV","Turrumote"
"30OFA3T","C4","CH",0.26,30,30,"OFAV","Turrumote"
"30OFA3T","C4","W",0.347,30,30,"OFAV","Turrumote"
"30OFA3T","C5","H",0.395,30,30,"OFAV","Turrumote"
"30OFA3T","C2","W",0.307,30,30,"OFAV","Turrumote"
"30OFA3T","C5","W",0.373,30,30,"OFAV","Turrumote"
"30OFA3T","C5","CW",0.225,30,30,"OFAV","Turrumote"
"30OFA3T","C1","W",0.413,30,30,"OFAV","Turrumote"
"30OFA3T","C1","CW",0.238,30,30,"OFAV","Turrumote"
"30OFA3T","C2","H",0.369,30,30,"OFAV","Turrumote"
"30OFA3T","C2","CH",0.232,30,30,"OFAV","Turrumote"
"30OFA4ML","C4","W",0.351,30,31,"OFAV","Media Luna"
"30OFA4ML","C2","CA",0.05,30,31,"OFAV","Media Luna"
"30OFA4ML","C4","CA",0.04,30,31,"OFAV","Media Luna"
"30OFA4ML","C5","A",0.126,30,31,"OFAV","Media Luna"
"30OFA4ML","C4","CH",0.244,30,31,"OFAV","Media Luna"
"30OFA4ML","C1","CH",0.292,30,31,"OFAV","Media Luna"
"30OFA4ML","C2","W",0.371,30,31,"OFAV","Media Luna"
"30OFA4ML","C4","A",0.11,30,31,"OFAV","Media Luna"
"30OFA4ML","C1","CW",0.241,30,31,"OFAV","Media Luna"
"30OFA4ML","C1","H",0.449,30,31,"OFAV","Media Luna"
"30OFA4ML","C5","CW",0.238,30,31,"OFAV","Media Luna"
"30OFA4ML","C1","W",0.339,30,31,"OFAV","Media Luna"
"30OFA4ML","C5","H",0.399,30,31,"OFAV","Media Luna"
"30OFA4ML","C2","H",0.426,30,31,"OFAV","Media Luna"
"30OFA4ML","C2","CH",0.266,30,31,"OFAV","Media Luna"
"30OFA4ML","C3","CA",0.048,30,31,"OFAV","Media Luna"
"30OFA4ML","C3","CH",0.267,30,31,"OFAV","Media Luna"
"30OFA4ML","C5","CH",0.264,30,31,"OFAV","Media Luna"
"30OFA4ML","C5","W",0.41,30,31,"OFAV","Media Luna"
"30OFA4ML","C4","CW",0.219,30,31,"OFAV","Media Luna"
"30OFA4ML","C3","H",0.417,30,31,"OFAV","Media Luna"
"30OFA4ML","C3","W",0.355,30,31,"OFAV","Media Luna"
"30OFA4ML","C3","CW",0.228,30,31,"OFAV","Media Luna"
"30OFA4ML","C2","A",0.123,30,31,"OFAV","Media Luna"
"30OFA4ML","C4","H",0.38,30,31,"OFAV","Media Luna"
"30OFA4ML","C1","CA",0.055,30,31,"OFAV","Media Luna"
"30OFA4ML","C5","CA",0.043,30,31,"OFAV","Media Luna"
"30OFA4ML","C3","A",0.116,30,31,"OFAV","Media Luna"
"30OFA4ML","C1","A",0.124,30,31,"OFAV","Media Luna"
"30OFA4ML","C2","CW",0.226,30,31,"OFAV","Media Luna"
"30OFA4T","C1","CW",0.293,30,30,"OFAV","Turrumote"
"30OFA4T","C5","H",0.466,30,30,"OFAV","Turrumote"
"30OFA4T","C2","CW",0.259,30,30,"OFAV","Turrumote"
"30OFA4T","C2","H",0.486,30,30,"OFAV","Turrumote"
"30OFA4T","C2","CH",0.302,30,30,"OFAV","Turrumote"
"30OFA4T","C3","W",0.465,30,30,"OFAV","Turrumote"
"30OFA4T","C3","CW",0.257,30,30,"OFAV","Turrumote"
"30OFA4T","C4","H",0.462,30,30,"OFAV","Turrumote"
"30OFA4T","C1","CH",0.292,30,30,"OFAV","Turrumote"
"30OFA4T","C4","CH",0.303,30,30,"OFAV","Turrumote"
"30OFA4T","C4","W",0.422,30,30,"OFAV","Turrumote"
"30OFA4T","C5","CH",0.261,30,30,"OFAV","Turrumote"
"30OFA4T","C5","W",0.312,30,30,"OFAV","Turrumote"
"30OFA4T","C5","CW",0.24,30,30,"OFAV","Turrumote"
"30OFA4T","C1","W",0.462,30,30,"OFAV","Turrumote"
"30OFA4T","C3","CA",0.053,30,30,"OFAV","Turrumote"
"30OFA4T","C3","H",0.473,30,30,"OFAV","Turrumote"
"30OFA4T","C3","CH",0.256,30,30,"OFAV","Turrumote"
"30OFA4T","C5","A",0.124,30,30,"OFAV","Turrumote"
"30OFA4T","C2","W",0.353,30,30,"OFAV","Turrumote"
"30OFA4T","C1","CA",0.061,30,30,"OFAV","Turrumote"
"30OFA4T","C1","A",0.148,30,30,"OFAV","Turrumote"
"30OFA4T","C2","CA",0.06,30,30,"OFAV","Turrumote"
"30OFA4T","C3","A",0.151,30,30,"OFAV","Turrumote"
"30OFA4T","C4","CW",0.265,30,30,"OFAV","Turrumote"
"30OFA4T","C2","A",0.141,30,30,"OFAV","Turrumote"
"30OFA4T","C4","CA",0.058,30,30,"OFAV","Turrumote"
"30OFA4T","C1","H",0.422,30,30,"OFAV","Turrumote"
"30OFA4T","C4","A",0.146,30,30,"OFAV","Turrumote"
"30OFA4T","C5","CA",0.047,30,30,"OFAV","Turrumote"
"30OFA5ML","C1","CA",0.047,30,32,"OFAV","Media Luna"
"30OFA5ML","C1","CW",0.26,30,32,"OFAV","Media Luna"
"30OFA5ML","C1","A",0.093,30,32,"OFAV","Media Luna"
"30OFA5ML","C2","CW",0.255,30,32,"OFAV","Media Luna"
"30OFA5ML","C1","W",0.365,30,32,"OFAV","Media Luna"
"30OFA5ML","C5","CH",0.222,30,32,"OFAV","Media Luna"
"30OFA5ML","C5","CA",0.046,30,32,"OFAV","Media Luna"
"30OFA5ML","C1","H",0.348,30,32,"OFAV","Media Luna"
"30OFA5ML","C5","H",0.361,30,32,"OFAV","Media Luna"
"30OFA5ML","C5","A",0.101,30,32,"OFAV","Media Luna"
"30OFA5ML","C2","H",0.326,30,32,"OFAV","Media Luna"
"30OFA5ML","C2","CH",0.234,30,32,"OFAV","Media Luna"
"30OFA5ML","C4","CA",0.045,30,32,"OFAV","Media Luna"
"30OFA5ML","C3","W",0.334,30,32,"OFAV","Media Luna"
"30OFA5ML","C3","CW",0.244,30,32,"OFAV","Media Luna"
"30OFA5ML","C4","A",0.09,30,32,"OFAV","Media Luna"
"30OFA5ML","C3","CH",0.243,30,32,"OFAV","Media Luna"
"30OFA5ML","C4","CH",0.254,30,32,"OFAV","Media Luna"
"30OFA5ML","C4","W",0.32,30,32,"OFAV","Media Luna"
"30OFA5ML","C3","H",0.375,30,32,"OFAV","Media Luna"
"30OFA5ML","C4","CW",0.232,30,32,"OFAV","Media Luna"
"30OFA5ML","C5","W",0.372,30,32,"OFAV","Media Luna"
"30OFA5ML","C5","CW",0.267,30,32,"OFAV","Media Luna"
"30OFA5ML","C3","A",0.099,30,32,"OFAV","Media Luna"
