 ,Area,Mean,Min,Max,Angle,Length
1,6.385E-4,83.219,3.667,201.667,-90.000,0.374
2,0.001,89.425,4.000,201.333,-90.000,0.608
3,7.829E-4,70.079,3.667,155.667,0.000,0.459
4,0.001,96.632,14.639,191.821,-0.682,0.857
5,0.138,78.112,1.000,229.000,0.000,0.000
6,0.411,91.511,0.000,229.000,0.000,0.000
7,5.807E-4,41.491,0.413,156.933,-88.854,0.340
8,9.736E-4,48.428,0.726,144.008,-90.682,0.571
9,8.002E-4,62.617,6.101,233.913,-0.830,0.469
10,0.001,69.085,5.476,233.979,-1.279,0.762
11,0.134,51.830,0.000,214.000,0.000,0.000
12,0.381,67.924,0.000,238.000,0.000,0.000
13,6.327E-4,48.200,3.960,103.502,-90.526,0.371
14,0.001,69.195,14.617,139.395,-91.655,0.588
15,9.042E-4,58.931,12.090,154.462,-1.102,0.530
16,0.002,66.723,9.921,200.667,-1.491,0.915
17,0.159,66.531,0.000,244.000,0.000,0.000
18,0.435,74.422,0.000,244.000,0.000,0.000
19,7.309E-4,82.819,0.000,208.667,-90.000,0.428
20,0.001,78.917,0.491,204.166,-90.872,0.670
21,0.001,80.907,3.000,203.667,0.000,0.595
22,0.002,96.536,2.889,177.703,1.242,1.098
23,0.188,75.197,0.000,239.000,0.000,0.000
24,0.555,91.825,0.000,239.000,0.000,0.000
25,7.251E-4,90.029,6.333,205.333,-90.000,0.425
26,0.001,81.280,1.718,154.061,-90.585,0.666
27,9.389E-4,116.801,39.465,187.412,0.354,0.551
28,0.002,130.802,0.000,213.751,-0.793,0.983
29,0.201,105.124,0.000,226.000,0.000,0.000
30,0.529,111.250,0.000,242.000,0.000,0.000
