 ,Area,Mean,Min,Max,Angle,Length
1,8.762E-4,131.905,23.000,210.000,-90.000,0.514
2,0.001,140.258,21.696,224.914,-90.228,0.854
3,9.051E-4,108.444,34.154,190.205,-2.936,0.531
4,0.001,130.600,39.307,200.570,-2.705,0.865
5,0.210,121.190,5.000,242.000,0.000,0.000
6,0.520,152.577,0.000,242.000,0.000,0.000
7,0.001,89.541,8.823,212.763,-90.331,0.588
8,0.002,139.294,10.677,216.584,-88.006,1.075
9,0.001,110.295,17.250,202.441,-1.627,0.599
10,0.002,135.510,9.000,208.285,-0.522,1.119
11,0.273,109.249,3.000,245.000,0.000,0.000
12,0.780,145.034,0.000,245.000,0.000,0.000
13,8.877E-4,74.516,5.000,171.569,-91.123,0.520
14,0.002,105.660,16.364,208.039,-92.093,1.024
15,9.166E-4,84.230,18.549,199.675,-2.175,0.538
16,0.002,107.210,21.955,212.333,-1.302,0.898
17,0.241,90.515,3.000,223.000,0.000,0.000
18,0.738,126.037,0.000,228.000,0.000,0.000
19,9.340E-4,78.817,3.000,191.000,-90.000,0.548
20,0.001,112.782,2.937,207.333,-90.451,0.864
21,9.224E-4,77.174,5.665,229.377,-0.721,0.541
22,0.002,108.265,8.462,195.654,-1.796,0.977
23,0.234,83.525,0.000,244.000,0.000,0.000
24,0.684,124.001,0.000,244.000,0.000,0.000
25,8.877E-4,68.419,8.333,195.667,-90.000,0.520
26,0.002,119.180,7.966,218.667,-88.927,0.908
27,0.001,99.865,11.900,217.957,-0.306,0.636
28,0.002,128.119,2.468,215.404,1.675,1.164
29,0.300,99.538,1.000,241.000,0.000,0.000
30,0.830,140.888,0.000,245.000,0.000,0.000
