 ,Area,Mean,Min,Max,Angle,Length
1,0.001,133.841,73.667,203.100,-90.409,0.660
2,0.002,114.529,31.621,198.912,-90.281,0.962
3,0.001,114.893,74.667,194.000,0.000,0.755
4,0.002,114.122,54.501,200.826,0.498,1.085
5,0.407,120.608,0.000,238.000,0.000,0.000
6,0.850,127.156,0.000,245.000,0.000,0.000
7,0.001,145.242,58.667,212.966,-90.385,0.703
8,0.002,142.125,76.000,208.259,-88.704,1.043
9,0.001,129.919,66.053,208.000,0.377,0.717
10,0.002,143.471,19.298,231.278,-1.420,1.142
11,0.428,138.254,21.000,238.000,0.000,0.000
12,0.948,129.619,0.000,246.000,0.000,0.000
