 ,Area,Mean,Min,Max,Angle,Length
1,8.118E-4,89.228,15.360,192.261,-91.548,0.548
2,0.001,91.687,5.327,179.599,-91.161,0.876
3,7.681E-4,80.234,2.638,188.848,0.327,0.518
4,0.001,93.874,2.047,190.102,0.428,0.793
5,0.226,76.918,0.000,232.000,0.000,0.000
6,0.486,101.375,0.000,245.000,0.000,0.000
7,8.468E-4,102.828,20.252,222.458,-91.484,0.571
8,0.001,128.505,7.739,219.812,-91.030,0.823
9,6.805E-4,95.236,4.469,201.043,-1.478,0.459
10,0.001,112.096,10.491,226.219,-2.261,0.675
11,0.206,97.627,0.000,246.000,0.000,0.000
12,0.420,106.849,0.000,246.000,0.000,0.000
13,6.455E-4,104.836,7.000,204.667,-90.000,0.435
14,0.001,128.918,6.769,217.667,-90.634,0.802
15,8.731E-4,83.902,2.228,216.945,0.288,0.589
16,0.001,108.854,6.965,227.938,1.027,0.826
17,0.216,109.725,0.000,243.000,0.000,0.000
18,0.453,125.670,0.000,243.000,0.000,0.000
19,6.018E-4,80.510,1.774,199.667,-90.836,0.405
20,0.001,117.977,3.000,204.000,-90.984,0.689
21,8.381E-4,85.641,1.667,214.667,0.000,0.565
22,0.001,98.016,1.633,204.246,-0.583,0.873
23,0.187,101.270,0.000,247.000,0.000,0.000
24,0.459,127.755,0.000,247.000,0.000,0.000
25,6.324E-4,105.791,14.333,205.319,-90.398,0.426
26,0.001,124.689,13.313,204.190,-94.919,0.725
27,8.162E-4,98.485,11.950,237.672,-0.308,0.550
28,0.001,119.382,6.539,236.401,-3.865,0.878
29,0.190,97.647,0.000,244.000,0.000,0.000
30,0.413,122.512,0.000,245.000,0.000,0.000
