 ,Area,Mean,Min,Max,Angle,Length
1,6.695E-4,131.137,31.498,222.713,-88.187,0.459
2,0.001,145.216,45.056,202.517,-87.641,0.777
3,6.273E-4,154.706,84.619,210.905,-1.161,0.430
4,9.863E-4,167.000,62.155,243.910,-0.984,0.677
5,0.149,149.275,0.000,244.000,0.000,0.000
6,0.430,155.341,0.000,244.000,0.000,0.000
7,8.089E-4,111.299,5.782,220.110,-88.800,0.555
8,0.001,114.742,21.612,219.297,-88.438,0.960
9,7.962E-4,112.414,50.809,213.234,-1.828,0.547
10,0.001,117.394,31.525,207.978,-1.038,0.802
11,0.249,114.791,2.000,242.000,0.000,0.000
12,0.697,118.582,0.000,246.000,0.000,0.000
13,7.540E-4,151.908,26.240,229.603,-91.287,0.517
14,0.001,153.627,27.509,224.670,-89.473,0.948
15,8.004E-4,135.616,39.683,228.714,-2.726,0.550
16,0.001,138.842,26.875,233.223,-1.866,0.893
17,0.233,126.468,11.000,246.000,0.000,0.000
18,0.744,138.249,0.000,246.000,0.000,0.000
19,7.498E-4,132.053,9.262,226.616,-91.618,0.515
20,0.001,127.933,7.258,202.352,-90.432,0.770
21,8.554E-4,121.649,20.782,217.109,-2.268,0.588
22,0.002,116.055,0.000,232.552,-1.975,1.181
23,0.256,117.098,1.000,248.000,0.000,0.000
24,0.723,120.310,0.000,248.000,0.000,0.000
25,7.624E-4,160.291,92.000,212.667,-90.000,0.523
26,0.001,154.239,86.027,222.309,-90.172,0.968
27,8.807E-4,157.525,61.615,237.545,1.102,0.605
28,0.002,146.868,0.333,232.469,6.032,1.134
29,0.244,156.659,23.000,244.000,0.000,0.000
30,0.684,153.902,0.000,244.000,0.000,0.000
