 ,Area,Mean,Min,Max,Angle,Length
1,0.001,128.073,31.333,209.333,-90.000,0.652
2,0.002,123.285,32.177,208.610,-88.781,1.142
3,0.001,112.126,16.676,202.000,-0.279,0.711
4,0.002,113.550,21.746,222.214,-0.558,1.069
5,0.369,130.272,0.000,238.000,0.000,0.000
6,0.929,125.602,0.000,246.000,0.000,0.000
7,0.001,132.573,27.974,217.384,-89.680,0.621
8,0.002,117.682,35.617,208.635,-89.782,0.913
9,0.001,133.415,26.646,241.330,1.629,0.733
10,0.002,126.228,28.701,240.904,-0.575,1.038
11,0.401,119.958,14.000,245.000,0.000,0.000
12,0.864,122.167,0.000,247.000,0.000,0.000
13,0.001,95.403,5.847,199.325,-90.674,0.590
14,0.002,97.518,0.333,200.450,-89.154,0.941
15,0.001,108.665,27.172,215.338,0.259,0.767
16,0.002,102.120,26.234,215.389,0.850,1.170
17,0.395,107.320,2.000,246.000,0.000,0.000
18,0.887,108.916,0.000,246.000,0.000,0.000
19,0.001,127.135,39.259,222.751,-90.278,0.715
20,0.002,136.820,39.890,218.636,-90.401,0.993
21,0.001,124.978,9.333,223.758,-1.302,0.764
22,0.002,132.350,5.778,223.667,-1.591,1.125
23,0.431,121.923,4.000,241.000,0.000,0.000
24,0.886,121.399,0.000,241.000,0.000,0.000
25,7.618E-4,122.688,22.667,204.333,-90.000,0.437
26,0.001,128.151,22.667,207.667,-90.000,0.784
27,9.184E-4,119.964,47.860,220.316,-1.507,0.528
28,0.001,110.217,0.667,194.944,-0.744,0.802
29,0.222,125.338,14.000,234.000,0.000,0.000
30,0.525,130.240,0.000,239.000,0.000,0.000
