 ,Area,Mean,Min,Max,Angle,Length
1,7.489E-4,88.451,16.418,188.667,-89.415,0.541
2,0.001,110.041,20.572,196.972,-87.310,0.824
3,7.794E-4,89.284,9.373,203.209,-0.562,0.563
4,0.001,102.910,14.979,202.231,-2.490,0.890
5,0.243,81.506,0.000,223.000,0.000,0.000
6,0.590,122.566,0.000,229.000,0.000,0.000
7,5.812E-4,65.407,9.000,165.000,-90.000,0.420
8,9.319E-4,98.917,13.601,199.667,-90.470,0.674
9,7.546E-4,63.929,15.815,132.336,-6.981,0.545
10,0.001,92.616,2.114,199.951,-5.404,0.821
11,0.206,80.059,0.000,222.000,0.000,0.000
12,0.444,117.758,0.000,225.000,0.000,0.000
13,6.498E-4,48.203,2.000,190.000,-90.000,0.469
14,9.014E-4,79.084,3.113,194.215,-89.029,0.652
15,6.898E-4,68.973,4.400,154.667,-3.180,0.498
16,0.001,97.205,0.159,216.786,-2.545,0.746
17,0.212,76.445,0.000,227.000,0.000,0.000
18,0.433,110.122,0.000,227.000,0.000,0.000
