 ,Area,Mean,Min,Max,Angle,Length
1,0.001,141.083,38.525,220.453,-89.542,0.679
2,0.002,143.913,44.000,215.260,-90.464,1.342
3,0.002,84.070,20.000,202.000,0.000,0.870
4,0.003,121.487,19.946,237.298,-0.601,1.554
5,0.472,128.685,5.000,243.000,0.000,0.000
6,1.596,144.197,0.000,243.000,0.000,0.000
7,0.001,129.033,39.883,215.000,-89.591,0.761
8,0.003,144.279,56.161,215.699,-89.574,1.462
9,0.002,154.309,50.582,240.607,-3.366,0.833
10,0.003,127.642,13.616,225.862,-1.724,1.626
11,0.484,133.798,3.000,246.000,0.000,0.000
12,1.732,149.623,0.000,249.000,0.000,0.000
