 ,Area,Mean,Min,Max,Angle,Length
1,8.265E-4,86.844,4.120,188.615,-89.606,0.490
2,0.001,119.368,3.667,219.000,-90.000,0.767
3,8.803E-4,127.685,13.813,200.157,-0.739,0.522
4,0.001,137.728,0.190,206.819,0.453,0.851
5,0.221,98.370,0.000,239.000,0.000,0.000
6,0.558,144.540,0.000,243.000,0.000,0.000
7,9.398E-4,92.856,1.989,193.144,-89.827,0.557
8,0.002,121.538,2.553,206.096,-89.892,0.892
9,9.539E-4,109.245,4.540,244.016,-0.682,0.565
10,0.001,123.361,3.030,210.322,0.592,0.814
11,0.266,90.504,0.000,245.000,0.000,0.000
12,0.635,136.531,0.000,245.000,0.000,0.000
13,7.473E-4,101.175,19.559,208.916,-89.782,0.442
14,0.001,120.675,6.617,217.092,-89.329,0.718
15,9.228E-4,104.393,31.017,201.259,-0.353,0.547
16,0.001,134.158,36.037,213.667,0.664,0.872
17,0.199,105.018,3.000,235.000,0.000,0.000
18,0.539,148.094,0.000,243.000,0.000,0.000
19,8.011E-4,115.432,8.681,210.667,-89.594,0.474
20,0.001,131.512,12.089,208.140,-89.870,0.744
21,9.652E-4,107.375,25.333,215.667,0.000,0.572
22,0.002,132.751,10.246,211.576,-0.203,0.949
23,0.212,111.076,3.000,242.000,0.000,0.000
24,0.576,151.279,0.000,242.000,0.000,0.000
25,8.520E-4,101.018,21.889,206.813,-90.764,0.505
26,0.001,150.604,24.333,223.225,-90.230,0.838
27,8.407E-4,112.138,18.009,193.667,1.548,0.498
28,0.001,136.153,22.028,209.888,0.119,0.809
29,0.206,123.044,6.000,237.000,0.000,0.000
30,0.506,157.381,0.000,239.000,0.000,0.000
