datetime,LightRaw,LightCrrx,Light_int_10m,depth
2021-08-01 00:10:00 UTC,0,0,0,deep
2021-08-01 00:20:00 UTC,0,0,0,deep
2021-08-01 00:30:00 UTC,0,0,0,deep
2021-08-01 00:40:00 UTC,0,0,0,deep
2021-08-01 00:50:00 UTC,0,0,0,deep
2021-08-01 01:00:00 UTC,0,0,0,deep
2021-08-01 01:10:00 UTC,0,0,0,deep
2021-08-01 01:20:00 UTC,0,0,0,deep
2021-08-01 01:30:00 UTC,0,0,0,deep
2021-08-01 01:40:00 UTC,0,0,0,deep
2021-08-01 01:50:00 UTC,0,0,0,deep
2021-08-01 02:00:00 UTC,0,0,0,deep
2021-08-01 02:10:00 UTC,0,0,0,deep
2021-08-01 02:20:00 UTC,0,0,0,deep
2021-08-01 02:30:00 UTC,0,0,0,deep
2021-08-01 02:40:00 UTC,0,0,0,deep
2021-08-01 02:50:00 UTC,0,0,0,deep
2021-08-01 03:00:00 UTC,0,0,0,deep
2021-08-01 03:10:00 UTC,0,0,0,deep
2021-08-01 03:20:00 UTC,0,0,0,deep
2021-08-01 03:30:00 UTC,0,0,0,deep
2021-08-01 03:40:00 UTC,0,0,0,deep
2021-08-01 03:50:00 UTC,0,0,0,deep
2021-08-01 04:00:00 UTC,0,0,0,deep
2021-08-01 04:10:00 UTC,0,0,0,deep
2021-08-01 04:20:00 UTC,0,0,0,deep
2021-08-01 04:30:00 UTC,0,0,0,deep
2021-08-01 04:40:00 UTC,0,0,0,deep
2021-08-01 04:50:00 UTC,0,0,0,deep
2021-08-01 05:00:00 UTC,0,0,0,deep
2021-08-01 05:10:00 UTC,0,0,0,deep
2021-08-01 05:20:00 UTC,0,0,0,deep
2021-08-01 05:30:00 UTC,0,0,0,deep
2021-08-01 05:40:00 UTC,0,0,0,deep
2021-08-01 05:50:00 UTC,0,0,0,deep
2021-08-01 06:00:00 UTC,0,0,0,deep
2021-08-01 06:10:00 UTC,0,0,0,deep
2021-08-01 06:20:00 UTC,0,0,0,deep
2021-08-01 06:30:00 UTC,4,0.9616,5.77E-04,deep
2021-08-01 06:40:00 UTC,10,2.404,0.0014424,deep
2021-08-01 06:50:00 UTC,17,4.0868,0.00245208,deep
2021-08-01 07:00:00 UTC,26,6.2504,0.00375024,deep
2021-08-01 07:10:00 UTC,36,8.6544,0.00519264,deep
2021-08-01 07:20:00 UTC,46,11.0584,0.00663504,deep
2021-08-01 07:30:00 UTC,57,13.7028,0.00822168,deep
2021-08-01 07:40:00 UTC,69,16.5876,0.00995256,deep
2021-08-01 07:50:00 UTC,82,19.7128,0.01182768,deep
2021-08-01 08:00:00 UTC,94,22.5976,0.01355856,deep
2021-08-01 08:10:00 UTC,109,26.2036,0.01572216,deep
2021-08-01 08:20:00 UTC,123,29.5692,0.01774152,deep
2021-08-01 08:30:00 UTC,140,33.656,0.0201936,deep
2021-08-01 08:40:00 UTC,156,37.5024,0.02250144,deep
2021-08-01 08:50:00 UTC,175,42.07,0.025242,deep
2021-08-01 09:00:00 UTC,190,45.676,0.0274056,deep
2021-08-01 09:10:00 UTC,208,50.0032,0.03000192,deep
2021-08-01 09:20:00 UTC,227,54.5708,0.03274248,deep
2021-08-01 09:30:00 UTC,246,59.1384,0.03548304,deep
2021-08-01 09:40:00 UTC,267,64.1868,0.03851208,deep
2021-08-01 09:50:00 UTC,286,68.7544,0.04125264,deep
2021-08-01 10:00:00 UTC,305,73.322,0.0439932,deep
2021-08-01 10:10:00 UTC,325,78.13,0.046878,deep
2021-08-01 10:20:00 UTC,342,82.2168,0.04933008,deep
2021-08-01 10:30:00 UTC,359,86.3036,0.05178216,deep
2021-08-01 10:40:00 UTC,372,89.4288,0.05365728,deep
2021-08-01 10:50:00 UTC,383,92.0732,0.05524392,deep
2021-08-01 11:00:00 UTC,398,95.6792,0.05740752,deep
2021-08-01 11:10:00 UTC,409,98.3236,0.05899416,deep
2021-08-01 11:20:00 UTC,421,101.2084,0.06072504,deep
2021-08-01 11:30:00 UTC,427,102.6508,0.06159048,deep
2021-08-01 11:40:00 UTC,437,105.0548,0.06303288,deep
2021-08-01 11:50:00 UTC,443,106.4972,0.06389832,deep
2021-08-01 12:00:00 UTC,450,108.18,0.064908,deep
2021-08-01 12:10:00 UTC,456,109.6224,0.06577344,deep
2021-08-01 12:20:00 UTC,457,109.8628,0.06591768,deep
2021-08-01 12:30:00 UTC,461,110.8244,0.06649464,deep
2021-08-01 12:40:00 UTC,460,110.584,0.0663504,deep
2021-08-01 12:50:00 UTC,457,109.8628,0.06591768,deep
2021-08-01 13:00:00 UTC,451,108.4204,0.06505224,deep
2021-08-01 13:10:00 UTC,438,105.2952,0.06317712,deep
2021-08-01 13:20:00 UTC,432,103.8528,0.06231168,deep
2021-08-01 13:30:00 UTC,425,102.17,0.061302,deep
2021-08-01 13:40:00 UTC,408,98.0832,0.05884992,deep
2021-08-01 13:50:00 UTC,404,97.1216,0.05827296,deep
2021-08-01 14:00:00 UTC,351,84.3804,0.05062824,deep
2021-08-01 14:10:00 UTC,261,62.7444,0.03764664,deep
2021-08-01 14:20:00 UTC,182,43.7528,0.02625168,deep
2021-08-01 14:30:00 UTC,332,79.8128,0.04788768,deep
2021-08-01 14:40:00 UTC,208,50.0032,0.03000192,deep
2021-08-01 14:50:00 UTC,177,42.5508,0.02553048,deep
2021-08-01 15:00:00 UTC,317,76.2068,0.04572408,deep
2021-08-01 15:10:00 UTC,216,51.9264,0.03115584,deep
2021-08-01 15:20:00 UTC,234,56.2536,0.03375216,deep
2021-08-01 15:30:00 UTC,241,57.9364,0.03476184,deep
2021-08-01 15:40:00 UTC,234,56.2536,0.03375216,deep
2021-08-01 15:50:00 UTC,221,53.1284,0.03187704,deep
2021-08-01 16:00:00 UTC,190,45.676,0.0274056,deep
2021-08-01 16:10:00 UTC,189,45.4356,0.02726136,deep
2021-08-01 16:20:00 UTC,190,45.676,0.0274056,deep
2021-08-01 16:30:00 UTC,181,43.5124,0.02610744,deep
2021-08-01 16:40:00 UTC,132,31.7328,0.01903968,deep
2021-08-01 16:50:00 UTC,128,30.7712,0.01846272,deep
2021-08-01 17:00:00 UTC,127,30.5308,0.01831848,deep
2021-08-01 17:10:00 UTC,126,30.2904,0.01817424,deep
2021-08-01 17:20:00 UTC,110,26.444,0.0158664,deep
2021-08-01 17:30:00 UTC,96,23.0784,0.01384704,deep
2021-08-01 17:40:00 UTC,69,16.5876,0.00995256,deep
2021-08-01 17:50:00 UTC,39,9.3756,0.00562536,deep
2021-08-01 18:00:00 UTC,25,6.01,0.003606,deep
2021-08-01 18:10:00 UTC,20,4.808,0.0028848,deep
2021-08-01 18:20:00 UTC,18,4.3272,0.00259632,deep
2021-08-01 18:30:00 UTC,13,3.1252,0.00187512,deep
2021-08-01 18:40:00 UTC,8,1.9232,0.00115392,deep
2021-08-01 18:50:00 UTC,3,0.7212,4.33E-04,deep
2021-08-01 19:00:00 UTC,0,0,0,deep
2021-08-01 19:10:00 UTC,0,0,0,deep
2021-08-01 19:20:00 UTC,0,0,0,deep
2021-08-01 19:30:00 UTC,0,0,0,deep
2021-08-01 19:40:00 UTC,0,0,0,deep
2021-08-01 19:50:00 UTC,0,0,0,deep
2021-08-01 20:00:00 UTC,0,0,0,deep
2021-08-01 20:10:00 UTC,0,0,0,deep
2021-08-01 20:20:00 UTC,0,0,0,deep
2021-08-01 20:30:00 UTC,0,0,0,deep
2021-08-01 20:40:00 UTC,0,0,0,deep
2021-08-01 20:50:00 UTC,0,0,0,deep
2021-08-01 21:00:00 UTC,0,0,0,deep
2021-08-01 21:10:00 UTC,0,0,0,deep
2021-08-01 21:20:00 UTC,0,0,0,deep
2021-08-01 21:30:00 UTC,0,0,0,deep
2021-08-01 21:40:00 UTC,0,0,0,deep
2021-08-01 21:50:00 UTC,0,0,0,deep
2021-08-01 22:00:00 UTC,0,0,0,deep
2021-08-01 22:10:00 UTC,0,0,0,deep
2021-08-01 22:20:00 UTC,0,0,0,deep
2021-08-01 22:30:00 UTC,0,0,0,deep
2021-08-01 22:40:00 UTC,0,0,0,deep
2021-08-01 22:50:00 UTC,0,0,0,deep
2021-08-01 23:00:00 UTC,0,0,0,deep
2021-08-01 23:10:00 UTC,0,0,0,deep
2021-08-01 23:20:00 UTC,0,0,0,deep
2021-08-01 23:30:00 UTC,0,0,0,deep
2021-08-01 23:40:00 UTC,0,0,0,deep
2021-08-01 23:50:00 UTC,0,0,0,deep
2021-08-02 00:00:00 UTC,0,0,0,deep
2021-08-01 00:10:00 UTC,0,0,0,shallow
2021-08-01 00:20:00 UTC,0,0,0,shallow
2021-08-01 00:30:00 UTC,0,0,0,shallow
2021-08-01 00:40:00 UTC,0,0,0,shallow
2021-08-01 00:50:00 UTC,0,0,0,shallow
2021-08-01 01:00:00 UTC,0,0,0,shallow
2021-08-01 01:10:00 UTC,0,0,0,shallow
2021-08-01 01:20:00 UTC,0,0,0,shallow
2021-08-01 01:30:00 UTC,0,0,0,shallow
2021-08-01 01:40:00 UTC,0,0,0,shallow
2021-08-01 01:50:00 UTC,0,0,0,shallow
2021-08-01 02:00:00 UTC,0,0,0,shallow
2021-08-01 02:10:00 UTC,0,0,0,shallow
2021-08-01 02:20:00 UTC,0,0,0,shallow
2021-08-01 02:30:00 UTC,0,0,0,shallow
2021-08-01 02:40:00 UTC,0,0,0,shallow
2021-08-01 02:50:00 UTC,0,0,0,shallow
2021-08-01 03:00:00 UTC,0,0,0,shallow
2021-08-01 03:10:00 UTC,0,0,0,shallow
2021-08-01 03:20:00 UTC,0,0,0,shallow
2021-08-01 03:30:00 UTC,0,0,0,shallow
2021-08-01 03:40:00 UTC,0,0,0,shallow
2021-08-01 03:50:00 UTC,0,0,0,shallow
2021-08-01 04:00:00 UTC,0,0,0,shallow
2021-08-01 04:10:00 UTC,0,0,0,shallow
2021-08-01 04:20:00 UTC,0,0,0,shallow
2021-08-01 04:30:00 UTC,0,0,0,shallow
2021-08-01 04:40:00 UTC,0,0,0,shallow
2021-08-01 04:50:00 UTC,0,0,0,shallow
2021-08-01 05:00:00 UTC,0,0,0,shallow
2021-08-01 05:10:00 UTC,0,0,0,shallow
2021-08-01 05:20:00 UTC,0,0,0,shallow
2021-08-01 05:30:00 UTC,0,0,0,shallow
2021-08-01 05:40:00 UTC,0,0,0,shallow
2021-08-01 05:50:00 UTC,0,0,0,shallow
2021-08-01 06:00:00 UTC,0,0,0,shallow
2021-08-01 06:10:00 UTC,5,0.6555,3.93E-04,shallow
2021-08-01 06:20:00 UTC,25,3.2775,0.0019665,shallow
2021-08-01 06:30:00 UTC,56,7.3416,0.00440496,shallow
2021-08-01 06:40:00 UTC,96,12.5856,0.00755136,shallow
2021-08-01 06:50:00 UTC,146,19.1406,0.01148436,shallow
2021-08-01 07:00:00 UTC,201,26.3511,0.01581066,shallow
2021-08-01 07:10:00 UTC,266,34.8726,0.02092356,shallow
2021-08-01 07:20:00 UTC,336,44.0496,0.02642976,shallow
2021-08-01 07:30:00 UTC,413,54.1443,0.03248658,shallow
2021-08-01 07:40:00 UTC,501,65.6811,0.03940866,shallow
2021-08-01 07:50:00 UTC,589,77.2179,0.04633074,shallow
2021-08-01 08:00:00 UTC,683,89.5413,0.05372478,shallow
2021-08-01 08:10:00 UTC,782,102.5202,0.06151212,shallow
2021-08-01 08:20:00 UTC,884,115.8924,0.06953544,shallow
2021-08-01 08:30:00 UTC,981,128.6091,0.07716546,shallow
2021-08-01 08:40:00 UTC,1085,142.2435,0.0853461,shallow
2021-08-01 08:50:00 UTC,1198,157.0578,0.09423468,shallow
2021-08-01 09:00:00 UTC,1306,171.2166,0.10272996,shallow
2021-08-01 09:10:00 UTC,1415,185.5065,0.1113039,shallow
2021-08-01 09:20:00 UTC,1518,199.0098,0.11940588,shallow
2021-08-01 09:30:00 UTC,1631,213.8241,0.12829446,shallow
2021-08-01 09:40:00 UTC,1733,227.1963,0.13631778,shallow
2021-08-01 09:50:00 UTC,1842,241.4862,0.14489172,shallow
2021-08-01 10:00:00 UTC,1922,251.9742,0.15118452,shallow
2021-08-01 10:10:00 UTC,2017,264.4287,0.15865722,shallow
2021-08-01 10:20:00 UTC,2124,278.4564,0.16707384,shallow
2021-08-01 10:30:00 UTC,2198,288.1578,0.17289468,shallow
2021-08-01 10:40:00 UTC,2281,299.0391,0.17942346,shallow
2021-08-01 10:50:00 UTC,2370,310.707,0.1864242,shallow
2021-08-01 11:00:00 UTC,2432,318.8352,0.19130112,shallow
2021-08-01 11:10:00 UTC,2512,329.3232,0.19759392,shallow
2021-08-01 11:20:00 UTC,2543,333.3873,0.20003238,shallow
2021-08-01 11:30:00 UTC,2608,341.9088,0.20514528,shallow
2021-08-01 11:40:00 UTC,2677,350.9547,0.21057282,shallow
2021-08-01 11:50:00 UTC,2645,346.7595,0.2080557,shallow
2021-08-01 12:00:00 UTC,2737,358.8207,0.21529242,shallow
2021-08-01 12:10:00 UTC,2656,348.2016,0.20892096,shallow
2021-08-01 12:20:00 UTC,2720,356.592,0.2139552,shallow
2021-08-01 12:30:00 UTC,2800,367.08,0.220248,shallow
2021-08-01 12:40:00 UTC,2776,363.9336,0.21836016,shallow
2021-08-01 12:50:00 UTC,2794,366.2934,0.21977604,shallow
2021-08-01 13:00:00 UTC,2764,362.3604,0.21741624,shallow
2021-08-01 13:10:00 UTC,2741,359.3451,0.21560706,shallow
2021-08-01 13:20:00 UTC,2640,346.104,0.2076624,shallow
2021-08-01 13:30:00 UTC,2673,350.4303,0.21025818,shallow
2021-08-01 13:40:00 UTC,2494,326.9634,0.19617804,shallow
2021-08-01 13:50:00 UTC,2624,344.0064,0.20640384,shallow
2021-08-01 14:00:00 UTC,2271,297.7281,0.17863686,shallow
2021-08-01 14:10:00 UTC,1695,222.2145,0.1333287,shallow
2021-08-01 14:20:00 UTC,1219,159.8109,0.09588654,shallow
2021-08-01 14:30:00 UTC,2288,299.9568,0.17997408,shallow
2021-08-01 14:40:00 UTC,1389,182.0979,0.10925874,shallow
2021-08-01 14:50:00 UTC,1211,158.7621,0.09525726,shallow
2021-08-01 15:00:00 UTC,2148,281.6028,0.16896168,shallow
2021-08-01 15:10:00 UTC,1510,197.961,0.1187766,shallow
2021-08-01 15:20:00 UTC,1656,217.1016,0.13026096,shallow
2021-08-01 15:30:00 UTC,1692,221.8212,0.13309272,shallow
2021-08-01 15:40:00 UTC,1658,217.3638,0.13041828,shallow
2021-08-01 15:50:00 UTC,1557,204.1227,0.12247362,shallow
2021-08-01 16:00:00 UTC,1258,164.9238,0.09895428,shallow
2021-08-01 16:10:00 UTC,1346,176.4606,0.10587636,shallow
2021-08-01 16:20:00 UTC,1344,176.1984,0.10571904,shallow
2021-08-01 16:30:00 UTC,1298,170.1678,0.10210068,shallow
2021-08-01 16:40:00 UTC,1028,134.7708,0.08086248,shallow
2021-08-01 16:50:00 UTC,918,120.3498,0.07220988,shallow
2021-08-01 17:00:00 UTC,918,120.3498,0.07220988,shallow
2021-08-01 17:10:00 UTC,913,119.6943,0.07181658,shallow
2021-08-01 17:20:00 UTC,819,107.3709,0.06442254,shallow
2021-08-01 17:30:00 UTC,703,92.1633,0.05529798,shallow
2021-08-01 17:40:00 UTC,523,68.5653,0.04113918,shallow
2021-08-01 17:50:00 UTC,298,39.0678,0.02344068,shallow
2021-08-01 18:00:00 UTC,180,23.598,0.0141588,shallow
2021-08-01 18:10:00 UTC,154,20.1894,0.01211364,shallow
2021-08-01 18:20:00 UTC,131,17.1741,0.01030446,shallow
2021-08-01 18:30:00 UTC,109,14.2899,0.00857394,shallow
2021-08-01 18:40:00 UTC,80,10.488,0.0062928,shallow
2021-08-01 18:50:00 UTC,48,6.2928,0.00377568,shallow
2021-08-01 19:00:00 UTC,15,1.9665,0.0011799,shallow
2021-08-01 19:10:00 UTC,1,0.1311,7.87E-05,shallow
2021-08-01 19:20:00 UTC,0,0,0,shallow
2021-08-01 19:30:00 UTC,0,0,0,shallow
2021-08-01 19:40:00 UTC,0,0,0,shallow
2021-08-01 19:50:00 UTC,0,0,0,shallow
2021-08-01 20:00:00 UTC,0,0,0,shallow
2021-08-01 20:10:00 UTC,0,0,0,shallow
2021-08-01 20:20:00 UTC,0,0,0,shallow
2021-08-01 20:30:00 UTC,0,0,0,shallow
2021-08-01 20:40:00 UTC,0,0,0,shallow
2021-08-01 20:50:00 UTC,0,0,0,shallow
2021-08-01 21:00:00 UTC,0,0,0,shallow
2021-08-01 21:10:00 UTC,0,0,0,shallow
2021-08-01 21:20:00 UTC,0,0,0,shallow
2021-08-01 21:30:00 UTC,0,0,0,shallow
2021-08-01 21:40:00 UTC,0,0,0,shallow
2021-08-01 21:50:00 UTC,0,0,0,shallow
2021-08-01 22:00:00 UTC,0,0,0,shallow
2021-08-01 22:10:00 UTC,0,0,0,shallow
2021-08-01 22:20:00 UTC,0,0,0,shallow
2021-08-01 22:30:00 UTC,0,0,0,shallow
2021-08-01 22:40:00 UTC,0,0,0,shallow
2021-08-01 22:50:00 UTC,0,0,0,shallow
2021-08-01 23:00:00 UTC,0,0,0,shallow
2021-08-01 23:10:00 UTC,0,0,0,shallow
2021-08-01 23:20:00 UTC,0,0,0,shallow
2021-08-01 23:30:00 UTC,0,0,0,shallow
2021-08-01 23:40:00 UTC,0,0,0,shallow
2021-08-01 23:50:00 UTC,0,0,0,shallow
2021-08-02 00:00:00 UTC,0,0,0,shallow
2021-08-02 00:10:00 UTC,0,0,0,deep
2021-08-02 00:20:00 UTC,0,0,0,deep
2021-08-02 00:30:00 UTC,0,0,0,deep
2021-08-02 00:40:00 UTC,0,0,0,deep
2021-08-02 00:50:00 UTC,0,0,0,deep
2021-08-02 01:00:00 UTC,0,0,0,deep
2021-08-02 01:10:00 UTC,0,0,0,deep
2021-08-02 01:20:00 UTC,0,0,0,deep
2021-08-02 01:30:00 UTC,0,0,0,deep
2021-08-02 01:40:00 UTC,0,0,0,deep
2021-08-02 01:50:00 UTC,0,0,0,deep
2021-08-02 02:00:00 UTC,0,0,0,deep
2021-08-02 02:10:00 UTC,0,0,0,deep
2021-08-02 02:20:00 UTC,0,0,0,deep
2021-08-02 02:30:00 UTC,0,0,0,deep
2021-08-02 02:40:00 UTC,0,0,0,deep
2021-08-02 02:50:00 UTC,0,0,0,deep
2021-08-02 03:00:00 UTC,0,0,0,deep
2021-08-02 03:10:00 UTC,0,0,0,deep
2021-08-02 03:20:00 UTC,0,0,0,deep
2021-08-02 03:30:00 UTC,0,0,0,deep
2021-08-02 03:40:00 UTC,0,0,0,deep
2021-08-02 03:50:00 UTC,0,0,0,deep
2021-08-02 04:00:00 UTC,0,0,0,deep
2021-08-02 04:10:00 UTC,0,0,0,deep
2021-08-02 04:20:00 UTC,0,0,0,deep
2021-08-02 04:30:00 UTC,0,0,0,deep
2021-08-02 04:40:00 UTC,0,0,0,deep
2021-08-02 04:50:00 UTC,0,0,0,deep
2021-08-02 05:00:00 UTC,0,0,0,deep
2021-08-02 05:10:00 UTC,0,0,0,deep
2021-08-02 05:20:00 UTC,0,0,0,deep
2021-08-02 05:30:00 UTC,0,0,0,deep
2021-08-02 05:40:00 UTC,0,0,0,deep
2021-08-02 05:50:00 UTC,0,0,0,deep
2021-08-02 06:00:00 UTC,0,0,0,deep
2021-08-02 06:10:00 UTC,0,0,0,deep
2021-08-02 06:20:00 UTC,0,0,0,deep
2021-08-02 06:30:00 UTC,2,0.4808,2.88E-04,deep
2021-08-02 06:40:00 UTC,8,1.9232,0.00115392,deep
2021-08-02 06:50:00 UTC,14,3.3656,0.00201936,deep
2021-08-02 07:00:00 UTC,22,5.2888,0.00317328,deep
2021-08-02 07:10:00 UTC,30,7.212,0.0043272,deep
2021-08-02 07:20:00 UTC,38,9.1352,0.00548112,deep
2021-08-02 07:30:00 UTC,47,11.2988,0.00677928,deep
2021-08-02 07:40:00 UTC,57,13.7028,0.00822168,deep
2021-08-02 07:50:00 UTC,69,16.5876,0.00995256,deep
2021-08-02 08:00:00 UTC,88,21.1552,0.01269312,deep
2021-08-02 08:10:00 UTC,105,25.242,0.0151452,deep
2021-08-02 08:20:00 UTC,117,28.1268,0.01687608,deep
2021-08-02 08:30:00 UTC,127,30.5308,0.01831848,deep
2021-08-02 08:40:00 UTC,142,34.1368,0.02048208,deep
2021-08-02 08:50:00 UTC,159,38.2236,0.02293416,deep
2021-08-02 09:00:00 UTC,175,42.07,0.025242,deep
2021-08-02 09:10:00 UTC,193,46.3972,0.02783832,deep
2021-08-02 09:20:00 UTC,212,50.9648,0.03057888,deep
2021-08-02 09:30:00 UTC,235,56.494,0.0338964,deep
2021-08-02 09:40:00 UTC,251,60.3404,0.03620424,deep
2021-08-02 09:50:00 UTC,267,64.1868,0.03851208,deep
2021-08-02 10:00:00 UTC,285,68.514,0.0411084,deep
2021-08-02 10:10:00 UTC,306,73.5624,0.04413744,deep
2021-08-02 10:20:00 UTC,323,77.6492,0.04658952,deep
2021-08-02 10:30:00 UTC,341,81.9764,0.04918584,deep
2021-08-02 10:40:00 UTC,355,85.342,0.0512052,deep
2021-08-02 10:50:00 UTC,370,88.948,0.0533688,deep
2021-08-02 11:00:00 UTC,369,88.7076,0.05322456,deep
2021-08-02 11:10:00 UTC,391,93.9964,0.05639784,deep
2021-08-02 11:20:00 UTC,422,101.4488,0.06086928,deep
2021-08-02 11:30:00 UTC,457,109.8628,0.06591768,deep
2021-08-02 11:40:00 UTC,484,116.3536,0.06981216,deep
2021-08-02 11:50:00 UTC,477,114.6708,0.06880248,deep
2021-08-02 12:00:00 UTC,473,113.7092,0.06822552,deep
2021-08-02 12:10:00 UTC,472,113.4688,0.06808128,deep
2021-08-02 12:20:00 UTC,490,117.796,0.0706776,deep
2021-08-02 12:30:00 UTC,482,115.8728,0.06952368,deep
2021-08-02 12:40:00 UTC,487,117.0748,0.07024488,deep
2021-08-02 12:50:00 UTC,484,116.3536,0.06981216,deep
2021-08-02 13:00:00 UTC,477,114.6708,0.06880248,deep
2021-08-02 13:10:00 UTC,474,113.9496,0.06836976,deep
2021-08-02 13:20:00 UTC,477,114.6708,0.06880248,deep
2021-08-02 13:30:00 UTC,468,112.5072,0.06750432,deep
2021-08-02 13:40:00 UTC,448,107.6992,0.06461952,deep
2021-08-02 13:50:00 UTC,446,107.2184,0.06433104,deep
2021-08-02 14:00:00 UTC,448,107.6992,0.06461952,deep
2021-08-02 14:10:00 UTC,417,100.2468,0.06014808,deep
2021-08-02 14:20:00 UTC,345,82.938,0.0497628,deep
2021-08-02 14:30:00 UTC,358,86.0632,0.05163792,deep
2021-08-02 14:40:00 UTC,382,91.8328,0.05509968,deep
2021-08-02 14:50:00 UTC,161,38.7044,0.02322264,deep
2021-08-02 15:00:00 UTC,104,25.0016,0.01500096,deep
2021-08-02 15:10:00 UTC,92,22.1168,0.01327008,deep
2021-08-02 15:20:00 UTC,71,17.0684,0.01024104,deep
2021-08-02 15:30:00 UTC,48,11.5392,0.00692352,deep
2021-08-02 15:40:00 UTC,33,7.9332,0.00475992,deep
2021-08-02 15:50:00 UTC,36,8.6544,0.00519264,deep
2021-08-02 16:00:00 UTC,29,6.9716,0.00418296,deep
2021-08-02 16:10:00 UTC,25,6.01,0.003606,deep
2021-08-02 16:20:00 UTC,27,6.4908,0.00389448,deep
2021-08-02 16:30:00 UTC,33,7.9332,0.00475992,deep
2021-08-02 16:40:00 UTC,36,8.6544,0.00519264,deep
2021-08-02 16:50:00 UTC,39,9.3756,0.00562536,deep
2021-08-02 17:00:00 UTC,52,12.5008,0.00750048,deep
2021-08-02 17:10:00 UTC,63,15.1452,0.00908712,deep
2021-08-02 17:20:00 UTC,67,16.1068,0.00966408,deep
2021-08-02 17:30:00 UTC,69,16.5876,0.00995256,deep
2021-08-02 17:40:00 UTC,71,17.0684,0.01024104,deep
2021-08-02 17:50:00 UTC,67,16.1068,0.00966408,deep
2021-08-02 18:00:00 UTC,51,12.2604,0.00735624,deep
2021-08-02 18:10:00 UTC,34,8.1736,0.00490416,deep
2021-08-02 18:20:00 UTC,26,6.2504,0.00375024,deep
2021-08-02 18:30:00 UTC,24,5.7696,0.00346176,deep
2021-08-02 18:40:00 UTC,15,3.606,0.0021636,deep
2021-08-02 18:50:00 UTC,4,0.9616,5.77E-04,deep
2021-08-02 19:00:00 UTC,0,0,0,deep
2021-08-02 19:10:00 UTC,0,0,0,deep
2021-08-02 19:20:00 UTC,0,0,0,deep
2021-08-02 19:30:00 UTC,0,0,0,deep
2021-08-02 19:40:00 UTC,0,0,0,deep
2021-08-02 19:50:00 UTC,0,0,0,deep
2021-08-02 20:00:00 UTC,0,0,0,deep
2021-08-02 20:10:00 UTC,0,0,0,deep
2021-08-02 20:20:00 UTC,0,0,0,deep
2021-08-02 20:30:00 UTC,0,0,0,deep
2021-08-02 20:40:00 UTC,0,0,0,deep
2021-08-02 20:50:00 UTC,0,0,0,deep
2021-08-02 21:00:00 UTC,0,0,0,deep
2021-08-02 21:10:00 UTC,0,0,0,deep
2021-08-02 21:20:00 UTC,0,0,0,deep
2021-08-02 21:30:00 UTC,0,0,0,deep
2021-08-02 21:40:00 UTC,0,0,0,deep
2021-08-02 21:50:00 UTC,0,0,0,deep
2021-08-02 22:00:00 UTC,0,0,0,deep
2021-08-02 22:10:00 UTC,0,0,0,deep
2021-08-02 22:20:00 UTC,0,0,0,deep
2021-08-02 22:30:00 UTC,0,0,0,deep
2021-08-02 22:40:00 UTC,0,0,0,deep
2021-08-02 22:50:00 UTC,0,0,0,deep
2021-08-02 23:00:00 UTC,0,0,0,deep
2021-08-02 23:10:00 UTC,0,0,0,deep
2021-08-02 23:20:00 UTC,0,0,0,deep
2021-08-02 23:30:00 UTC,0,0,0,deep
2021-08-02 23:40:00 UTC,0,0,0,deep
2021-08-02 23:50:00 UTC,0,0,0,deep
2021-08-03 00:00:00 UTC,0,0,0,deep
2021-08-02 00:10:00 UTC,0,0,0,shallow
2021-08-02 00:20:00 UTC,0,0,0,shallow
2021-08-02 00:30:00 UTC,0,0,0,shallow
2021-08-02 00:40:00 UTC,0,0,0,shallow
2021-08-02 00:50:00 UTC,0,0,0,shallow
2021-08-02 01:00:00 UTC,0,0,0,shallow
2021-08-02 01:10:00 UTC,0,0,0,shallow
2021-08-02 01:20:00 UTC,0,0,0,shallow
2021-08-02 01:30:00 UTC,0,0,0,shallow
2021-08-02 01:40:00 UTC,0,0,0,shallow
2021-08-02 01:50:00 UTC,0,0,0,shallow
2021-08-02 02:00:00 UTC,0,0,0,shallow
2021-08-02 02:10:00 UTC,0,0,0,shallow
2021-08-02 02:20:00 UTC,0,0,0,shallow
2021-08-02 02:30:00 UTC,0,0,0,shallow
2021-08-02 02:40:00 UTC,0,0,0,shallow
2021-08-02 02:50:00 UTC,0,0,0,shallow
2021-08-02 03:00:00 UTC,0,0,0,shallow
2021-08-02 03:10:00 UTC,0,0,0,shallow
2021-08-02 03:20:00 UTC,0,0,0,shallow
2021-08-02 03:30:00 UTC,0,0,0,shallow
2021-08-02 03:40:00 UTC,0,0,0,shallow
2021-08-02 03:50:00 UTC,0,0,0,shallow
2021-08-02 04:00:00 UTC,0,0,0,shallow
2021-08-02 04:10:00 UTC,0,0,0,shallow
2021-08-02 04:20:00 UTC,0,0,0,shallow
2021-08-02 04:30:00 UTC,0,0,0,shallow
2021-08-02 04:40:00 UTC,0,0,0,shallow
2021-08-02 04:50:00 UTC,0,0,0,shallow
2021-08-02 05:00:00 UTC,0,0,0,shallow
2021-08-02 05:10:00 UTC,0,0,0,shallow
2021-08-02 05:20:00 UTC,0,0,0,shallow
2021-08-02 05:30:00 UTC,0,0,0,shallow
2021-08-02 05:40:00 UTC,0,0,0,shallow
2021-08-02 05:50:00 UTC,0,0,0,shallow
2021-08-02 06:00:00 UTC,0,0,0,shallow
