SENSOR,Date,Time,S_LightRaw,S_LightCrrx,S_Light_Int_10m
12081,2021-08-08,10:50:00,2406,315.4266,0.18925596
12081,2021-08-08,11:00:00,2501,327.8811,0.19672866
12081,2021-08-08,11:10:00,2781,364.5891,0.21875346
12081,2021-08-08,11:20:00,2847,373.2417,0.22394502
12081,2021-08-08,11:30:00,2997,392.9067,0.23574402
12081,2021-08-08,11:40:00,2671,350.1681,0.21010086
12081,2021-08-08,11:50:00,3151,413.0961,0.24785766
12081,2021-08-08,12:00:00,2703,354.3633,0.21261798
12081,2021-08-08,12:10:00,2872,376.5192,0.22591152
12081,2021-08-08,12:20:00,2857,374.5527,0.22473162
12081,2021-08-08,12:30:00,3475,455.5725,0.2733435
12081,2021-08-08,12:40:00,3649,478.3839,0.28703034
12081,2021-08-08,12:50:00,1791,234.8001,0.14088006
12081,2021-08-08,13:00:00,2409,315.8199,0.18949194
12081,2021-08-08,13:10:00,2775,363.8025,0.2182815
12081,2021-08-08,13:20:00,2470,323.817,0.1942902
12081,2021-08-08,13:30:00,2540,332.994,0.1997964
12081,2021-08-08,13:40:00,1713,224.5743,0.13474458
12081,2021-08-08,13:50:00,1057,138.5727,0.08314362
12081,2021-08-08,14:00:00,702,92.0322,0.05521932
12081,2021-08-08,14:10:00,1141,149.5851,0.08975106
12081,2021-08-08,14:20:00,2034,266.6574,0.15999444
12081,2021-08-08,14:30:00,1427,187.0797,0.11224782
12081,2021-08-08,14:40:00,1200,157.32,0.094392
12081,2021-08-08,14:50:00,1388,181.9668,0.10918008
12081,2021-08-08,15:00:00,1544,202.4184,0.12145104
12081,2021-08-08,15:10:00,1528,200.3208,0.12019248
12081,2021-08-08,15:20:00,2354,308.6094,0.18516564
12081,2021-08-08,15:30:00,1886,247.2546,0.14835276
12081,2021-08-08,15:40:00,1663,218.0193,0.13081158
12081,2021-08-08,15:50:00,1914,250.9254,0.15055524
12081,2021-08-08,16:00:00,1765,231.3915,0.1388349
12081,2021-08-08,16:10:00,1657,217.2327,0.13033962
12081,2021-08-08,16:20:00,1509,197.8299,0.11869794
12081,2021-08-08,16:30:00,1331,174.4941,0.10469646
12081,2021-08-08,16:40:00,1131,148.2741,0.08896446
12081,2021-08-08,16:50:00,995,130.4445,0.0782667
12081,2021-08-08,17:00:00,617,80.8887,0.04853322
12081,2021-08-08,17:10:00,815,106.8465,0.0641079
12081,2021-08-08,17:20:00,431,56.5041,0.03390246
12081,2021-08-08,17:30:00,372,48.7692,0.02926152
12081,2021-08-08,17:40:00,396,51.9156,0.03114936
12081,2021-08-08,17:50:00,231,30.2841,0.01817046
12081,2021-08-08,18:00:00,154,20.1894,0.01211364
12081,2021-08-08,18:10:00,164,21.5004,0.01290024
12081,2021-08-08,18:20:00,212,27.7932,0.01667592
12081,2021-08-08,18:30:00,150,19.665,0.011799
12081,2021-08-08,18:40:00,59,7.7349,0.00464094
12081,2021-08-08,18:50:00,26,3.4086,0.00204516
12081,2021-08-08,19:00:00,8,1.0488,0.00062928
12081,2021-08-08,19:10:00,0,0,0
12081,2021-08-08,19:20:00,0,0,0
12081,2021-08-08,19:30:00,0,0,0
12081,2021-08-08,19:40:00,0,0,0
12081,2021-08-08,19:50:00,0,0,0
12081,2021-08-08,20:00:00,0,0,0
12081,2021-08-08,20:10:00,0,0,0
12081,2021-08-08,20:20:00,0,0,0
12081,2021-08-08,20:30:00,0,0,0
12081,2021-08-08,20:40:00,0,0,0
12081,2021-08-08,20:50:00,0,0,0
12081,2021-08-08,21:00:00,0,0,0
12081,2021-08-08,21:10:00,0,0,0
12081,2021-08-08,21:20:00,0,0,0
12081,2021-08-08,21:30:00,0,0,0
12081,2021-08-08,21:40:00,0,0,0
12081,2021-08-08,21:50:00,0,0,0
12081,2021-08-08,22:00:00,0,0,0
12081,2021-08-08,22:10:00,0,0,0
12081,2021-08-08,22:20:00,0,0,0
12081,2021-08-08,22:30:00,0,0,0
12081,2021-08-08,22:40:00,0,0,0
12081,2021-08-08,22:50:00,0,0,0
12081,2021-08-08,23:00:00,0,0,0
12081,2021-08-08,23:10:00,0,0,0
12081,2021-08-08,23:20:00,0,0,0
12081,2021-08-08,23:30:00,0,0,0
12081,2021-08-08,23:40:00,0,0,0
12081,2021-08-08,23:50:00,0,0,0
12081,2021-08-08,24:00:00,0,0,0
12081,2021-09-08,00:10:00,0,0,0
12081,2021-09-08,00:20:00,0,0,0
12081,2021-09-08,00:30:00,0,0,0
12081,2021-09-08,00:40:00,0,0,0
12081,2021-09-08,00:50:00,0,0,0
12081,2021-09-08,01:00:00,0,0,0
12081,2021-09-08,01:10:00,0,0,0
12081,2021-09-08,01:20:00,0,0,0
12081,2021-09-08,01:30:00,0,0,0
12081,2021-09-08,01:40:00,0,0,0
12081,2021-09-08,01:50:00,0,0,0
12081,2021-09-08,02:00:00,0,0,0
12081,2021-09-08,02:10:00,0,0,0
12081,2021-09-08,02:20:00,0,0,0
12081,2021-09-08,02:30:00,0,0,0
12081,2021-09-08,02:40:00,0,0,0
12081,2021-09-08,02:50:00,0,0,0
12081,2021-09-08,03:00:00,0,0,0
12081,2021-09-08,03:10:00,0,0,0
12081,2021-09-08,03:20:00,0,0,0
12081,2021-09-08,03:30:00,0,0,0
12081,2021-09-08,03:40:00,0,0,0
12081,2021-09-08,03:50:00,0,0,0
12081,2021-09-08,04:00:00,0,0,0
12081,2021-09-08,04:10:00,0,0,0
12081,2021-09-08,04:20:00,0,0,0
12081,2021-09-08,04:30:00,0,0,0
12081,2021-09-08,04:40:00,0,0,0
12081,2021-09-08,04:50:00,0,0,0
12081,2021-09-08,05:00:00,0,0,0
12081,2021-09-08,05:10:00,0,0,0
12081,2021-09-08,05:20:00,0,0,0
12081,2021-09-08,05:30:00,0,0,0
12081,2021-09-08,05:40:00,0,0,0
12081,2021-09-08,05:50:00,0,0,0
12081,2021-09-08,06:00:00,0,0,0
12081,2021-09-08,06:10:00,2,0.2622,0.00015732
12081,2021-09-08,06:20:00,19,2.4909,0.00149454
12081,2021-09-08,06:30:00,45,5.8995,0.0035397
12081,2021-09-08,06:40:00,82,10.7502,0.00645012
12081,2021-09-08,06:50:00,124,16.2564,0.00975384
12081,2021-09-08,07:00:00,171,22.4181,0.01345086
12081,2021-09-08,07:10:00,223,29.2353,0.01754118
12081,2021-09-08,07:20:00,284,37.2324,0.02233944
12081,2021-09-08,07:30:00,350,45.885,0.027531
12081,2021-09-08,07:40:00,413,54.1443,0.03248658
12081,2021-09-08,07:50:00,492,64.5012,0.03870072
12081,2021-09-08,08:00:00,569,74.5959,0.04475754
12081,2021-09-08,08:10:00,655,85.8705,0.0515223
12081,2021-09-08,08:20:00,737,96.6207,0.05797242
12081,2021-09-08,08:30:00,818,107.2398,0.06434388
12081,2021-09-08,08:40:00,913,119.6943,0.07181658
12081,2021-09-08,08:50:00,995,130.4445,0.0782667
12081,2021-09-08,09:00:00,1056,138.4416,0.08306496
12081,2021-09-08,09:10:00,1180,154.698,0.0928188
12081,2021-09-08,09:20:00,1303,170.8233,0.10249398
12081,2021-09-08,09:30:00,1401,183.6711,0.11020266
12081,2021-09-08,09:40:00,1504,197.1744,0.11830464
12081,2021-09-08,09:50:00,1586,207.9246,0.12475476
12081,2021-09-08,10:00:00,1690,221.559,0.1329354
12081,2021-09-08,10:10:00,1701,223.0011,0.13380066
12081,2021-09-08,10:20:00,1836,240.6996,0.14441976
12081,2021-09-08,10:30:00,1964,257.4804,0.15448824
12081,2021-09-08,10:40:00,2031,266.2641,0.15975846
12081,2021-09-08,10:50:00,2085,273.3435,0.1640061
12081,2021-09-08,11:00:00,2203,288.8133,0.17328798
12081,2021-09-08,11:10:00,2214,290.2554,0.17415324
12081,2021-09-08,11:20:00,2307,302.4477,0.18146862
12081,2021-09-08,11:30:00,2311,302.9721,0.18178326
12081,2021-09-08,11:40:00,2450,321.195,0.192717
12081,2021-09-08,11:50:00,2493,326.8323,0.19609938
12081,2021-09-08,12:00:00,2546,333.7806,0.20026836
12081,2021-09-08,12:10:00,2582,338.5002,0.20310012
12081,2021-09-08,12:20:00,2617,343.0887,0.20585322
12081,2021-09-08,12:30:00,2621,343.6131,0.20616786
12081,2021-09-08,12:40:00,2627,344.3997,0.20663982
12081,2021-09-08,12:50:00,2642,346.3662,0.20781972
12081,2021-09-08,13:00:00,2634,345.3174,0.20719044
12081,2021-09-08,13:10:00,2613,342.5643,0.20553858
12081,2021-09-08,13:20:00,2574,337.4514,0.20247084
12081,2021-09-08,13:30:00,2502,328.0122,0.19680732
12081,2021-09-08,13:40:00,2496,327.2256,0.19633536
12081,2021-09-08,13:50:00,2445,320.5395,0.1923237
12081,2021-09-08,14:00:00,2374,311.2314,0.18673884
12081,2021-09-08,14:10:00,2349,307.9539,0.18477234
12081,2021-09-08,14:20:00,2298,301.2678,0.18076068
12081,2021-09-08,14:30:00,2236,293.1396,0.17588376
12081,2021-09-08,14:40:00,2150,281.865,0.169119
12081,2021-09-08,14:50:00,2104,275.8344,0.16550064
12081,2021-09-08,15:00:00,2025,265.4775,0.1592865
12081,2021-09-08,15:10:00,1925,252.3675,0.1514205
12081,2021-09-08,15:20:00,1838,240.9618,0.14457708
12081,2021-09-08,15:30:00,1736,227.5896,0.13655376
12081,2021-09-08,15:40:00,1656,217.1016,0.13026096
12081,2021-09-08,15:50:00,1552,203.4672,0.12208032
12081,2021-09-08,16:00:00,1444,189.3084,0.11358504
12081,2021-09-08,16:10:00,1343,176.0673,0.10564038
12081,2021-09-08,16:20:00,1230,161.253,0.0967518
12081,2021-09-08,16:30:00,1134,148.6674,0.08920044
12081,2021-09-08,16:40:00,1027,134.6397,0.08078382
12081,2021-09-08,16:50:00,720,94.392,0.0566352
12081,2021-09-08,17:00:00,353,46.2783,0.02776698
12081,2021-09-08,17:10:00,279,36.5769,0.02194614
12081,2021-09-08,17:20:00,277,36.3147,0.02178882
12081,2021-09-08,17:30:00,485,63.5835,0.0381501
12081,2021-09-08,17:40:00,471,61.7481,0.03704886
12081,2021-09-08,17:50:00,447,58.6017,0.03516102
12081,2021-09-08,18:00:00,348,45.6228,0.02737368
12081,2021-09-08,18:10:00,294,38.5434,0.02312604
12081,2021-09-08,18:20:00,207,27.1377,0.01628262
12081,2021-09-08,18:30:00,114,14.9454,0.00896724
12081,2021-09-08,18:40:00,67,8.7837,0.00527022
12081,2021-09-08,18:50:00,25,3.2775,0.0019665
12081,2021-09-08,19:00:00,7,0.9177,0.00055062
12081,2021-09-08,19:10:00,0,0,0
12081,2021-09-08,19:20:00,0,0,0
12081,2021-09-08,19:30:00,0,0,0
12081,2021-09-08,19:40:00,0,0,0
12081,2021-09-08,19:50:00,0,0,0
12081,2021-09-08,20:00:00,0,0,0
12081,2021-09-08,20:10:00,0,0,0
12081,2021-09-08,20:20:00,0,0,0
12081,2021-09-08,20:30:00,0,0,0
12081,2021-09-08,20:40:00,0,0,0
12081,2021-09-08,20:50:00,0,0,0
12081,2021-09-08,21:00:00,0,0,0
12081,2021-09-08,21:10:00,0,0,0
12081,2021-09-08,21:20:00,0,0,0
12081,2021-09-08,21:30:00,0,0,0
12081,2021-09-08,21:40:00,0,0,0
12081,2021-09-08,21:50:00,0,0,0
12081,2021-09-08,22:00:00,0,0,0
12081,2021-09-08,22:10:00,0,0,0
12081,2021-09-08,22:20:00,0,0,0
12081,2021-09-08,22:30:00,0,0,0
12081,2021-09-08,22:40:00,0,0,0
12081,2021-09-08,22:50:00,0,0,0
12081,2021-09-08,23:00:00,0,0,0
12081,2021-09-08,23:10:00,0,0,0
12081,2021-09-08,23:20:00,0,0,0
12081,2021-09-08,23:30:00,0,0,0
12081,2021-09-08,23:40:00,0,0,0
12081,2021-09-08,23:50:00,0,0,0
12081,2021-09-08,24:00:00,0,0,0
12081,2021-10-08,00:10:00,0,0,0
12081,2021-10-08,00:20:00,0,0,0
12081,2021-10-08,00:30:00,0,0,0
12081,2021-10-08,00:40:00,0,0,0
12081,2021-10-08,00:50:00,0,0,0
12081,2021-10-08,01:00:00,0,0,0
12081,2021-10-08,01:10:00,0,0,0
12081,2021-10-08,01:20:00,0,0,0
12081,2021-10-08,01:30:00,0,0,0
12081,2021-10-08,01:40:00,0,0,0
12081,2021-10-08,01:50:00,0,0,0
12081,2021-10-08,02:00:00,0,0,0
12081,2021-10-08,02:10:00,0,0,0
12081,2021-10-08,02:20:00,0,0,0
12081,2021-10-08,02:30:00,0,0,0
12081,2021-10-08,02:40:00,0,0,0
12081,2021-10-08,02:50:00,0,0,0
12081,2021-10-08,03:00:00,0,0,0
12081,2021-10-08,03:10:00,0,0,0
12081,2021-10-08,03:20:00,0,0,0
12081,2021-10-08,03:30:00,0,0,0
12081,2021-10-08,03:40:00,0,0,0
12081,2021-10-08,03:50:00,0,0,0
12081,2021-10-08,04:00:00,0,0,0
12081,2021-10-08,04:10:00,0,0,0
12081,2021-10-08,04:20:00,0,0,0
12081,2021-10-08,04:30:00,0,0,0
12081,2021-10-08,04:40:00,0,0,0
12081,2021-10-08,04:50:00,0,0,0
12081,2021-10-08,05:00:00,0,0,0
12081,2021-10-08,05:10:00,0,0,0
12081,2021-10-08,05:20:00,0,0,0
12081,2021-10-08,05:30:00,0,0,0
12081,2021-10-08,05:40:00,0,0,0
12081,2021-10-08,05:50:00,0,0,0
12081,2021-10-08,06:00:00,0,0,0
12081,2021-10-08,06:10:00,0,0,0
12081,2021-10-08,06:20:00,11,1.4421,0.00086526
12081,2021-10-08,06:30:00,30,3.933,0.0023598
12081,2021-10-08,06:40:00,64,8.3904,0.00503424
12081,2021-10-08,06:50:00,102,13.3722,0.00802332
12081,2021-10-08,07:00:00,158,20.7138,0.01242828
12081,2021-10-08,07:10:00,235,30.8085,0.0184851
12081,2021-10-08,07:20:00,311,40.7721,0.02446326
12081,2021-10-08,07:30:00,383,50.2113,0.03012678
12081,2021-10-08,07:40:00,459,60.1749,0.03610494
12081,2021-10-08,07:50:00,548,71.8428,0.04310568
12081,2021-10-08,08:00:00,633,82.9863,0.04979178
12081,2021-10-08,08:10:00,729,95.5719,0.05734314
12081,2021-10-08,08:20:00,819,107.3709,0.06442254
12081,2021-10-08,08:30:00,850,111.435,0.066861
12081,2021-10-08,08:40:00,863,113.1393,0.06788358
12081,2021-10-08,08:50:00,1147,150.3717,0.09022302
12081,2021-10-08,09:00:00,1251,164.0061,0.09840366
12081,2021-10-08,09:10:00,1329,174.2319,0.10453914
12081,2021-10-08,09:20:00,1440,188.784,0.1132704
12081,2021-10-08,09:30:00,1307,171.3477,0.10280862
12081,2021-10-08,09:40:00,1505,197.3055,0.1183833
12081,2021-10-08,09:50:00,1637,214.6107,0.12876642
12081,2021-10-08,10:00:00,1800,235.98,0.141588
12081,2021-10-08,10:10:00,1905,249.7455,0.1498473
12081,2021-10-08,10:20:00,1841,241.3551,0.14481306
12081,2021-10-08,10:30:00,1669,218.8059,0.13128354
12081,2021-10-08,10:40:00,1956,256.4316,0.15385896
12081,2021-10-08,10:50:00,1985,260.2335,0.1561401
12081,2021-10-08,11:00:00,1342,175.9362,0.10556172
12081,2021-10-08,11:10:00,1241,162.6951,0.09761706
12081,2021-10-08,11:20:00,1541,202.0251,0.12121506
12081,2021-10-08,11:30:00,1372,179.8692,0.10792152
12081,2021-10-08,11:40:00,1167,152.9937,0.09179622
12081,2021-10-08,11:50:00,1493,195.7323,0.11743938
12081,2021-10-08,12:00:00,2007,263.1177,0.15787062
12081,2021-10-08,12:10:00,2074,271.9014,0.16314084
12081,2021-10-08,12:20:00,1564,205.0404,0.12302424
12081,2021-10-08,12:30:00,1922,251.9742,0.15118452
12081,2021-10-08,12:40:00,1914,250.9254,0.15055524
12081,2021-10-08,12:50:00,1827,239.5197,0.14371182
12081,2021-10-08,13:00:00,2283,299.3013,0.17958078
12081,2021-10-08,13:10:00,2428,318.3108,0.19098648
12081,2021-10-08,13:20:00,2785,365.1135,0.2190681
12081,2021-10-08,13:30:00,2669,349.9059,0.20994354
12081,2021-10-08,13:40:00,2456,321.9816,0.19318896
12081,2021-10-08,13:50:00,2554,334.8294,0.20089764
12081,2021-10-08,14:00:00,2421,317.3931,0.19043586
12081,2021-10-08,14:10:00,2358,309.1338,0.18548028
12081,2021-10-08,14:20:00,2365,310.0515,0.1860309
12081,2021-10-08,14:30:00,2371,310.8381,0.18650286
12081,2021-10-08,14:40:00,2307,302.4477,0.18146862
12081,2021-10-08,14:50:00,2453,321.5883,0.19295298
12081,2021-10-08,15:00:00,1603,210.1533,0.12609198
12081,2021-10-08,15:10:00,1237,162.1707,0.09730242
12081,2021-10-08,15:20:00,1760,230.736,0.1384416
12081,2021-10-08,15:30:00,621,81.4131,0.04884786
12081,2021-10-08,15:40:00,640,83.904,0.0503424
12081,2021-10-08,15:50:00,910,119.301,0.0715806
12081,2021-10-08,16:00:00,1072,140.5392,0.08432352
12081,2021-10-08,16:10:00,963,126.2493,0.07574958
12081,2021-10-08,16:20:00,841,110.2551,0.06615306
12081,2021-10-08,16:30:00,749,98.1939,0.05891634
12081,2021-10-08,16:40:00,430,56.373,0.0338238
12081,2021-10-08,16:50:00,239,31.3329,0.01879974
12081,2021-10-08,17:00:00,246,32.2506,0.01935036
12081,2021-10-08,17:10:00,258,33.8238,0.02029428
12081,2021-10-08,17:20:00,289,37.8879,0.02273274
12081,2021-10-08,17:30:00,349,45.7539,0.02745234
12081,2021-10-08,17:40:00,359,47.0649,0.02823894
12081,2021-10-08,17:50:00,287,37.6257,0.02257542
12081,2021-10-08,18:00:00,264,34.6104,0.02076624
12081,2021-10-08,18:10:00,228,29.8908,0.01793448
12081,2021-10-08,18:20:00,181,23.7291,0.01423746
12081,2021-10-08,18:30:00,116,15.2076,0.00912456
12081,2021-10-08,18:40:00,64,8.3904,0.00503424
12081,2021-10-08,18:50:00,36,4.7196,0.00283176
12081,2021-10-08,19:00:00,17,2.2287,0.00133722
12081,2021-10-08,19:10:00,1,0.1311,0.00007866
12081,2021-10-08,19:20:00,0,0,0
12081,2021-10-08,19:30:00,0,0,0
12081,2021-10-08,19:40:00,0,0,0
12081,2021-10-08,19:50:00,0,0,0
12081,2021-10-08,20:00:00,0,0,0
12081,2021-10-08,20:10:00,0,0,0
12081,2021-10-08,20:20:00,0,0,0
12081,2021-10-08,20:30:00,0,0,0
12081,2021-10-08,20:40:00,0,0,0
12081,2021-10-08,20:50:00,0,0,0
12081,2021-10-08,21:00:00,0,0,0
12081,2021-10-08,21:10:00,0,0,0
12081,2021-10-08,21:20:00,0,0,0
12081,2021-10-08,21:30:00,0,0,0
12081,2021-10-08,21:40:00,0,0,0
12081,2021-10-08,21:50:00,0,0,0
12081,2021-10-08,22:00:00,0,0,0
12081,2021-10-08,22:10:00,0,0,0
12081,2021-10-08,22:20:00,0,0,0
12081,2021-10-08,22:30:00,0,0,0
12081,2021-10-08,22:40:00,0,0,0
12081,2021-10-08,22:50:00,0,0,0
12081,2021-10-08,23:00:00,0,0,0
12081,2021-10-08,23:10:00,0,0,0
12081,2021-10-08,23:20:00,0,0,0
12081,2021-10-08,23:30:00,0,0,0
12081,2021-10-08,23:40:00,0,0,0
12081,2021-10-08,23:50:00,0,0,0
12081,2021-10-08,24:00:00,0,0,0
12081,2021-11-08,00:10:00,0,0,0
12081,2021-11-08,00:20:00,0,0,0
12081,2021-11-08,00:30:00,0,0,0
12081,2021-11-08,00:40:00,0,0,0
12081,2021-11-08,00:50:00,0,0,0
12081,2021-11-08,01:00:00,0,0,0
12081,2021-11-08,01:10:00,0,0,0
12081,2021-11-08,01:20:00,0,0,0
12081,2021-11-08,01:30:00,0,0,0
12081,2021-11-08,01:40:00,0,0,0
12081,2021-11-08,01:50:00,0,0,0
12081,2021-11-08,02:00:00,0,0,0
12081,2021-11-08,02:10:00,0,0,0
12081,2021-11-08,02:20:00,0,0,0
12081,2021-11-08,02:30:00,0,0,0
12081,2021-11-08,02:40:00,0,0,0
12081,2021-11-08,02:50:00,0,0,0
12081,2021-11-08,03:00:00,0,0,0
12081,2021-11-08,03:10:00,0,0,0
12081,2021-11-08,03:20:00,0,0,0
12081,2021-11-08,03:30:00,0,0,0
12081,2021-11-08,03:40:00,0,0,0
12081,2021-11-08,03:50:00,0,0,0
12081,2021-11-08,04:00:00,0,0,0
12081,2021-11-08,04:10:00,0,0,0
12081,2021-11-08,04:20:00,0,0,0
12081,2021-11-08,04:30:00,0,0,0
12081,2021-11-08,04:40:00,0,0,0
12081,2021-11-08,04:50:00,0,0,0
12081,2021-11-08,05:00:00,0,0,0
12081,2021-11-08,05:10:00,0,0,0
12081,2021-11-08,05:20:00,0,0,0
12081,2021-11-08,05:30:00,0,0,0
12081,2021-11-08,05:40:00,0,0,0
12081,2021-11-08,05:50:00,0,0,0
12081,2021-11-08,06:00:00,0,0,0
12081,2021-11-08,06:10:00,0,0,0
12081,2021-11-08,06:20:00,3,0.3933,0.00023598
12081,2021-11-08,06:30:00,24,3.1464,0.00188784
12081,2021-11-08,06:40:00,37,4.8507,0.00291042
12081,2021-11-08,06:50:00,50,6.555,0.003933
12081,2021-11-08,07:00:00,71,9.3081,0.00558486
12081,2021-11-08,07:10:00,110,14.421,0.0086526
12081,2021-11-08,07:20:00,160,20.976,0.0125856
12081,2021-11-08,07:30:00,159,20.8449,0.01250694
12081,2021-11-08,07:40:00,179,23.4669,0.01408014
12081,2021-11-08,07:50:00,251,32.9061,0.01974366
12081,2021-11-08,08:00:00,310,40.641,0.0243846
12081,2021-11-08,08:10:00,284,37.2324,0.02233944
12081,2021-11-08,08:20:00,374,49.0314,0.02941884
12081,2021-11-08,08:30:00,337,44.1807,0.02650842
12081,2021-11-08,08:40:00,311,40.7721,0.02446326
12081,2021-11-08,08:50:00,751,98.4561,0.05907366
12081,2021-11-08,09:00:00,940,123.234,0.0739404
12081,2021-11-08,09:10:00,914,119.8254,0.07189524
12081,2021-11-08,09:20:00,1056,138.4416,0.08306496
12081,2021-11-08,09:30:00,1186,155.4846,0.09329076
12081,2021-11-08,09:40:00,1031,135.1641,0.08109846
12081,2021-11-08,09:50:00,970,127.167,0.0763002
12081,2021-11-08,10:00:00,708,92.8188,0.05569128
12081,2021-11-08,10:10:00,922,120.8742,0.07252452
12081,2021-11-08,10:20:00,1048,137.3928,0.08243568
12081,2021-11-08,10:30:00,1068,140.0148,0.08400888
12081,2021-11-08,10:40:00,1146,150.2406,0.09014436
12081,2021-11-08,10:50:00,1296,169.9056,0.10194336
12081,2021-11-08,11:00:00,1555,203.8605,0.1223163
12081,2021-11-08,11:10:00,1660,217.626,0.1305756
12081,2021-11-08,11:20:00,1706,223.6566,0.13419396
12081,2021-11-08,11:30:00,1778,233.0958,0.13985748
12081,2021-11-08,11:40:00,1557,204.1227,0.12247362
12081,2021-11-08,11:50:00,1536,201.3696,0.12082176
12081,2021-11-08,12:00:00,1237,162.1707,0.09730242
12081,2021-11-08,12:10:00,1523,199.6653,0.11979918
12081,2021-11-08,12:20:00,2023,265.2153,0.15912918
12081,2021-11-08,12:30:00,1774,232.5714,0.13954284
12081,2021-11-08,12:40:00,1130,148.143,0.0888858
12081,2021-11-08,12:50:00,1083,141.9813,0.08518878
12081,2021-11-08,13:00:00,1076,141.0636,0.08463816
12081,2021-11-08,13:10:00,950,124.545,0.074727
12081,2021-11-08,13:20:00,864,113.2704,0.06796224
12081,2021-11-08,13:30:00,796,104.3556,0.06261336
12081,2021-11-08,13:40:00,834,109.3374,0.06560244
12081,2021-11-08,13:50:00,1019,133.5909,0.08015454
12081,2021-11-08,14:00:00,1251,164.0061,0.09840366
12081,2021-11-08,14:10:00,1007,132.0177,0.07921062
12081,2021-11-08,14:20:00,1007,132.0177,0.07921062
12081,2021-11-08,14:30:00,971,127.2981,0.07637886
12081,2021-11-08,14:40:00,887,116.2857,0.06977142
12081,2021-11-08,14:50:00,1061,139.0971,0.08345826
12081,2021-11-08,15:00:00,869,113.9259,0.06835554
12081,2021-11-08,15:10:00,809,106.0599,0.06363594
12081,2021-11-08,15:20:00,973,127.5603,0.07653618
12081,2021-11-08,15:30:00,1003,131.4933,0.07889598
12081,2021-11-08,15:40:00,1048,137.3928,0.08243568
12081,2021-11-08,15:50:00,973,127.5603,0.07653618
12081,2021-11-08,16:00:00,1115,146.1765,0.0877059
12081,2021-11-08,16:10:00,1070,140.277,0.0841662
12081,2021-11-08,16:20:00,913,119.6943,0.07181658
12081,2021-11-08,16:30:00,700,91.77,0.055062
12081,2021-11-08,16:40:00,647,84.8217,0.05089302
12081,2021-11-08,16:50:00,651,85.3461,0.05120766
12081,2021-11-08,17:00:00,418,54.7998,0.03287988
12081,2021-11-08,17:10:00,269,35.2659,0.02115954
12081,2021-11-08,17:20:00,248,32.5128,0.01950768
12081,2021-11-08,17:30:00,243,31.8573,0.01911438
12081,2021-11-08,17:40:00,242,31.7262,0.01903572
12081,2021-11-08,17:50:00,231,30.2841,0.01817046
12081,2021-11-08,18:00:00,179,23.4669,0.01408014
12081,2021-11-08,18:10:00,137,17.9607,0.01077642
12081,2021-11-08,18:20:00,108,14.1588,0.00849528
12081,2021-11-08,18:30:00,78,10.2258,0.00613548
12081,2021-11-08,18:40:00,52,6.8172,0.00409032
12081,2021-11-08,18:50:00,24,3.1464,0.00188784
12081,2021-11-08,19:00:00,4,0.5244,0.00031464
12081,2021-11-08,19:10:00,0,0,0
12081,2021-11-08,19:20:00,0,0,0
12081,2021-11-08,19:30:00,0,0,0
12081,2021-11-08,19:40:00,0,0,0
12081,2021-11-08,19:50:00,0,0,0
12081,2021-11-08,20:00:00,0,0,0
12081,2021-11-08,20:10:00,0,0,0
12081,2021-11-08,20:20:00,0,0,0
12081,2021-11-08,20:30:00,0,0,0
12081,2021-11-08,20:40:00,0,0,0
12081,2021-11-08,20:50:00,0,0,0
12081,2021-11-08,21:00:00,0,0,0
12081,2021-11-08,21:10:00,0,0,0
12081,2021-11-08,21:20:00,0,0,0
12081,2021-11-08,21:30:00,0,0,0
12081,2021-11-08,21:40:00,0,0,0
12081,2021-11-08,21:50:00,0,0,0
12081,2021-11-08,22:00:00,0,0,0
12081,2021-11-08,22:10:00,0,0,0
12081,2021-11-08,22:20:00,0,0,0
12081,2021-11-08,22:30:00,0,0,0
12081,2021-11-08,22:40:00,0,0,0
12081,2021-11-08,22:50:00,0,0,0
12081,2021-11-08,23:00:00,0,0,0
12081,2021-11-08,23:10:00,0,0,0
12081,2021-11-08,23:20:00,0,0,0
12081,2021-11-08,23:30:00,0,0,0
12081,2021-11-08,23:40:00,0,0,0
12081,2021-11-08,23:50:00,0,0,0
12081,2021-11-08,24:00:00,0,0,0
12081,2021-12-08,00:10:00,0,0,0
12081,2021-12-08,00:20:00,0,0,0
12081,2021-12-08,00:30:00,0,0,0
12081,2021-12-08,00:40:00,0,0,0
12081,2021-12-08,00:50:00,0,0,0
12081,2021-12-08,01:00:00,0,0,0
12081,2021-12-08,01:10:00,0,0,0
12081,2021-12-08,01:20:00,0,0,0
12081,2021-12-08,01:30:00,0,0,0
12081,2021-12-08,01:40:00,0,0,0
12081,2021-12-08,01:50:00,0,0,0
12081,2021-12-08,02:00:00,0,0,0
12081,2021-12-08,02:10:00,0,0,0
12081,2021-12-08,02:20:00,0,0,0
12081,2021-12-08,02:30:00,0,0,0
12081,2021-12-08,02:40:00,0,0,0
12081,2021-12-08,02:50:00,0,0,0
12081,2021-12-08,03:00:00,0,0,0
12081,2021-12-08,03:10:00,0,0,0
12081,2021-12-08,03:20:00,0,0,0
12081,2021-12-08,03:30:00,0,0,0
12081,2021-12-08,03:40:00,0,0,0
12081,2021-12-08,03:50:00,0,0,0
12081,2021-12-08,04:00:00,0,0,0
12081,2021-12-08,04:10:00,0,0,0
12081,2021-12-08,04:20:00,0,0,0
12081,2021-12-08,04:30:00,0,0,0
