SENSOR,Date,Time,LightRaw,LightCrrx,Light_int_10m,depth,y,m,d
12080,4/8/21,03:10:00,0,0,0,deep,2021,8,4
12080,4/8/21,03:20:00,0,0,0,deep,2021,8,4
12080,4/8/21,03:30:00,0,0,0,deep,2021,8,4
12080,4/8/21,03:40:00,0,0,0,deep,2021,8,4
12080,4/8/21,03:50:00,0,0,0,deep,2021,8,4
12080,4/8/21,04:00:00,0,0,0,deep,2021,8,4
12080,4/8/21,04:10:00,0,0,0,deep,2021,8,4
12080,4/8/21,04:20:00,0,0,0,deep,2021,8,4
12080,4/8/21,04:30:00,0,0,0,deep,2021,8,4
12080,4/8/21,04:40:00,0,0,0,deep,2021,8,4
12080,4/8/21,04:50:00,0,0,0,deep,2021,8,4
12080,4/8/21,05:00:00,0,0,0,deep,2021,8,4
12080,4/8/21,05:10:00,0,0,0,deep,2021,8,4
12080,4/8/21,05:20:00,0,0,0,deep,2021,8,4
12080,4/8/21,05:30:00,0,0,0,deep,2021,8,4
12080,4/8/21,05:40:00,0,0,0,deep,2021,8,4
12080,4/8/21,05:50:00,0,0,0,deep,2021,8,4
12080,4/8/21,06:00:00,0,0,0,deep,2021,8,4
12080,4/8/21,06:10:00,0,0,0,deep,2021,8,4
12080,4/8/21,06:20:00,0,0,0,deep,2021,8,4
12080,4/8/21,06:30:00,4,0.9616,0.00057696,deep,2021,8,4
12080,4/8/21,06:40:00,12,2.8848,0.00173088,deep,2021,8,4
12080,4/8/21,06:50:00,20,4.808,0.0028848,deep,2021,8,4
12080,4/8/21,07:00:00,30,7.212,0.0043272,deep,2021,8,4
12080,4/8/21,07:10:00,40,9.616,0.0057696,deep,2021,8,4
12080,4/8/21,07:20:00,52,12.5008,0.00750048,deep,2021,8,4
12080,4/8/21,07:30:00,65,15.626,0.0093756,deep,2021,8,4
12080,4/8/21,07:40:00,80,19.232,0.0115392,deep,2021,8,4
12080,4/8/21,07:50:00,93,22.3572,0.01341432,deep,2021,8,4
12080,4/8/21,08:00:00,108,25.9632,0.01557792,deep,2021,8,4
12080,4/8/21,08:10:00,125,30.05,0.01803,deep,2021,8,4
12080,4/8/21,08:20:00,139,33.4156,0.02004936,deep,2021,8,4
12080,4/8/21,08:30:00,160,38.464,0.0230784,deep,2021,8,4
12080,4/8/21,08:40:00,178,42.7912,0.02567472,deep,2021,8,4
12080,4/8/21,08:50:00,196,47.1184,0.02827104,deep,2021,8,4
12080,4/8/21,09:00:00,213,51.2052,0.03072312,deep,2021,8,4
12080,4/8/21,09:10:00,230,55.292,0.0331752,deep,2021,8,4
12080,4/8/21,09:20:00,248,59.6192,0.03577152,deep,2021,8,4
12080,4/8/21,09:30:00,261,62.7444,0.03764664,deep,2021,8,4
12080,4/8/21,09:40:00,281,67.5524,0.04053144,deep,2021,8,4
12080,4/8/21,09:50:00,276,66.3504,0.03981024,deep,2021,8,4
12080,4/8/21,10:00:00,297,71.3988,0.04283928,deep,2021,8,4
12080,4/8/21,10:10:00,365,87.746,0.0526476,deep,2021,8,4
12080,4/8/21,10:20:00,408,98.0832,0.05884992,deep,2021,8,4
12080,4/8/21,10:30:00,428,102.8912,0.06173472,deep,2021,8,4
12080,4/8/21,10:40:00,436,104.8144,0.06288864,deep,2021,8,4
12080,4/8/21,10:50:00,456,109.6224,0.06577344,deep,2021,8,4
12080,4/8/21,11:00:00,469,112.7476,0.06764856,deep,2021,8,4
12080,4/8/21,11:10:00,478,114.9112,0.06894672,deep,2021,8,4
12080,4/8/21,11:20:00,502,120.6808,0.07240848,deep,2021,8,4
12080,4/8/21,11:30:00,516,124.0464,0.07442784,deep,2021,8,4
12080,4/8/21,11:40:00,515,123.806,0.0742836,deep,2021,8,4
12080,4/8/21,11:50:00,516,124.0464,0.07442784,deep,2021,8,4
12080,4/8/21,12:00:00,529,127.1716,0.07630296,deep,2021,8,4
12080,4/8/21,12:10:00,525,126.21,0.075726,deep,2021,8,4
12080,4/8/21,12:20:00,445,106.978,0.0641868,deep,2021,8,4
12080,4/8/21,12:30:00,540,129.816,0.0778896,deep,2021,8,4
12080,4/8/21,12:40:00,599,143.9996,0.08639976,deep,2021,8,4
12080,4/8/21,12:50:00,615,147.846,0.0887076,deep,2021,8,4
12080,4/8/21,13:00:00,615,147.846,0.0887076,deep,2021,8,4
12080,4/8/21,13:10:00,612,147.1248,0.08827488,deep,2021,8,4
12080,4/8/21,13:20:00,608,146.1632,0.08769792,deep,2021,8,4
12080,4/8/21,13:30:00,597,143.5188,0.08611128,deep,2021,8,4
12080,4/8/21,13:40:00,575,138.23,0.082938,deep,2021,8,4
12080,4/8/21,13:50:00,568,136.5472,0.08192832,deep,2021,8,4
12080,4/8/21,14:00:00,567,136.3068,0.08178408,deep,2021,8,4
12080,4/8/21,14:10:00,558,134.1432,0.08048592,deep,2021,8,4
12080,4/8/21,14:20:00,544,130.7776,0.07846656,deep,2021,8,4
12080,4/8/21,14:30:00,524,125.9696,0.07558176,deep,2021,8,4
12080,4/8/21,14:40:00,504,121.1616,0.07269696,deep,2021,8,4
12080,4/8/21,14:50:00,486,116.8344,0.07010064,deep,2021,8,4
12080,4/8/21,15:00:00,466,112.0264,0.06721584,deep,2021,8,4
12080,4/8/21,15:10:00,445,106.978,0.0641868,deep,2021,8,4
12080,4/8/21,15:20:00,422,101.4488,0.06086928,deep,2021,8,4
12080,4/8/21,15:30:00,402,96.6408,0.05798448,deep,2021,8,4
12080,4/8/21,15:40:00,377,90.6308,0.05437848,deep,2021,8,4
12080,4/8/21,15:50:00,354,85.1016,0.05106096,deep,2021,8,4
12080,4/8/21,16:00:00,329,79.0916,0.04745496,deep,2021,8,4
12080,4/8/21,16:10:00,304,73.0816,0.04384896,deep,2021,8,4
12080,4/8/21,16:20:00,279,67.0716,0.04024296,deep,2021,8,4
12080,4/8/21,16:30:00,257,61.7828,0.03706968,deep,2021,8,4
12080,4/8/21,16:40:00,234,56.2536,0.03375216,deep,2021,8,4
12080,4/8/21,16:50:00,209,50.2436,0.03014616,deep,2021,8,4
12080,4/8/21,17:00:00,194,46.6376,0.02798256,deep,2021,8,4
12080,4/8/21,17:10:00,159,38.2236,0.02293416,deep,2021,8,4
12080,4/8/21,17:20:00,107,25.7228,0.01543368,deep,2021,8,4
12080,4/8/21,17:30:00,90,21.636,0.0129816,deep,2021,8,4
12080,4/8/21,17:40:00,99,23.7996,0.01427976,deep,2021,8,4
12080,4/8/21,17:50:00,86,20.6744,0.01240464,deep,2021,8,4
12080,4/8/21,18:00:00,70,16.828,0.0100968,deep,2021,8,4
12080,4/8/21,18:10:00,42,10.0968,0.00605808,deep,2021,8,4
12080,4/8/21,18:20:00,39,9.3756,0.00562536,deep,2021,8,4
12080,4/8/21,18:30:00,30,7.212,0.0043272,deep,2021,8,4
12080,4/8/21,18:40:00,17,4.0868,0.00245208,deep,2021,8,4
12080,4/8/21,18:50:00,7,1.6828,0.00100968,deep,2021,8,4
12080,4/8/21,19:00:00,0,0,0,deep,2021,8,4
12080,4/8/21,19:10:00,0,0,0,deep,2021,8,4
12080,4/8/21,19:20:00,0,0,0,deep,2021,8,4
12080,4/8/21,19:30:00,0,0,0,deep,2021,8,4
12080,4/8/21,19:40:00,0,0,0,deep,2021,8,4
12080,4/8/21,19:50:00,0,0,0,deep,2021,8,4
12080,4/8/21,20:00:00,0,0,0,deep,2021,8,4
12080,4/8/21,20:10:00,0,0,0,deep,2021,8,4
12080,4/8/21,20:20:00,0,0,0,deep,2021,8,4
12080,4/8/21,20:30:00,0,0,0,deep,2021,8,4
12080,4/8/21,20:40:00,0,0,0,deep,2021,8,4
12080,4/8/21,20:50:00,0,0,0,deep,2021,8,4
12080,4/8/21,21:00:00,0,0,0,deep,2021,8,4
12080,4/8/21,21:10:00,0,0,0,deep,2021,8,4
12080,4/8/21,21:20:00,0,0,0,deep,2021,8,4
12080,4/8/21,21:30:00,0,0,0,deep,2021,8,4
12080,4/8/21,21:40:00,0,0,0,deep,2021,8,4
12080,4/8/21,21:50:00,0,0,0,deep,2021,8,4
12080,4/8/21,22:00:00,0,0,0,deep,2021,8,4
12080,4/8/21,22:10:00,0,0,0,deep,2021,8,4
12080,4/8/21,22:20:00,0,0,0,deep,2021,8,4
12080,4/8/21,22:30:00,0,0,0,deep,2021,8,4
12080,4/8/21,22:40:00,0,0,0,deep,2021,8,4
12080,4/8/21,22:50:00,0,0,0,deep,2021,8,4
12080,4/8/21,23:00:00,0,0,0,deep,2021,8,4
12080,4/8/21,23:10:00,0,0,0,deep,2021,8,4
12080,4/8/21,23:20:00,0,0,0,deep,2021,8,4
12080,4/8/21,23:30:00,0,0,0,deep,2021,8,4
12080,4/8/21,23:40:00,0,0,0,deep,2021,8,4
12080,4/8/21,23:50:00,0,0,0,deep,2021,8,4
12080,4/8/21,00:00:00,0,0,0,deep,2021,8,4
12081,4/8/21,00:10:00,0,0,0,shallow,2021,8,4
12081,4/8/21,00:20:00,0,0,0,shallow,2021,8,4
12081,4/8/21,00:30:00,0,0,0,shallow,2021,8,4
12081,4/8/21,00:40:00,0,0,0,shallow,2021,8,4
12081,4/8/21,00:50:00,0,0,0,shallow,2021,8,4
12081,4/8/21,01:00:00,0,0,0,shallow,2021,8,4
12081,4/8/21,01:10:00,0,0,0,shallow,2021,8,4
12081,4/8/21,01:20:00,0,0,0,shallow,2021,8,4
12081,4/8/21,01:30:00,0,0,0,shallow,2021,8,4
12081,4/8/21,01:40:00,0,0,0,shallow,2021,8,4
12081,4/8/21,01:50:00,0,0,0,shallow,2021,8,4
12081,4/8/21,02:00:00,0,0,0,shallow,2021,8,4
12081,4/8/21,02:10:00,0,0,0,shallow,2021,8,4
12081,4/8/21,02:20:00,0,0,0,shallow,2021,8,4
12081,4/8/21,02:30:00,0,0,0,shallow,2021,8,4
12081,4/8/21,02:40:00,0,0,0,shallow,2021,8,4
12081,4/8/21,02:50:00,0,0,0,shallow,2021,8,4
12081,4/8/21,03:00:00,0,0,0,shallow,2021,8,4
12081,4/8/21,03:10:00,0,0,0,shallow,2021,8,4
12081,4/8/21,03:20:00,0,0,0,shallow,2021,8,4
12081,4/8/21,03:30:00,0,0,0,shallow,2021,8,4
12081,4/8/21,03:40:00,0,0,0,shallow,2021,8,4
12081,4/8/21,03:50:00,0,0,0,shallow,2021,8,4
12081,4/8/21,04:00:00,0,0,0,shallow,2021,8,4
12081,4/8/21,04:10:00,0,0,0,shallow,2021,8,4
12081,4/8/21,04:20:00,0,0,0,shallow,2021,8,4
12081,4/8/21,04:30:00,0,0,0,shallow,2021,8,4
12081,4/8/21,04:40:00,0,0,0,shallow,2021,8,4
12081,4/8/21,04:50:00,0,0,0,shallow,2021,8,4
12081,4/8/21,05:00:00,0,0,0,shallow,2021,8,4
12081,4/8/21,05:10:00,0,0,0,shallow,2021,8,4
12081,4/8/21,05:20:00,0,0,0,shallow,2021,8,4
12081,4/8/21,05:30:00,0,0,0,shallow,2021,8,4
12081,4/8/21,05:40:00,0,0,0,shallow,2021,8,4
12081,4/8/21,05:50:00,0,0,0,shallow,2021,8,4
12081,4/8/21,06:00:00,0,0,0,shallow,2021,8,4
12081,4/8/21,06:10:00,4,0.5244,0.00031464,shallow,2021,8,4
12081,4/8/21,06:20:00,26,3.4086,0.00204516,shallow,2021,8,4
12081,4/8/21,06:30:00,60,7.866,0.0047196,shallow,2021,8,4
12081,4/8/21,06:40:00,103,13.5033,0.00810198,shallow,2021,8,4
12081,4/8/21,06:50:00,151,19.7961,0.01187766,shallow,2021,8,4
12081,4/8/21,07:00:00,214,28.0554,0.01683324,shallow,2021,8,4
12081,4/8/21,07:10:00,279,36.5769,0.02194614,shallow,2021,8,4
12081,4/8/21,07:20:00,354,46.4094,0.02784564,shallow,2021,8,4
12081,4/8/21,07:30:00,438,57.4218,0.03445308,shallow,2021,8,4
12081,4/8/21,07:40:00,524,68.6964,0.04121784,shallow,2021,8,4
12081,4/8/21,07:50:00,617,80.8887,0.04853322,shallow,2021,8,4
12081,4/8/21,08:00:00,708,92.8188,0.05569128,shallow,2021,8,4
12081,4/8/21,08:10:00,810,106.191,0.0637146,shallow,2021,8,4
12081,4/8/21,08:20:00,911,119.4321,0.07165926,shallow,2021,8,4
12081,4/8/21,08:30:00,1023,134.1153,0.08046918,shallow,2021,8,4
12081,4/8/21,08:40:00,1135,148.7985,0.0892791,shallow,2021,8,4
12081,4/8/21,08:50:00,1249,163.7439,0.09824634,shallow,2021,8,4
12081,4/8/21,09:00:00,1355,177.6405,0.1065843,shallow,2021,8,4
12081,4/8/21,09:10:00,1473,193.1103,0.11586618,shallow,2021,8,4
12081,4/8/21,09:20:00,1592,208.7112,0.12522672,shallow,2021,8,4
12081,4/8/21,09:30:00,1716,224.9676,0.13498056,shallow,2021,8,4
12081,4/8/21,09:40:00,1830,239.913,0.1439478,shallow,2021,8,4
12081,4/8/21,09:50:00,1935,253.6785,0.1522071,shallow,2021,8,4
12081,4/8/21,10:00:00,2046,268.2306,0.16093836,shallow,2021,8,4
12081,4/8/21,10:10:00,2155,282.5205,0.1695123,shallow,2021,8,4
12081,4/8/21,10:20:00,2257,295.8927,0.17753562,shallow,2021,8,4
12081,4/8/21,10:30:00,2362,309.6582,0.18579492,shallow,2021,8,4
12081,4/8/21,10:40:00,2394,313.8534,0.18831204,shallow,2021,8,4
12081,4/8/21,10:50:00,2525,331.0275,0.1986165,shallow,2021,8,4
12081,4/8/21,11:00:00,2610,342.171,0.2053026,shallow,2021,8,4
12081,4/8/21,11:10:00,2710,355.281,0.2131686,shallow,2021,8,4
12081,4/8/21,11:20:00,2815,369.0465,0.2214279,shallow,2021,8,4
12081,4/8/21,11:30:00,2904,380.7144,0.22842864,shallow,2021,8,4
12081,4/8/21,11:40:00,2978,390.4158,0.23424948,shallow,2021,8,4
12081,4/8/21,11:50:00,3033,397.6263,0.23857578,shallow,2021,8,4
12081,4/8/21,12:00:00,3083,404.1813,0.24250878,shallow,2021,8,4
12081,4/8/21,12:10:00,3116,408.5076,0.24510456,shallow,2021,8,4
12081,4/8/21,12:20:00,3153,413.3583,0.24801498,shallow,2021,8,4
12081,4/8/21,12:30:00,3168,415.3248,0.24919488,shallow,2021,8,4
12081,4/8/21,12:40:00,3156,413.7516,0.24825096,shallow,2021,8,4
12081,4/8/21,12:50:00,3123,409.4253,0.24565518,shallow,2021,8,4
12081,4/8/21,13:00:00,3094,405.6234,0.24337404,shallow,2021,8,4
12081,4/8/21,13:10:00,3097,406.0167,0.24361002,shallow,2021,8,4
12081,4/8/21,13:20:00,3108,407.4588,0.24447528,shallow,2021,8,4
12081,4/8/21,13:30:00,3095,405.7545,0.2434527,shallow,2021,8,4
12081,4/8/21,13:40:00,3071,402.6081,0.24156486,shallow,2021,8,4
12081,4/8/21,13:50:00,3057,400.7727,0.24046362,shallow,2021,8,4
12081,4/8/21,14:00:00,2962,388.3182,0.23299092,shallow,2021,8,4
12081,4/8/21,14:10:00,2946,386.2206,0.23173236,shallow,2021,8,4
12081,4/8/21,14:20:00,2892,379.1412,0.22748472,shallow,2021,8,4
12081,4/8/21,14:30:00,2812,368.6532,0.22119192,shallow,2021,8,4
12081,4/8/21,14:40:00,2607,341.7777,0.20506662,shallow,2021,8,4
12081,4/8/21,14:50:00,2565,336.2715,0.2017629,shallow,2021,8,4
12081,4/8/21,15:00:00,2525,331.0275,0.1986165,shallow,2021,8,4
12081,4/8/21,15:10:00,2427,318.1797,0.19090782,shallow,2021,8,4
12081,4/8/21,15:20:00,2329,305.3319,0.18319914,shallow,2021,8,4
12081,4/8/21,15:30:00,2217,290.6487,0.17438922,shallow,2021,8,4
12081,4/8/21,15:40:00,2115,277.2765,0.1663659,shallow,2021,8,4
12081,4/8/21,15:50:00,1998,261.9378,0.15716268,shallow,2021,8,4
12081,4/8/21,16:00:00,1901,249.2211,0.14953266,shallow,2021,8,4
12081,4/8/21,16:10:00,1780,233.358,0.1400148,shallow,2021,8,4
12081,4/8/21,16:20:00,1655,216.9705,0.1301823,shallow,2021,8,4
12081,4/8/21,16:30:00,1536,201.3696,0.12082176,shallow,2021,8,4
12081,4/8/21,16:40:00,1409,184.7199,0.11083194,shallow,2021,8,4
12081,4/8/21,16:50:00,1278,167.5458,0.10052748,shallow,2021,8,4
12081,4/8/21,17:00:00,1175,154.0425,0.0924255,shallow,2021,8,4
12081,4/8/21,17:10:00,970,127.167,0.0763002,shallow,2021,8,4
12081,4/8/21,17:20:00,636,83.3796,0.05002776,shallow,2021,8,4
12081,4/8/21,17:30:00,543,71.1873,0.04271238,shallow,2021,8,4
12081,4/8/21,17:40:00,620,81.282,0.0487692,shallow,2021,8,4
12081,4/8/21,17:50:00,549,71.9739,0.04318434,shallow,2021,8,4
12081,4/8/21,18:00:00,459,60.1749,0.03610494,shallow,2021,8,4
12081,4/8/21,18:10:00,273,35.7903,0.02147418,shallow,2021,8,4
12081,4/8/21,18:20:00,269,35.2659,0.02115954,shallow,2021,8,4
12081,4/8/21,18:30:00,222,29.1042,0.01746252,shallow,2021,8,4
12081,4/8/21,18:40:00,136,17.8296,0.01069776,shallow,2021,8,4
12081,4/8/21,18:50:00,77,10.0947,0.00605682,shallow,2021,8,4
12081,4/8/21,19:00:00,21,2.7531,0.00165186,shallow,2021,8,4
12081,4/8/21,19:10:00,2,0.2622,0.00015732,shallow,2021,8,4
12081,4/8/21,19:20:00,0,0,0,shallow,2021,8,4
12081,4/8/21,19:30:00,0,0,0,shallow,2021,8,4
12081,4/8/21,19:40:00,0,0,0,shallow,2021,8,4
12081,4/8/21,19:50:00,0,0,0,shallow,2021,8,4
12081,4/8/21,20:00:00,0,0,0,shallow,2021,8,4
12081,4/8/21,20:10:00,0,0,0,shallow,2021,8,4
12081,4/8/21,20:20:00,0,0,0,shallow,2021,8,4
12081,4/8/21,20:30:00,0,0,0,shallow,2021,8,4
12081,4/8/21,20:40:00,0,0,0,shallow,2021,8,4
12081,4/8/21,20:50:00,0,0,0,shallow,2021,8,4
12081,4/8/21,21:00:00,0,0,0,shallow,2021,8,4
12081,4/8/21,21:10:00,0,0,0,shallow,2021,8,4
12081,4/8/21,21:20:00,0,0,0,shallow,2021,8,4
12081,4/8/21,21:30:00,0,0,0,shallow,2021,8,4
12081,4/8/21,21:40:00,0,0,0,shallow,2021,8,4
12081,4/8/21,21:50:00,0,0,0,shallow,2021,8,4
12081,4/8/21,22:00:00,0,0,0,shallow,2021,8,4
12081,4/8/21,22:10:00,0,0,0,shallow,2021,8,4
12081,4/8/21,22:20:00,0,0,0,shallow,2021,8,4
12081,4/8/21,22:30:00,0,0,0,shallow,2021,8,4
12081,4/8/21,22:40:00,0,0,0,shallow,2021,8,4
12081,4/8/21,22:50:00,0,0,0,shallow,2021,8,4
12081,4/8/21,23:00:00,0,0,0,shallow,2021,8,4
12081,4/8/21,23:10:00,0,0,0,shallow,2021,8,4
12081,4/8/21,23:20:00,0,0,0,shallow,2021,8,4
12081,4/8/21,23:30:00,0,0,0,shallow,2021,8,4
12081,4/8/21,23:40:00,0,0,0,shallow,2021,8,4
12081,4/8/21,23:50:00,0,0,0,shallow,2021,8,4
12081,4/8/21,00:00:00,0,0,0,shallow,2021,8,4
12080,5/8/21,00:10:00,0,0,0,deep,2021,8,5
12080,5/8/21,00:20:00,0,0,0,deep,2021,8,5
12080,5/8/21,00:30:00,0,0,0,deep,2021,8,5
12080,5/8/21,00:40:00,0,0,0,deep,2021,8,5
12080,5/8/21,00:50:00,0,0,0,deep,2021,8,5
12080,5/8/21,01:00:00,0,0,0,deep,2021,8,5
12080,5/8/21,01:10:00,0,0,0,deep,2021,8,5
12080,5/8/21,01:20:00,0,0,0,deep,2021,8,5
12080,5/8/21,01:30:00,0,0,0,deep,2021,8,5
12080,5/8/21,01:40:00,0,0,0,deep,2021,8,5
12080,5/8/21,01:50:00,0,0,0,deep,2021,8,5
12080,5/8/21,02:00:00,0,0,0,deep,2021,8,5
12080,5/8/21,02:10:00,0,0,0,deep,2021,8,5
12080,5/8/21,02:20:00,0,0,0,deep,2021,8,5
12080,5/8/21,02:30:00,0,0,0,deep,2021,8,5
12080,5/8/21,02:40:00,0,0,0,deep,2021,8,5
12080,5/8/21,02:50:00,0,0,0,deep,2021,8,5
12080,5/8/21,03:00:00,0,0,0,deep,2021,8,5
12080,5/8/21,03:10:00,0,0,0,deep,2021,8,5
12080,5/8/21,03:20:00,0,0,0,deep,2021,8,5
12080,5/8/21,03:30:00,0,0,0,deep,2021,8,5
12080,5/8/21,03:40:00,0,0,0,deep,2021,8,5
12080,5/8/21,03:50:00,0,0,0,deep,2021,8,5
12080,5/8/21,04:00:00,0,0,0,deep,2021,8,5
12080,5/8/21,04:10:00,0,0,0,deep,2021,8,5
12080,5/8/21,04:20:00,0,0,0,deep,2021,8,5
12080,5/8/21,04:30:00,0,0,0,deep,2021,8,5
12080,5/8/21,04:40:00,0,0,0,deep,2021,8,5
12080,5/8/21,04:50:00,0,0,0,deep,2021,8,5
12080,5/8/21,05:00:00,0,0,0,deep,2021,8,5
12080,5/8/21,05:10:00,0,0,0,deep,2021,8,5
12080,5/8/21,05:20:00,0,0,0,deep,2021,8,5
12080,5/8/21,05:30:00,0,0,0,deep,2021,8,5
12080,5/8/21,05:40:00,0,0,0,deep,2021,8,5
12080,5/8/21,05:50:00,0,0,0,deep,2021,8,5
12080,5/8/21,06:00:00,0,0,0,deep,2021,8,5
12080,5/8/21,06:10:00,0,0,0,deep,2021,8,5
12080,5/8/21,06:20:00,0,0,0,deep,2021,8,5
12080,5/8/21,06:30:00,2,0.4808,0.00028848,deep,2021,8,5
12080,5/8/21,06:40:00,7,1.6828,0.00100968,deep,2021,8,5
12080,5/8/21,06:50:00,14,3.3656,0.00201936,deep,2021,8,5
12080,5/8/21,07:00:00,23,5.5292,0.00331752,deep,2021,8,5
12080,5/8/21,07:10:00,32,7.6928,0.00461568,deep,2021,8,5
12080,5/8/21,07:20:00,41,9.8564,0.00591384,deep,2021,8,5
12080,5/8/21,07:30:00,66,15.8664,0.00951984,deep,2021,8,5
12080,5/8/21,07:40:00,68,16.3472,0.00980832,deep,2021,8,5
12080,5/8/21,07:50:00,78,18.7512,0.01125072,deep,2021,8,5
12080,5/8/21,08:00:00,90,21.636,0.0129816,deep,2021,8,5
12080,5/8/21,08:10:00,104,25.0016,0.01500096,deep,2021,8,5
12080,5/8/21,08:20:00,119,28.6076,0.01716456,deep,2021,8,5
12080,5/8/21,08:30:00,136,32.6944,0.01961664,deep,2021,8,5
12080,5/8/21,08:40:00,155,37.262,0.0223572,deep,2021,8,5
12080,5/8/21,08:50:00,175,42.07,0.025242,deep,2021,8,5
12080,5/8/21,09:00:00,194,46.6376,0.02798256,deep,2021,8,5
12080,5/8/21,09:10:00,216,51.9264,0.03115584,deep,2021,8,5
12080,5/8/21,09:20:00,233,56.0132,0.03360792,deep,2021,8,5
12080,5/8/21,09:30:00,255,61.302,0.0367812,deep,2021,8,5
12080,5/8/21,09:40:00,277,66.5908,0.03995448,deep,2021,8,5
12080,5/8/21,09:50:00,294,70.6776,0.04240656,deep,2021,8,5
12080,5/8/21,10:00:00,316,75.9664,0.04557984,deep,2021,8,5
12080,5/8/21,10:10:00,337,81.0148,0.04860888,deep,2021,8,5
12080,5/8/21,10:20:00,356,85.5824,0.05134944,deep,2021,8,5
12080,5/8/21,10:30:00,377,90.6308,0.05437848,deep,2021,8,5
12080,5/8/21,10:40:00,395,94.958,0.0569748,deep,2021,8,5
12080,5/8/21,10:50:00,403,96.8812,0.05812872,deep,2021,8,5
12080,5/8/21,11:00:00,424,101.9296,0.06115776,deep,2021,8,5
12080,5/8/21,11:10:00,444,106.7376,0.06404256,deep,2021,8,5
12080,5/8/21,11:20:00,454,109.1416,0.06548496,deep,2021,8,5
12080,5/8/21,11:30:00,465,111.786,0.0670716,deep,2021,8,5
12080,5/8/21,11:40:00,476,114.4304,0.06865824,deep,2021,8,5
12080,5/8/21,11:50:00,491,118.0364,0.07082184,deep,2021,8,5
12080,5/8/21,12:00:00,500,120.2,0.07212,deep,2021,8,5
12080,5/8/21,12:10:00,505,121.402,0.0728412,deep,2021,8,5
12080,5/8/21,12:20:00,506,121.6424,0.07298544,deep,2021,8,5
12080,5/8/21,12:30:00,512,123.0848,0.07385088,deep,2021,8,5
12080,5/8/21,12:40:00,509,122.3636,0.07341816,deep,2021,8,5
12080,5/8/21,12:50:00,507,121.8828,0.07312968,deep,2021,8,5
12080,5/8/21,13:00:00,490,117.796,0.0706776,deep,2021,8,5
12080,5/8/21,13:10:00,499,119.9596,0.07197576,deep,2021,8,5
12080,5/8/21,13:20:00,496,119.2384,0.07154304,deep,2021,8,5
12080,5/8/21,13:30:00,485,116.594,0.0699564,deep,2021,8,5
12080,5/8/21,13:40:00,448,107.6992,0.06461952,deep,2021,8,5
12080,5/8/21,13:50:00,439,105.5356,0.06332136,deep,2021,8,5
12080,5/8/21,14:00:00,440,105.776,0.0634656,deep,2021,8,5
12080,5/8/21,14:10:00,426,102.4104,0.06144624,deep,2021,8,5
12080,5/8/21,14:20:00,458,110.1032,0.06606192,deep,2021,8,5
12080,5/8/21,14:30:00,443,106.4972,0.06389832,deep,2021,8,5
12080,5/8/21,14:40:00,436,104.8144,0.06288864,deep,2021,8,5
12080,5/8/21,14:50:00,432,103.8528,0.06231168,deep,2021,8,5
12080,5/8/21,15:00:00,420,100.968,0.0605808,deep,2021,8,5
12080,5/8/21,15:10:00,395,94.958,0.0569748,deep,2021,8,5
12080,5/8/21,15:20:00,379,91.1116,0.05466696,deep,2021,8,5
12080,5/8/21,15:30:00,278,66.8312,0.04009872,deep,2021,8,5
12080,5/8/21,15:40:00,197,47.3588,0.02841528,deep,2021,8,5
12080,5/8/21,15:50:00,147,35.3388,0.02120328,deep,2021,8,5
12080,5/8/21,16:00:00,131,31.4924,0.01889544,deep,2021,8,5
12080,5/8/21,16:10:00,154,37.0216,0.02221296,deep,2021,8,5
12080,5/8/21,16:20:00,124,29.8096,0.01788576,deep,2021,8,5
12080,5/8/21,16:30:00,94,22.5976,0.01355856,deep,2021,8,5
12080,5/8/21,16:40:00,79,18.9916,0.01139496,deep,2021,8,5
12080,5/8/21,16:50:00,52,12.5008,0.00750048,deep,2021,8,5
12080,5/8/21,17:00:00,63,15.1452,0.00908712,deep,2021,8,5
12080,5/8/21,17:10:00,49,11.7796,0.00706776,deep,2021,8,5
12080,5/8/21,17:20:00,41,9.8564,0.00591384,deep,2021,8,5
12080,5/8/21,17:30:00,50,12.02,0.007212,deep,2021,8,5
12080,5/8/21,17:40:00,25,6.01,0.003606,deep,2021,8,5
12080,5/8/21,17:50:00,22,5.2888,0.00317328,deep,2021,8,5
12080,5/8/21,18:00:00,31,7.4524,0.00447144,deep,2021,8,5
12080,5/8/21,18:10:00,21,5.0484,0.00302904,deep,2021,8,5
12080,5/8/21,18:20:00,18,4.3272,0.00259632,deep,2021,8,5
12080,5/8/21,18:30:00,10,2.404,0.0014424,deep,2021,8,5
12080,5/8/21,18:40:00,6,1.4424,0.00086544,deep,2021,8,5
12080,5/8/21,18:50:00,1,0.2404,0.00014424,deep,2021,8,5
12080,5/8/21,19:00:00,0,0,0,deep,2021,8,5
12080,5/8/21,19:10:00,0,0,0,deep,2021,8,5
12080,5/8/21,19:20:00,0,0,0,deep,2021,8,5
12080,5/8/21,19:30:00,0,0,0,deep,2021,8,5
12080,5/8/21,19:40:00,0,0,0,deep,2021,8,5
12080,5/8/21,19:50:00,0,0,0,deep,2021,8,5
12080,5/8/21,20:00:00,0,0,0,deep,2021,8,5
12080,5/8/21,20:10:00,0,0,0,deep,2021,8,5
12080,5/8/21,20:20:00,0,0,0,deep,2021,8,5
12080,5/8/21,20:30:00,0,0,0,deep,2021,8,5
