SENSOR,h,min,s,LightRaw,LightCrrx,Light_int_10m,depth,y,m,d
12080,13,50,00,404,97.1216,0.05827296,deep,2021,8,1
12080,14,00,00,351,84.3804,0.05062824,deep,2021,8,1
12080,14,10,00,261,62.7444,0.03764664,deep,2021,8,1
12080,14,20,00,182,43.7528,0.02625168,deep,2021,8,1
12080,14,30,00,332,79.8128,0.04788768,deep,2021,8,1
12080,14,40,00,208,50.0032,0.03000192,deep,2021,8,1
12080,14,50,00,177,42.5508,0.02553048,deep,2021,8,1
12080,15,00,00,317,76.2068,0.04572408,deep,2021,8,1
12080,15,10,00,216,51.9264,0.03115584,deep,2021,8,1
12080,15,20,00,234,56.2536,0.03375216,deep,2021,8,1
12080,15,30,00,241,57.9364,0.03476184,deep,2021,8,1
12080,15,40,00,234,56.2536,0.03375216,deep,2021,8,1
12080,15,50,00,221,53.1284,0.03187704,deep,2021,8,1
12080,16,00,00,190,45.676,0.0274056,deep,2021,8,1
12080,16,10,00,189,45.4356,0.02726136,deep,2021,8,1
12080,16,20,00,190,45.676,0.0274056,deep,2021,8,1
12080,16,30,00,181,43.5124,0.02610744,deep,2021,8,1
12080,16,40,00,132,31.7328,0.01903968,deep,2021,8,1
12080,16,50,00,128,30.7712,0.01846272,deep,2021,8,1
12080,17,00,00,127,30.5308,0.01831848,deep,2021,8,1
12080,17,10,00,126,30.2904,0.01817424,deep,2021,8,1
12080,17,20,00,110,26.444,0.0158664,deep,2021,8,1
12080,17,30,00,96,23.0784,0.01384704,deep,2021,8,1
12080,17,40,00,69,16.5876,0.00995256,deep,2021,8,1
12080,17,50,00,39,9.3756,0.00562536,deep,2021,8,1
12080,18,00,00,25,6.01,0.003606,deep,2021,8,1
12080,18,10,00,20,4.808,0.0028848,deep,2021,8,1
12080,18,20,00,18,4.3272,0.00259632,deep,2021,8,1
12080,18,30,00,13,3.1252,0.00187512,deep,2021,8,1
12080,18,40,00,8,1.9232,0.00115392,deep,2021,8,1
12080,18,50,00,3,0.7212,4.3272e-4,deep,2021,8,1
12080,19,00,00,0,0,0,deep,2021,8,1
12080,19,10,00,0,0,0,deep,2021,8,1
12080,19,20,00,0,0,0,deep,2021,8,1
12080,19,30,00,0,0,0,deep,2021,8,1
12080,19,40,00,0,0,0,deep,2021,8,1
12080,19,50,00,0,0,0,deep,2021,8,1
12080,20,00,00,0,0,0,deep,2021,8,1
12080,20,10,00,0,0,0,deep,2021,8,1
12080,20,20,00,0,0,0,deep,2021,8,1
12080,20,30,00,0,0,0,deep,2021,8,1
12080,20,40,00,0,0,0,deep,2021,8,1
12080,20,50,00,0,0,0,deep,2021,8,1
12080,21,00,00,0,0,0,deep,2021,8,1
12080,21,10,00,0,0,0,deep,2021,8,1
12080,21,20,00,0,0,0,deep,2021,8,1
12080,21,30,00,0,0,0,deep,2021,8,1
12080,21,40,00,0,0,0,deep,2021,8,1
12080,21,50,00,0,0,0,deep,2021,8,1
12080,22,00,00,0,0,0,deep,2021,8,1
12080,22,10,00,0,0,0,deep,2021,8,1
12080,22,20,00,0,0,0,deep,2021,8,1
12080,22,30,00,0,0,0,deep,2021,8,1
12080,22,40,00,0,0,0,deep,2021,8,1
12080,22,50,00,0,0,0,deep,2021,8,1
12080,23,00,00,0,0,0,deep,2021,8,1
12080,23,10,00,0,0,0,deep,2021,8,1
12080,23,20,00,0,0,0,deep,2021,8,1
12080,23,30,00,0,0,0,deep,2021,8,1
12080,23,40,00,0,0,0,deep,2021,8,1
12080,23,50,00,0,0,0,deep,2021,8,1
12080,00,00,00,0,0,0,deep,2021,8,1
12081,00,10,00,0,0,0,shallow,2021,8,1
12081,00,20,00,0,0,0,shallow,2021,8,1
12081,00,30,00,0,0,0,shallow,2021,8,1
12081,00,40,00,0,0,0,shallow,2021,8,1
12081,00,50,00,0,0,0,shallow,2021,8,1
12081,01,00,00,0,0,0,shallow,2021,8,1
12081,01,10,00,0,0,0,shallow,2021,8,1
12081,01,20,00,0,0,0,shallow,2021,8,1
12081,01,30,00,0,0,0,shallow,2021,8,1
12081,01,40,00,0,0,0,shallow,2021,8,1
12081,01,50,00,0,0,0,shallow,2021,8,1
12081,02,00,00,0,0,0,shallow,2021,8,1
12081,02,10,00,0,0,0,shallow,2021,8,1
12081,02,20,00,0,0,0,shallow,2021,8,1
12081,02,30,00,0,0,0,shallow,2021,8,1
12081,02,40,00,0,0,0,shallow,2021,8,1
12081,02,50,00,0,0,0,shallow,2021,8,1
12081,03,00,00,0,0,0,shallow,2021,8,1
12081,03,10,00,0,0,0,shallow,2021,8,1
12081,03,20,00,0,0,0,shallow,2021,8,1
12081,03,30,00,0,0,0,shallow,2021,8,1
12081,03,40,00,0,0,0,shallow,2021,8,1
12081,03,50,00,0,0,0,shallow,2021,8,1
12081,04,00,00,0,0,0,shallow,2021,8,1
12081,04,10,00,0,0,0,shallow,2021,8,1
12081,04,20,00,0,0,0,shallow,2021,8,1
12081,04,30,00,0,0,0,shallow,2021,8,1
12081,04,40,00,0,0,0,shallow,2021,8,1
12081,04,50,00,0,0,0,shallow,2021,8,1
12081,05,00,00,0,0,0,shallow,2021,8,1
12081,05,10,00,0,0,0,shallow,2021,8,1
12081,05,20,00,0,0,0,shallow,2021,8,1
12081,05,30,00,0,0,0,shallow,2021,8,1
12081,05,40,00,0,0,0,shallow,2021,8,1
12081,05,50,00,0,0,0,shallow,2021,8,1
12081,06,00,00,0,0,0,shallow,2021,8,1
12081,06,10,00,5,0.6555,3.933e-4,shallow,2021,8,1
12081,06,20,00,25,3.2775,0.0019665,shallow,2021,8,1
12081,06,30,00,56,7.3416,0.00440496,shallow,2021,8,1
12081,06,40,00,96,12.5856,0.00755136,shallow,2021,8,1
12081,06,50,00,146,19.1406,0.01148436,shallow,2021,8,1
12081,07,00,00,201,26.3511,0.01581066,shallow,2021,8,1
12081,07,10,00,266,34.8726,0.02092356,shallow,2021,8,1
12081,07,20,00,336,44.0496,0.02642976,shallow,2021,8,1
12081,07,30,00,413,54.1443,0.03248658,shallow,2021,8,1
12081,07,40,00,501,65.6811,0.03940866,shallow,2021,8,1
12081,07,50,00,589,77.2179,0.04633074,shallow,2021,8,1
12081,08,00,00,683,89.5413,0.05372478,shallow,2021,8,1
12081,08,10,00,782,102.5202,0.061512120000000003,shallow,2021,8,1
12081,08,20,00,884,115.8924,0.06953544,shallow,2021,8,1
12081,08,30,00,981,128.6091,0.07716546,shallow,2021,8,1
12081,08,40,00,1085,142.2435,0.0853461,shallow,2021,8,1
12081,08,50,00,1198,157.0578,0.09423468,shallow,2021,8,1
12081,09,00,00,1306,171.2166,0.10272996,shallow,2021,8,1
12081,09,10,00,1415,185.5065,0.1113039,shallow,2021,8,1
12081,09,20,00,1518,199.0098,0.11940588,shallow,2021,8,1
12081,09,30,00,1631,213.8241,0.12829446,shallow,2021,8,1
12081,09,40,00,1733,227.1963,0.13631778,shallow,2021,8,1
12081,09,50,00,1842,241.4862,0.14489172,shallow,2021,8,1
12081,10,00,00,1922,251.9742,0.15118452,shallow,2021,8,1
12081,10,10,00,2017,264.4287,0.15865722,shallow,2021,8,1
12081,10,20,00,2124,278.4564,0.16707384,shallow,2021,8,1
12081,10,30,00,2198,288.1578,0.17289468,shallow,2021,8,1
12081,10,40,00,2281,299.0391,0.17942346,shallow,2021,8,1
12081,10,50,00,2370,310.707,0.1864242,shallow,2021,8,1
12081,11,00,00,2432,318.8352,0.19130112,shallow,2021,8,1
12081,11,10,00,2512,329.3232,0.19759392,shallow,2021,8,1
12081,11,20,00,2543,333.3873,0.20003238,shallow,2021,8,1
12081,11,30,00,2608,341.9088,0.20514528,shallow,2021,8,1
12081,11,40,00,2677,350.9547,0.21057282,shallow,2021,8,1
12081,11,50,00,2645,346.7595,0.2080557,shallow,2021,8,1
12081,12,00,00,2737,358.8207,0.21529242,shallow,2021,8,1
12081,12,10,00,2656,348.2016,0.20892096,shallow,2021,8,1
12081,12,20,00,2720,356.592,0.2139552,shallow,2021,8,1
12081,12,30,00,2800,367.08,0.220248,shallow,2021,8,1
12081,12,40,00,2776,363.9336,0.21836016,shallow,2021,8,1
12081,12,50,00,2794,366.2934,0.21977604,shallow,2021,8,1
12081,13,00,00,2764,362.3604,0.21741624,shallow,2021,8,1
12081,13,10,00,2741,359.3451,0.21560706,shallow,2021,8,1
12081,13,20,00,2640,346.104,0.2076624,shallow,2021,8,1
12081,13,30,00,2673,350.4303,0.21025818,shallow,2021,8,1
12081,13,40,00,2494,326.9634,0.19617804,shallow,2021,8,1
12081,13,50,00,2624,344.0064,0.20640384,shallow,2021,8,1
12081,14,00,00,2271,297.7281,0.17863686,shallow,2021,8,1
12081,14,10,00,1695,222.2145,0.1333287,shallow,2021,8,1
12081,14,20,00,1219,159.8109,0.09588654,shallow,2021,8,1
12081,14,30,00,2288,299.9568,0.17997408,shallow,2021,8,1
12081,14,40,00,1389,182.0979,0.10925874,shallow,2021,8,1
12081,14,50,00,1211,158.7621,0.09525726,shallow,2021,8,1
12081,15,00,00,2148,281.6028,0.16896168,shallow,2021,8,1
12081,15,10,00,1510,197.961,0.1187766,shallow,2021,8,1
12081,15,20,00,1656,217.1016,0.13026096,shallow,2021,8,1
12081,15,30,00,1692,221.8212,0.13309272,shallow,2021,8,1
12081,15,40,00,1658,217.3638,0.13041828,shallow,2021,8,1
12081,15,50,00,1557,204.1227,0.12247362,shallow,2021,8,1
12081,16,00,00,1258,164.9238,0.09895428,shallow,2021,8,1
12081,16,10,00,1346,176.4606,0.10587636,shallow,2021,8,1
12081,16,20,00,1344,176.1984,0.10571904,shallow,2021,8,1
12081,16,30,00,1298,170.1678,0.10210068,shallow,2021,8,1
12081,16,40,00,1028,134.7708,0.08086248,shallow,2021,8,1
12081,16,50,00,918,120.3498,0.07220988,shallow,2021,8,1
12081,17,00,00,918,120.3498,0.07220988,shallow,2021,8,1
12081,17,10,00,913,119.6943,0.07181658,shallow,2021,8,1
12081,17,20,00,819,107.3709,0.06442254,shallow,2021,8,1
12081,17,30,00,703,92.1633,0.05529798,shallow,2021,8,1
12081,17,40,00,523,68.5653,0.04113918,shallow,2021,8,1
12081,17,50,00,298,39.0678,0.02344068,shallow,2021,8,1
12081,18,00,00,180,23.598,0.0141588,shallow,2021,8,1
12081,18,10,00,154,20.1894,0.01211364,shallow,2021,8,1
12081,18,20,00,131,17.1741,0.01030446,shallow,2021,8,1
12081,18,30,00,109,14.2899,0.00857394,shallow,2021,8,1
12081,18,40,00,80,10.488,0.0062928,shallow,2021,8,1
12081,18,50,00,48,6.2928,0.00377568,shallow,2021,8,1
12081,19,00,00,15,1.9665,0.0011799,shallow,2021,8,1
12081,19,10,00,1,0.1311,7.866e-5,shallow,2021,8,1
12081,19,20,00,0,0,0,shallow,2021,8,1
12081,19,30,00,0,0,0,shallow,2021,8,1
12081,19,40,00,0,0,0,shallow,2021,8,1
12081,19,50,00,0,0,0,shallow,2021,8,1
12081,20,00,00,0,0,0,shallow,2021,8,1
12081,20,10,00,0,0,0,shallow,2021,8,1
12081,20,20,00,0,0,0,shallow,2021,8,1
12081,20,30,00,0,0,0,shallow,2021,8,1
12081,20,40,00,0,0,0,shallow,2021,8,1
12081,20,50,00,0,0,0,shallow,2021,8,1
12081,21,00,00,0,0,0,shallow,2021,8,1
12081,21,10,00,0,0,0,shallow,2021,8,1
12081,21,20,00,0,0,0,shallow,2021,8,1
12081,21,30,00,0,0,0,shallow,2021,8,1
12081,21,40,00,0,0,0,shallow,2021,8,1
12081,21,50,00,0,0,0,shallow,2021,8,1
12081,22,00,00,0,0,0,shallow,2021,8,1
12081,22,10,00,0,0,0,shallow,2021,8,1
12081,22,20,00,0,0,0,shallow,2021,8,1
12081,22,30,00,0,0,0,shallow,2021,8,1
12081,22,40,00,0,0,0,shallow,2021,8,1
12081,22,50,00,0,0,0,shallow,2021,8,1
12081,23,00,00,0,0,0,shallow,2021,8,1
12081,23,10,00,0,0,0,shallow,2021,8,1
12081,23,20,00,0,0,0,shallow,2021,8,1
12081,23,30,00,0,0,0,shallow,2021,8,1
12081,23,40,00,0,0,0,shallow,2021,8,1
12081,23,50,00,0,0,0,shallow,2021,8,1
12081,00,00,00,0,0,0,shallow,2021,8,1
12080,00,10,00,0,0,0,deep,2021,8,2
12080,00,20,00,0,0,0,deep,2021,8,2
12080,00,30,00,0,0,0,deep,2021,8,2
12080,00,40,00,0,0,0,deep,2021,8,2
12080,00,50,00,0,0,0,deep,2021,8,2
12080,01,00,00,0,0,0,deep,2021,8,2
12080,01,10,00,0,0,0,deep,2021,8,2
12080,01,20,00,0,0,0,deep,2021,8,2
12080,01,30,00,0,0,0,deep,2021,8,2
12080,01,40,00,0,0,0,deep,2021,8,2
12080,01,50,00,0,0,0,deep,2021,8,2
12080,02,00,00,0,0,0,deep,2021,8,2
12080,02,10,00,0,0,0,deep,2021,8,2
12080,02,20,00,0,0,0,deep,2021,8,2
12080,02,30,00,0,0,0,deep,2021,8,2
12080,02,40,00,0,0,0,deep,2021,8,2
12080,02,50,00,0,0,0,deep,2021,8,2
12080,03,00,00,0,0,0,deep,2021,8,2
12080,03,10,00,0,0,0,deep,2021,8,2
12080,03,20,00,0,0,0,deep,2021,8,2
12080,03,30,00,0,0,0,deep,2021,8,2
12080,03,40,00,0,0,0,deep,2021,8,2
12080,03,50,00,0,0,0,deep,2021,8,2
12080,04,00,00,0,0,0,deep,2021,8,2
12080,04,10,00,0,0,0,deep,2021,8,2
12080,04,20,00,0,0,0,deep,2021,8,2
12080,04,30,00,0,0,0,deep,2021,8,2
12080,04,40,00,0,0,0,deep,2021,8,2
12080,04,50,00,0,0,0,deep,2021,8,2
12080,05,00,00,0,0,0,deep,2021,8,2
12080,05,10,00,0,0,0,deep,2021,8,2
12080,05,20,00,0,0,0,deep,2021,8,2
12080,05,30,00,0,0,0,deep,2021,8,2
12080,05,40,00,0,0,0,deep,2021,8,2
12080,05,50,00,0,0,0,deep,2021,8,2
12080,06,00,00,0,0,0,deep,2021,8,2
12080,06,10,00,0,0,0,deep,2021,8,2
12080,06,20,00,0,0,0,deep,2021,8,2
12080,06,30,00,2,0.4808,2.8848e-4,deep,2021,8,2
12080,06,40,00,8,1.9232,0.00115392,deep,2021,8,2
12080,06,50,00,14,3.3656,0.00201936,deep,2021,8,2
12080,07,00,00,22,5.2888,0.00317328,deep,2021,8,2
12080,07,10,00,30,7.212,0.0043272,deep,2021,8,2
12080,07,20,00,38,9.1352,0.00548112,deep,2021,8,2
12080,07,30,00,47,11.2988,0.00677928,deep,2021,8,2
12080,07,40,00,57,13.7028,0.00822168,deep,2021,8,2
12080,07,50,00,69,16.5876,0.00995256,deep,2021,8,2
12080,08,00,00,88,21.1552,0.01269312,deep,2021,8,2
12080,08,10,00,105,25.242,0.0151452,deep,2021,8,2
12080,08,20,00,117,28.1268,0.01687608,deep,2021,8,2
12080,08,30,00,127,30.5308,0.01831848,deep,2021,8,2
12080,08,40,00,142,34.1368,0.02048208,deep,2021,8,2
12080,08,50,00,159,38.2236,0.02293416,deep,2021,8,2
12080,09,00,00,175,42.07,0.025242,deep,2021,8,2
12080,09,10,00,193,46.3972,0.02783832,deep,2021,8,2
12080,09,20,00,212,50.9648,0.03057888,deep,2021,8,2
12080,09,30,00,235,56.494,0.0338964,deep,2021,8,2
12080,09,40,00,251,60.3404,0.03620424,deep,2021,8,2
12080,09,50,00,267,64.1868,0.03851208,deep,2021,8,2
12080,10,00,00,285,68.514,0.0411084,deep,2021,8,2
12080,10,10,00,306,73.5624,0.04413744,deep,2021,8,2
12080,10,20,00,323,77.6492,0.04658952,deep,2021,8,2
12080,10,30,00,341,81.9764,0.04918584,deep,2021,8,2
12080,10,40,00,355,85.342,0.0512052,deep,2021,8,2
12080,10,50,00,370,88.948,0.0533688,deep,2021,8,2
12080,11,00,00,369,88.7076,0.05322456,deep,2021,8,2
12080,11,10,00,391,93.9964,0.05639784,deep,2021,8,2
12080,11,20,00,422,101.4488,0.06086928,deep,2021,8,2
12080,11,30,00,457,109.8628,0.06591768,deep,2021,8,2
12080,11,40,00,484,116.3536,0.06981216,deep,2021,8,2
12080,11,50,00,477,114.6708,0.06880248,deep,2021,8,2
12080,12,00,00,473,113.7092,0.06822552,deep,2021,8,2
12080,12,10,00,472,113.4688,0.06808128,deep,2021,8,2
12080,12,20,00,490,117.796,0.0706776,deep,2021,8,2
12080,12,30,00,482,115.8728,0.06952368,deep,2021,8,2
12080,12,40,00,487,117.0748,0.07024488,deep,2021,8,2
12080,12,50,00,484,116.3536,0.06981216,deep,2021,8,2
12080,13,00,00,477,114.6708,0.06880248,deep,2021,8,2
12080,13,10,00,474,113.9496,0.06836976,deep,2021,8,2
12080,13,20,00,477,114.6708,0.06880248,deep,2021,8,2
12080,13,30,00,468,112.5072,0.06750432,deep,2021,8,2
12080,13,40,00,448,107.6992,0.06461952,deep,2021,8,2
12080,13,50,00,446,107.2184,0.06433104,deep,2021,8,2
12080,14,00,00,448,107.6992,0.06461952,deep,2021,8,2
12080,14,10,00,417,100.2468,0.06014808,deep,2021,8,2
12080,14,20,00,345,82.938,0.0497628,deep,2021,8,2
12080,14,30,00,358,86.0632,0.05163792,deep,2021,8,2
12080,14,40,00,382,91.8328,0.05509968,deep,2021,8,2
12080,14,50,00,161,38.7044,0.02322264,deep,2021,8,2
12080,15,00,00,104,25.0016,0.01500096,deep,2021,8,2
12080,15,10,00,92,22.1168,0.01327008,deep,2021,8,2
12080,15,20,00,71,17.0684,0.01024104,deep,2021,8,2
12080,15,30,00,48,11.5392,0.00692352,deep,2021,8,2
12080,15,40,00,33,7.9332,0.00475992,deep,2021,8,2
12080,15,50,00,36,8.6544,0.00519264,deep,2021,8,2
12080,16,00,00,29,6.9716,0.00418296,deep,2021,8,2
12080,16,10,00,25,6.01,0.003606,deep,2021,8,2
12080,16,20,00,27,6.4908,0.00389448,deep,2021,8,2
12080,16,30,00,33,7.9332,0.00475992,deep,2021,8,2
12080,16,40,00,36,8.6544,0.00519264,deep,2021,8,2
12080,16,50,00,39,9.3756,0.00562536,deep,2021,8,2
12080,17,00,00,52,12.5008,0.00750048,deep,2021,8,2
12080,17,10,00,63,15.1452,0.00908712,deep,2021,8,2
12080,17,20,00,67,16.1068,0.00966408,deep,2021,8,2
12080,17,30,00,69,16.5876,0.00995256,deep,2021,8,2
12080,17,40,00,71,17.0684,0.01024104,deep,2021,8,2
12080,17,50,00,67,16.1068,0.00966408,deep,2021,8,2
12080,18,00,00,51,12.2604,0.00735624,deep,2021,8,2
12080,18,10,00,34,8.1736,0.00490416,deep,2021,8,2
12080,18,20,00,26,6.2504,0.00375024,deep,2021,8,2
12080,18,30,00,24,5.7696,0.00346176,deep,2021,8,2
12080,18,40,00,15,3.606,0.0021636,deep,2021,8,2
12080,18,50,00,4,0.9616,5.7696e-4,deep,2021,8,2
12080,19,00,00,0,0,0,deep,2021,8,2
12080,19,10,00,0,0,0,deep,2021,8,2
12080,19,20,00,0,0,0,deep,2021,8,2
12080,19,30,00,0,0,0,deep,2021,8,2
12080,19,40,00,0,0,0,deep,2021,8,2
12080,19,50,00,0,0,0,deep,2021,8,2
12080,20,00,00,0,0,0,deep,2021,8,2
12080,20,10,00,0,0,0,deep,2021,8,2
12080,20,20,00,0,0,0,deep,2021,8,2
12080,20,30,00,0,0,0,deep,2021,8,2
12080,20,40,00,0,0,0,deep,2021,8,2
12080,20,50,00,0,0,0,deep,2021,8,2
12080,21,00,00,0,0,0,deep,2021,8,2
12080,21,10,00,0,0,0,deep,2021,8,2
12080,21,20,00,0,0,0,deep,2021,8,2
12080,21,30,00,0,0,0,deep,2021,8,2
12080,21,40,00,0,0,0,deep,2021,8,2
12080,21,50,00,0,0,0,deep,2021,8,2
12080,22,00,00,0,0,0,deep,2021,8,2
12080,22,10,00,0,0,0,deep,2021,8,2
12080,22,20,00,0,0,0,deep,2021,8,2
12080,22,30,00,0,0,0,deep,2021,8,2
12080,22,40,00,0,0,0,deep,2021,8,2
12080,22,50,00,0,0,0,deep,2021,8,2
12080,23,00,00,0,0,0,deep,2021,8,2
12080,23,10,00,0,0,0,deep,2021,8,2
12080,23,20,00,0,0,0,deep,2021,8,2
12080,23,30,00,0,0,0,deep,2021,8,2
12080,23,40,00,0,0,0,deep,2021,8,2
12080,23,50,00,0,0,0,deep,2021,8,2
12080,00,00,00,0,0,0,deep,2021,8,2
12081,00,10,00,0,0,0,shallow,2021,8,2
12081,00,20,00,0,0,0,shallow,2021,8,2
12081,00,30,00,0,0,0,shallow,2021,8,2
12081,00,40,00,0,0,0,shallow,2021,8,2
12081,00,50,00,0,0,0,shallow,2021,8,2
12081,01,00,00,0,0,0,shallow,2021,8,2
12081,01,10,00,0,0,0,shallow,2021,8,2
12081,01,20,00,0,0,0,shallow,2021,8,2
12081,01,30,00,0,0,0,shallow,2021,8,2
12081,01,40,00,0,0,0,shallow,2021,8,2
12081,01,50,00,0,0,0,shallow,2021,8,2
12081,02,00,00,0,0,0,shallow,2021,8,2
12081,02,10,00,0,0,0,shallow,2021,8,2
12081,02,20,00,0,0,0,shallow,2021,8,2
12081,02,30,00,0,0,0,shallow,2021,8,2
12081,02,40,00,0,0,0,shallow,2021,8,2
12081,02,50,00,0,0,0,shallow,2021,8,2
12081,03,00,00,0,0,0,shallow,2021,8,2
12081,03,10,00,0,0,0,shallow,2021,8,2
12081,03,20,00,0,0,0,shallow,2021,8,2
12081,03,30,00,0,0,0,shallow,2021,8,2
12081,03,40,00,0,0,0,shallow,2021,8,2
12081,03,50,00,0,0,0,shallow,2021,8,2
12081,04,00,00,0,0,0,shallow,2021,8,2
12081,04,10,00,0,0,0,shallow,2021,8,2
12081,04,20,00,0,0,0,shallow,2021,8,2
12081,04,30,00,0,0,0,shallow,2021,8,2
12081,04,40,00,0,0,0,shallow,2021,8,2
12081,04,50,00,0,0,0,shallow,2021,8,2
12081,05,00,00,0,0,0,shallow,2021,8,2
12081,05,10,00,0,0,0,shallow,2021,8,2
12081,05,20,00,0,0,0,shallow,2021,8,2
12081,05,30,00,0,0,0,shallow,2021,8,2
12081,05,40,00,0,0,0,shallow,2021,8,2
12081,05,50,00,0,0,0,shallow,2021,8,2
12081,06,00,00,0,0,0,shallow,2021,8,2
12081,06,10,00,5,0.6555,3.933e-4,shallow,2021,8,2
12081,06,20,00,25,3.2775,0.0019665,shallow,2021,8,2
12081,06,30,00,58,7.6038,0.00456228,shallow,2021,8,2
12081,06,40,00,98,12.8478,0.00770868,shallow,2021,8,2
12081,06,50,00,150,19.665,0.011799,shallow,2021,8,2
12081,07,00,00,209,27.3999,0.01643994,shallow,2021,8,2
12081,07,10,00,277,36.3147,0.02178882,shallow,2021,8,2
12081,07,20,00,356,46.6716,0.02800296,shallow,2021,8,2
12081,07,30,00,436,57.1596,0.03429576,shallow,2021,8,2
12081,07,40,00,514,67.3854,0.04043124,shallow,2021,8,2
12081,07,50,00,604,79.1844,0.04751064,shallow,2021,8,2
12081,08,00,00,689,90.3279,0.05419674,shallow,2021,8,2
