,colony_id,species,treatment,recovered,airbrush_volume,surface_area,A,CA,D,di,Cdi,chla.ug.cm2,chlc2.ug.cm2,sym.cm2,prot_mg.cm2,Host_AFDW_mg.cm2,Sym_AFDW_mg.cm2,chla.sym,full_treatment
125,OFAV_SS_2EV44,OFAV,SS,p,23,6.860724234,0.0568,0.0152,13.631,0.2574,NA,7.107261081,3.676761977,172.6494113,1.150279657,5.782917174,4.022898904,0.041165858,OFAV_SS
126,OFAV_SS_2EV6,OFAV,SS,p,22.5,7.729805014,0.1206,0.0518,7.654,0.3777,0.2311,3.534452027,1.812343581,189.4452703,1.039440598,4.948378378,6.403783784,0.01865685,OFAV_SS
127,OFAV_SS_2JQ31,OFAV,SS,p,12.5,5.406685237,0.1298,0.0562,5.536,0.4001,0.2411,7.596690924,7.79214725,118.4875708,0.847133079,3.525727718,7.860638846,0.064113821,OFAV_SS
128,OFAV_SS_2JQ6,OFAV,SS,p,24,5.844011142,0.1298,0.0584,8.088,0.4223,0.2666,3.078981125,1.138498856,91.03336512,0.777711654,6.981506196,13.55233556,0.033822556,OFAV_SS
129,OFAV_SS_2JQ8,OFAV,SS,p,17,5.615598886,0.099,0.0412,11.869,0.3516,0.2112,13.37851667,NA,168.2664104,0.927650338,4.313876488,13.62276786,0.079507946,OFAV_SS
130,OFAV_SS_3EV30,OFAV,SS,p,33,5.484679666,0.0792,0.0302,14.025,0.3198,0.1883,7.476876955,8.545002234,214.2635009,0.932676822,10.6797486,6.618435754,0.03489571,OFAV_SS
131,OFAV_SS_3JQ1_P1,OFAV,SS,P1,18,5.26183844,0.082,0.0348,10.806,0.3003,0.1962,6.908022816,6.007282504,NA,0.864970035,4.276071996,8.552143992,NA,OFAV_SS
132,OFAV_SS_3JQ1_P2,OFAV,SS,P2,12.5,5.069637883,0.1596,0.0718,8.065,0.4399,0.2771,6.416611321,5.641182006,NA,0.650729164,2.404017857,5.671016484,NA,OFAV_SS
133,OFAV_SS_4DW11,OFAV,SS,p,22.5,6.356545961,0.0676,0.0328,NA,0.3039,0.184,4.768155565,2.133882943,72.12053571,0.874394967,5.044012927,6.017418931,0.066113701,OFAV_SS
134,OFAV_SS_4DW14,OFAV,SS,p,16.5,3.91643454,0.109,0.0488,10.786,0.385,0.2365,5.699929304,1.493619372,159.6264818,0.785564305,4.002364865,11.37514225,0.035707918,OFAV_SS
135,OFAV_SS_4EV14,OFAV,SS,p,24.5,5.206128134,0.1268,0.0438,7.533,0.405,0.2195,2.298249875,0.64083853,54.70716292,0.677418453,4.588342696,2.823595505,0.042010036,OFAV_SS
136,OFAV_SS_4EV15,OFAV,SS,p,20,4.78551532,0.108,0.0416,10.779,0.3646,0.2004,5.495054327,1.532227881,178.7802354,1.431558507,5.850989523,5.4330617,0.030736364,OFAV_SS
137,OFAV_SS_4JQ12,OFAV,SS,p,17,4.838440111,0.1218,0.0554,8.8,0.3946,0.2527,3.197516413,1.031308621,113.6041067,1.000942339,2.898661486,5.972999425,0.028146134,OFAV_SS
138,OFAV_SS_6JQ16,OFAV,SS,p,23,5.841225627,0.0996,0.0448,8.553,0.3608,0.2199,11.68238843,9.69971092,238.8768081,1.779855569,7.973497854,9.05631855,0.048905495,OFAV_SS
139,OFAV_SS_8EV24,OFAV,SS,p,20,5.339832869,0.1,0.0468,12.856,0.3622,0.2185,5.941228395,1.805580856,194.4505304,1.265501308,NA,8.614501826,0.030553933,OFAV_SS
140,OFAV_SS_9AZ10,OFAV,SS,p,12.5,NA,0.0924,0.0424,10.204,0.3375,0.2182,2.791089928,0.572726082,56.48067274,0.486843011,2.381836199,2.773783928,0.049416726,OFAV_SS
141,OFAV_SS_9AZ7,OFAV,SS,p,20.5,4.317548747,0.0634,0.0252,NA,0.2911,0.1686,9.879772644,7.394279572,187.6615975,1.197791563,7.359499999,18.04264516,0.052646747,OFAV_SS
142,OFAV_SS_9AZ81_P1,OFAV,SS,P1,42,6.025069638,0.1082,0.0502,9.852,0.3633,0.2435,4.337626214,0.496674757,NA,-0.112959763,15.16165049,19.5184466,NA,OFAV_SS
143,OFAV_SS_9DW37_P1,OFAV,SS,P1,22,5.189415042,0.094,0.048,9.009,0.3473,0.227,7.061389971,1.366888164,NA,1.427462932,8.478797638,8.478797638,NA,OFAV_SS
144,OFAV_SS_9DW37_P2,OFAV,SS,P2,12,4.73816156,0.0986,0.0396,12.318,0.3344,0.2155,5.472713345,1.43967231,NA,0.92209197,5.128571428,11.14356261,NA,OFAV_SS
145,OFAV_SS_9EV2_P1,OFAV,SS,P1,37,5.938718663,0.091,0.038,10.619,0.3394,0.2051,6.200706262,1.799777967,NA,1.738618829,7.32060272,3.738180113,NA,OFAV_SS
146,OFAV_SS_9EV41,OFAV,SS,p,26,4.980501393,0.162,0.0646,9.252,0.4404,0.2592,6.532538413,1.317357327,203.8839796,1.937136687,7.308501118,11.48478747,0.032040469,OFAV_SS
147,OFAV_SS_9JQ5,OFAV,SS,p,16.5,5.490250696,0.1216,0.0522,7.882,0.4084,0.249,5.592563382,1.388686587,189.0851725,1.367229316,5.409589041,11.72077626,0.029576954,OFAV_SS
148,OFRA_PP_0CX4,OFRA,PP,p,11.5,4.885793872,0.1602,0.0838,7.564,0.4481,0.2968,9.491940897,5.107076896,178.1013873,0.622568552,3.942552736,2.589139111,0.053295154,OFRA_PP
149,OFRA_PP_0CX5,OFRA,PP,p,17.5,5.554317549,0.1468,0.0602,6.601,0.4239,0.2486,7.880273549,1.803540653,227.6382272,0.521428136,4.174680291,9.137036108,0.034617532,OFRA_PP
150,OFRA_PP_0GT1,OFRA,PP,p,13,5.832869081,0.1252,0.0632,4.464,0.4269,0.2726,5.548377288,1.483789518,134.0963865,0.611567809,2.507342407,5.571872015,0.041376039,OFRA_PP
151,OFRA_PP_0GT5,OFRA,PP,p,15,6.39275766,0.1334,0.0746,6.525,0.4238,0.2841,6.524101525,1.765845915,163.2706972,0.552298315,1.583823529,7.743137255,0.039958802,OFRA_PP
152,OFRA_PP_1GT37_P1,OFRA,PP,P1,17,5.774373259,0.1506,0.071,7.929,0.4251,0.2639,3.674631118,1.141699662,NA,0.389498556,3.164845634,3.532850941,NA,OFRA_PP
153,OFRA_PP_1GT37_P2,OFRA,PP,P2,14.5,5.997214485,0.1566,0.0772,6.277,0.4148,0.2855,5.793848837,1.464454877,NA,0.607118193,4.049796795,3.143125871,NA,OFRA_PP
154,OFRA_PP_1GT42_P2,OFRA,PP,P2,19,7.052924791,0.1306,0.062,5.303,0.4242,0.2488,NA,NA,NA,0.878839011,3.6367891,3.232701422,NA,OFRA_PP
155,OFRA_PP_2CX12_P1,OFRA,PP,P1,15,6.245125348,0.1642,0.079,6.021,0.4702,0.2984,8.652048116,1.880366581,NA,1.029751472,5.103980821,4.803746655,NA,OFRA_PP
156,OFRA_PP_2CX12_P2,OFRA,PP,P2,13,5.044568245,0.1528,0.074,7.446,0.4345,0.2799,9.429886964,4.049479362,NA,0.986283212,3.736692435,6.957979017,NA,OFRA_PP
157,OFRA_PP_2GT10,OFRA,PP,p,18,6.805013928,0.1234,0.0658,6.81,0.4268,0.274,5.903220835,2.036733524,219.1031518,0.576394074,2.777363897,3.174130168,0.026942656,OFRA_PP
158,OFRA_PP_2GT3_P1,OFRA,PP,P1,19.5,4.250696379,0.145,0.0754,5.785,0.4199,0.2777,10.60236276,2.799970626,NA,1.135908895,6.078415793,5.504980341,NA,OFRA_PP
159,OFRA_PP_2GT3_P2,OFRA,PP,P2,18.5,5.200557103,0.152,0.064,6.869,0.4191,0.2727,9.16831743,1.95020693,NA,1.162576206,5.513832351,7.826084628,NA,OFRA_PP
160,OFRA_PP_2GT38,OFRA,PP,p,19.5,6.167130919,0.1068562,0.0506432,6.529,0.3916,0.2459,6.126596872,1.313147087,166.2645099,0.84921656,3.873357046,5.059078591,0.036848494,OFRA_PP
161,OFRA_PP_2GT41_P1,OFRA,PP,P1,10,5.724233983,0.126,0.0476,7.177,0.4394,0.2455,6.670965369,1.443293552,NA,0.598398422,1.746958638,4.542092458,NA,OFRA_PP
162,OFRA_PP_2GT41_P2,OFRA,PP,P2,13,8.493036212,0.12,0.0524,6.325,0.3918,0.2348,2.388374369,0.579012602,NA,0.341569273,2.372531978,2.908265005,NA,OFRA_PP
163,OFRA_PP_2GT7_P1,OFRA,PP,P1,15,4.86908078,0.092000389,0.014400194,5.543,0.436,0.2162,7.786556994,2.013675772,NA,0.85430338,2.926630435,3.080663616,NA,OFRA_PP
164,OFRA_PP_2GT7_P2,OFRA,PP,P2,15,5.328690808,0.1484,0.063,6.131,0.4294,0.2709,9.770669171,2.068777378,NA,1.149472055,4.011304234,5.911395713,NA,OFRA_PP
165,OFRA_PP_2HS11,OFRA,PP,p,12,4.289693593,0.169,0.0816,4.31,0.4542,0.2962,1.924216688,0.266382662,95.42251083,0.212072227,3.077142857,6.434025974,0.020165228,OFRA_PP
166,OFRA_PP_2HS17_P1,OFRA,PP,P1,16.5,5.621169916,0.1968,NA,4.862,0.4783,0.3269,5.715507266,1.210164005,NA,0.793487759,3.449015114,5.870664024,NA,OFRA_PP
167,OFRA_PP_2HS17_P2,OFRA,PP,P2,12,5.334261838,0.1266,0.0546,6.452,0.4037,0.2561,2.519880052,0.459819948,NA,0.43911653,3.486892951,6.298903395,NA,OFRA_PP
168,OFRA_PP_2HS27,OFRA,PP,p,14,6.671309192,NA,NA,5.66,NA,NA,6.091410571,1.6389062,139.3779402,0.743270312,2.518246347,1.468977036,0.043704266,OFRA_PP
169,OFRA_PP_2HS9_P1,OFRA,PP,P1,15,7.356545961,0.1144,0.04,7.595,0.3851,0.2266,4.708085858,1.428625615,NA,0.514377478,1.835100341,3.670200682,NA,OFRA_PP
170,OFRA_PP_2HS9_P2,OFRA,PP,P2,20,6.835654596,0.1802,0.0738,4.005,0.4895,0.2997,4.943003803,1.511267115,NA,0.487621479,1.828647107,2.340668297,NA,OFRA_PP
171,OFRA_PP_4CX12,OFRA,PP,p ,18,5.125348189,0.1792,0.0752,4.739,0.4534,0.2907,7.668942392,1.420147419,190.6211957,0.638481771,3.16076087,14.39902174,0.04023132,OFRA_PP
172,OFRA_PP_4HS15,OFRA,PP,p,11.5,4.030640669,0.1236,0.0436,9.063,0.3892,0.2271,5.02108246,0.962436947,119.9905744,0.540308946,1.283914996,1.141257775,0.041845641,OFRA_PP
173,OFRA_PP_6EV18,OFRA,PP,p,15,5.144846797,0.126,0.0622,6.508,0.4356,0.258,5.547444098,0.851191527,90.05775131,0.368748183,4.446196535,5.831077422,0.061598741,OFRA_PP
174,OFRA_PP_6GT17,OFRA,PP,p,14,4.245125348,0.1942,0.0492,5.213,0.5002,0.2351,5.952050394,1.434833957,169.704451,0.588042201,3.957480315,2.63832021,0.035073036,OFRA_PP
175,OFRA_PP_8CX24,OFRA,PP,p,11.5,5.590529248,0.1346,0.0708,6.612,0.417,0.2642,5.788213912,1.111475716,105.5952499,0.322463741,1.851345291,4.114100648,0.054815097,OFRA_PP
176,OFRA_PP_8HS21,OFRA,PP,p,22.5,NA,0.154,0.0684,5.278,0.4801,0.3005,8.02389013,1.704690968,141.2190331,0.720767595,2.229774207,6.632148924,0.056818758,OFRA_PP
177,OFRA_PP_8HS23,OFRA,PP,p,12,5.660167131,0.08705432,0.04804108,6.633,0.3508,0.212,7.532604429,1.835405167,211.4021372,0.794113177,3.021112205,3.816141732,0.035631638,OFRA_PP
178,OFRA_PP_8HS24,OFRA,PP,p,18,4.832869081,NA,NA,5.297,0.5576,NA,3.080157925,0.774229539,267.2325648,1.154311969,5.772968299,3.724495677,0.011526132,OFRA_PP
179,OFRA_PP_9CX5_P1,OFRA,PP,P1,17.5,6.596100279,0.1078,0.0392,9.335,0.3801,0.2131,3.463091049,0.980712046,NA,0.360274921,2.520428632,5.040857263,NA,OFRA_PP
180,OFRA_PP_9CX5_P2,OFRA,PP,P2,11,6.456824513,0.1902,0.0624,6.362,0.4565,0.2702,2.782613956,0.833966447,NA,0.469458004,2.001757981,2.896160483,NA,OFRA_PP
181,OFRA_PP_9GT30_P1,OFRA,PP,P1,13.5,9.334261838,0.1774,0.0742,5.691,0.4611,0.289,3.023530461,0.497991976,NA,0.453292532,1.98864145,3.615711728,NA,OFRA_PP
182,OFRA_PP_9GT30_P2,OFRA,PP,P2,15.5,7.637883008,0.192,0.0758,4.825,0.4652,0.2844,4.235980699,0.973635298,NA,0.508399503,2.638165573,2.638165573,NA,OFRA_PP
183,OFRA_PS_0CX4,OFRA,PS,p,17.5,NA,0.1932,0.0712,4.216,0.5046,0.2791,NA,NA,NA,NA,NA,NA,NA,OFRA_PS
184,OFRA_PS_0CX5,OFRA,PS,p,22,5.125348189,0.1272,0.0394,4.239,0.4218,0.2057,4.896402301,2.291922337,106.4155344,0.65537796,7.404375001,14.59413044,0.046012101,OFRA_PS
185,OFRA_PS_0GT1,OFRA,PS,p,15,4.743732591,0.1466,0.0532,5.839,0.4521,0.2554,5.052719465,1.229253523,165.4815032,1.200981902,6.482237228,5.375513799,0.030533439,OFRA_PS
186,OFRA_PS_0GT3,OFRA,PS,p,27.5,6.437325905,0.0984,0.0392,10.605,0.3608,0.1797,6.591207378,1.352502596,244.9257176,1.219493836,NA,NA,0.026911047,OFRA_PS
187,OFRA_PS_0GT5_P1,OFRA,PS,P1,23.5,6.348467967,0.1292,0.048,7.223,0.4128,0.2071,3.09654827,0.758289248,NA,0.632014604,2.683718354,4.812184634,NA,OFRA_PS
188,OFRA_PS_0GT5_P2,OFRA,PS,P2,17,3.309192201,0.1088,0.0198,6.141,0.4017,0.2205,5.118283347,1.252065383,NA,0.706581237,4.366624579,9.246969696,NA,OFRA_PS
189,OFRA_PS_1GT37,OFRA,PS,p,15.5,4.91643454,0.13575,0.05425,7.112,0.409875,0.2455,3.586475258,0.838852316,78.81728046,0.664968631,4.256133145,9.458073655,0.045503667,OFRA_PS
190,OFRA_PS_1GT42,OFRA,PS,p,21.5,3.846796657,0.131333333,0.051666667,5.013,0.412166667,0.222166667,3.891759734,0.767658201,370.2756155,0.28700266,5.589065895,6.706879074,0.01051044,OFRA_PS
191,OFRA_PS_1GT43,OFRA,PS,p,17.5,5.515320334,0.1228,0.0444,5.985,0.4023,0.2274,3.010179493,0.821325821,63.32738846,0.857729422,3.648926768,8.249747475,0.047533612,OFRA_PS
192,OFRA_PS_2CX10,OFRA,PS,p,22.5,6.646239554,0.1608,0.071,5.105,0.4715,0.2727,2.892829448,0.825861746,264.3412091,0.761363295,4.739522213,4.739522213,0.010943543,OFRA_PS
193,OFRA_PS_2CX12,OFRA,PS,p,20.5,7.325905292,0.1084,0.058,6.942,0.3973,0.238,3.46754642,1.030469915,133.2296472,1.17852072,5.736492396,4.19743346,0.026026838,OFRA_PS
194,OFRA_PS_2CX13,OFRA,PS,p,14.5,5.169916435,0.1236,0.0584,6.283,0.4202,0.2521,3.138655664,0.699909766,53.52278644,0.527865754,3.225390625,6.450781249,0.058641485,OFRA_PS
195,OFRA_PS_2CX8,OFRA,PS,p,21,6.002785515,0.1344,0.0406,7.005,0.4215,0.2161,3.348470464,1.052923678,99.55794663,0.964027703,3.760754061,6.646914153,0.033633382,OFRA_PS
196,OFRA_PS_2GT10,OFRA,PS,p,18,5.04735376,0.133,0.0608,8.954,0.4291,0.2522,5.462654553,1.381377318,230.0215232,1.381484242,6.062582782,4.992715232,0.02374845,OFRA_PS
197,OFRA_PS_2GT3,OFRA,PS,p,16,4.442896936,0.1366,0.056,5.873,0.4231,0.2356,5.064623448,1.780459937,322.6123302,1.57961372,5.942068965,5.76200627,0.015698791,OFRA_PS
198,OFRA_PS_2GT31,OFRA,PS,p,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OFRA_PS
199,OFRA_PS_2GT38,OFRA,PS,p,15,5.754874652,0.1122,0.0564,7.692,0.3934,0.2084,2.301744313,0.612198391,NA,0.569495812,3.192945305,6.776863504,NA,OFRA_PS
200,OFRA_PS_2GT41,OFRA,PS,p,24,5.331476323,0.1054,0.05,13.141,0.3914,0.2475,4.987511599,1.441852038,233.3312435,1.248336308,6.414733542,4.501567398,0.021375241,OFRA_PS
201,OFRA_PS_2GT7,OFRA,PS,p,33,5.490250696,0.1172,0.0428,9.938,0.3911,0.2061,5.311114485,1.276061948,176.0620878,1.456796892,6.010654491,5.409589041,0.030166145,OFRA_PS
202,OFRA_PS_2HS11,OFRA,PS,p,27.5,6.359331476,0.1616,0.0512,5.998,0.4875,0.2221,4.226046941,1.0801155,171.5327055,1.128678136,4.324353921,6.918966273,0.024636975,OFRA_PS
203,OFRA_PS_2HS17,OFRA,PS,p,17,4.777158774,0.142666667,0.039,7.68,0.434,0.213166667,4.213916881,1.053701633,150.6474247,1.088390006,4.359285715,4.2703207,0.027972047,OFRA_PS
204,OFRA_PS_2HS27,OFRA,PS,p,17,5.841225627,0.1164,0.0506,6.091,0.3881,0.2423,4.401004168,1.210632058,193.7806787,1.159613859,4.583798283,6.111731044,0.022711264,OFRA_PS
205,OFRA_PS_2HS9,OFRA,PS,p,15,4.802228412,0.14575,0.06225,4.95,0.451125,0.254125,3.903682497,0.999770229,87.45939676,0.378685142,3.279727378,5.622389791,0.044634226,OFRA_PS
206,OFRA_PS_4CX12,OFRA,PS,p,22.5,6.688022284,0.1868,0.0638,6.531,0.5006,0.2522,5.786940572,1.403385725,271.9413786,1.252292683,4.121173469,10.42909205,0.021280103,OFRA_PS
207,OFRA_PS_4HS13,OFRA,PS,p,22,4.353760446,0.0938,0.0314,12.212,0.352,0.1877,5.03988072,1.00341993,168.4367669,1.068748084,7.57965451,3.537172105,0.0299215,OFRA_PS
208,OFRA_PS_4HS15,OFRA,PS,p,22.5,3.91643454,0.1064,0.0436,11.64,0.3957,0.2079,5.346939234,1.262468439,123.039207,0.940739977,5.745021338,6.319523471,0.043457198,OFRA_PS
209,OFRA_PS_6CX18,OFRA,PS,p,18.5,5.682451253,0.1208,0.0598,9.314,0.4046,0.2455,3.479570838,1.229165846,125.8846405,0.749249954,2.278946079,4.557892157,0.027640948,OFRA_PS
210,OFRA_PS_6EV18,OFRA,PS,p,24.5,6.197771588,0.1208,0.0574,9.709,0.4105,0.2512,5.053294756,1.229393483,264.8532584,1.489887603,6.720157303,6.324853932,0.019079602,OFRA_PS
211,OFRA_PS_6GT17,OFRA,PS,p,14,3.158774373,0.147333333,0.042,8,0.423833333,0.207666667,2.00035391,0.457060185,96.21347736,0.798022342,4.653703704,5.761728396,0.020790787,OFRA_PS
212,OFRA_PS_8CX24,OFRA,PS,p,30,8.317548747,0.1236,0.05123686,8.78,0.40835,0.23955,5.452297471,1.581776122,170.3226166,1.117845092,5.770931011,3.96751507,0.032011588,OFRA_PS
213,OFRA_PS_8HS23,OFRA,PS,p,14,4.125348189,0.1405,0.0535,7.692,0.4475,0.2265,4.343649517,0.825590918,152.7143822,0.87983138,4.411748819,6.447940581,0.028442963,OFRA_PS
214,OFRA_PS_8HS24,OFRA,PS,p,18.5,4.04735376,0.147,0.066,5.78,0.482,0.2501,3.221447463,0.820360091,103.0354296,0.918842656,5.485065383,5.027976601,0.031265434,OFRA_PS
215,OFRA_PS_9CX5,OFRA,PS,p,17.5,8.013927577,0.1144,0.04,9.574,0.3849,0.2116,4.718717254,1.241323297,144.3060624,1.065929781,3.821472019,3.057177615,0.032699369,OFRA_PS
216,OFRA_PS_9CX6,OFRA,PS,p,17,6.554317549,0.1768,0.0632,5.217,0.5043,0.2578,3.897481796,1.086764556,147.4091939,1.213201343,4.733521037,6.484275393,0.026439883,OFRA_PS
217,OFRA_PS_9GT30,OFRA,PS,p,21,6.590529248,0.1612,0.0622,6.482,0.4356,0.2716,1.766880104,0.438367678,47.26479289,0.66465385,2.628772189,0.637278107,0.037382584,OFRA_PS
218,OFRA_PS_9GT47,OFRA,PS,p,20,6.545961003,0.1458,0.0768,9.836,0.4424,0.3002,4.565283333,1.151473404,153.9541371,1.162217452,6.339787234,3.055319149,0.029653528,OFRA_PS
