"","bag_number","depth","act_depth","species","colony_number","site","colony_id","airbrush_volume","Host_AFDW_mg.cm2","Sym_AFDW_mg.cm2","sym.cm2","W","H","CW","CH","A","CA","di","Cdi","A.CA","D","chla.ug.cm2","chlc2.ug.cm2"
"129","215",30,30,"PPOR",3,"Media Luna","30PP3ML","36.5",NA,NA,-31.2583492329936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.1931239629927,-4.45357810396808
"130","219",30,31,"PPOR",4,"Media Luna","30PP4ML","14",NA,NA,101.071298003813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3763785665633,1.94550763282567
"131","324",30,33,"PPOR",5,"Media Luna","30PP5ML","22.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0154703753066,4.34298155682406
"132","341",45,44,"PPOR",1,"Media Luna","45PP1ML","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","346",45,46,"PPOR",2,"Media Luna","45PP2ML","14.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6283260634088,3.28171322267204
"134","349",45,46,"PPOR",3,"Media Luna","45PP3ML","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9739729444645,1.89146339525431
"135","365",45,45,"PPOR",4,"Media Luna","45PP4ML","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.72565001792446,1.36368942781358
"136","370",45,44,"PPOR",5,"Media Luna","45PP5ML","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9829805582824,4.67155926625183
"137","162",55,57,"PPOR",1,"Media Luna","55PP1ML","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15047956401442,1.21071770923619
"138","165",55,54,"PPOR",2,"Media Luna","55PP2ML","15",NA,NA,31.4638239692546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8738579066814,1.57198620094901
"139","169",55,52,"PPOR",3,"Media Luna","55PP3ML","23.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9998779319992,5.60637685784009
"140","174",55,56,"PPOR",4,"Media Luna","55PP4ML","15",NA,NA,33.3918974777447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.90815600449925,0.722378048768542
"141","179",55,59,"PPOR",5,"Media Luna","55PP5ML","17.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","5",15,15,"AAGA",1,"Turrumote","15AA1AT","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98472727763318,0.752418007130826
"143","5",15,15,"AAGA",1,"Turrumote","15AA1BT","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5369200031237,0.485519087529607
"144","7",15,15,"AAGA",2,"Turrumote","15AA2AT","13",NA,NA,24.5153696472681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41483966242217,0.787124961008025
"145","7",15,15,"AAGA",2,"Turrumote","15AA2BT","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36154966463666,0.215400000032768
"146","263",15,16,"AAGA",3,"Turrumote","15AA3T","33.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.50886278795247,1.63510463986863
"147","265",15,16,"AAGA",4,"Turrumote","15AA4T","13",NA,NA,5.51107269981502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38705104956571,1.69383218781909
"148","268",15,15,"AAGA",5,"Turrumote","15AA5T","39",NA,NA,27.1642624449424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.67760207464229,1.61305952335272
"149","92/ PAN 82",30,31,"AAGA",1,"Turrumote","30AA1T","12",NA,NA,28.3020012055725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57798574906851,0.644632504580657
"150","100/ PAN 90",30,29,"AAGA",2,"Turrumote","30AA2T","23",NA,NA,32.4792132857201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21956779399581,0.880718667309025
"151","115",30,30,"AAGA",3,"Turrumote","30AA3T","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6574799409629,1.56307964600663
"152","120",30,30,"AAGA",4,"Turrumote","30AA4T","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38207527407744,1.26041815051838
"153","121",30,30,"AAGA",5,"Turrumote","30AA5T","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.57870456190108,1.0616538037719
"154","25",45,47,"AAGA",1,"Turrumote","45AA1T","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.10642434382022,0.668688802851952
"155","26",45,46,"AAGA",2,"Turrumote","45AA2T","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.98262033329388,1.0399848879996
"156","28",45,46,"AAGA",3,"Turrumote","45AA3T","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78554929052958,1.60149071121004
"157","30",45,47,"AAGA",4,"Turrumote","45AA4T","22",NA,NA,35.7974184559168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55934598467649,1.32436829732575
"158","34",45,45,"AAGA",5,"Turrumote","45AA5T","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.39761546544681,0.855418280228101
"159","55",55,54,"AAGA",1,"Turrumote","55AA1T","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.30401309046089,1.14754723962295
"160","59",55,56,"AAGA",2,"Turrumote","55AA2T","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.27149644041607,1.8113439474717
"161","62",55,54,"AAGA",3,"Turrumote","55AA3T","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.72940921399379,1.69663399991355
"162","65",55,56,"AAGA",4,"Turrumote","55AA4T","14",NA,NA,48.5901415944687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.42852916776483,2.37243077255472
"163","69",55,54,"AAGA",5,"Turrumote","55AA5T","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.06135710331173,1.78418033587024
"164","10",15,15,"CNAT",1,"Turrumote","15CN1AT","16",NA,NA,110.052262080268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8890793540706,2.34789360352621
"165","10",15,15,"CNAT",1,"Turrumote","15CN1BT","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","201",15,15,"CNAT",2,"Turrumote","15CN2T","17",NA,NA,13.0007793513966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45123496395622,0.413527228540032
"167","208",15,16,"CNAT",3,"Turrumote","15CN3T","12",NA,NA,14.5931168875896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96614192298702,1.0135362600509
"168","269",15,15,"CNAT",4,"Turrumote","15CN4T","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88763156093432,0.716238313801144
"169","272",15,22,"CNAT",5,"Turrumote","15CN5T","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5653693607099,1.74998373575551
"170","94/ PAN 84",30,31,"CNAT",1,"Turrumote","30CN1T","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11833205864984,0.879668402594698
"171","99/ PAN 89",30,30,"CNAT",2,"Turrumote","30CN2T","22",NA,NA,41.6643587212574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58289345814606,0.719965698815653
"172","101/ PAN 91",30,30,"CNAT",3,"Turrumote","30CN3T","20",NA,NA,59.1898808045763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9729782979188,1.20822943133129
"173","111",30,30,"CNAT",4,"Turrumote","30CN4T","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71085448965449,0.651316832133445
"174","114",30,30,"CNAT",5,"Turrumote","30CN5T","23",NA,NA,53.8451070591251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12146204698249,1.37937400004036
"175","18",45,45,"CNAT",1,"Turrumote","45CN1T","25",NA,NA,9.23519148122375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.399801617508,1.01753558756522
"176","23",45,46,"CNAT",2,"Turrumote","45CN2T","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22372496552222,0.331852377117243
"177","39",45,47,"CNAT",3,"Turrumote","45CN3T","13.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.93648171378127,3.00817890077471
"178","42",45,42,"CNAT",4,"Turrumote","45CN4T","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766892671190688,0.220763667231611
"179","43",45,44,"CNAT",5,"Turrumote","45CN5T","29",NA,NA,21.6268966784304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.72375613326188,1.6529774942754
"180","45",45,47,"CNAT",6,"Turrumote","45CN6T","38",NA,NA,34.6018252366419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.07464365595249,1.75380984950027
"181","50",45,44,"CNAT",7,"Turrumote","45CN7T","17.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.88136662258305,1.91181175586801
"182","66",55,53,"CNAT",1,"Turrumote","55CN1T","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10389223317353,0.353230474822753
"183","67",55,53,"CNAT",2,"Turrumote","55CN2T","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.62855680299105,1.57900986289257
"184","80",55,53,"CNAT",3,"Turrumote","55CN3T","16",NA,NA,16.0843225270074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38013327578434,0.734526056855322
"185","81",55,53,"CNAT",4,"Turrumote","55CN4T","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.30386407679166,2.43932608065486
"186","84",55,55,"CNAT",5,"Turrumote","55CN5T","20",NA,NA,8.6910910260038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89644541777983,0.875350133680005
"187","87",55,53,"CNAT",6,"Turrumote","55CN6T","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.90103198289186,1.05785919414612
"188","71",15,16,"MCAV",1,"Turrumote","15MC1T","17",NA,NA,18.4688798571225,0.5484,0.4968,1.1002,0.8894,0.2074,0.8164,0.5226,0.9948,0.254042136207741,1.091,0.744807351266271,0.241087795866258
"189","258",15,18,"MCAV",2,"Turrumote","15MC2T","37",NA,NA,100.441803440765,0.6244,0.5092,1.1092,0.8418,0.2428,0.758,0.5668,0.9755,0.320316622691293,1.664,5.41149355971227,2.49044251814613
"190","206",15,15,"MCAV",3,"Turrumote","15MC3T","18.5",NA,NA,NA,0.509333333333333,0.553666666666667,0.783,0.904666666666667,0.23,0.582,0.5315,0.843833333333333,0.395189003436426,1.647,3.34732985623775,1.35841306002256
"191","207",15,16,"MCAV",4,"Turrumote","15MC4T","23",NA,NA,67.173136653763,0.5208,0.3876,0.923,0.6206,0.164,0.4622,0.4542,0.7718,0.354824751189961,2.322,7.11668258364214,1.68671467410891
"192","261",15,15,"MCAV",5,"Turrumote","15MC5T","15.5",NA,NA,NA,0.5362,0.477,0.809,0.783,0.205,0.4462,0.5066,0.796,0.459435230838189,2.271,6.09180973622286,1.99189673193211
"193","98/ PAN 88",30,31,"MCAV",1,"Turrumote","30MC1T","23",NA,NA,32.4010477092101,0.597,0.4816,1,0.7622,0.2304,0.5876,0.5393,0.8811,0.392103471749489,2.062,3.22188915735596,1.00447238177837
"194","122",30,31,"MCAV",2,"Turrumote","30MC2T","15",NA,NA,79.5502413135567,0.654,0.6488,1.0584,1.1056,0.3596,0.922,0.6514,1.082,0.39002169197397,1.602,4.95916335619738,1.56625367445649
"195","123",30,32,"MCAV",3,"Turrumote","30MC3T","17",NA,NA,NA,0.535333333333333,0.476666666666667,0.819,0.716666666666667,0.220333333333333,0.489,0.506,0.767833333333333,0.450579413769598,3.373,5.14499232933171,1.30393251976189
"196","124",30,30,"MCAV",4,"Turrumote","30MC4T","20",NA,NA,NA,0.569,0.538,1.0046,0.945,0.2516,0.7104,0.5535,0.9748,0.354166666666667,1.374,3.80933274996997,1.23266159144084
"197","125",30,30,"MCAV",5,"Turrumote","30MC5T","23",NA,NA,86.9809348837651,0.632,0.4432,1.2236,0.7818,0.2472,0.7038,0.5376,1.0027,0.351236146632566,1.49,5.35192679597476,1.47697678283536
"198","12",45,45,"MCAV",1,"Turrumote","45MC1T","37",NA,NA,NA,0.9062,0.6888,1.6382,1.1862,0.5134,1.4936,0.7975,1.4122,0.343733261917515,0.994,2.86115884619715,0.828383915003952
"199","13",45,49,"MCAV",2,"Turrumote","45MC2T","43",NA,NA,20.9840587025172,0.6328,0.5716,1.016,0.918,0.291,0.7,0.6022,0.967,0.415714285714286,1.403,3.35136916298362,1.21522226709435
"200","14",45,44,"MCAV",3,"Turrumote","45MC3T","19.5",NA,NA,NA,0.8515,0.72,1.59,1.402,0.478,1.664,0.78575,1.496,0.287259615384615,0.871,3.89796857467913,1.06549590754823
"201","16",45,46,"MCAV",4,"Turrumote","45MC4T","25",NA,NA,NA,0.544,0.5138,0.9374,0.8846,0.2262,0.6556,0.5289,0.911,0.345027455765711,1.682,3.12810834104857,0.9258799132562
"202","20",45,46,"MCAV",5,"Turrumote","45MC5T","25",NA,NA,40.3718096442283,0.736,0.6815,1.1135,1.0025,0.4175,0.899,0.70875,1.058,0.46440489432703,0.78,2.22308613679427,0.713355772745323
"203","56",55,54,"MCAV",1,"Turrumote","55MC1T","17",NA,NA,15.2902490112344,0.5722,0.4958,0.9082,0.8138,0.2292,0.5506,0.534,0.861,0.416273156556484,2.054,3.84017886194436,1.22364477296969
"204","60",55,57,"MCAV",2,"Turrumote","55MC2T","24.5",NA,NA,24.6765147282371,0.7006,0.603,1.0408,0.9546,0.3636,0.8182,0.6518,0.9977,0.444390124663896,1.561,7.81294619252767,2.93664948641847
"205","61",55,54,"MCAV",3,"Turrumote","55MC3T","17.5",NA,NA,NA,0.5408,0.4936,0.859,0.7918,0.2208,0.5628,0.5172,0.8254,0.392324093816631,1.827,0.883182080855328,0.460014147958724
"206","73",55,55,"MCAV",4,"Turrumote","55MC4T","20",NA,NA,NA,0.6898,0.6736,1.0366,1.0542,0.3874,0.93,0.6817,1.0454,0.416559139784946,1.285,4.56439874947989,1.42689322565377
"207","77",55,54,"MCAV",5,"Turrumote","55MC5T","22",NA,NA,7.63872821465457,0.6418,0.5188,1.0646,0.9816,0.2664,0.925,0.5803,1.0231,0.288,0.921,2.49960282268966,0.872248823061074
"208","2",15,15,"OFAV",2,"Turrumote","15OF2AT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2",15,15,"OFAV",2,"Turrumote","15OF2BT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","1",15,15,"OFAV",1,"Turrumote","15OFA1AT","19.5",4.84580650407822,5.86004507469924,71.9358097160579,0.3334,0.3124,0.2402,0.2344,0.0826,0.0444,0.3229,0.2373,1.86036036036036,13.514,4.28125126415736,0.963301255740945
"211","1",15,15,"OFAV",1,"Turrumote","15OFA1BT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","72",15,15,"OFAV",3,"Turrumote","15OFA3T","22",1.21238273944361,1.21238273944361,NA,0.4072,0.3956,0.237,0.2548,0.117,0.0436,0.4014,0.2459,2.68348623853211,7.884,1.06343927474974,0.265915947517964
"213","259",15,15,"OFAV",4,"Turrumote","15OFA4T","15",1.21249648186441,4.84998592745765,90.937236139831,0.3426,0.472,0.2294,0.2576,0.1282,0.0466,0.4073,0.2435,2.75107296137339,8.975,4.58312302990231,0.683848015771529
"214","264",15,15,"OFAV",5,"Turrumote","15OFA5T","17.5",2.58539094644126,6.83281892988047,176.976165970478,0.3882,0.444,0.238,0.2706,0.1288,0.0498,0.4161,0.2543,2.5863453815261,7.136,6.28297706603881,0.818230066853187
"215","91/PAN 81",30,30,"OFAV",1,"Turrumote","30OFA1T","25.5",1.34414154295533,2.38958496525392,17.6729721428398,0.4376,0.4374,0.2602,0.2558,0.1408,0.0526,0.4375,0.258,2.67680608365019,6.761,1.38322121374125,0.256731034704468
"216","97/ PAN 87",30,30,"OFAV",2,"Turrumote","30OFA2T","28",3.3576306409314,4.17838479760352,86.3035431360031,0.455,0.3728,0.2656,0.23,0.13,0.0474,0.4139,0.2478,2.74261603375527,5.247,6.85512525156115,1.83516898731174
"217","108",30,30,"OFAV",3,"Turrumote","30OFA3T","37",3.43175682836266,5.74293999848445,162.016274800683,0.356,0.4008,0.2302,0.243,0.11,0.0422,0.3784,0.2366,2.60663507109005,7.566,6.70732203046573,1.38485395195161
"218","117",30,30,"OFAV",4,"Turrumote","30OFA4T","17.5",4.26613721512549,5.88432719327653,184.0486783165,0.4028,0.4618,0.2628,0.2828,0.142,0.0558,0.4323,0.2728,2.54480286738351,9.445,8.68046140340165,1.46215723540933
"219","119",30,28,"OFAV",5,"Turrumote","30OFA5T","25.5",1.40824018042065,3.47365911170428,73.3849605161613,0.4302,0.4426,0.273,0.2858,0.1514,0.061,0.4364,0.2794,2.48196721311475,9.804,3.4176189760801,0.723624216709154
"220","24",45,46,"OFAV",1,"Turrumote","45OFA1T","19",1.29512658227091,4.51633885099601,90.4374715951737,0.439,0.4812,0.304,0.3256,0.1768,0.0712,0.4601,0.3148,2.48314606741573,5.342,3.67729607592788,0.617875004864939
"221","29",45,47,"OFAV",2,"Turrumote","45OFA2T","20.5",NA,NA,90.1925931478099,0.5052,0.4422,0.2662,0.2316,0.182,0.05,0.4737,0.2489,3.64,4.809,2.75608441998462,0.670515453414773
"222","48",45,45,"OFAV",3,"Turrumote","45OFA3T","30.5",3.55881396927748,3.75293109487444,162.411328416118,0.3892,0.4742,0.2678,0.287,0.1516,0.059,0.4317,0.2774,2.56949152542373,5.487,5.69699253915842,1.20624381845947
"223","52",45,44,"OFAV",4,"Turrumote","45OFA4T","20",2.57087770917931,9.49247154158515,209.185946978879,0.3838,0.3816,0.2324,0.2156,0.1334,0.0406,0.3827,0.224,3.28571428571429,6.481,7.06369525245082,1.71497319184638
"224","53",45,45,"OFAV",5,"Turrumote","45OFA5T","22",3.19320209708084,5.10912335532935,67.9014239005069,0.4526,0.4756,0.2612,0.2634,0.1748,0.0506,0.4641,0.2623,3.45454545454546,4.801,6.29409496112538,1.11949261106969
"225","54",45,45,"OFAV",6,"Turrumote","45OFA6T","35.5",3.75768932309172,3.50340959446145,141.078160513492,0.439,0.4804,0.2666,0.294,0.1548,0.0608,0.4597,0.2803,2.54605263157895,5.293,5.40740911360626,1.29592251031256
"226","75",55,54,"OFAV",1,"Turrumote","55OFA1T","26.5",1.4313189565476,8.11080742043638,122.258494205107,0.4548,0.456,0.2732,0.2752,0.1636,0.0566,0.4554,0.2742,2.8904593639576,6.41,7.22875711346392,1.39225587669182
"227","85",55,55,"OFAV",2,"Turrumote","55OFA2T","23.5",0.843649999949803,5.90554999964862,62.5707083155495,0.3354,0.4606,0.2376,0.272,0.136,0.0496,0.398,0.2548,2.74193548387097,8.23,2.70291399150584,0.37025689372797
"228","103",55,55,"OFAV",3,"Turrumote","55OFA3T","30.5",NA,NA,126.443603859521,0.4178,0.5304,0.28,0.3256,0.175,0.0726,0.4741,0.3028,2.41046831955923,4.733,7.03301258732497,1.54766971117737
"229","105",55,53,"OFAV",4,"Turrumote","55OFA4T","17.5",1.53284364226614,2.50436426060383,81.7516609237391,0.4054,0.5934,0.3024,0.3768,0.1832,0.0894,0.4994,0.3396,2.04921700223714,4.241,2.82018042605382,0.536171434587035
"230","106",55,53,"OFAV",5,"Turrumote","55OFA5T","20",1.72683544230352,5.27139240282128,150.264978845102,0.394,0.4184,0.273,0.2882,0.1288,0.0628,0.4062,0.2806,2.05095541401274,8.815,5.29179632686324,0.76303405030838
"231","266",15,15,"OFRA",1,"Turrumote","15OFR1T",NA,NA,NA,NA,0.4584,0.3616,0.3006,0.2566,0.1316,0.0602,0.41,0.2786,2.18604651162791,7.561,NA,NA
"232","270",15,18,"OFRA",2,"Turrumote","15OFR2T","23.5",2.62764742578387,6.65670681198579,134.3992998112,0.366,0.4096,0.2142,0.229,0.1094,0.0396,0.3878,0.2216,2.76262626262626,8.902,5.4222818454763,1.10391847769557
"233","271",15,19,"OFRA",3,"Turrumote","15OFR3T","23.5",2.38172657600451,2.35814512475694,172.065989301207,0.3342,0.4398,0.2412,0.2886,0.117,0.0542,0.387,0.2649,2.15867158671587,7.46,4.15093281633715,0.943092979744044
"234","273",15,22,"OFRA",4,"Turrumote","15OFR4T","33.5",1.46468152448058,4.68698087833786,56.8784658624469,0.369,0.3736,0.2236,0.2302,0.0964,0.0396,0.3713,0.2269,2.43434343434343,9.259,2.19244515695687,0.386675922462873
"235","274",15,27,"OFRA",5,"Turrumote","15OFR5T","20",2.26931980042433,5.62535612499553,72.8739316192602,0.4482,0.4952,0.281,0.3008,0.1736,0.065,0.4717,0.2909,2.67076923076923,5.081,4.67309413550291,0.692941595397177
"236","116",30,30,"OFRA",1,"Turrumote","30OFR1T","26.5",1.1377970023216,5.00630681021506,161.567174329668,0.3392,0.3546,0.2088,0.1868,0.07360017142,0.0326,0.3469,0.1978,2.25767396993865,10.13,6.52598641308254,1.19055285666258
"237","118",30,30,"OFRA",2,"Turrumote","30OFR2T","25.5",1.47452950146594,4.34598168853119,152.54050811012,0.4534,0.4568,0.3066,0.3146,0.1522,0.0702,0.4551,0.3106,2.16809116809117,6.369,2.76932161738477,0.372460978282572
"238","126",30,30,"OFRA",3,"Turrumote","30OFR3T","22",2.01713489746663,5.68465289286051,65.8115729193832,0.3766,0.4638,0.2356,0.2896,0.14,0.0554,0.4202,0.2626,2.52707581227437,6.936,5.30341439723932,1.52046127294042
"239","127",30,30,"OFRA",4,"Turrumote","30OFR4T","20.5",3.93011273909333,7.56910601603159,81.1899833278866,0.3802,0.4608,0.2596,0.2842,0.138,0.0584,0.4205,0.2719,2.36301369863014,9.045,5.07599128874255,1.04050947765255
"240","257",30,30,"OFRA",5,"Turrumote","30OFR5T","22.5",2.88116280924088,5.37817057724965,53.2837270139209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66268704429281,0.332678265707013
"241","11",45,48,"OFRA",1,"Turrumote","45OFR1T","19.5",1.09042056074914,4.45650142219214,59.1039550287493,0.3906,0.4614,0.2248,0.254,0.138,0.0444,0.426,0.2394,3.10810810810811,8.047,3.73970793546491,0.681868422390197
"242","15",45,45,"OFRA",2,"Turrumote","45OFR2T","22",2.87625260060861,3.41357451500802,114.734032309992,0.4758,0.485,0.2852,0.3068,0.1752,0.069,0.4804,0.296,2.53913043478261,5.364,4.29199048781295,0.959751760631654
"243","21",45,46,"OFRA",3,"Turrumote","45OFR3T","17.5",1.14396749420505,3.22005665035496,78.171112104012,0.4868,0.4612,0.3104,0.2894,0.1742,0.0724,0.474,0.2999,2.4060773480663,5.185,2.79152077780356,0.518429120707149
"244","27",45,46,"OFRA",4,"Turrumote","45OFR4T","25",2.12111120708509,3.2395152980936,122.124584655496,0.42,0.3966,0.2326,0.2362,0.1244,0.0424,0.4083,0.2344,2.93396226415094,7.571,2.23647394631165,0.395760785583768
"245","31",45,45,"OFRA",5,"Turrumote","45OFR5T","17",1.66280548216095,3.0232826948381,83.0842873869977,0.4798,0.377,0.306,0.2602,0.1456,0.0652,0.4284,0.2831,2.23312883435583,5.272,4.26254306746721,1.03970691875482
"246","35",45,46,"OFRA",6,"Turrumote","45OFR6T","24",2.06784000024814,2.75712000033085,111.433600008777,0.4528,0.4432,0.265,0.2546,0.161,0.0558,0.448,0.2598,2.88530465949821,6.711,4.00374032048045,0.983257920117991
"247","40",45,47,"OFRA",7,"Turrumote","45OFR7T","26.5",2.49593726252065,3.76199239568329,101.163833978486,0.5468,0.477,0.2906,0.2786,0.214,0.0666,0.5119,0.2846,3.21321321321321,5.058,3.66334861430802,0.684465577991531
"248","46",45,47,"OFRA",8,"Turrumote","45OFR8T","24.5",4.284108388638,3.96843724421204,139.684481408486,0.42,0.4444,0.2602,0.2688,0.1438,0.0558,0.4322,0.2645,2.57706093189964,7.067,6.91591884755424,1.03688951768372
"249","64",55,53,"OFRA",1,"Turrumote","55OFR1T","23.5",2.52352785879647,3.46366568854418,84.3649999852547,0.3978,0.402,0.2552,0.2576,0.1302,0.0538,0.3999,0.2564,2.42007434944238,6.941,3.39092046226169,1.00735768457467
"250","68",55,53,"OFRA",2,"Turrumote","55OFR2T","17",1.85522404827843,3.02332807867596,90.241762352939,0.4582,0.4694,0.2522,0.2432,0.1908,0.0512,0.4638,0.2477,3.7265625,5.711,3.35932976741972,0.780568340312702
"251","79",55,52,"OFRA",3,"Turrumote","55OFR3T","43.5",2.44101987682907,3.85741412634717,166.752798130035,0.4296,0.5108,0.2564,0.2896,0.1758,0.0598,0.4702,0.273,2.93979933110368,6.111,5.46986345790673,1.44987539869288
"252","79",55,52,"OFRA",3,"Turrumote","55OFR3T","43.5",1.38625820165602,3.85741412634717,166.752798130035,0.4296,0.5108,0.2564,0.2896,0.1758,0.0598,0.4702,0.273,2.93979933110368,6.111,5.46986345790673,1.44987539869288
"253","79",55,52,"OFRA",3,"Turrumote","55OFR3T","43.5",2.44101987682907,3.85741412634717,166.752798130035,0.4296,0.5108,0.2564,0.2896,0.1758,0.0598,0.4702,0.273,2.93979933110368,6.111,5.46986345790673,1.44987539869288
"254","79",55,52,"OFRA",3,"Turrumote","55OFR3T","43.5",1.38625820165602,3.85741412634717,166.752798130035,0.4296,0.5108,0.2564,0.2896,0.1758,0.0598,0.4702,0.273,2.93979933110368,6.111,5.46986345790673,1.44987539869288
"255","83",55,54,"OFRA",4,"Turrumote","55OFR4T","19.5",1.78584183697561,6.2958491879818,98.8771186614423,0.4828,0.4466,0.2996,0.2834,0.173,0.0674,0.4647,0.2915,2.56676557863501,5.074,5.29794700218478,1.03018859188923
"256","104",55,55,"OFRA",5,"Turrumote","55OFR5T","33.5",1.50367051680045,6.87392236251636,119.81628561487,0.444,0.4334,0.2718,0.2616,0.1606,0.0538,0.4387,0.2667,2.98513011152416,6.754,5.33745750777807,1.00015570374613
"257","3",15,15,"PAST",1,"Turrumote","15PA1AT","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.920561366037679,0.128605535421347
"258","3",15,15,"PAST",1,"Turrumote","15PA1BT","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62323498177263,1.26030565355772
"259","202",15,18,"PAST",2,"Turrumote","15PA2T","23.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.58076387525874,1.87301612666818
"260","204",15,15,"PAST",3,"Turrumote","15PA3T","22.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.93275202522807,1.32561086719124
"261","205",15,15,"PAST",4,"Turrumote","15PA4T","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0777568243091,3.20370460282881
