Row.names,X,Label,Area,Mean,Min,Max,Angle,Length,CALICE,MEASUREMENT
1,1,OFRA_PP_9GX5_P1,0.001,179.292,0,218.986,-86.517,0.347,C1,H
10,10,OFRA_PP_9GX5_P1,0.0005534,124.611,0.713,203.773,9.62,0.18,C2,CW
11,11,OFRA_PP_9GX5_P1,9.07E-06,199,199,199,0,0,C2,A
12,12,OFRA_PP_9GX5_P1,9.07E-06,170,170,170,0,0,C2,CA
13,13,OFRA_PP_9GX5_P1,0,NA,255,0,0,0,C3,H
14,14,OFRA_PP_9GX5_P1,0,NA,255,0,0,0,C3,CH
15,15,OFRA_PP_9GX5_P1,0.001,168.812,0,199.333,2.99,0.404,C3,W
16,16,OFRA_PP_9GX5_P1,0.0005171,150.629,0.286,181.476,4.086,0.169,C3,CW
17,17,OFRA_PP_9GX5_P1,0,NA,255,0,0,0,C3,A
18,18,OFRA_PP_9GX5_P1,0,NA,255,0,0,0,C3,CA
19,19,OFRA_PP_9GX5_P1,0.001,143.875,0,192.473,-106.699,0.44,C4,H
2,2,OFRA_PP_9GX5_P1,0.0006713,162.288,49.708,186.746,-137.779,0.22,C1,CH
20,20,OFRA_PP_9GX5_P1,0.0006169,126.88,0.478,180.667,-115.796,0.201,C4,CH
21,21,OFRA_PP_9GX5_P1,0.001,152.542,101.996,183.788,5.156,0.402,C4,W
22,22,OFRA_PP_9GX5_P1,0.0006259,105.201,0,172,7.651,0.204,C4,CW
23,23,OFRA_PP_9GX5_P1,9.07E-06,139,139,139,0,0,C4,A
24,24,OFRA_PP_9GX5_P1,9.07E-06,141,141,141,0,0,C4,CA
25,25,OFRA_PP_9GX5_P1,0.001,150.669,0,213.167,-89.045,0.361,C5,H
26,26,OFRA_PP_9GX5_P1,0.0006259,173.716,114.271,210.345,-99.324,0.205,C5,CH
27,27,OFRA_PP_9GX5_P1,0.001,185.267,0,220.339,1.481,0.35,C5,W
28,28,OFRA_PP_9GX5_P1,0.0006532,142.72,0,196,6.429,0.215,C5,CW
29,29,OFRA_PP_9GX5_P1,0.093,181.788,0,225,0,0,C5,A
3,3,OFRA_PP_9GX5_P1,0.001,186.013,0,217.556,3.814,0.362,C1,W
30,30,OFRA_PP_9GX5_P1,0.037,158.043,0,218,0,0,C5,CA
4,4,OFRA_PP_9GX5_P1,0.0005262,167.838,0,215,10.125,0.171,C1,CW
5,5,OFRA_PP_9GX5_P1,9.07E-06,190,190,190,0,0,C1,A
6,6,OFRA_PP_9GX5_P1,0.029,172.912,0,229,0,0,C1,CA
7,7,OFRA_PP_9GX5_P1,0.001,162.998,95.646,212.114,-99.66,0.431,C2,H
8,8,OFRA_PP_9GX5_P1,0.0006894,109.8,0,176.889,-105.524,0.225,C2,CH
9,9,OFRA_PP_9GX5_P1,0.0009707,156.552,0,205.925,2.161,0.319,C2,W
1,1,OFRA_PP_OCX4,0.0004254,134.932,0,223,-89.79,0.481,C1,H
10,10,OFRA_PP_OCX4,0.0002761,118.542,0,193.224,5.517,0.312,C2,CW
11,11,OFRA_PP_OCX4,0.163,157.963,0,233,0,0,C2,A
12,12,OFRA_PP_OCX4,0.082,129.089,0,220,0,0,C2,CA
13,13,OFRA_PP_OCX4,0.0003958,154.435,0,210.07,-87.971,0.448,C3,H
14,14,OFRA_PP_OCX4,0.000231,96.025,0,175.667,-89.613,0.261,C3,CH
15,15,OFRA_PP_OCX4,0.000423,141.171,0.03,213.333,3.379,0.479,C3,W
16,16,OFRA_PP_OCX4,0.0002201,142.103,80.221,192.632,7.528,0.249,C3,CW
17,17,OFRA_PP_OCX4,0.159,170.964,0,224,0,0,C3,A
18,18,OFRA_PP_OCX4,0.066,145.239,0,219,0,0,C3,CA
19,19,OFRA_PP_OCX4,0.0004114,124.891,48.614,213.5,-82.821,0.466,C4,H
2,2,OFRA_PP_OCX4,0.0002932,114.016,60.074,194.601,-92.132,0.332,C1,CH
20,20,OFRA_PP_OCX4,0.0002582,70.97,0.057,154.159,-104.708,0.292,C4,CH
21,21,OFRA_PP_OCX4,0.000402,108.483,0,196.667,2.441,0.455,C4,W
22,22,OFRA_PP_OCX4,0.0002504,95.456,45.039,162.858,7.524,0.283,C4,CW
23,23,OFRA_PP_OCX4,0.173,139.317,0,234,0,0,C4,A
24,24,OFRA_PP_OCX4,0.09,108.259,0,201,0,0,C4,CA
25,25,OFRA_PP_OCX4,0.0003336,124.19,0.006,198.945,-77.035,0.377,C5,H
26,26,OFRA_PP_OCX4,0.0002737,110.674,0,190.333,-90,0.31,C5,CH
27,27,OFRA_PP_OCX4,0.0004324,133.32,0.019,210.333,8.393,0.489,C5,W
28,28,OFRA_PP_OCX4,0.0002644,96.245,0.046,161.341,16.991,0.299,C5,CW
29,29,OFRA_PP_OCX4,0.156,139.95,0,211,0,0,C5,A
3,3,OFRA_PP_OCX4,0.0003849,111.864,0,179.045,2.55,0.436,C1,W
30,30,OFRA_PP_OCX4,0.084,118.782,0,210,0,0,C5,CA
4,4,OFRA_PP_OCX4,0.0002745,112.112,0.061,178.93,9.142,0.311,C1,CW
5,5,OFRA_PP_OCX4,0.15,144.338,0,220,0,0,C1,A
6,6,OFRA_PP_OCX4,0.097,126.674,0,207,0,0,C1,CA
7,7,OFRA_PP_OCX4,0.0003974,121.904,0.011,218.741,-85.274,0.45,C2,H
8,8,OFRA_PP_OCX4,0.0002815,89.077,0.066,165.964,-95.08,0.319,C2,CH
9,9,OFRA_PP_OCX4,0.000353,135.144,0.17,189.124,4.05,0.4,C2,W
1,1,OFRA_PP_OGT5,0.0003563,128.495,0.605,203.981,-86.317,0.407,C1,H
10,10,OFRA_PP_OGT5,0.0002215,135.913,93.347,196.366,0.395,0.253,C2,CW
11,11,OFRA_PP_OGT5,0.139,157.725,0,206,0,0,C2,A
12,12,OFRA_PP_OGT5,0.077,142.177,0,205,0,0,C2,CA
13,13,OFRA_PP_OGT5,0.0004019,124.165,0.143,183.667,-94.574,0.46,C3,H
14,14,OFRA_PP_OGT5,0.0002527,142.876,84.276,180,-94.16,0.289,C3,CH
15,15,OFRA_PP_OGT5,0.0004392,138.234,0,174.677,-1.79,0.503,C3,W
16,16,OFRA_PP_OGT5,0.0002657,116.474,0.126,169.948,0.988,0.304,C3,CW
17,17,OFRA_PP_OGT5,0.134,148.929,0,192,0,0,C3,A
18,18,OFRA_PP_OGT5,0.085,137.035,0,189,0,0,C3,CA
19,19,OFRA_PP_OGT5,0.0003791,118.594,0.173,179,-81.674,0.434,C4,H
2,2,OFRA_PP_OGT5,0.0002504,107.88,68.289,161.333,-89.651,0.286,C1,CH
20,20,OFRA_PP_OGT5,0.0002862,111.192,72.933,182.587,-87.252,0.328,C4,CH
21,21,OFRA_PP_OGT5,0.000421,138.955,0,184.333,0,0.482,C4,W
22,22,OFRA_PP_OGT5,0.0002482,131.98,55.866,183,4.236,0.283,C4,CW
23,23,OFRA_PP_OGT5,0.129,151.19,0,201,0,0,C4,A
24,24,OFRA_PP_OGT5,0.07,135.559,0,201,0,0,C4,CA
25,25,OFRA_PP_OGT5,0.0003639,120.595,0.278,190.988,-86.154,0.416,C5,H
26,26,OFRA_PP_OGT5,0.0002657,123.465,54.816,190.299,-89.341,0.304,C5,CH
27,27,OFRA_PP_OGT5,0.0003783,133.443,65.648,194.919,2.309,0.433,C5,W
28,28,OFRA_PP_OGT5,0.0002497,140.171,82.989,201.459,7.734,0.285,C5,CW
29,29,OFRA_PP_OGT5,0.15,146.806,0,223,0,0,C5,A
3,3,OFRA_PP_OGT5,0.0003357,144.807,0,185.182,1.302,0.384,C1,W
30,30,OFRA_PP_OGT5,0.073,128.464,0,223,0,0,C5,CA
4,4,OFRA_PP_OGT5,0.0001979,131.208,72.901,171,4.433,0.226,C1,CW
5,5,OFRA_PP_OGT5,0.115,154.707,0,213,0,0,C1,A
6,6,OFRA_PP_OGT5,0.068,142.556,0,213,0,0,C1,CA
7,7,OFRA_PP_OGT5,0.0002664,102.871,0.099,157.581,-94.6,0.305,C2,H
8,8,OFRA_PP_OGT5,0.0002474,116.017,91.699,165.608,-98.881,0.283,C2,CH
9,9,OFRA_PP_OGT5,0.0003616,147.573,0.195,189.118,-1.692,0.414,C2,W
1,1,OFRA_PP_OGT1,0.0004297,96.647,47.561,131.916,-85.657,0.452,C1,H
10,10,OFRA_PP_OGT1,0.0002212,71.766,1.435,115.276,7.997,0.232,C2,CW
11,11,OFRA_PP_OGT1,0.125,96.321,0,152,0,0,C2,A
12,12,OFRA_PP_OGT1,0.061,81.821,0,143,0,0,C2,CA
13,13,OFRA_PP_OGT1,0.000455,90.338,0.494,134.004,-87.496,0.478,C3,H
14,14,OFRA_PP_OGT1,0.0003349,46.44,0,118.955,-88.607,0.352,C3,CH
15,15,OFRA_PP_OGT1,0.0003376,69.307,0,135.136,-5.848,0.354,C3,W
16,16,OFRA_PP_OGT1,0.0002365,56.013,0.262,105.471,13.077,0.248,C3,CW
17,17,OFRA_PP_OGT1,0.118,82.356,0,154,0,0,C3,A
18,18,OFRA_PP_OGT1,0.07,70.512,0,154,0,0,C3,CA
19,19,OFRA_PP_OGT1,0.0004947,74.088,0.185,121.165,-93.354,0.52,C4,H
2,2,OFRA_PP_OGT1,0.0002645,54.47,0,117.603,-92.745,0.278,C1,CH
20,20,OFRA_PP_OGT1,0.0003376,45.494,0,115.991,-105.08,0.354,C4,CH
21,21,OFRA_PP_OGT1,0.0003656,92.541,30.893,128.7,8.531,0.384,C4,W
22,22,OFRA_PP_OGT1,0.0001968,55.393,20.386,113.253,15.255,0.206,C4,CW
23,23,OFRA_PP_OGT1,0.116,83.087,0,149,0,0,C4,A
24,24,OFRA_PP_OGT1,0.065,70.081,0,149,0,0,C4,CA
25,25,OFRA_PP_OGT1,0.0004676,107.252,46.462,169.232,-93.106,0.491,C5,H
26,26,OFRA_PP_OGT1,0.0003033,73.358,0.297,132.641,-97.719,0.318,C5,CH
27,27,OFRA_PP_OGT1,0.0003674,92.369,0,139.333,0,0.386,C5,W
28,28,OFRA_PP_OGT1,0.0002112,66.057,1.182,139.182,9.866,0.222,C5,CW
29,29,OFRA_PP_OGT1,0.141,106.011,0,163,0,0,C5,A
3,3,OFRA_PP_OGT1,0.0003855,86.013,0.333,131.831,1.614,0.405,C1,W
30,30,OFRA_PP_OGT1,0.064,88.436,0,163,0,0,C5,CA
4,4,OFRA_PP_OGT1,0.0002203,62.642,0,115.444,15.297,0.23,C1,CW
5,5,OFRA_PP_OGT1,0.126,91.122,0,151,0,0,C1,A
6,6,OFRA_PP_OGT1,0.056,80.628,0,149,0,0,C1,CA
7,7,OFRA_PP_OGT1,0.0004035,89.015,0.605,140.58,-85.887,0.424,C2,H
8,8,OFRA_PP_OGT1,0.0002726,64.863,0,98.845,-91.713,0.286,C2,CH
9,9,OFRA_PP_OGT1,0.0003575,98.543,0.333,138.702,1.74,0.375,C2,W
1,1,OFRA_PP_OCX5,0.0002846,127.29,0,209.154,-92.573,0.318,C1,H
10,10,OFRA_PP_OCX5,0.0002336,142.669,2.73E-12,200.868,-1.569,0.261,C2,CW
11,11,OFRA_PP_OCX5,0.131,160.58,0,232,0,0,C2,A
12,12,OFRA_PP_OCX5,0.046,140.917,0,232,0,0,C2,CA
13,13,OFRA_PP_OCX5,0.0003021,124.429,0.276,201.79,-95.469,0.337,C3,H
14,14,OFRA_PP_OCX5,0.0002184,110.63,0.527,193.442,-100.981,0.244,C3,CH
15,15,OFRA_PP_OCX5,0.0004974,162.558,0,205.828,-12.609,0.556,C3,W
16,16,OFRA_PP_OCX5,0.0002312,103.651,0.12,155.868,-10.376,0.258,C3,CW
17,17,OFRA_PP_OCX5,0.155,155.008,0,218,0,0,C3,A
18,18,OFRA_PP_OCX5,0.058,135.447,0,218,0,0,C3,CA
19,19,OFRA_PP_OCX5,0.0003866,128.854,0,198.774,-91.42,0.432,C4,H
2,2,OFRA_PP_OCX5,0.0002017,138.532,90.81,175.667,-92.726,0.225,C1,CH
20,20,OFRA_PP_OCX5,0.0002463,103.918,0.333,159.26,-89.256,0.275,C4,CH
21,21,OFRA_PP_OCX5,0.0004512,134.594,0.169,186.125,-2.437,0.504,C4,W
22,22,OFRA_PP_OCX5,0.0002113,112.876,61.061,165.182,-3.468,0.236,C4,CW
23,23,OFRA_PP_OCX5,0.174,137.427,0,213,0,0,C4,A
24,24,OFRA_PP_OCX5,0.074,122.807,0,203,0,0,C4,CA
25,25,OFRA_PP_OCX5,0.0003237,138.417,0,191.105,-78.024,0.361,C5,H
26,26,OFRA_PP_OCX5,0.00024,105.686,0.044,202.806,-108.677,0.268,C5,CH
27,27,OFRA_PP_OCX5,0.0003866,136.532,0.292,205.851,2.366,0.433,C5,W
28,28,OFRA_PP_OCX5,0.0002503,141.524,88.794,191.333,14.036,0.28,C5,CW
29,29,OFRA_PP_OCX5,0.132,146.853,0,220,0,0,C5,A
3,3,OFRA_PP_OCX5,0.0004185,164.419,0,220.845,0.437,0.468,C1,W
30,30,OFRA_PP_OCX5,0.064,130.972,0,218,0,0,C5,CA
4,4,OFRA_PP_OCX5,0.0002208,144.775,68.145,201.551,0.83,0.246,C1,CW
5,5,OFRA_PP_OCX5,0.142,170.592,0,232,0,0,C1,A
6,6,OFRA_PP_OCX5,0.059,150.309,0,221,0,0,C1,CA
7,7,OFRA_PP_OCX5,0.0003045,140.591,0.105,210.594,-77.863,0.34,C2,H
8,8,OFRA_PP_OCX5,0.0001738,131.922,65.714,191.093,-85.764,0.193,C2,CH
9,9,OFRA_PP_OCX5,0.0004385,154.161,0,213.415,-10.491,0.49,C2,W
1,1,OFRA_PP_96T30_P2,0.0004087,129.427,0,207.68,-89.236,0.428,C1,H
10,10,OFRA_PP_96T30_P2,0.0002529,110.657,0.359,155.295,15.436,0.265,C2,CW
11,11,OFRA_PP_96T30_P2,0.175,170.215,0,231,0,0,C2,A
12,12,OFRA_PP_96T30_P2,0.069,131.841,0,217,0,0,C2,CA
13,13,OFRA_PP_96T30_P2,0.0004894,150.319,0.196,218.4,-85.748,0.514,C3,H
14,14,OFRA_PP_96T30_P2,0.0002592,131.901,82.428,209.483,-85.17,0.271,C3,CH
15,15,OFRA_PP_96T30_P2,0.0004133,143.484,0.17,215.629,3.026,0.433,C3,W
16,16,OFRA_PP_96T30_P2,0.0002664,103.056,0.026,177.667,3.527,0.279,C3,CW
17,17,OFRA_PP_96T30_P2,0.213,178.097,0,232,0,0,C3,A
18,18,OFRA_PP_96T30_P2,0.083,149.013,0,221,0,0,C3,CA
19,19,OFRA_PP_96T30_P2,0.0004595,145.796,0.333,214.119,-91.585,0.482,C4,H
2,2,OFRA_PP_96T30_P2,0.0002909,108.599,57.98,183.047,-95.746,0.304,C1,CH
20,20,OFRA_PP_96T30_P2,0.0002728,111.942,0,211,-90,0.286,C4,CH
21,21,OFRA_PP_96T30_P2,0.0004105,139.998,0,212.333,2.534,0.431,C4,W
22,22,OFRA_PP_96T30_P2,0.0002565,101.772,0,179.336,0.813,0.268,C4,CW
23,23,OFRA_PP_96T30_P2,0.195,173.424,0,232,0,0,C4,A
24,24,OFRA_PP_96T30_P2,0.069,133.35,0,224,0,0,C4,CA
25,25,OFRA_PP_96T30_P2,0.0004169,131.86,0,209,-91.498,0.437,C5,H
26,26,OFRA_PP_96T30_P2,0.0002846,95.881,0.978,191.645,-95.492,0.298,C5,CH
27,27,OFRA_PP_96T30_P2,0.0005148,147.267,0,197,-1.212,0.54,C5,W
28,28,OFRA_PP_96T30_P2,0.0002982,106.636,60.665,161.333,4.72,0.312,C5,CW
29,29,OFRA_PP_96T30_P2,0.207,158.408,0,219,0,0,C5,A
3,3,OFRA_PP_96T30_P2,0.0004305,147.256,0,206,1.933,0.452,C1,W
30,30,OFRA_PP_96T30_P2,0.081,126.836,0,206,0,0,C5,CA
4,4,OFRA_PP_96T30_P2,0.0002483,91.182,0.221,155.638,8.427,0.26,C1,CW
5,5,OFRA_PP_96T30_P2,0.17,156.266,0,221,0,0,C1,A
6,6,OFRA_PP_96T30_P2,0.077,120.483,0,209,0,0,C1,CA
7,7,OFRA_PP_96T30_P2,0.000493,147.821,0.735,214.333,-84.289,0.517,C2,H
8,8,OFRA_PP_96T30_P2,0.0002873,99.142,0,188.333,-91.45,0.301,C2,CH
9,9,OFRA_PP_96T30_P2,0.0003988,141.546,0.876,198.812,3.918,0.418,C2,W
1,1,OFRA_PP_9GT30 P1,0.0004118,157.071,65.047,216.667,-90.503,0.433,C1,H
10,10,OFRA_PP_9GT30 P1,0.0002694,106.186,0,205.345,11.611,0.283,C2,CW
11,11,OFRA_PP_9GT30 P1,0.182,172.793,0,248,0,0,C2,A
12,12,OFRA_PP_9GT30 P1,0.072,144.284,0,238,0,0,C2,CA
13,13,OFRA_PP_9GT30 P1,0.0003613,153.455,0,217.333,-90,0.38,C3,H
14,14,OFRA_PP_9GT30 P1,0.0002541,100.357,1.598,177.027,-94.086,0.266,C3,CH
15,15,OFRA_PP_9GT30 P1,0.0004451,134.435,0.307,202.333,2.793,0.468,C3,W
16,16,OFRA_PP_9GT30 P1,0.0002532,105.639,0.057,200.876,3.27,0.266,C3,CW
17,17,OFRA_PP_9GT30 P1,0.157,159.708,0,224,0,0,C3,A
18,18,OFRA_PP_9GT30 P1,0.072,133.13,0,224,0,0,C3,CA
19,19,OFRA_PP_9GT30 P1,0.000464,164.834,0.171,219.848,-94.014,0.488,C4,H
2,2,OFRA_PP_9GT30 P1,0.0002487,121.985,67.474,197.53,-102.619,0.261,C1,CH
20,20,OFRA_PP_9GT30 P1,0.0002856,108.639,0.084,198.333,-86.186,0.3,C4,CH
21,21,OFRA_PP_9GT30 P1,0.000483,153.107,0,219.642,2.573,0.507,C4,W
22,22,OFRA_PP_9GT30 P1,0.0003208,125.585,0.162,205.464,4.844,0.337,C4,CW
23,23,OFRA_PP_9GT30 P1,0.213,174.974,0,233,0,0,C4,A
24,24,OFRA_PP_9GT30 P1,0.082,144.002,0,231,0,0,C4,CA
25,25,OFRA_PP_9GT30 P1,0.0004451,125.987,0,198.953,-85.815,0.468,C5,H
26,26,OFRA_PP_9GT30 P1,0.0002928,67.41,0,175.667,-91.061,0.308,C5,CH
27,27,OFRA_PP_9GT30 P1,0.0004938,110.94,0,165.667,3.145,0.519,C5,W
28,28,OFRA_PP_9GT30 P1,0.0002955,105.958,1.81,183.296,7.386,0.31,C5,CW
29,29,OFRA_PP_9GT30 P1,0.208,134.227,0,203,0,0,C5,A
3,3,OFRA_PP_9GT30 P1,0.00041,151.046,0,204.333,5.057,0.431,C1,W
30,30,OFRA_PP_9GT30 P1,0.08,108.586,0,203,0,0,C5,CA
4,4,OFRA_PP_9GT30 P1,0.0002613,106.277,0.155,197.062,3.972,0.274,C1,CW
5,5,OFRA_PP_9GT30 P1,0.127,155.356,0,221,0,0,C1,A
6,6,OFRA_PP_9GT30 P1,0.065,125.695,0,218,0,0,C1,CA
7,7,OFRA_PP_9GT30 P1,0.0004262,163.024,0.014,225,-88.544,0.448,C2,H
8,8,OFRA_PP_9GT30 P1,0.0002712,124.367,74.133,183.333,-91.528,0.285,C2,CH
9,9,OFRA_PP_9GT30 P1,0.000446,161.449,0,222,4.648,0.469,C2,W
1,1,OFRA_PP_8HS23,0.0003453,136.962,60.451,220.333,-90.917,0.415,C1,H
10,10,OFRA_PP_8HS23,0.0002309,105.366,3.27E-11,188.964,6.87,0.278,C2,CW
11,11,OFRA_PP_8HS23,0.102,141.73,0,222,6.87,0.278,C2,A
12,12,OFRA_PP_8HS23,0.064,126.476,0,222,0,0,C2,CA
13,13,OFRA_PP_8HS23,0.0003177,122.01,0,189.377,-87.51,0.382,C3,H
14,14,OFRA_PP_8HS23,0.0002295,95.877,0.255,150.667,-80.991,0.276,C3,CH
15,15,OFRA_PP_8HS23,0.0003384,132.996,0.231,197.83,4.686,0.406,C3,W
16,16,OFRA_PP_8HS23,0.0001654,90.641,0.004,150.274,8.673,0.198,C3,CW
17,17,OFRA_PP_8HS23,0.108,141.476,0,191,0,0,C3,A
18,18,OFRA_PP_8HS23,0.056,124.998,0,191,0,0,C3,CA
19,19,OFRA_PP_8HS23,0.0003184,107.253,0,185.494,-85.525,0.383,C4,H
2,2,OFRA_PP_8HS23,0.0002088,90.917,11.386,178.667,-96.089,0.25,C1,CH
20,20,OFRA_PP_8HS23,0.0001771,48.686,0,128.333,-93.576,0.213,C4,CH
21,21,OFRA_PP_8HS23,0.0002467,119.164,0.14,180.466,-5.136,0.297,C4,W
22,22,OFRA_PP_8HS23,0.0001509,98.318,59.849,172.755,8.427,0.181,C4,CW
23,23,OFRA_PP_8HS23,0.085,126.334,0,197,0,0,C4,A
24,24,OFRA_PP_8HS23,0.052,111.486,0,197,0,0,C4,CA
25,25,OFRA_PP_8HS23,0.000255,107.026,0.006,173.74,-102.529,0.306,C5,H
26,26,OFRA_PP_8HS23,0.0002033,87.124,1.064,129.2,-112.38,0.244,C5,CH
27,27,OFRA_PP_8HS23,0.0003846,112.273,0.07,183.906,4.115,0.463,C5,W
28,28,OFRA_PP_8HS23,0.0001964,76.661,0,173,2.42,0.236,C5,CW
29,29,OFRA_PP_8HS23,0.14,131.854,0,214,0,0,C5,A
3,3,OFRA_PP_8HS23,0.113,142.543,0,218,0,0,C1,W
30,30,OFRA_PP_8HS23,0.068,111.651,0,201,0,0,C5,CA
4,4,OFRA_PP_8HS23,0.056,118.565,0,206,0,0,C1,CW
5,5,OFRA_PP_8HS23,0.0002716,128.539,0.733,192,-85.914,0.326,C1,A
6,6,OFRA_PP_8HS23,0.0002054,93.146,0.088,182.79,-104.036,0.246,C1,CA
7,7,OFRA_PP_8HS23,0.0003867,127.705,0.203,188,6.973,0.465,C2,H
8,8,OFRA_PP_8HS23,0.0002026,93.849,0.096,175.667,11.004,0.244,C2,CH
9,9,OFRA_PP_8HS23,0.0003246,113.35,0.233,187.018,5.856,0.391,C2,W
1,1,OFRA_PP_8HS21,0.0005028,159.617,106.357,187.031,-91.332,0.509,C1,H
10,10,OFRA_PP_8HS21,0.0002723,153.238,0.614,216.333,8.653,0.275,C2,CW
11,11,OFRA_PP_8HS21,0.163,182.686,0,227,0,0,C2,A
12,12,OFRA_PP_8HS21,0.058,161.173,0,226,0,0,C2,CA
13,13,OFRA_PP_8HS21,0.0004804,177.138,0.136,215.877,-85.815,0.486,C3,H
14,14,OFRA_PP_8HS21,0.0003219,157.978,98.048,211.212,-87.917,0.326,C3,CH
15,15,OFRA_PP_8HS21,0.0004561,168.613,0.333,230,-1.469,0.462,C3,W
16,16,OFRA_PP_8HS21,0.0003161,157.665,0.173,219.019,-1.061,0.32,C3,CW
17,17,OFRA_PP_8HS21,0.165,179.28,0,237,0,0,C3,A
18,18,OFRA_PP_8HS21,0.069,153.872,0,229,0,0,C3,CA
19,19,OFRA_PP_8HS21,0.0005261,153.324,0,192.341,-90.637,0.533,C4,H
2,2,OFRA_PP_8HS21,0.0002412,145.295,109.842,178.881,-94.185,0.243,C1,CH
20,20,OFRA_PP_8HS21,0.0002986,129.998,0,189.667,-90,0.302,C4,CH
21,21,OFRA_PP_8HS21,0.0004736,162.618,0,204.79,0.707,0.479,C4,W
22,22,OFRA_PP_8HS21,0.0003219,129.886,0,201.667,0,0.325,C4,CW
23,23,OFRA_PP_8HS21,0.126,165.305,0,214,0,0,C4,A
24,24,OFRA_PP_8HS21,0.071,150.616,0,214,0,0,C4,CA
25,25,OFRA_PP_8HS21,0.0003861,149.786,0,206.869,-88.264,0.391,C5,H
26,26,OFRA_PP_8HS21,0.0002927,138.295,1,205,-90,0.296,C5,CH
27,27,OFRA_PP_8HS21,0.0004678,159.151,0.333,200.683,-1.432,0.474,C5,W
28,28,OFRA_PP_8HS21,0.0003161,132.357,0,186.333,1.061,0.32,C5,CW
29,29,OFRA_PP_8HS21,0.159,164.273,0,220,0,0,C5,A
3,3,OFRA_PP_8HS21,0.0005096,144.018,0.15,177.605,-2.632,0.515,C1,W
30,30,OFRA_PP_8HS21,0.073,147.085,0,220,0,0,C5,CA
4,4,OFRA_PP_8HS21,0.0003161,140.277,0.154,192.444,1.061,0.32,C1,CW
5,5,OFRA_PP_8HS21,0.157,152.097,0,220,0,0,C1,A
6,6,OFRA_PP_8HS21,0.071,146.385,0,220,0,0,C1,CA
7,7,OFRA_PP_8HS21,0.0004795,182.457,135.463,210.724,-90.699,0.485,C2,H
8,8,OFRA_PP_8HS21,0.0002752,162.879,119.319,205.574,-91.219,0.278,C2,CH
9,9,OFRA_PP_8HS21,0.000462,176.004,0.051,215.612,0.725,0.467,C2,W
1,1,OFRA_PP_8CX24,0.0003786,162.165,0.004,218.333,-81.254,0.423,C1,H
10,10,OFRA_PP_8CX24,0.0002463,146.954,0,209.333,2.974,0.275,C2,CW
11,11,OFRA_PP_8CX24,0.138,192.759,0,233,0,0,C2,A
12,12,OFRA_PP_8CX24,0.068,173.41,0,231,0,0,C2,CA
13,13,OFRA_PP_8CX24,0.0003826,175.261,0.221,227.333,-93.83,0.428,C3,H
14,14,OFRA_PP_8CX24,0.0002439,174.962,132.565,218.844,-102.121,0.272,C3,CH
15,15,OFRA_PP_8CX24,0.000393,164.707,0.389,222.667,-2.56,0.44,C3,W
16,16,OFRA_PP_8CX24,0.0002662,169.11,134.674,204.687,8.276,0.298,C3,CW
17,17,OFRA_PP_8CX24,0.156,199.199,0,234,0,0,C3,A
18,18,OFRA_PP_8CX24,0.078,183.778,0,228,0,0,C3,CA
19,19,OFRA_PP_8CX24,0.0003595,163.915,0.16,197.667,-91.146,0.402,C4,H
2,2,OFRA_PP_8CX24,0.0002415,158.865,104.44,199.975,-83.157,0.27,C1,CH
20,20,OFRA_PP_8CX24,0.0002232,140.102,98.667,173.333,-90,0.249,C4,CH
21,21,OFRA_PP_8CX24,0.0003531,134.506,0.149,174.447,4.279,0.395,C4,W
22,22,OFRA_PP_8CX24,0.0002399,131.102,2.467,190.013,7.481,0.267,C4,CW
23,23,OFRA_PP_8CX24,0.144,152.276,0,217,0,0,C4,A
24,24,OFRA_PP_8CX24,0.08,141.859,0,217,0,0,C4,CA
25,25,OFRA_PP_8CX24,0.0002686,126.537,0.277,197.119,-91.534,0.3,C5,H
26,26,OFRA_PP_8CX24,0.0002049,161.502,96.369,206.223,-95.377,0.229,C5,CH
27,27,OFRA_PP_8CX24,0.0003691,144.46,0,211.667,0,0.412,C5,W
28,28,OFRA_PP_8CX24,0.0002184,125.688,0.297,205.11,1.888,0.244,C5,CW
29,29,OFRA_PP_8CX24,0.096,161.641,0,222,0,0,C5,A
3,3,OFRA_PP_8CX24,0.0004105,174.226,1.82E-12,223.913,0.669,0.459,C1,W
30,30,OFRA_PP_8CX24,0.058,146.106,0,218,0,0,C5,CA
4,4,OFRA_PP_8CX24,0.0002415,140.929,0.059,194,11.086,0.269,C1,CW
5,5,OFRA_PP_8CX24,0.139,182.3,0,232,0,0,C1,A
6,6,OFRA_PP_8CX24,0.07,170.353,0,226,0,0,C1,CA
7,7,OFRA_PP_8CX24,0.0003914,183.886,0,226.048,-88.363,0.438,C2,H
8,8,OFRA_PP_8CX24,0.0002407,175.105,132.917,218,-94.194,0.269,C2,CH
9,9,OFRA_PP_8CX24,0.0004233,188.265,0.333,231.899,1.945,0.473,C2,W
1,1,OFRA_PP_6GT17,0.0003592,91.731,21.889,142.25,-90.531,0.393,C1,H
10,10,OFRA_PP_6GT17,0.0002571,116.107,0.188,179.344,-10.437,0.282,C2,CW
11,11,OFRA_PP_6GT17,0.17,144.452,0,191,0,0,C2,A
12,12,OFRA_PP_6GT17,0.069,130.298,0,191,0,0,C2,CA
13,13,OFRA_PP_6GT17,0.0003426,103.308,1.385,160.667,-90.556,0.375,C3,H
14,14,OFRA_PP_6GT17,0.0001601,77.089,0,148.667,-91.193,0.175,C3,CH
