Row.names,X,Label,Area,Mean,Min,Max,Angle,Length,CALICE,MEASUREMENT
17,17,OFRA_PS_2CX13,0.114,215.176,0,241,0,0,C3,A
18,18,OFRA_PS_2CX13,0.049,200.399,0,241,0,0,C3,CA
19,19,OFRA_PS_2CX13,0.0003613,188.913,0.333,233.333,-94.764,0.396,C4,H
2,2,OFRA_PS_2CX13,0.0002206,197.146,149,224,-90,0.241,C1,CH
20,20,OFRA_PS_2CX13,0.0002481,169.849,81.832,221.162,-92.314,0.271,C4,CH
21,21,OFRA_PS_2CX13,0.000373,196.841,0.264,239.333,1.922,0.408,C4,W
22,22,OFRA_PS_2CX13,0.0002514,179.775,0.333,228.885,5.711,0.275,C4,CW
23,23,OFRA_PS_2CX13,0.131,198.305,0,240,0,0,C4,A
24,24,OFRA_PS_2CX13,0.07,180.742,0,237,0,0,C4,CA
25,25,OFRA_PS_2CX13,0.0004187,166.318,0,211.04,-88.403,0.458,C5,H
26,26,OFRA_PS_2CX13,0.0002489,165.451,97.803,213.472,-91.538,0.272,C5,CH
27,27,OFRA_PS_2CX13,0.0003238,183.648,0.817,236.98,8.297,0.354,C5,W
28,28,OFRA_PS_2CX13,0.0002073,174.032,103.906,224.516,12.579,0.226,C5,CW
29,29,OFRA_PS_2CX13,0.116,183.86,0,239,0,0,C5,A
3,3,OFRA_PS_2CX13,0.0004354,212.697,0.125,238.617,8.813,0.476,C1,W
30,30,OFRA_PS_2CX13,0.062,174.672,0,239,0,0,C5,CA
4,4,OFRA_PS_2CX13,0.0002264,174.179,0.273,230.925,18.97,0.247,C1,CW
5,5,OFRA_PS_2CX13,0.124,212.916,0,244,0,0,C1,A
6,6,OFRA_PS_2CX13,0.055,200.044,0,244,0,0,C1,CA
7,7,OFRA_PS_2CX13,0.0004104,179.246,2.317,219.878,-87.905,0.449,C2,H
8,8,OFRA_PS_2CX13,0.0002714,142.129,0.14,205.974,-85.236,0.297,C2,CH
9,9,OFRA_PS_2CX13,0.0003297,191.381,0.172,236.695,11.395,0.36,C2,W
1,1,OFRA_PS_2CX12,0.0003982,170.742,0.747,215.667,3.912,0.432,C1,H
10,10,OFRA_PS_2CX12,0.0002313,123.007,1.569,206.319,2.526,0.251,C2,CW
11,11,OFRA_PS_2CX12,0.115,162.651,0,221,0,0,C2,A
12,12,OFRA_PS_2CX12,0.056,139.614,0,216,0,0,C2,CA
13,13,OFRA_PS_2CX12,0.0004346,124.37,0,167.333,-90,0.471,C3,H
14,14,OFRA_PS_2CX12,0.0002652,113.772,0,156,-87.797,0.287,C3,CH
15,15,OFRA_PS_2CX12,0.0003804,138.678,0.202,196,2.045,0.413,C3,W
16,16,OFRA_PS_2CX12,0.0002059,121.262,0.586,169.826,6.654,0.222,C3,CW
17,17,OFRA_PS_2CX12,0.124,142.002,0,195,0,0,C3,A
18,18,OFRA_PS_2CX12,0.072,127.529,0,182,0,0,C3,CA
19,19,OFRA_PS_2CX12,0.0003804,118.742,0.333,167.333,-90,0.412,C4,H
2,2,OFRA_PS_2CX12,0.0002406,150.182,0.2,212.041,8.931,0.261,C1,CH
20,20,OFRA_PS_2CX12,0.0002177,93.733,0.49,159.458,-88.21,0.236,C4,CH
21,21,OFRA_PS_2CX12,0.0003516,117.859,0.388,157.098,4.994,0.381,C4,W
22,22,OFRA_PS_2CX12,0.0002288,113.625,0.651,161.333,4.268,0.247,C4,CW
23,23,OFRA_PS_2CX12,0.105,132.093,0,175,0,0,C4,A
24,24,OFRA_PS_2CX12,0.052,113.309,0,175,0,0,C4,CA
25,25,OFRA_PS_2CX12,0.0003635,134.224,0.249,189.131,-91.071,0.394,C5,H
26,26,OFRA_PS_2CX12,0.0001983,109.019,72.501,167.866,-94.927,0.214,C5,CH
27,27,OFRA_PS_2CX12,0.0002652,117.902,0.114,193.308,9.583,0.288,C5,W
28,28,OFRA_PS_2CX12,0.0001923,112.829,45.128,175.245,8.13,0.208,C5,CW
29,29,OFRA_PS_2CX12,0.095,141.455,0,196,0,0,C5,A
3,3,OFRA_PS_2CX12,0.0003702,139.014,0,219.333,-90,0.401,C1,W
30,30,OFRA_PS_2CX12,0.054,125.76,0,196,0,0,C5,CA
4,4,OFRA_PS_2CX12,0.0002076,170.542,104.284,208.333,-89.061,0.225,C1,CW
5,5,OFRA_PS_2CX12,0.103,185.58,0,235,0,0,C1,A
6,6,OFRA_PS_2CX12,0.056,166.022,0,228,0,0,C1,CA
7,7,OFRA_PS_2CX12,0.0003982,152.849,81.998,208.763,-92.936,0.431,C2,H
8,8,OFRA_PS_2CX12,0.0002118,119.959,85.942,161.678,-95.528,0.229,C2,CH
9,9,OFRA_PS_2CX12,0.0003228,148.237,1.547,209.674,1.809,0.35,C2,W
1,1,OFRA_PS_2CX10,0.0004359,148.218,1.651,181.305,-88.678,0.476,C1,H
10,10,OFRA_PS_2CX10,0.0001933,180.033,1.481,212.693,13.069,0.21,C2,CW
11,11,OFRA_PS_2CX10,0.074,183.394,0,219,0,0,C2,A
12,12,OFRA_PS_2CX10,0.032,166.743,0,215,0,0,C2,CA
13,13,OFRA_PS_2CX10,0.0004393,186.167,0.776,221.005,-97.017,0.479,C3,H
14,14,OFRA_PS_2CX10,0.0002652,161.645,0.671,209.963,-103.158,0.289,C3,CH
15,15,OFRA_PS_2CX10,0.0004585,187.62,0.69,219.667,13.528,0.501,C3,W
16,16,OFRA_PS_2CX10,0.0002393,187.608,133.736,225.674,17.162,0.26,C3,CW
17,17,OFRA_PS_2CX10,0.189,194.825,0,233,0,0,C3,A
18,18,OFRA_PS_2CX10,0.072,183.471,0,233,0,0,C3,CA
19,19,OFRA_PS_2CX10,0.0004501,171.179,23.133,212.469,-94.268,0.492,C4,H
2,2,OFRA_PS_2CX10,0.0002761,120.862,70.537,166.029,-85.815,0.301,C1,CH
20,20,OFRA_PS_2CX10,0.0002912,143.073,0.514,201.651,-97.943,0.318,C4,CH
21,21,OFRA_PS_2CX10,0.0004836,178.9,0.174,217.535,2.783,0.527,C4,W
22,22,OFRA_PS_2CX10,0.0002728,148.301,0.003,215.866,4.236,0.297,C4,CW
23,23,OFRA_PS_2CX10,0.19,178.315,0,225,0,0,C4,A
24,24,OFRA_PS_2CX10,0.086,166.166,0,225,0,0,C4,CA
25,25,OFRA_PS_2CX10,0.0005129,137.213,1.575,186,-88.877,0.56,C5,H
26,26,OFRA_PS_2CX10,0.0003263,126.098,1.31,167.26,-93.54,0.356,C5,CH
27,27,OFRA_PS_2CX10,0.0004225,139.115,0.333,176.646,1.818,0.461,C5,W
28,28,OFRA_PS_2CX10,0.000251,124.234,55.204,166.699,7.696,0.273,C5,CW
29,29,OFRA_PS_2CX10,0.185,147.465,0,191,0,0,C5,A
3,3,OFRA_PS_2CX10,0.0004786,151.607,0.518,197.863,5.631,0.522,C1,W
30,30,OFRA_PS_2CX10,0.089,130.345,0,191,0,0,C5,CA
4,4,OFRA_PS_2CX10,0.0002234,127.96,0.388,178.704,7.765,0.244,C1,CW
5,5,OFRA_PS_2CX10,0.166,154.383,0,204,0,0,C1,A
6,6,OFRA_PS_2CX10,0.076,139.019,0,204,0,0,C1,CA
7,7,OFRA_PS_2CX10,0.000302,180.566,0,217.333,-90,0.329,C2,H
8,8,OFRA_PS_2CX10,0.0001648,139.577,0.429,208.776,-92.337,0.179,C2,CH
9,9,OFRA_PS_2CX10,0.0003372,185.152,0.796,212.856,5.711,0.368,C2,W
1,1,OFRA_PS_2CX8,0.0003687,153.461,3.712,180.559,-90.516,0.404,C1,H
10,10,OFRA_PS_2CX8,0.0001914,167.183,1.323,200.623,17.176,0.21,C2,CW
11,11,OFRA_PS_2CX8,0.092,179.075,0,216,0,0,C2,A
12,12,OFRA_PS_2CX8,0.031,162.217,0,213,0,0,C2,CA
13,13,OFRA_PS_2CX8,0.0003298,160.937,86.037,197.324,-81.298,0.361,C3,H
14,14,OFRA_PS_2CX8,0.0001674,138.344,1.589,192.751,-85.426,0.183,C3,CH
15,15,OFRA_PS_2CX8,0.0004508,172.022,0.869,207,19.37,0.494,C3,W
16,16,OFRA_PS_2CX8,0.0001839,135.836,1.134,183,16.798,0.202,C3,CW
17,17,OFRA_PS_2CX8,0.144,174.033,0,216,0,0,C3,A
18,18,OFRA_PS_2CX8,0.044,151.467,0,212,0,0,C3,CA
19,19,OFRA_PS_2CX8,0.0003555,167.854,0.237,196.199,-90.535,0.39,C4,H
2,2,OFRA_PS_2CX8,0.0001806,135.383,103.204,164.53,-94.236,0.197,C1,CH
20,20,OFRA_PS_2CX8,0.0001864,142.703,0.321,188.667,-92.045,0.204,C4,CH
21,21,OFRA_PS_2CX8,0.000382,159.314,0.835,189.881,0.498,0.419,C4,W
22,22,OFRA_PS_2CX8,0.0001897,149.891,0.333,194.579,2.01,0.208,C4,CW
23,23,OFRA_PS_2CX8,0.14,169.699,0,202,0,0,C4,A
24,24,OFRA_PS_2CX8,0.038,152.476,0,198,0,0,C4,CA
25,25,OFRA_PS_2CX8,0.000343,177.252,17.805,213.794,-81.085,0.376,C5,H
26,26,OFRA_PS_2CX8,0.0002121,146.889,0.571,209.114,-76.399,0.232,C5,CH
27,27,OFRA_PS_2CX8,0.0004549,196.707,157.474,226.599,16.98,0.499,C5,W
28,28,OFRA_PS_2CX8,0.000232,164.667,0.045,208.333,15.832,0.254,C5,CW
29,29,OFRA_PS_2CX8,0.14,191.719,0,232,0,0,C5,A
3,3,OFRA_PS_2CX8,0.000435,148.912,0.545,174.82,7.45,0.477,C1,W
30,30,OFRA_PS_2CX8,0.041,175.916,0,231,0,0,C5,CA
4,4,OFRA_PS_2CX8,0.0002403,130.415,0.667,157.891,5.553,0.263,C1,CW
5,5,OFRA_PS_2CX8,0.156,150.704,0,190,0,0,C1,A
6,6,OFRA_PS_2CX8,0.049,143.347,0,185,0,0,C1,CA
7,7,OFRA_PS_2CX8,0.0003621,165.838,0.565,201.627,-72.395,0.397,C2,H
8,8,OFRA_PS_2CX8,0.0001906,162.039,0.557,211.333,-70.615,0.208,C2,CH
9,9,OFRA_PS_2CX8,0.0003629,177.676,1.492,205.593,11.619,0.398,C2,W
1,1,OFRA_PS_1GT43,0.00033,175.474,0.039,228.969,-80.446,0.367,C1,H
10,10,OFRA_PS_1GT43,0.000224,160.262,4.745,199.32,15.038,0.249,C2,CW
11,11,OFRA_PS_1GT43,0.153,183.238,0,232,0,0,C2,A
12,12,OFRA_PS_1GT43,0.053,164.109,0,226,0,0,C2,CA
13,13,OFRA_PS_1GT43,0.0003516,144.813,84.043,172.496,-85.28,0.392,C3,H
14,14,OFRA_PS_1GT43,0.0001895,120.431,1.403,162.267,-99.782,0.211,C3,CH
15,15,OFRA_PS_1GT43,0.0003219,138.324,0.473,170.525,13.897,0.358,C3,W
16,16,OFRA_PS_1GT43,0.0001774,123.521,0.109,178.268,24.702,0.197,C3,CW
17,17,OFRA_PS_1GT43,0.104,147.233,0,195,0,0,C3,A
18,18,OFRA_PS_1GT43,0.036,133.246,0,190,0,0,C3,CA
19,19,OFRA_PS_1GT43,0.0004127,118.663,0,165.397,-92.684,0.459,C4,H
2,2,OFRA_PS_1GT43,0.0002063,179.692,3.667,209.667,-87.316,0.23,C1,CH
20,20,OFRA_PS_1GT43,0.0002007,125.075,81.788,157.916,-94.611,0.223,C4,CH
21,21,OFRA_PS_1GT43,0.0003653,133.529,70.952,173.2,12.2,0.407,C4,W
22,22,OFRA_PS_1GT43,0.0002103,106.994,0.16,149.667,4.399,0.234,C4,CW
23,23,OFRA_PS_1GT43,0.124,139.644,0,183,0,0,C4,A
24,24,OFRA_PS_1GT43,0.041,126.172,0,174,0,0,C4,CA
25,25,OFRA_PS_1GT43,0.0004054,197.152,0,231.333,-90,0.452,C5,H
26,26,OFRA_PS_1GT43,0.000232,149.793,0.06,216.111,-90.796,0.258,C5,CH
27,27,OFRA_PS_1GT43,0.0003548,177.867,0.235,233.968,11.514,0.395,C5,W
28,28,OFRA_PS_1GT43,0.0002256,184.119,0.83,227.333,16.621,0.251,C5,CW
29,29,OFRA_PS_1GT43,0.149,203.875,0,239,0,0,C5,A
3,3,OFRA_PS_1GT43,0.0002681,201.901,0.562,238.694,18.217,0.298,C1,W
30,30,OFRA_PS_1GT43,0.053,179.027,0,237,0,0,C5,CA
4,4,OFRA_PS_1GT43,0.0001533,173.57,0,211.47,24.944,0.17,C1,CW
5,5,OFRA_PS_1GT43,0.084,207.73,0,241,0,0,C1,A
6,6,OFRA_PS_1GT43,0.039,194.279,0,235,0,0,C1,CA
7,7,OFRA_PS_1GT43,0.000399,172.572,2,203.333,-90,0.444,C2,H
8,8,OFRA_PS_1GT43,0.0002256,144.091,0.295,197.819,-93.27,0.251,C2,CH
9,9,OFRA_PS_1GT43,0.0004054,182.7,0.005,217.032,16.133,0.451,C2,W
1,1,OFRA_PS_1GT42,0.0003911,131.507,1.152,197.956,-81.416,0.434,C1,H
10,10,OFRA_PS_1GT42,0.0002024,129.425,1.299,195.256,12.529,0.224,C2,CW
11,11,OFRA_PS_1GT42,0.144,149.975,0,238,0,0,C2,A
12,12,OFRA_PS_1GT42,0.056,152.517,0,238,0,0,C2,CA
13,13,OFRA_PS_1GT42,0.0003563,175.067,0.782,232.331,-85.301,0.395,C3,H
14,14,OFRA_PS_1GT42,0.0001943,154.547,79.025,226.645,-82.786,0.215,C3,CH
15,15,OFRA_PS_1GT42,0.0003158,152.512,0.585,212.769,9.317,0.35,C3,W
16,16,OFRA_PS_1GT42,0.0001692,137.022,0.083,215.628,11.634,0.187,C3,CW
17,17,OFRA_PS_1GT42,0.114,171.367,0,242,0,0,C3,A
18,18,OFRA_PS_1GT42,0.047,156.977,0,242,0,0,C3,CA
2,2,OFRA_PS_1GT42,0.0001927,115.386,48.118,167.81,-80.538,0.213,C1,CH
3,3,OFRA_PS_1GT42,0.0004089,126.502,0,194.317,-0.682,0.454,C1,W
4,4,OFRA_PS_1GT42,0.0002194,99.429,0.333,169,0,0.243,C1,CW
5,5,OFRA_PS_1GT42,0.136,130.579,0,209,0,0,C1,A
6,6,OFRA_PS_1GT42,0.052,123.034,0,209,0,0,C1,CA
7,7,OFRA_PS_1GT42,0.0003862,151.78,0.418,223.216,-72.022,0.429,C2,H
8,8,OFRA_PS_1GT42,0.0002267,151.476,0.993,213.888,-73.124,0.251,C2,CH
9,9,OFRA_PS_1GT42,0.0003708,167.723,0.116,221.063,7.172,0.411,C2,W
1,1,OFRA_PS_1GT37,0.0003387,134.349,3.198,173.195,-88.708,0.367,C1,H
10,10,OFRA_PS_1GT37,0.0002582,191.918,0.308,224.123,18.435,0.279,C2,CW
11,11,OFRA_PS_1GT37,0.17,199.517,0,233,0,0,C2,A
12,12,OFRA_PS_1GT37,0.059,191.175,0,233,0,0,C2,CA
13,13,OFRA_PS_1GT37,0.0004005,167.549,1.816,210.667,-74.904,0.435,C3,H
14,14,OFRA_PS_1GT37,0.0002523,157.624,1.55,199.538,-61.621,0.273,C3,CH
15,15,OFRA_PS_1GT37,0.0003894,168.45,0.333,207.333,2.62,0.423,C3,W
16,16,OFRA_PS_1GT37,0.0002117,164.104,0.41,194.084,-0.69,0.229,C3,CW
17,17,OFRA_PS_1GT37,0.134,178.253,0,231,0,0,C3,A
18,18,OFRA_PS_1GT37,0.06,167.453,0,220,0,0,C3,CA
19,19,OFRA_PS_1GT37,0.0003217,172.759,0.337,214.921,-79.046,0.349,C4,H
2,2,OFRA_PS_1GT37,0.0001913,125.688,41.262,179.627,-86.947,0.207,C1,CH
20,20,OFRA_PS_1GT37,0.0002117,159.877,0.333,208.412,-66.529,0.229,C4,CH
21,21,OFRA_PS_1GT37,0.000425,184.297,0.758,218.734,8.955,0.461,C4,W
22,22,OFRA_PS_1GT37,0.0001905,163.402,0.375,206.548,7.696,0.206,C4,CW
23,23,OFRA_PS_1GT37,0.125,191.009,0,230,0,0,C4,A
24,24,OFRA_PS_1GT37,0.052,181.977,0,230,0,0,C4,CA
3,3,OFRA_PS_1GT37,0.0003937,144.005,0.01,183.539,4.825,0.427,C1,W
4,4,OFRA_PS_1GT37,0.0002201,122.471,0.582,168.824,3.991,0.238,C1,CW
5,5,OFRA_PS_1GT37,0.114,146.641,0,192,0,0,C1,A
6,6,OFRA_PS_1GT37,0.046,132.21,0,191,0,0,C1,CA
7,7,OFRA_PS_1GT37,0.0004089,183.844,0.215,222.939,-73.369,0.444,C2,H
8,8,OFRA_PS_1GT37,0.0002794,168.105,0.248,213.099,-66.938,0.303,C2,CH
9,9,OFRA_PS_1GT37,0.0003437,197.317,0.199,223,14.139,0.373,C2,W
