 ,Area,Mean,Min,Max,Angle,Length
1,5.015E-5,92.384,0.438,154.667,-94.044,0.070
2,8.274E-5,127.405,41.642,195.583,-94.560,0.116
3,4.814E-5,102.243,0.333,141.000,0.000,0.067
4,8.475E-5,131.828,0.333,201.333,0.682,0.119
5,0.005,130.823,0.000,202.000,0.000,0.000
6,0.012,154.958,0.000,220.000,0.000,0.000
7,5.516E-5,102.936,0.000,165.734,-90.526,0.077
8,8.475E-5,131.467,0.000,197.000,-90.000,0.119
9,5.466E-5,123.639,0.333,171.000,0.000,0.076
10,9.027E-5,145.733,0.667,201.667,0.000,0.127
11,0.004,132.023,0.000,210.000,0.000,0.000
12,0.013,158.747,0.000,221.000,0.000,0.000
13,5.667E-5,109.136,0.167,177.226,-92.045,0.079
14,1.033E-4,135.984,0.000,202.000,-90.000,0.145
15,5.316E-5,114.375,0.149,190.143,-0.546,0.074
16,1.098E-4,153.393,0.000,214.000,0.000,0.154
17,0.005,140.895,0.000,220.000,0.000,0.000
18,0.016,166.848,0.000,228.000,0.000,0.000
19,4.914E-5,89.296,0.000,164.000,-90.000,0.069
20,8.475E-5,132.372,0.000,209.841,-91.364,0.119
21,4.965E-5,104.111,0.000,197.333,0.000,0.069
22,7.472E-5,147.033,0.000,215.678,1.161,0.105
23,0.004,131.032,0.000,217.000,0.000,0.000
24,0.009,163.731,0.000,223.000,0.000,0.000
25,5.015E-5,124.827,0.000,197.333,-90.000,0.070
26,9.277E-5,149.310,0.000,208.333,-90.000,0.130
27,5.165E-5,127.414,1.333,201.333,0.000,0.072
28,7.572E-5,147.914,1.822,219.200,0.382,0.106
29,0.004,140.438,0.000,212.000,0.000,0.000
30,0.010,165.493,0.000,227.000,0.000,0.000
