 ,Area,Mean,Min,Max,Angle,Length
1,5.959E-5,106.327,8.000,159.414,-90.462,0.086
2,1.025E-4,128.741,0.037,199.994,-92.408,0.148
3,6.388E-5,120.961,78.391,182.732,-0.862,0.092
4,1.082E-4,138.972,72.000,202.333,0.000,0.156
5,0.007,118.955,0.000,196.000,0.000,0.000
6,0.019,149.970,0.000,218.000,0.000,0.000
7,6.722E-5,96.099,0.333,169.000,-91.637,0.097
8,1.154E-4,129.284,2.279,199.118,-90.475,0.166
9,6.007E-5,106.198,3.000,144.333,0.000,0.086
10,1.259E-4,130.552,1.662,190.945,0.218,0.182
11,0.006,110.361,0.000,184.000,0.000,0.000
12,0.023,146.500,0.000,215.000,0.000,0.000
13,5.149E-5,90.250,0.333,129.000,-90.000,0.074
14,9.153E-5,110.477,0.092,180.667,-91.500,0.132
15,5.387E-5,83.844,0.000,144.333,0.000,0.077
16,9.439E-5,117.796,0.000,198.667,0.000,0.136
17,0.004,102.015,0.000,196.000,0.000,0.000
18,0.014,138.430,0.000,208.000,0.000,0.000
19,6.817E-5,95.168,62.000,187.000,-90.000,0.098
20,1.168E-4,124.866,64.180,207.836,-91.409,0.169
21,6.817E-5,106.859,0.333,188.028,-0.807,0.098
22,1.144E-4,136.702,70.749,200.000,-0.959,0.165
23,0.008,118.111,0.000,202.000,0.000,0.000
24,0.021,150.433,0.000,220.000,0.000,0.000
25,5.816E-5,88.984,0.000,147.000,-90.000,0.084
26,1.034E-4,113.284,0.031,180.444,-90.531,0.149
27,5.864E-5,95.450,5.016,162.885,-0.470,0.084
28,1.106E-4,136.754,65.000,208.333,0.000,0.159
29,0.006,105.894,0.000,188.000,0.000,0.000
30,0.017,137.250,0.000,208.000,0.000,0.000
