 ,Area,Mean,Min,Max,Angle,Length
1,5.678E-5,143.401,100.458,181.667,-91.023,0.079
2,1.161E-4,163.021,101.188,210.638,-91.245,0.163
3,6.180E-5,143.667,0.208,208.536,0.470,0.086
4,1.191E-4,164.323,0.333,218.744,1.214,0.167
5,0.006,153.108,0.000,212.000,0.000,0.000
6,0.022,179.409,0.000,226.000,0.000,0.000
7,6.130E-5,147.928,112.614,183.000,-90.474,0.086
8,1.221E-4,169.645,89.000,217.000,-90.000,0.172
9,6.381E-5,148.665,0.720,212.741,-0.455,0.089
10,1.146E-4,166.248,1.000,217.630,-0.252,0.161
11,0.006,156.251,0.000,219.000,0.000,0.000
12,0.020,179.474,0.000,230.000,0.000,0.000
13,5.276E-5,154.034,112.744,196.000,-89.449,0.074
14,9.647E-5,166.242,1.089,208.855,-90.600,0.135
15,6.080E-5,143.372,0.000,194.000,0.000,0.085
16,1.412E-4,173.954,0.504,216.968,0.205,0.198
17,0.005,158.534,0.000,228.000,0.000,0.000
18,0.021,186.697,0.000,231.000,0.000,0.000
19,6.231E-5,134.817,0.000,189.333,-90.000,0.087
20,1.025E-4,160.908,1.289,213.667,-89.718,0.144
21,6.331E-5,142.381,0.333,192.000,0.000,0.089
22,1.291E-4,159.087,0.434,210.134,0.224,0.181
23,0.006,155.141,0.000,212.000,0.000,0.000
24,0.018,176.927,0.000,224.000,0.000,0.000
25,6.381E-5,139.142,0.447,198.667,-87.728,0.089
26,1.045E-4,165.689,0.652,220.667,-90.277,0.147
27,6.180E-5,139.558,0.333,219.000,0.000,0.086
28,1.261E-4,167.642,0.333,221.067,1.375,0.177
29,0.006,165.760,0.000,228.000,0.000,0.000
30,0.018,188.525,0.000,247.000,0.000,0.000
