 ,Area,Mean,Min,Max,Angle,Length
1,7.992E-5,97.985,56.375,148.333,-89.642,0.113
2,1.315E-4,117.224,29.212,202.530,-90.868,0.186
3,7.843E-5,93.949,54.000,145.333,0.000,0.111
4,1.311E-4,116.572,54.333,189.000,0.000,0.185
5,0.010,101.226,0.000,190.000,0.000,0.000
6,0.025,131.169,0.000,215.000,0.000,0.000
7,7.446E-5,103.174,62.973,156.548,-88.462,0.105
8,1.206E-4,123.291,61.000,209.667,-90.000,0.171
9,7.496E-5,93.543,0.164,159.187,-0.382,0.106
10,1.435E-4,121.323,0.005,188.160,1.392,0.203
11,0.009,117.504,0.000,207.000,0.000,0.000
12,0.026,143.399,0.000,220.000,0.000,0.000
13,7.446E-5,108.261,57.096,165.000,-90.769,0.105
14,1.390E-4,135.014,70.251,186.993,-89.589,0.197
15,8.091E-5,104.536,0.000,161.000,0.000,0.114
16,1.405E-4,134.622,0.165,196.709,1.422,0.199
17,0.009,113.269,0.000,199.000,0.000,0.000
18,0.025,139.781,0.000,209.000,0.000,0.000
19,7.397E-5,72.472,0.428,157.514,-89.226,0.104
20,1.330E-4,114.067,65.951,183.944,-89.785,0.188
21,7.645E-5,87.924,1.000,152.667,0.000,0.108
22,1.464E-4,114.693,0.333,197.333,0.000,0.207
23,0.008,106.076,0.000,178.000,0.000,0.000
24,0.023,130.046,0.000,206.000,0.000,0.000
25,5.758E-5,111.065,47.684,181.530,-90.498,0.081
26,1.117E-4,119.965,0.533,179.411,-89.744,0.158
27,6.850E-5,98.601,0.326,165.667,-0.418,0.097
28,1.286E-4,117.348,0.155,190.326,-0.666,0.182
29,0.008,114.938,0.000,213.000,0.000,0.000
30,0.019,132.958,0.000,223.000,0.000,0.000
