 ,Area,Mean,Min,Max,Angle,Length
1,6.224E-5,124.661,78.296,187.685,-91.061,0.082
2,1.176E-4,149.806,9.771,208.818,-90.279,0.155
3,6.566E-5,129.646,0.632,186.474,3.013,0.086
4,9.764E-5,147.341,0.333,193.667,0.000,0.128
5,0.006,129.153,0.000,214.000,0.000,0.000
6,0.015,154.483,0.000,216.000,0.000,0.000
7,7.194E-5,126.504,0.400,196.013,-87.709,0.095
8,1.199E-4,144.028,0.214,200.667,-89.178,0.158
9,6.509E-5,123.248,0.705,193.174,-0.507,0.085
10,1.068E-4,141.160,0.419,197.753,0.616,0.141
11,0.007,133.997,0.000,213.000,0.000,0.000
12,0.019,159.870,0.000,223.000,0.000,0.000
13,5.767E-5,103.832,0.333,197.667,-90.000,0.076
14,1.022E-4,135.315,0.157,197.333,-89.356,0.135
15,6.109E-5,130.676,0.409,187.975,-2.161,0.080
16,9.706E-5,145.489,0.162,204.523,-1.695,0.128
17,0.005,139.584,0.000,216.000,0.000,0.000
18,0.015,164.809,0.000,240.000,0.000,0.000
19,7.137E-5,91.931,0.333,186.000,-90.000,0.094
20,1.131E-4,125.073,0.472,189.667,-90.291,0.149
21,6.281E-5,128.390,0.333,202.832,-0.526,0.082
22,1.262E-4,150.212,0.000,200.802,0.781,0.166
23,0.007,138.417,0.000,208.000,0.000,0.000
24,0.019,159.910,0.000,217.000,0.000,0.000
25,7.994E-5,103.167,0.333,157.000,-90.000,0.105
26,1.330E-4,128.690,0.000,195.667,-90.000,0.175
27,8.108E-5,117.960,0.000,189.000,0.000,0.107
28,1.319E-4,141.418,76.414,195.907,0.249,0.174
29,0.008,127.023,0.000,202.000,0.000,0.000
30,0.021,151.127,0.000,215.000,0.000,0.000
