 ,Area,Mean,Min,Max,Angle,Length
1,4.150E-4,146.685,88.910,201.659,-87.654,0.415
2,2.584E-4,131.451,1.574,201.880,-88.890,0.258
3,3.711E-4,122.148,0.705,197.951,4.174,0.371
4,2.504E-4,120.450,0.097,200.079,5.049,0.250
5,0.136,135.197,0.000,205.000,0.000,0.000
6,0.048,132.037,0.000,203.000,0.000,0.000
7,4.359E-4,155.721,0.013,222.612,-89.606,0.435
8,2.594E-4,158.032,0.333,212.656,-89.779,0.259
9,2.544E-4,164.081,0.333,220.000,1.804,0.254
10,2.155E-4,141.655,0.129,217.481,1.865,0.215
11,0.099,163.647,0.000,240.000,0.000,0.000
12,0.042,156.734,0.000,229.000,0.000,0.000
13,4.130E-4,145.869,0.713,200.529,-89.584,0.413
14,3.082E-4,134.513,0.297,196.338,90.186,0.308
15,3.212E-4,140.379,1.729,202.333,-2.319,0.321
16,2.484E-4,137.142,0.591,198.204,-2.309,0.248
17,0.120,139.589,0.000,205.000,0.000,0.000
18,0.058,130.423,0.000,205.000,0.000,0.000
19,4.160E-4,133.680,0.874,188.651,-93.172,0.415
20,3.212E-4,124.216,0.631,203.492,-92.854,0.321
21,2.983E-4,132.755,0.000,202.000,0.000,0.298
22,2.225E-4,143.703,0.321,197.396,0.516,0.222
23,0.108,148.737,0.000,212.000,0.000,0.000
24,0.056,136.169,0.000,212.000,0.000,0.000
25,5.157E-4,156.818,0.951,211.213,-93.445,0.515
26,3.422E-4,143.252,0.487,220.017,-94.026,0.341
27,3.282E-4,162.352,0.329,214.344,-2.618,0.328
28,2.464E-4,159.339,0.255,218.289,-3.025,0.246
29,0.139,172.183,0.000,230.000,0.000,0.000
30,0.064,156.720,0.000,229.000,0.000,0.000
