 ,Area,Mean,Min,Max,Angle,Length
1,4.376E-4,149.206,0.290,204.580,-87.510,0.449
2,2.857E-4,164.519,95.542,196.667,-90.191,0.292
3,3.313E-4,156.113,0.000,210.619,0.823,0.339
4,2.354E-4,145.633,0.185,197.453,0.232,0.241
5,0.124,164.465,0.000,220.000,0.000,0.000
6,0.055,151.045,0.000,214.000,0.000,0.000
7,4.167E-4,167.882,1.081,212.305,-87.249,0.426
8,2.601E-4,152.865,0.048,208.984,-87.274,0.266
9,3.626E-4,162.149,1.000,214.333,0.000,0.371
10,2.212E-4,157.565,0.563,219.767,-0.494,0.226
11,0.123,160.385,0.000,223.000,0.000,0.000
12,0.050,154.056,0.000,223.000,0.000,0.000
13,4.072E-4,149.755,0.241,207.747,-87.458,0.417
14,2.611E-4,157.160,22.029,213.633,-88.119,0.267
15,3.465E-4,166.317,0.333,212.333,0.000,0.355
16,2.231E-4,172.156,1.000,215.333,0.000,0.228
17,0.116,164.034,0.000,224.000,0.000,0.000
18,0.048,160.786,0.000,224.000,0.000,0.000
19,3.712E-4,180.008,136.069,226.172,-86.616,0.380
20,2.392E-4,184.934,0.857,223.972,-86.338,0.244
21,3.427E-4,162.117,0.250,221.917,-2.386,0.351
22,2.136E-4,163.481,0.667,221.588,-2.811,0.219
23,0.110,170.481,0.000,233.000,0.000,0.000
24,0.040,162.979,0.000,233.000,0.000,0.000
25,3.892E-4,171.458,98.493,221.460,-87.200,0.399
26,2.582E-4,162.529,2.691,224.333,-88.098,0.264
27,4.006E-4,179.105,3.333,224.333,0.000,0.410
28,2.326E-4,178.188,2.333,225.333,0.000,0.238
29,0.126,174.626,0.000,243.000,0.000,0.000
30,0.043,161.020,0.000,233.000,0.000,0.000
