 ,Area,Mean,Min,Max,Angle,Length
1,4.571E-4,141.221,0.000,221.928,-90.769,0.452
2,2.694E-4,176.699,2.000,226.700,-90.436,0.266
3,3.571E-4,180.277,0.000,230.255,2.461,0.353
4,2.398E-4,164.448,0.000,213.064,1.713,0.236
5,0.124,172.048,0.000,251.000,0.000,0.000
6,0.049,171.218,0.000,251.000,0.000,0.000
7,4.490E-4,165.602,0.287,231.465,-89.739,0.443
8,2.653E-4,151.474,0.667,224.296,-90.221,0.262
9,3.224E-4,185.275,4.146,225.735,0.182,0.318
10,2.133E-4,181.044,2.000,227.333,-0.551,0.210
11,0.109,183.301,0.000,245.000,0.000,0.000
12,0.038,176.161,0.000,245.000,0.000,0.000
13,4.786E-4,175.312,0.399,235.017,-89.755,0.473
14,2.633E-4,151.796,0.667,238.667,-90.000,0.260
15,3.449E-4,175.818,0.386,221.120,0.170,0.340
16,2.418E-4,171.277,0.333,215.000,0.000,0.238
17,0.136,182.559,0.000,250.000,0.000,0.000
18,0.042,170.248,0.000,248.000,0.000,0.000
19,4.439E-4,190.138,0.333,250.277,-89.868,0.438
20,2.745E-4,161.480,0.333,232.667,-90.000,0.271
21,3.857E-4,188.369,0.000,245.294,0.304,0.381
22,2.500E-4,181.462,0.333,235.908,0.235,0.246
23,0.142,185.902,0.000,254.000,0.000,0.000
24,0.051,176.845,0.000,254.000,0.000,0.000
25,4.255E-4,188.475,0.000,246.118,-90.138,0.420
26,2.337E-4,176.448,0.000,239.667,-90.000,0.230
27,3.173E-4,178.989,0.660,235.424,0.554,0.313
28,2.184E-4,159.190,0.000,236.235,-0.538,0.215
29,0.115,195.605,0.000,252.000,0.000,0.000
30,0.039,183.682,0.000,252.000,0.000,0.000
