 ,Area,Mean,Min,Max,Angle,Length
1,4.035E-4,141.338,0.667,200.366,-87.905,0.407
2,2.327E-4,136.315,3.339,185.333,-87.089,0.234
3,3.770E-4,155.385,0.333,200.000,-0.898,0.380
4,2.435E-4,150.427,0.054,205.223,-0.928,0.245
5,0.129,166.253,0.000,212.000,0.000,0.000
6,0.049,147.694,0.000,206.000,0.000,0.000
7,3.672E-4,146.169,102.579,193.667,-88.004,0.370
8,2.523E-4,134.629,105.396,196.812,-88.210,0.254
9,3.387E-4,139.735,0.333,206.000,-0.666,0.341
10,2.317E-4,113.456,0.333,173.000,-0.488,0.233
11,0.094,160.653,0.000,218.000,0.000,0.000
12,0.043,133.148,0.000,202.000,0.000,0.000
13,3.240E-4,160.118,1.669,209.000,-85.989,0.326
14,2.121E-4,125.204,0.581,173.113,-86.805,0.213
15,3.426E-4,147.644,0.000,195.333,-1.481,0.345
16,2.317E-4,135.914,0.475,195.433,-1.219,0.233
17,0.084,166.813,0.000,240.000,0.000,0.000
18,0.037,142.713,0.000,240.000,0.000,0.000
19,3.230E-4,160.790,0.724,211.667,-87.207,0.325
20,2.238E-4,97.183,0.129,184.667,-86.722,0.225
21,3.829E-4,152.515,0.333,208.606,-1.767,0.386
22,2.386E-4,135.863,0.667,197.333,0.000,0.240
23,0.098,171.362,0.000,230.000,0.000,0.000
24,0.040,141.710,0.000,214.000,0.000,0.000
25,3.554E-4,140.698,0.495,189.667,-90.159,0.358
26,2.150E-4,108.963,0.000,170.875,-89.474,0.216
27,3.603E-4,143.994,0.497,183.339,-1.565,0.363
28,2.503E-4,130.530,0.331,187.000,-2.029,0.252
29,0.097,161.360,0.000,199.000,0.000,0.000
30,0.040,137.293,0.000,192.000,0.000,0.000
