 ,Area,Mean,Min,Max,Angle,Length
1,4.511E-4,165.251,1.498,225.258,-90.591,0.467
2,2.339E-4,172.760,58.363,222.057,-90.228,0.242
3,3.685E-4,180.471,0.667,227.667,0.000,0.382
4,2.283E-4,181.299,0.238,223.333,0.702,0.236
5,0.135,177.637,0.000,242.000,0.000,0.000
6,0.046,175.582,0.000,242.000,0.000,0.000
7,4.557E-4,157.589,0.159,225.220,-89.883,0.472
8,2.636E-4,141.035,0.333,224.333,-90.000,0.273
9,3.379E-4,159.552,3.829,210.749,0.474,0.350
10,2.209E-4,169.237,0.962,219.684,0.242,0.228
11,0.134,166.821,0.000,237.000,0.000,0.000
12,0.051,160.222,0.000,237.000,0.000,0.000
13,3.722E-4,166.074,0.667,221.667,-90.000,0.385
14,2.265E-4,150.525,0.016,214.000,-90.707,0.234
15,3.685E-4,169.537,0.741,232.734,0.579,0.382
16,2.023E-4,146.481,0.525,207.002,0.264,0.209
17,0.096,168.301,0.000,233.000,0.000,0.000
18,0.035,166.105,0.000,233.000,0.000,0.000
19,4.149E-4,166.264,0.291,206.233,-88.972,0.430
20,2.302E-4,167.173,0.119,222.063,-90.232,0.238
21,3.518E-4,158.850,1.222,203.487,-0.909,0.364
22,2.153E-4,153.694,0.333,218.688,-1.488,0.223
23,0.116,166.564,0.000,225.000,0.000,0.000
24,0.037,161.745,0.000,224.000,0.000,0.000
25,3.861E-4,165.354,0.333,217.000,-90.000,0.400
26,2.627E-4,165.140,0.333,220.333,-91.016,0.272
27,3.323E-4,159.322,0.157,205.000,-1.123,0.344
28,2.209E-4,152.485,0.439,210.270,-1.450,0.228
29,0.116,170.472,0.000,238.000,0.000,0.000
30,0.048,165.820,0.000,238.000,0.000,0.000
