 ,Area,Mean,Min,Max,Angle,Length
1,3.460E-4,156.018,2.000,201.333,-90.000,0.339
2,2.262E-4,140.369,75.777,206.125,-90.263,0.222
3,3.750E-4,158.110,0.425,201.924,-1.740,0.368
4,2.355E-4,165.582,0.223,208.282,-2.018,0.231
5,0.096,151.374,0.000,221.000,0.000,0.000
6,0.038,143.524,0.000,221.000,0.000,0.000
7,3.120E-4,135.621,0.333,180.316,-90.761,0.306
8,2.159E-4,124.530,0.423,183.333,-91.652,0.211
9,3.543E-4,130.844,1.667,183.942,0.168,0.348
10,2.417E-4,123.587,1.667,168.295,0.738,0.237
11,0.088,141.897,0.000,211.000,0.000,0.000
12,0.038,129.779,0.000,199.000,0.000,0.000
13,3.223E-4,137.703,98.667,175.000,-90.000,0.316
14,1.942E-4,104.440,0.371,174.578,-90.613,0.190
15,3.626E-4,129.425,1.500,170.103,-0.164,0.356
16,2.283E-4,137.112,0.333,181.000,0.000,0.224
17,0.093,139.985,0.000,192.000,0.000,0.000
18,0.031,128.441,0.000,192.000,0.000,0.000
19,2.655E-4,137.851,1.930,175.826,-88.881,0.260
20,1.983E-4,83.171,0.314,166.827,-88.800,0.194
21,3.429E-4,112.766,0.333,167.469,2.767,0.337
22,2.366E-4,111.938,0.579,178.292,1.005,0.232
23,0.085,138.875,0.000,196.000,0.000,0.000
24,0.036,125.272,0.000,192.000,0.000,0.000
25,3.068E-4,141.713,0.562,185.453,-89.806,0.301
26,2.149E-4,121.890,0.333,182.034,-90.277,0.210
27,4.049E-4,136.317,0.000,200.880,0.293,0.397
28,2.551E-4,127.642,0.667,193.634,0.466,0.250
29,0.096,149.032,0.000,213.000,0.000,0.000
30,0.041,135.709,0.000,213.000,0.000,0.000
