 ,Area,Mean,Min,Max,Angle,Length
1,4.112E-4,157.430,0.434,215.226,-88.838,0.376
2,2.543E-4,183.989,2.446,213.531,-89.193,0.232
3,3.577E-4,188.781,0.000,214.560,2.481,0.327
4,2.258E-4,175.873,0.000,209.667,1.818,0.206
5,0.110,193.244,0.000,243.000,0.000,0.000
6,0.035,176.073,0.000,225.000,0.000,0.000
7,3.970E-4,187.025,0.000,219.820,-86.906,0.364
8,2.508E-4,146.812,0.333,217.438,-87.002,0.229
9,3.185E-4,189.546,0.386,208.674,1.073,0.291
10,2.092E-4,185.151,0.248,208.448,-0.655,0.191
11,0.087,190.759,0.000,233.000,0.000,0.000
12,0.034,178.119,0.000,232.000,0.000,0.000
13,4.017E-4,181.343,0.921,216.881,-90.170,0.367
14,2.496E-4,144.224,0.266,206.198,-91.370,0.228
15,4.076E-4,178.811,0.708,225.386,0.168,0.373
16,2.627E-4,175.297,0.694,214.333,0.781,0.240
17,0.107,188.445,0.000,237.000,0.000,0.000
18,0.042,166.868,0.000,222.000,0.000,0.000
19,3.672E-4,180.902,0.124,212.970,-90.186,0.336
20,2.341E-4,107.719,0.133,213.401,-90.292,0.214
21,3.993E-4,173.436,1.000,218.333,-0.855,0.365
22,2.222E-4,163.240,0.355,219.892,0.616,0.203
23,0.108,186.613,0.000,240.000,0.000,0.000
24,0.032,171.852,0.000,231.000,0.000,0.000
25,4.041E-4,174.524,0.929,223.188,-90.169,0.370
26,2.555E-4,155.930,0.333,214.969,-90.803,0.233
27,3.696E-4,177.900,3.667,228.596,-1.109,0.338
28,2.294E-4,163.710,1.292,218.229,-1.790,0.209
29,0.098,182.295,0.000,234.000,0.000,0.000
30,0.035,168.245,0.000,232.000,0.000,0.000
