 ,Area,Mean,Min,Max,Angle,Length
1,4.385E-4,170.779,116.012,226.802,-92.531,0.456
2,2.736E-4,163.659,117.455,223.698,-92.708,0.284
3,3.630E-4,166.836,0.333,202.145,-0.146,0.377
4,2.570E-4,150.178,0.667,215.277,-1.030,0.267
5,0.132,172.058,0.000,245.000,0.000,0.000
6,0.057,160.830,0.000,240.000,0.000,0.000
7,4.312E-4,141.511,0.000,224.500,-92.452,0.449
8,2.690E-4,132.432,1.165,185.704,-92.558,0.280
9,3.740E-4,139.495,1.192,197.672,-0.566,0.389
10,2.460E-4,126.779,0.386,198.772,-0.646,0.255
11,0.135,155.427,0.000,239.000,0.000,0.000
12,0.060,137.673,0.000,235.000,0.000,0.000
13,3.639E-4,131.515,0.095,180.667,-90.727,0.378
14,2.580E-4,114.411,0.061,173.806,-91.232,0.268
15,4.652E-4,151.713,1.651,194.790,0.341,0.484
16,2.570E-4,136.370,0.517,170.507,0.206,0.267
17,0.140,155.773,0.000,205.000,0.000,0.000
18,0.058,141.271,0.000,199.000,0.000,0.000
19,4.579E-4,148.146,1.645,191.305,-88.845,0.476
20,3.031E-4,154.459,1.000,193.016,-88.603,0.315
21,4.183E-4,157.529,0.000,189.817,2.275,0.435
22,2.718E-4,152.054,1.000,197.173,-0.585,0.282
23,0.159,161.872,0.000,208.000,0.000,0.000
24,0.062,149.740,0.000,201.000,0.000,0.000
25,4.514E-4,118.445,0.094,177.969,-91.523,0.470
26,2.847E-4,100.097,0.208,158.519,-90.186,0.296
27,3.897E-4,117.225,1.075,170.569,-3.127,0.405
28,2.709E-4,103.603,0.016,168.990,-2.150,0.281
29,0.142,124.798,0.000,207.000,0.000,0.000
30,0.066,111.524,0.000,188.000,0.000,0.000
