 ,Area,Mean,Min,Max,Angle,Length
1,4.976E-4,162.929,88.423,208.333,-90.606,0.531
2,2.979E-4,166.096,79.224,203.445,-90.169,0.317
3,4.363E-4,157.362,0.981,218.245,2.189,0.466
4,2.760E-4,162.813,0.913,206.505,2.006,0.294
5,0.233,154.596,0.000,230.000,0.000,0.000
6,0.073,157.798,0.000,230.000,0.000,0.000
7,3.890E-4,131.833,0.433,190.921,-91.035,0.415
8,2.567E-4,145.274,0.000,208.516,-90.785,0.273
9,3.863E-4,139.654,2.333,202.333,0.000,0.412
10,2.506E-4,144.585,0.333,202.827,-0.402,0.267
11,0.143,135.060,0.000,223.000,0.000,0.000
12,0.056,137.438,0.000,223.000,0.000,0.000
13,5.703E-4,152.810,45.001,210.204,-87.706,0.608
14,3.504E-4,160.925,112.924,208.394,-88.564,0.374
15,5.475E-4,149.002,0.381,198.446,1.652,0.584
16,3.241E-4,143.561,0.333,193.486,2.018,0.346
17,0.268,149.385,0.000,237.000,0.000,0.000
18,0.095,152.196,0.000,237.000,0.000,0.000
19,4.170E-4,146.351,42.983,202.821,-89.276,0.445
20,2.453E-4,155.868,87.654,199.570,-89.589,0.261
21,4.118E-4,136.641,0.868,191.962,1.954,0.439
22,2.348E-4,136.148,0.466,189.599,1.502,0.250
23,0.134,135.643,0.000,226.000,0.000,0.000
24,0.045,142.077,0.000,218.000,0.000,0.000
25,3.977E-4,154.707,0.333,203.340,-88.988,0.424
26,2.453E-4,146.436,0.333,203.557,-89.589,0.261
27,3.662E-4,153.308,0.690,184.812,-4.536,0.391
28,2.190E-4,146.302,0.750,190.932,-1.150,0.233
29,0.123,161.122,0.000,216.000,0.000,0.000
30,0.046,155.909,0.000,206.000,0.000,0.000
