 ,Area,Mean,Min,Max,Angle,Length
1,3.525E-4,155.826,3.828,217.113,-88.139,0.375
2,2.171E-4,167.932,5.745,215.707,-89.534,0.231
3,4.598E-4,169.901,1.333,224.716,-0.549,0.489
4,2.365E-4,166.267,0.833,224.517,-0.214,0.251
5,0.150,179.141,0.000,236.000,0.000,0.000
6,0.044,172.056,0.000,236.000,0.000,0.000
7,3.007E-4,138.489,1.639,203.887,-89.496,0.320
8,1.785E-4,127.690,89.485,175.045,-89.716,0.189
9,4.413E-4,151.722,0.878,215.753,-0.114,0.470
10,2.444E-4,124.047,0.333,187.333,0.000,0.260
11,0.127,152.737,0.000,220.000,0.000,0.000
12,0.040,142.916,0.000,215.000,0.000,0.000
13,3.218E-4,176.883,2.338,210.527,-86.541,0.342
14,2.092E-4,170.136,0.489,213.852,-86.619,0.223
15,5.266E-4,162.881,0.619,232.757,-1.341,0.561
16,2.541E-4,179.927,127.694,235.917,-2.187,0.270
17,0.146,177.657,0.000,238.000,0.000,0.000
18,0.045,170.388,0.000,238.000,0.000,0.000
19,3.332E-4,175.387,122.074,214.889,-87.879,0.355
20,2.004E-4,163.666,1.000,209.755,-88.486,0.213
21,3.877E-4,146.174,0.333,210.461,0.130,0.413
22,2.497E-4,141.878,0.333,209.974,-0.405,0.265
23,0.135,151.817,0.000,228.000,0.000,0.000
24,0.047,149.156,0.000,228.000,0.000,0.000
25,4.316E-4,152.519,0.136,208.735,-89.415,0.459
26,2.444E-4,120.246,0.377,194.454,-88.759,0.260
27,3.833E-4,145.471,1.280,210.176,0.659,0.408
28,2.435E-4,136.757,1.275,200.826,-0.208,0.259
29,0.150,163.651,0.000,224.000,0.000,0.000
30,0.051,147.249,0.000,223.000,0.000,0.000
