 ,Area,Mean,Min,Max,Angle,Length
1,4.410E-4,135.202,0.325,198.873,-92.380,0.437
2,2.794E-4,132.241,1.127,186.293,-92.299,0.276
3,3.364E-4,140.202,0.445,197.758,3.305,0.332
4,2.215E-4,131.090,0.333,203.556,3.165,0.219
5,0.116,165.148,0.000,215.000,0.000,0.000
6,0.047,136.026,0.000,206.000,0.000,0.000
7,3.648E-4,149.898,93.873,188.333,-91.600,0.361
8,2.378E-4,132.761,85.186,190.240,-90.738,0.235
9,3.882E-4,141.449,1.840,185.423,0.602,0.384
10,2.561E-4,126.837,1.333,183.000,0.000,0.253
11,0.113,153.552,0.000,228.000,0.000,0.000
12,0.048,130.657,0.000,205.000,0.000,0.000
13,3.953E-4,165.011,111.426,217.137,-90.591,0.391
14,2.540E-4,139.410,1.570,195.667,-91.380,0.251
15,3.597E-4,151.416,0.734,194.506,-0.162,0.356
16,2.581E-4,137.245,1.000,185.000,0.000,0.255
17,0.111,160.552,0.000,235.000,0.000,0.000
18,0.049,143.780,0.000,235.000,0.000,0.000
19,3.851E-4,150.375,0.810,194.616,-91.970,0.381
20,2.622E-4,143.716,0.684,200.092,-92.228,0.259
21,3.211E-4,137.006,0.000,188.159,-0.546,0.318
22,2.002E-4,127.240,0.333,170.333,-0.877,0.198
23,0.111,158.633,0.000,227.000,0.000,0.000
24,0.044,141.533,0.000,221.000,0.000,0.000
25,3.353E-4,150.222,0.123,193.326,-93.663,0.331
26,2.337E-4,152.192,123.748,193.335,-93.249,0.231
27,3.130E-4,160.576,104.634,189.000,-2.797,0.310
28,2.276E-4,148.812,104.275,194.333,-2.055,0.225
29,0.088,169.297,0.000,231.000,0.000,0.000
30,0.039,152.925,0.000,224.000,0.000,0.000
