 ,Area,Mean,Min,Max,Angle,Length
1,3.595E-4,149.472,10.441,204.754,-90.147,0.374
2,1.972E-4,150.039,1.000,201.000,-90.803,0.205
3,3.659E-4,154.280,0.474,215.755,2.015,0.381
4,2.036E-4,148.730,1.637,206.045,2.073,0.212
5,0.109,144.950,0.000,227.000,0.000,0.000
6,0.033,152.204,0.000,227.000,0.000,0.000
7,3.843E-4,141.195,0.333,213.743,-89.452,0.400
8,2.091E-4,133.952,0.333,210.188,-88.738,0.217
9,3.889E-4,160.327,0.681,213.660,1.219,0.405
10,1.788E-4,148.908,0.380,224.196,1.476,0.186
11,0.139,151.980,0.000,232.000,0.000,0.000
12,0.037,157.247,0.000,227.000,0.000,0.000
13,3.467E-4,153.089,5.667,198.667,-90.000,0.361
14,2.164E-4,158.066,118.216,205.638,-89.756,0.225
15,4.035E-4,160.289,101.781,223.267,-0.131,0.420
16,1.972E-4,159.977,0.925,229.564,0.268,0.205
17,0.117,156.625,0.000,232.000,0.000,0.000
18,0.041,161.529,0.000,232.000,0.000,0.000
19,3.779E-4,161.649,0.333,206.207,-91.254,0.394
20,2.394E-4,153.692,0.333,204.333,-92.203,0.249
21,3.320E-4,160.621,0.333,220.234,1.111,0.346
22,1.752E-4,162.916,1.474,218.398,0.905,0.182
23,0.100,153.000,0.000,236.000,0.000,0.000
24,0.034,159.040,0.000,236.000,0.000,0.000
25,3.485E-4,157.752,101.111,216.246,-88.338,0.363
26,2.467E-4,146.765,89.080,203.871,-87.863,0.257
27,3.834E-4,158.144,0.377,210.616,-0.687,0.399
28,2.284E-4,155.389,0.438,206.883,0.693,0.238
29,0.122,159.733,0.000,237.000,0.000,0.000
30,0.047,152.332,0.000,228.000,0.000,0.000
